項目	値
事業の内容	３【事業の内容】　当社グループ（当社及び当社の関係会社）は、当社、子会社１社及び関連会社１社で構成され、塗料等の製造販売を主な内容として事業活動をしております。 　当社グループの事業に係る位置づけは次のとおりであります。　なお、当社グループは、塗料の製造・販売事業の単一セグメントであるため、セグメント別の記載は省略しております。 製　造：当社が製造、調色加工しております。販　売：当社が一部直接需要家へ販売するほか、主として特約店を通じて行っております。このうちダイヤス化成㈱は子会社、㈱友進商会は関連会社であります。 ［事業系統図］　事業の系統図は次のとおりであります。  
経営方針、経営環境及び対処すべき課題等	１【経営方針、経営環境及び対処すべき課題等】文中の将来に関する事項は、当連結会計年度末現在において当社グループが判断したものであります。１．経営方針　当社グループは「人と技術で豊かな未来を創造しよう」・「地球にやさしさを　暮らしに彩りを　お客様に満足を」を経営の基本理念として掲げ、技術力を高め、環境に優しく信頼性の高い製品を提供することを基本方針としております。２．経営戦略　当社グループは更なる「顧客満足度の向上」を目指し、一層の品質改善と顧客への即応体制を強化し、更には、環境対応型塗料の拡充に努め、新規需要の創出や顧客要求に応え営業基盤の拡大に注力をいたします。３．経営上の目標の達成状況を判断するための客観的な指標等　当社は、2021年12月に公表した中期経営計画において、基本理念に立ち返り、計画期間３年間を「事業環境の変化に対応しうる基礎固めの期間」と位置付け基盤整備を進めております。中期経営計画の具体的な数値目標として、最終年度の2024年11月期に売上高6,590百万円、経常利益256百万円を定めております。４．経営環境　当社グループをとりまく経営環境は、新型コロナウイルス感染症の「５類感染症」への移行に伴い経済活動正常化が進み、景気は緩やかに回復していくことが期待されますが、原材料・エネルギー価格の高騰や物流コストの上昇、インフレ加速等による景気減速が懸念され、国内外の経済は先行き不透明な状況が続くものと予想されます。　当社グループの販売先は主として国内の製造業企業であり、国内外の景気の動向が各社の生産計画に多大な影響を与えるため、当社の販売状況にも反映されております。５．優先的に対処すべき事業上及び財務上の課題　以下の課題に優先的に取り組んで経営環境の課題に対処してまいります。（１）販売の強化　取引先へ更なるきめ細やかな対応による顧客満足度の向上を目指し、顧客のニーズに合った製品の開発を行うことで営業基盤の強化を図ります。特に環境対応要求の実現に向けたESG/SDGs視点、提案型販売による新規需要の開拓に尽力し販売拡大を目指します。（２）新製品の開発　近年、CO2削減や環境に配慮した塗料のニーズが増えており、脱炭素に向けたエネルギー削減や環境負荷低減への取り組みが求められております。省エネルギーに貢献する低温焼付型塗料やVOCの放出を削減できる粉体塗料、特化則物質低減塗料など環境にやさしく、顧客要求に応えられる製品の開発に注力してまいります。（３）生産体制の見直し　設備の更新及び人材の育成により生産性の効率を高め、収益基盤強化に努めてまいります。　また、顧客ニーズに対応するため、生産設備の見直しや生産の合理化・省力化のための自動化を検討してまいります。（４）コストの削減　当社が重視する経営上の指標である売上高経常利益率を向上させる上で、原材料費・製造経費の削減は重要な課題であります。サプライチェーンの強化安定、製造品種・原材料の統廃合等を推進してコストの低減に取り組んでまいります。また、単品損益管理による生産性の改善、適正な在庫管理で製造経費の削減を続けてまいります。 
事業等のリスク	３【事業等のリスク】　有価証券報告書に記載した事業の状況、経理の状況等に関する事項のうち、投資者の判断に重要な影響を及ぼす可能性のある事項には、以下のようなものがあります。なお、以下に掲げる事項は、有価証券報告書提出日現在において判断したものであります。　　１．クレーム補償　当社グループと致しましては技術的、理論的に十分注意を払い製品設計を行い、また、顧客との連携を強化し要望をくみ取ることにより、クレームの発生防止に注力しておりますが、将来的にクレームが発生した場合、業績に影響を与える可能性があります。　　２．外国為替相場の変動に関するリスク　当社グループでは、輸出取引において為替変動リスクを負っており、当社グループの業績及び財務状況が影響を受ける可能性があります。　　３．災害・事故・感染症の発生　大規模な自然災害や事故・感染症の大流行等の発生により当社グループの業績及び財務状況が影響を受ける可能性があります。当社グループでは、災害発生時の被害を最小限に留め、事故を未然に防ぐことは平素より努力しており、また、万が一の災害・事故の発生時の対策として損害保険に加入しております。　　４．国内外の法律・規則、政治的要因に係る問題　予期し得ない法律・規則、租税制度の変更、政治的な不利益、戦争、テロ等の社会的混乱の発生により影響を受ける可能性があります。特に近年は製品や製造上での環境・安全性に対する規制が強化され、使用する原材料の選定や製造工程・生産設備に影響を与える傾向が高まっておりますが、企業の社会的責任として、関連する法令・規制を遵守するとともに、早期の情報把握に努め適切な対応を行っております。　　５．原材料価格の変動　当社グループの原材料は石油関連製品への依存度が高く、石油・ナフサ価格の動向が塗料原料の価格に大きな影響を及ぼすことが懸念され、業績に多大な影響を受ける可能性があります。
経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析	４【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】　文中の将来に関する事項は、当連結会計年度末現在において判断したものであります。（１）経営成績等の状況の概要　当連結会計年度における当社グループの財政状態、経営成績及びキャッシュ・フロー（以下「経営成績等」という。）の状況の概要は次のとおりであります。①財政状態及び経営成績の状況当連結会計年度は、新型コロナウイルス感染症の「５類感染症」への移行に伴い、経済活動の正常化が進み緩やかな回復がみられました。一方、原材料価格・エネルギー価格の上昇や各国のインフレ対策を目的とした金融引き締めの影響など、依然として先行き不透明な状況が続いております。このような状況下、当社グループは当連結会計年度を２年目とする３ヵ年の中期経営計画に基づいて、昨年度に引き続き顧客や社会のニーズに応えた高品質製品の開発や生産体制の合理化等の重点施策に取り組み、利益率向上等による収益体質・財務体質の改善を図り、企業価値の向上に努めました。また、設備投資について、これら重点施策推進に向け計画に着手し、設備投資額は249百万円となりました。　結果として、当社グループの財政状態は、資産合計は8,344百万円となり、前連結会計年度末に比べ4.3％の増加、負債合計は5,288百万円となり0.2％の増加、純資産合計は3,055百万円となり12.4％の増加となりました。また、当連結会計年度における売上高は6,142百万円（前年同期比9.1％増）、経常利益は238百万円（前年同期比11.7％増）、親会社株主に帰属する当期純利益は203百万円（前年同期比25.1％増）となりました。　なお、当社グループは、塗料の製造・販売事業の単一セグメントであるため、セグメント別の記載は省略しております。 ②キャッシュ・フロー　当連結会計年度におけるキャッシュ・フローは、営業活動により165百万円の増加、投資活動により242百万円の減少及び財務活動により62百万円の減少となりました。その結果、現金及び現金同等物（以下「資金」という。）は、前連結会計年度末に比べ138百万円減少し1,903百万円となりました。　　　（営業活動によるキャッシュ・フロー）　営業活動による資金の増加は165百万円（前連結会計年度は206百万円の増加）となりました。これは主に税金等調整前当期純利益238百万円、減価償却費115百万円、売上債権の増加108百万円等によるものであります。（投資活動によるキャッシュ・フロー）　投資活動による資金の減少は242百万円（前連結会計年度は66百万円の減少）となりました。これは主に生産設備の増強・維持更新ならびに研究開発設備のための有形固定資産の取得による支出237百万円等によるものであります。（財務活動によるキャッシュ・フロー）　財務活動による資金の減少は62百万円（前連結会計年度は121百万円の減少）となりました。これは主に長期借入れによる収入550百万円、長期借入金の返済による支出507百万円、短期借入金の純減額80百万円等によるものであります。（２）生産、受注及び販売の実績①生産実績　当社グループは、塗料の製造・販売事業の単一セグメントであるため、生産実績は品種別に掲載いたします。品種別当連結会計年度（自　2022年12月１日至　2023年11月30日）前年同期比（％）合成樹脂塗料類（千円）5,770,681110.5その他塗料類　他（千円）393,328115.1合計（千円）6,164,010110.7（注）金額は、販売価格によっております。 ②商品仕入実績　当社グループは、塗料の製造・販売事業の単一セグメントであるため、商品仕入実績は品種別に掲載いたします。品種別当連結会計年度（自　2022年12月１日至　2023年11月30日）前年同期比（％）合成樹脂塗料類（千円）214,434115.9その他塗料類　他（千円）239,94492.6合計（千円）454,378102.3（注）金額は、販売価格によっております。 ③受注実績　当社グループは、見込み生産を行っているため、該当事項はありません。 ④販売実績　当社グループは、塗料の製造・販売事業の単一セグメントであるため、販売実績は品種別に掲載いたします。品種別当連結会計年度（自　2022年12月１日至　2023年11月30日）前年同期比（％）合成樹脂塗料類（千円）5,666,568109.7その他塗料類　他（千円）476,021102.1合計（千円）6,142,590109.1 （３）経営者の視点による経営成績等の状況に関する分析・検討内容①当連結会計年度の経営成績等の状況に関する認識及び分析・検討内容（財政状態および経営成績）　当連結会計年度の財政状態は、原材料・エネルギー価格の高騰により販売価格の是正を進めた結果、売上および仕入は増加したため、期末日の債権及び債務は前連結会計年度末に比べ増加し、総資産は増加しました。　当連結会計年度の総資産は、前連結会計年度末と比較して総資産は346百万円増加して8,344百万円となりました。増加の主なものは、投資有価証券の増加219百万円、受取手形、電子記録債権、売掛金の売上債権合計額の増加108百万円であります。　負債は9百万円増加して5,288百万円となりました。増加の主なものは、支払手形及び買掛金、電子記録債務の仕入債務合計額の増加38百万円、長期借入金の増加23百万円、短期借入金の減少60百万円であります。　純資産は337百万円増加して3,055百万円となりました。増加の主なものは、利益剰余金の増加178百万円、その他有価証券評価差額金の増加155百万円であります。その結果、自己資本比率は2.6ポイント増加し36.6％となりました。　売上高につきましては、需要が次第に回復してきたことにより、売上高は6,142百万円（前年同期比9.1％増）となりました。経常利益につきましては、238百万円となり、前年同期経常利益に比べ25百万円の増加となりました。売上高経常利益率は、前年同期経常利益率3.8％に比べ0.1ポイント増加の3.9％にとどまりました。（経営方針、経営戦略、経営上の目標の達成状況を判断するための客観的な指標等）　売上高はおおむね計画通りに推移し、当連結会計年度計画6,100百万円に比べ42百万円上回り、6,142百万円（計画比0.7％増）となりました。経常利益は販売価格の是正・経費削減を進めましたが、想定を上回る原材料および光熱費の高騰と物流費など諸経費の増加のため、当連結会計年度計画300百万円に比べ61百万円下回る238百万円（計画比20.4％減）となり、売上高経常利益率は計画の4.9％を下回り3.9％となりました。 ②キャッシュ・フローの状況の分析・検討内容並びに資本の財源及び資金の流動性に係る情報（キャッシュ・フローの状況の分析）　キャッシュ・フローの状況につきまして、営業活動によるキャッシュ・フローは、仕入債務の増加額が減少したこと等により、前連結会計年度に比べ減少いたしました。投資活動によるキャッシュ・フローは、中期経営計画に基づいた設備投資計画に着手し有形固定資産の取得による支出が増加したこと等により、前連結会計年度に比べ支出が増加いたしました。財務活動によるキャッシュ・フローにつきましては、短期借入金の純減額は減少しましたが、長期借入金の借入による収入が増加したこと等により、前連結会計年度に比べ財務活動による資金の減少幅は縮まりました。　詳細につきましては、「第２ 事業の状況 ４ 経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析 （１）経営成績等の状況の概要 ②キャッシュ・フロー」に記載のとおりであります。（資金需要）　当社グループの運転資金需要の主なものは、原材料・部品等の購入費用、製造経費、研究開発費、販売費及び一般管理費等の営業費用であります。投資を目的とした資金需要は、設備投資等であります。（財務政策）　当社グループは、事業運営上必要な流動性と資金の源泉を安定的に確保することを基本方針としております。　短期運転資金は金融機関からの短期借入を、設備投資や長期運転資金の調達につきましては金融機関からの長期借入を基本としております。　なお、当事業年度末における借入金の残高は1,856百万円となっており、現金及び現金同等物の残高は1,903百万円となっております。 ③重要な会計上の見積り及び当該見積りに用いた仮定　当社グループの連結財務諸表は、我が国において一般に公正妥当と認められている会計基準に基づき作成されております。この連結財務諸表を作成するにあたっては、経営者による会計方針の選択・適用、資産・負債及び収益・費用の報告金額及び開示に影響を与える見積りを必要としております。経営者は、これらの見積りについて過去の実績等を勘案し合理的に判断しておりますが、実際の結果は、見積り特有の不確実性があるため、これらの見積りと異なる場合があります。連結財務諸表の作成にあたって用いた会計上の見積り及び当該見積りに用いた仮定のうち、重要なものについては、「第５ 経理の状況 １ 連結財務諸表等（１）連結財務諸表 注記事項 （重要な会計上の見積り）」に記載しております。
経営上の重要な契約等	５【経営上の重要な契約等】技術支援契約契約会社名契約の相手方契約期間契約の内容川上塗料株式会社(当社)HANOI SYNTHETIC PAINT CO.（VIETNAM）2020年７月１日から2025年６月30日までモーターサイクル用塗料の製造販売技術並びに製造販売権対価として売上高の一定率の技術権利料の受取
研究開発活動	６【研究開発活動】　当社グループは、「地球にやさしさを　暮らしに彩りを　お客様に満足を」という基本理念のもとに、研究開発においても地球に優しい塗料開発を目指し、環境配慮型塗料やお客様にご満足いただける高品質な商品開発に重点を置いております。　なお、当社グループは、塗料の製造・販売事業の単一セグメントであるため、セグメント別の記載は省略しております。　当連結会計年度における主な研究開発活動は次のとおりであります。また、研究開発費は265百万円であります。・特化則対象物質を低減したウレタン塗料「ウレオールECO」を開発しました。  
設備投資等の概要	１【設備投資等の概要】　当連結会計年度においては、主として本社工場、千葉工場の塗料製造設備の増強・維持更新ならびに研究開発設備のため、249百万円の投資を実施しております。　なお、当社グループは、塗料の製造・販売事業の単一セグメントであるため、セグメント別の記載は省略しております。 
主要な設備の状況	２【主要な設備の状況】　当社グループにおける主要な設備は次のとおりであります。　なお、当社グループは、塗料の製造・販売事業の単一セグメントであるため、セグメント別の記載は省略しております。(1）提出会社2023年11月30日現在 事業所名（所在地）設備の内容帳簿価額従業員数（人）建物及び構築物（千円）機械装置及び運搬具（千円）土地（千円）（面積㎡）合計（千円）本社及び本社工場（兵庫県尼崎市）製造設備販売設備170,72956,89027,483(15,143.77)255,10385[6]東京営業所・東京工場（東京都江戸川区）〃24,490798412,538(2,386.74)437,82617[3]千葉工場（千葉県市原市）〃84,396105,505115,650(15,479.79)305,55319[15]名古屋営業所等５営業所ほか〃36,0963,19842,037(3,562.45)81,33217[3]越谷倉庫（埼玉県吉川市）塗料倉庫3,29785154,163(2,276.18)157,5471[－] (2）子会社2023年11月30日現在 会社名事業所名（所在地）設備の内容帳簿価額従業員数（人）建物及び構築物（千円）機械装置及び運搬具（千円）土地（千円）（面積㎡）合計（千円）ダイヤス化成㈱本店（大阪府守口市）販売設備945－5,823(119.45)6,7682[1]（注）従業員数の［　］は平均臨時雇用者数を外書しております。 
株式の総数	①【株式の総数】種類発行可能株式総数（株）普通株式4,000,000計4,000,000
発行済株式、株式の総数等	②【発行済株式】種類事業年度末現在発行数（株）（2023年11月30日）提出日現在発行数（株）（2024年２月22日）上場金融商品取引所名又は登録認可金融商品取引業協会名内容普通株式1,000,0001,000,000東京証券取引所スタンダード市場単元株式数100株計1,000,0001,000,000－－
