項目	値
事業の内容	 ３ 【事業の内容】当社グループは、当社及び関係会社10社で構成されており、主に国内及び海外において各種商品の卸売及び輸出入取引を行うほか、電子関連製品の製造・組立を行っております。当社グループの事業における当社及び主な関係会社の位置付け及びセグメントとの関連は次のとおりであります。　セグメントの名称事業内容当社及び主な関係会社食品関連冷凍食品・水産物・農産物の販売国　内当社海　外神栄商事（青島）貿易有限公司物資関連金属製品・機械機器・建築資材・建築金物・生活雑貨の販売、防災関連の調査・資機材の販売、不動産業、保険代理店業国　内当社神栄ホームクリエイト㈱神栄リビングインダストリー㈱海　外Shinyei Corp. of America繊維関連繊維製品・原糸の販売国　内当社海　外神栄商事（青島）貿易有限公司電子関連各種センサ・計測機器・試験機・電子部品の製造販売国　内当社神栄テクノロジー㈱神栄キャパシタ㈱海　外Shinyei Kaisha Electronics(M)SDN.BHD. (注) １　上記関係会社は、連結子会社であります。このほか、Shinyei（Thailand）Co., Ltd.は連結子会社でありますが、同社は、2022年９月26日付にて解散し、現在清算中であります。２　神栄キャパシタ㈱は、Shinyei Kaisha Electronics(M)SDN.BHD.の親会社であります。３　上記のほか関西通商㈱（非連結子会社）、寧波神鑫服装整理有限公司（関連会社）があります。当該２社については、「第５ 経理の状況 1 連結財務諸表等 (1)連結財務諸表［注記事項］（連結財務諸表作成のための基本となる重要な事項）」をご参照ください。 　事業系統図を示すと次のとおりであります。  
経営方針、経営環境及び対処すべき課題等	１ 【経営方針、経営環境及び対処すべき課題等】文中の将来に関する事項は、当連結会計年度末現在において、当社グループが判断したものであります。(1) 会社の経営の基本方針、経営戦略及び目標とする経営指標当社グループでは、2022年３月期から2024年３月期までの３年間を対象とする中期経営計画「神栄チャレンジプロジェクト2023」を策定し、環境変化にも適切に対応し安定的に連結経常利益10億円を創出できる企業・収益体質を構築することを目標として取組みを進めております。当社グループの中長期的な経営戦略としては、現状の収益構造が食品関連に依存していることを踏まえ、食品関連においてさらなる事業拡大を強力に推進しながら、物資関連・繊維関連・電子関連がそれぞれ早期に収益基盤を確立・安定化することで、すべてのセグメントが収益を拡大しつつバランスの取れた事業ポートフォリオを構築することを目指しています。また当社グループでは、経営目標の達成状況を客観的に判断するための指標として、中期経営計画最終年度となる2024年３月期経営計画におけるセグメント利益の構成比率及び連結経常利益額の目標を以下のとおりとしています。  （単位：百万円） 2022年３月期2023年３月期2024年３月期実績実績計画中期経営計画 （当初計画）セグメント利益 構成比 構成比 構成比 構成比 食品関連1,07258％1,66767％1,84071％1,61556％ 物資関連37721％59724％48019％47016％ 繊維関連△57△3％△101△4％△70△3％2158％ 電子関連44924％30813％35013％56020％ 　計1,842100％2,472100％2,600100％2,860100％全社費用等△1,208－△1,131－△1,350－△1,610－連結経常利益634－1,340－1,250－1,250－ （注）2024年３月期における中期経営計画（当初計画）の全社費用等は、費用が大きく増える要素はありませんが、新型コロナウイルス感染症の影響や為替リスクなど想定外のリスクを考慮した金額としたものであります。  (2) 優先的に対処すべき事業上及び財務上の課題今後の世界経済は、新型コロナウイルスの感染拡大により停滞していた経済活動が回復基調にある一方で、ウクライナ情勢の長期化や原油をはじめとする資源高の進行に対する懸念が続き、わが国経済においては、さらに為替相場の急激な変動、消費者物価指数の急上昇などの影響を受け、先行きの見通しは依然不透明感が拭えない状態が続いております。当社グループにおきましては、中期経営計画「神栄チャレンジプロジェクト2023」の最終年度にあたる2024年３月期は、「環境変化にも適切に対応し安定的に連結経常利益10億円を創出できる企業・収益体質を構築する」ための基礎固めの総仕上げをする年度と位置付け、すべてのセグメントがさらに収益を拡大しつつ、バランスの取れた事業ポートフォリオを構築することを引き続き目指します。また、一時的な利益減少要因とはなるものの、ベースアップの実施や社員教育拡充など、今後の事業拡大に不可欠な重要課題として、人的資本への投資をはじめ、より一層人的資本経営の推進に取組んでまいります。セグメント別の取組みとしましては、まず確固たる収益基盤を有する食品関連においては、冷凍食品販売事業における既存分野の深耕及び販路・カテゴリー・産地の拡充により、収益のさらなる拡大を目指します。物資関連においては、日本の優れた技術・製品の輸出拡大や海外での適地調達による機能するサプライチェーンの強化により、グローバルな展開を一層推進し、収益力を盤石なものにしてまいります。繊維関連においては、当連結会計年度に決定し進めている不採算事業からの撤退を最小限のコストで滞りなく終え、新たな中核事業として位置付けたテレビショッピング向け事業での事業拡大・収益基盤の強化を進めてまいります。独自の技術力という強みを有する電子関連においては、センサ機器分野では、高付加価値製品やシステム・サービスの開発によりさらに収益性の高い事業構造への移行を進めるとともに、計測・試験機器分野では、医薬物流分野での事業構築を急ぎ、コンデンサ分野では、産業・自動車市場へのさらなる深耕で収益安定化を進めます。さらに、新規事業や新たなビジネスモデルの開発をこれまで以上に強力な体制で進めるとともに、各事業における既存のビジネスモデルの進化や新たな戦略構築、業務プロセスの高度化と生産性の向上を図ることを目標としたDXの推進を継続いたします。財務面においては、安定した収益確保による自己資本の充実や総資産の効率的運用により自己資本比率を向上させてまいります。また、監査等委員会及び指名・報酬委員会の機能をさらに高め、コーポレートガバナンスを一層強固なものとするとともに、人々の様々な豊かさと持続可能な社会の実現に向けたサステナビリティ経営の推進にも積極的に取組むことに加え、株主や投資家の皆さまに当社グループをよりご理解いただくための情報発信（IR）をさらに強化いたします。
事業等のリスク	 ３ 【事業等のリスク】有価証券報告書に記載した事業の状況、経理の状況等に関する事項のうち、経営者が連結会社の財政状態、経営成績及びキャッシュ・フローの状況に重要な影響を与える可能性があると認識している主要なリスクは以下のとおりであります。なお、当該リスクが顕在化する可能性の程度や時期、当該リスクが顕在化した場合に当社グループの経営成績等の状況に与える影響につきましては、合理的に予見することが困難であるため記載しておりません。また当社は「神栄グループリスクマネジメント規則」に基づき、当社グループの事業の遂行上、想定し得る重要な個別リスクに関し、組織的・体系的に対処することとしております。これらの個別リスクは、当社グループ横断的に設置する常設の内部統制委員会で適切な管理を行い、リスクの未然防止を図るとともに、管理対象とすべき新たなリスクが生じた場合は、速やかに、当該リスクに対する施策を講じます。なお、文中における将来に関する事項は、当連結会計年度末現在において判断したものであり、事業等のリスクはこれらに限られるものではありません。 (1) 事業上のリスク①　自然災害、感染症及び国際情勢などにかかるリスク当社グループは国内をはじめとして、中国、東南アジア、米国等の世界各国における事業を展開し、情報ネットワークを構築しており、気候変動により起こる異常気象や自然災害、新型コロナウイルスをはじめとする感染症の流行、一部の地域及び国家間における戦争や紛争並びに緊張状態等の地政学リスクの増大、テロ、疾病、社会的混乱、公的規制の制約等が発生した場合、その地域においては原材料購入、生産加工、製品の販売及び物流等に一時的な遅延や停止が生じる可能性があり、当社グループの財政状態、経営成績に影響を及ぼす可能性があります。②　訴訟にかかるリスク当社グループは国内外で事業を遂行する上で、訴訟やその他の法的手段の当事者となる可能性があり、重要な訴訟等が提起された場合又は事業遂行の制限が加えられた場合、当社グループの財政状態、経営成績に影響を及ぼす可能性があります。なお、当社は2014年11月に米国で提起された当社グループを含む日系コンデンサメーカーにおける取引において米国反トラスト法に違反したと主張する複数の訴訟等（集団訴訟を含む）への対応を行っておりますが、有価証券報告書提出日現在において、米国におけるすべての訴訟について原告との間で和解の合意に達しました。しかしながら、米国外で提起されている訴訟等の動向によっては当社グループの財政状態、経営成績に影響を及ぼす可能性があります。③　商品及び原材料の調達にかかるリスク当社グループの食品関連における商品及び原材料の調達は、その多くを中国から輸入しております。中国以外の調達ルートの開拓も進めており、中国への輸入依存リスク軽減に努めておりますが、中国の政治・経済情勢等の変化、法律の改正、紛争、気候変動、自然災害、伝染病の流行等の不測の事態により調達できなくなった場合には、当社グループの販売活動に影響が生じ、当社グループの財政状態、経営成績に影響を与える可能性があります。 ④　取扱商品の品質にかかるリスク当社グループは国内及び海外に生産・加工拠点を有しており、社会への貢献という当社グループの経営理念にもとづき、安全・安心のための品質基準を設けて、商品の品質管理には細心の注意を払い万全の体制をとっていますが、食品の安全に関する問題など製造及び販売に関して予期しない何らかの問題が発生した場合、当社グループの財政状態、経営成績に影響を及ぼす可能性があります。⑤　情報システムの障害にかかるリスク当社グループの事業活動における情報システムの重要性は非常に高まっており、セキュリティの高度化などシステムやデータの保護に努めております。それにもかかわらず、災害やサイバー攻撃など外的・人為的要因などにより情報システムに障害が生じた場合、業務の停止や機密情報・個人情報・その他データの盗取や漏洩などの問題を引き起こし、事業活動の継続に支障をきたし、その結果、当社グループの財政状態、経営成績に影響を及ぼす可能性があります。⑥　法令及び規制にかかるリスク当社グループにおいて展開する事業は、食品衛生法、建築基準法並びに独占禁止法など各種の法令及び規制の適用を受けております。そのため、法令及び規制の変更、又は規制当局による措置その他の法的手続きにより、当社グループの財政状態、経営成績に影響を及ぼす可能性があります。 (2) 財務・会計上のリスク①　資金調達にかかるリスク当社グループは商品を輸入して国内の販売先に供給する事業のウエイトが高く、輸入商品の支払サイトに比べて国内販売の受取サイトが長いことから運転資金の負担が発生し、有利子負債が比較的多額となっております。現時点においては、借入金・社債による資金調達に支障はありませんが、今後、金融システム・金融情勢の大きな変化や取引金融機関の融資姿勢の変化によっては、資金調達や借入条件に影響が出てくる可能性があります。②　債権の貸倒れにかかるリスク販売先の倒産等による与信リスクについては、当社グループ独自の与信管理システムにより債権管理に万全を期していますが、新型コロナウイルス関連の制度融資等にかかる返済本格化による与信リスクの増大など、経済環境の変化による予期せぬ貸倒れリスクが顕在化し、売上債権の回収に支障を来たした場合には、当社グループの財政状態、経営成績に影響を及ぼす可能性があります。③　繰延税金資産にかかるリスク当社グループは、過年度に生じた税務上の繰越欠損金を有しており、予測される将来の課税所得の見積りに基づき、税務上の繰越欠損金に対する繰延税金資産を計上しておりますが、将来の課税所得がその見積り額を下回ることとなり、繰延税金資産の一部又は全部の回収ができないと判断された場合、当該繰延税金資産が取り崩されて税金費用が計上されることで、当社グループの財政状態、経営成績に影響を及ぼす可能性があります。 
経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析	 ４ 【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】(1) 経営成績等の状況の概要当連結会計年度における当社グループの財政状態、経営成績及びキャッシュ・フロー（以下、「経営成績等」という。）の状況の概要は次のとおりであります。 ①　経営成績の概況当連結会計年度における世界経済は、ウィズコロナへの転換が進んだことで新型コロナウイルス感染症による景気への影響は低減されたものの、ウクライナ情勢の長期化に加え、インフレ圧力による影響も懸念される中、米国では利上げによる景気後退懸念が高まっている状況下においても良好な雇用環境や底堅い個人消費により景気の回復傾向が継続し、また東南アジアでも活動規制の緩和に伴う個人消費の伸長などで景気回復が続き、中国ではゼロコロナ政策とその後の政策転換の影響などで景気減速傾向が続いたものの、同政策転換後には内需主導による回復の兆しもみられるようになりました。わが国経済は、設備投資の増加基調が持続し、新型コロナウイルス感染症対策としての行動制限の緩和に伴い、個人消費も回復基調にある一方で、原油価格や原材料費の高騰に急激な円安進行も加わった輸入コストの上昇、また物流コストも増加が続くなどインフレ圧力が高まり、厳しい状況が継続しました。当社グループでは、2022年３月期から2024年３月期までの３年間を対象とする中期経営計画「神栄チャレンジプロジェクト2023」を策定し、環境変化にも適切に対応し安定的に連結経常利益10億円を創出できる企業・収益体質を構築することを目標としており、２年目にあたる2023年３月期は、原材料費・物流費の高騰や円安などのコストアップとなる要因について収益への影響を最小限に留めるべく、適時適切な対応を進めました。当連結会計年度における当社グループの売上高は、繊維関連と電子関連が減少したものの、仕入コスト上昇に伴い段階的な販売価格の調整を行ってきた食品関連及び北米向け輸出事業や防災関連分野が伸長した物資関連が増加したことで、全体では39,892百万円（前連結会計年度比5.9％増）となりました。利益面では、食品関連における販売価格調整による利益率の回復とともに、物資関連が北米向け輸出事業や防災関連分野を中心に増益となったことで営業利益は1,375百万円（前連結会計年度比90.6％増）、経常利益は1,340百万円（前連結会計年度比111.3％増）と大幅に伸長しました。また、特別損失にフイルムコンデンサの取引に関する米国における民事訴訟に対応するための弁護士報酬や和解金などに係る訴訟関連損失に加え、繊維関連における一部事業撤退に伴う事業整理損などを計上したものの、親会社株主に帰属する当期純利益は949百万円（前連結会計年度比100.3％増）と大幅な増益となりました。 セグメント別の経営成績は、次のとおりであります。  食品関連 食品業界の輸入食材を取り巻く環境は、国内において経済活動の正常化に向けた動きが徐々に進む中、幅広い業態において食品需要に持ち直しの動きがみられたものの、中国をはじめとする仕入国での工場経費・原材料費の高騰や世界的な物流混乱による輸入コスト増のほか、急激な円安進行もあって仕入コストが大幅に上昇したことに加え、ウクライナ情勢の長期化や中国におけるロックダウンの影響等による供給面の制約もあり、仕入面では厳しい環境が続きました。このような状況の中、当社グループの冷凍食品分野では、強みである品質管理体制を活かした医療老健施設向けなど品質管理要求の高いルートへの販売に引き続き注力しながら、幅広い業態で回復傾向にあった需要を取込むべく生産から物流管理にわたるサプライチェーンの安定化を図り、また上記のような仕入コスト上昇に伴う販売価格の段階的な調整が寄与し、冷凍野菜・冷凍調理品・冷凍水産加工品の各商材において、売上・利益ともに大幅に増加しました。農産分野は、販売先の在庫調整や円安進行下における価格高騰による仕入姿勢の慎重化などから、数量は減少したものの、落花生・ナッツ類ともに販売価格が上昇したことにより、売上・利益ともに増加しました。その結果、食品関連の売上高は29,772百万円（前連結会計年度比12.7％増）、セグメント利益は1,667百万円（前連結会計年度比55.5％増）となりました。 物資関連 輸出事業を取り巻く環境は、半導体などの電子部品不足が国内生産に下押し圧力をかけたものの、世界経済のコロナ禍からの活動再開による外需回復の影響が相対的に大きくなりました。 このような状況の中、当社グループの機械機器・金属製品分野では、北米向け等のハードウエアの取扱いが大幅に伸長し、各種試験機器の北米向け輸出も堅調であったほか、中国向け大型建設機械の取扱いも好調に推移したことから、売上・利益ともに大幅に増加しました。また、防災関連分野では、海外調査案件に係る計測機器類の輸出に加え、現地において開始した役務提供を継続したことにより、売上・利益ともに大幅に増加しました。国内における住宅建設関連については、集合住宅着工数に伸長の動きがみられた中で、当社グループの建築金物・資材分野では、金物の取扱いが近畿圏をはじめ主要都市圏で堅調に推移したことに加え、輸入ガラスの取扱いが首都圏を中心に大幅に伸長したことで、売上・利益ともに増加しました。その結果、物資関連の売上高は4,028百万円（前連結会計年度比19.5％増）、セグメント利益は597百万円（前連結会計年度比58.2％増）となりました。  繊維関連 繊維業界では、国内の市場環境は外出需要等の増加に伴い回復基調にあるものの、原材料費やエネルギー価格の高騰に為替の影響もあり仕入コストが上昇したことに加え、熾烈な販売競争が繰り広げられるなど、厳しい状況が続きました。当社グループでは、企画提案が高く評価され、複数ブランドの商品を提供しているテレビショッピング向けレディース衣料品や伸縮性に優れた紳士スーツ用ニット生地が伸長したものの、量販店やホームセンター向けなどの衣料品で価格競争が激化したことが大きく響き、売上が大幅に減少し、利益も悪化しました。その結果、繊維関連の売上高は2,194百万円（前連結会計年度比35.3％減）、セグメント利益は101百万円の損失（前連結会計年度は57百万円の損失）となりました。なお、今後の収益改善を見据え、事業拡大が見込まれるテレビショッピング向け事業に注力することとし、その他のアパレル卸売事業及びテキスタイル事業からは撤退することを決定いたしました。 電子関連 電子部品業界は、新型コロナウイルス感染症の拡大に伴う供給制約を懸念した在庫の積み増しが受注水準を高めるなど市場の拡大が続いた一方で、半導体をはじめ電子部品不足による仕入価格の上昇や自動車業界に代表される減産の影響も広がりました。当社グループのセンサ機器分野では、コロナ禍における特需の反動による生産調整等の影響を受け、ホコリセンサが主に空気清浄機用途で減少し、湿度センサも民生用途が減少したことで、売上・利益ともに減少しました。計測・試験機器分野では、輸送や梱包に係る各種試験機や医療関連における物流用途の温度ロガーは減少したものの、湿度計測機器の販売が大幅に伸長したことから、売上・利益ともに増加しました。コンデンサ分野では、照明用途は堅調に推移したものの、産業機器用途などが減少したことで売上は減少し、さらには主に海外現地法人が生産する製品において、急激な円安進行等に伴う製造コスト上昇分の販売価格への調整遅れもあり、利益も減少しました。その結果、電子関連の売上高は3,897百万円（前連結会計年度比13.6％減）、セグメント利益は308百万円（前連結会計年度比31.4％減）となりました。 ※  セグメント利益は、報告セグメントに帰属しない一般管理費等配賦前の経常利益の金額に 基づいております。　    ②　財政状態の概況当連結会計年度末の資産は、24,159百万円であり、前連結会計年度末に比べて572百万円の増加となりました。これは有形固定資産が272百万円減少した一方で、商品及び製品が496百万円、投資有価証券が時価の上昇などに伴い338百万円増加したことなどによるものであります。また、負債は19,507百万円であり、前連結会計年度末に比べて646百万円の減少となりました。これは流動負債のその他に含まれる契約負債が202百万円増加した一方で、支払手形及び買掛金が530百万円、長短借入金が352百万円減少したことなどによるものであります。一方、純資産は4,651百万円であり、前連結会計年度末に比べて1,219百万円の増加となりました。これは親会社株主に帰属する当期純利益949百万円の計上などにより株主資本が967百万円増加したことに加え、その他有価証券評価差額金などのその他の包括利益累計額が251百万円増加したことによるものであります。 ③　キャッシュ・フローの概況当連結会計年度の営業活動によるキャッシュ・フローは、598百万円の収入（前連結会計年度比1,890百万円の収入増）となりました。これは、棚卸資産の増加455百万円及び仕入債務の減少554百万円などにより減少した一方で、税金等調整前当期純利益1,140百万円、減価償却費358百万円及び契約負債の増加202百万円などにより増加したことによるものであります。また、投資活動によるキャッシュ・フローは、70百万円の支出（前連結会計年度比193百万円の支出減）となりました。これは、有形固定資産の取得による支出60百万円などにより減少したことによるものであります。一方、財務活動によるキャッシュ・フローは、484百万円の支出（前連結会計年度比1,832百万円の支出増）となりました。これは、長短借入金の純減額352百万円などにより減少したことによるものであります。その結果、現金及び現金同等物の当連結会計年度末残高は67百万円増加（前連結会計年度は167百万円の減少）して1,251百万円となりました。 ④　生産、受注及び販売の実績a. 生産実績当連結会計年度における生産実績をセグメントごとに示すと、次のとおりであります。 セグメントの名称生産高(百万円)前連結会計年度比(％)電子関連3,76188.9合計3,76188.9 (注) 金額は、販売価格によっております。  b. 受注実績当連結会計年度における受注実績をセグメントごとに示すと、次のとおりであります。 セグメントの名称受注高(百万円)前連結会計年度比(％)受注残高(百万円)前連結会計年度比(％)電子関連3,77896.5407144.8合計3,77896.5407144.8  c. 販売実績当連結会計年度における販売実績をセグメントごとに示すと、次のとおりであります。 セグメントの名称販売高(百万円)前連結会計年度比(％)食品関連29,772112.7物資関連4,028119.5繊維関連2,19464.7電子関連3,89786.4合計39,892105.9 (注) １　主な相手先別の販売実績は、総販売実績に対する割合が100分の10未満であるため記載を省略しております。２　セグメント間の内部売上高は控除しております。 (2) 経営者の視点による経営成績等の状況に関する分析・検討内容経営者の視点による当社グループの経営成績等の状況に関する認識及び分析・検討内容は次のとおりであります。なお、文中の将来に関する事項は、当連結会計年度末現在において判断したものであります。 ①　当連結会計年度の財政状態及び経営成績の状況に関する認識及び分析・検討内容経営成績につきましては、当社グループの当連結会計年度における経営成績に重要な影響を与える要因についての分析等は、前項の(1)経営成績等の状況の概要に記載のとおりでありますが、当連結会計年度におきましては、食品関連でコロナ禍からの需要回復や販売価格調整により利益率が回復し、物資関連で北米向け輸出事業や防災関連分野などが好調であったことから、売上・利益ともに伸長しました。経常利益については、中期経営計画の最終年度（2024年３月期）の目標である1,250百万円を１年前倒しで達成しました。また各事業が収益に貢献し又は将来貢献し得るかの検証を定期的に行う中、繊維関連において今後の事業拡大が見込まれるテレビショッピング向け事業に注力することとし、その他の事業からの撤退を決定いたしました。引き続き、すべてのセグメントがさらに収益を拡大しつつバランスの取れた事業ポートフォリオとするべく、取組みを進めてまいります。 財政状態につきましては、主に食品関連において、棚卸資産が今後の売上拡大に向けた積み増しや円安進行などによる仕入コスト増加により大幅に増加したことに加え、売上債権が増収に伴い増加したことで、総資産は増加しました。これらの要因により運転資金は増加しましたが、利益計上などにより有利子負債を圧縮したことで負債は減少しました。一方、純資産は利益計上に加え、その他有価証券評価差額金などの増加により大幅に増加したことで、連結自己資本比率は前連結会計年度から4.7ポイント上昇し19.3％となりました。引き続き連結自己資本比率の改善に向け、強みを有する中核的事業の拡大と今後中核となりうる事業の育成に取組むことで、すべての事業における収益基盤の確立を図り、また保有資産の効率的な活用などによる総資産の圧縮及び有利子負債の抑制に取組んでまいります。 ②　キャッシュ・フローの状況の分析・検討内容並びに資本の財源及び資金の流動性に係る情報キャッシュ・フローの分析につきましては、前項の(1)経営成績等の状況の概要に記載のとおりであります。資本の財源及び資金の流動性につきましては、主に食品関連における運転資金の増加に係る資金需要はあったものの、利益計上に加え、設備投資を減価償却費の範囲内で行ったことなどにより、有利子負債の削減を進めました。2024年３月期においては、電子関連における新製品及び新サービス等の研究開発投資については、前連結会計年度に実施した第三者割当増資により調達した資金を引き続き一部充当して対応することとし、例年実施している更新等に係る設備投資は減価償却費の範囲内で行うことを原則とし、全体としては利益計上などによるフリーキャッシュ・フローの確保に取組んでまいります。 ③　重要な会計上の見積り及び当該見積りに用いた仮定当社グループの連結財務諸表は、わが国において一般に公正妥当と認められている会計基準に基づいて作成しております。この連結財務諸表を作成するにあたって、資産、負債、収益及び費用の報告額に影響を及ぼす見積り及び仮定を用いておりますが、これらの見積り及び仮定に基づく数値は実際の結果と異なる可能性があります。連結財務諸表の作成にあたって用いた会計上の見積り及び仮定のうち、当社グループとして重要なものは以下のとおりであります。 （繰延税金資産）当社グループは、回収可能性があると判断した将来減算一時差異及び税務上の繰越欠損金について繰延税金資産を計上しております。また回収可能性については、過去の実績に基づき見積可能期間に応じた将来の課税所得を見積もっております。なお、当連結会計年度の見積りについては、「第５ 経理の状況 １連結財務諸表等 （1）連結財務諸表 [注記事項] （重要な会計上の見積り）」に記載しております。 
経営上の重要な契約等	５ 【経営上の重要な契約等】該当事項はありません。 
研究開発活動	 ６ 【研究開発活動】当連結会計年度の研究開発活動は、電子関連のセンサ機器関連及び計測・試験機器関連の研究開発を神栄テクノロジー㈱にて、フイルムコンデンサ及び関連ユニットの研究開発を神栄キャパシタ㈱にて行っており、それぞれの研究内容は次のとおりであります。なお、研究開発費の金額は188百万円であります。 センサ機器関連(1) 産業用パーティクルセンシングモニターの開発及び製品化 計測・試験機器関連(1) 温湿度をはじめとする各種ロガーの製品化及びソフトウエア開発(2) 各種センシングデータ管理クラウドシステムの開発(3) 吸収分光式水分計の応用研究 コンデンサ関連(1) 産業機器・パワーエレクトロニクス分野向けコンデンサ及びモジュールの開発(2) 車載及び車周辺分野向けコンデンサの開発並びに車載規格IATF16949に関連する研究(3) 耐高温高湿環境向けコンデンサの開発
設備投資等の概要	１ 【設備投資等の概要】当連結会計年度は、当社グループ全体でリース契約を含め総額141百万円の設備投資を実施いたしました。食品関連においてシステムの取得などで12百万円、物資関連において賃貸建物の改修などで7百万円、電子関連においてシステムの取得などで47百万円及び全社（共通）関連において情報システム投資や設備の維持・改修に伴う投資などで74百万円の設備投資を行いました。 
主要な設備の状況	２ 【主要な設備の状況】(1) 提出会社2023年３月31日現在事業所名(所在地)セグメントの名称設備の内容帳簿価額(百万円)従業員数(名)建物及び構築物機械装置及び運搬具土地(面積㎡)リース資産その他合計本社(神戸市中央区)食品関連物資関連全社(共通)事務所1,1480115(879)24551,34497(11)神栄グループR&amp;Dセンター(神戸市中央区)食品関連電子関連研究所事務所測定機器550－532(3,000)1031,0963(－)大阪支店賃貸事業(大阪市北区)物資関連繊維関連事務所20－47(65)－0676(1)賃貸事業(京都府綾部市)物資関連賃貸建物57－14(10,066)－－72－(－)子会社へ賃貸(茨城県つくば市）電子関連土地・建物288－181(2,744)－0469－(－)子会社へ賃貸(長野県東御市)電子関連土地・建物26500(10,366)－1267－(－)  (2) 国内子会社2023年３月31日現在会社名事業所名（所在地）セグメントの名称設備の内容帳簿価額(百万円)従業員数(名)建物及び構築物機械装置及び運搬具土地(面積㎡)リース資産その他合計神栄テクノロジー㈱福岡工場(福岡県築上郡上毛町)ほか電子関連土地・建物電子機器製造設備21890112(19,354)7425521118(32)神栄ホームクリエイト㈱本社(大阪府東大阪市)ほか物資関連事務所倉庫400128(849)0217138(3)神栄リビングインダストリ―㈱賃貸事業(千葉県野田市)ほか物資関連賃貸建物40071(1,982)－01122(2)   (3) 在外子会社2023年３月31日現在会社名事業所名（所在地）セグメントの名称設備の内容帳簿価額(百万円)従業員数(名)建物及び構築物機械装置及び運搬具土地(面積㎡)リース資産その他合計Shinyei KaishaElectronics(M)SDN.BHD.本社(マレーシア)電子関連コンデンサ製造設備－21－(－)－224389(42)  (注) １　帳簿価額のうち「その他」は、工具、器具及び備品、並びに建設仮勘定の合計でありますが、本社についてはグループ情報システムに係るソフトウエア42百万円を含めております。２　従業員数欄の(外書)は、臨時従業員の年間平均雇用人数であります。３　建物、機械装置及び土地の一部を賃借しています。主要な賃借として、以下のものがあります。 (1) 提出会社 事業所名(所在地)セグメントの名称設備の内容従業員数(名)賃借の面積(㎡)年間賃借料(百万円)東京支店(東京都港区)食品関連物資関連繊維関連全社(共通)事務所46(6)77832  事業所名(所在地)セグメントの名称設備の内容台数リース期間年間リース料(百万円)リース契約残高(百万円)本社(神戸市中央区)ほか食品関連物資関連全社(共通)コンピューター機器305台4年2244  (2) 国内子会社 会社名(所在地)セグメントの名称設備の内容台数リース期間年間リース料(百万円)リース契約残高(百万円)神栄テクノロジー㈱(福岡県築上郡上毛町ほか)電子関連製造設備24台5年2473  (3) 在外子会社 会社名(所在地)セグメントの名称設備の内容従業員数(名)賃借の面積(㎡)年間賃借料(百万円)Shinyei Kaisha Electronics(M)SDN.BHD.(マレーシア)電子関連工場建物89(42)5,64921 
株式の総数	① 【株式の総数】 種類発行可能株式総数(株)普通株式12,000,000計12,000,000 
発行済株式、株式の総数等	② 【発行済株式】 種類事業年度末現在発行数(株)(2023年３月31日)提出日現在発行数(株)(2023年６月28日)上場金融商品取引所名又は登録認可金融商品取引業協会名内容普通株式4,168,5004,168,500東京証券取引所スタンダード市場単元株式数は100株であります。計4,168,5004,168,500－－ 
