項目	値
事業の内容	３【事業の内容】  当社グループは、当社及び連結子会社３社により構成されており「IT技術で中小企業を強くします。」を企業ビジョンに据え、大企業で使用されているようなシステムを簡単に使用できるクラウドサービス等を提供することで中小企業の成長とそこで働く人々に貢献するべく事業を展開しております。  具体的には、主に中小企業向けにシステムをクラウド方式で提供するクラウド事業と、Java、Linux/Unixを中心としたWebシステムの開発やインフラ業務に強みを持つITエンジニアを派遣するIT人材事業を行っております。なお、事業の区分は「第５ 経理の状況 １(1)連結財務諸表 注記事項」に掲げるセグメントの区分と同一であります。 (1）クラウド事業  当事業では、「すぐ便利、ずっと満足。」をコンセプトに交通費・旅費・経費精算システム「楽楽精算」、問い合わせメール共有・一元管理システム「メールディーラー」、メール配信システム「配配メール」、Webデータベース「働くDB」、WEB帳票発行システム「楽楽明細」等のクラウド（注１）方式によるシステムの開発から販売・保守を提供しております。  コンピューターが得意ではないお客様でもマニュアルを読むことなく直感的に扱えるサービスを理想として、システム開発、Webデザイン、マーケティング、カスタマーサポートサービスを一貫してグループ内で行える体制を整えております。また、営業担当者やカスタマーサポート担当者が直接お客様のご要望を収集し、開発者にフィードバックすることにより、操作性の改善や機能追加等のバージョンアップを繰り返し、お客様目線に立った使いやすいサービスを提供しております。   当社グループの主なクラウドサービスは次のとおりです。①交通費・旅費・経費精算システム「楽楽精算」  「楽楽精算」は、「交通費・旅費・経費」等の「申請・承認・精算・仕訳」をクラウド方式で提供するシステムであります。申請に使用したデータをそのまま流用して精算することが可能であり、書類の作成・押印の手間を省くことができます。また、仕訳データや振込データの自動作成機能により、経理部門の仕訳登録作業及び振込登録作業の軽減が可能となっております。 ②問い合わせメール共有・一元管理システム「メールディーラー」  「メールディーラー」は、当社独自開発のメールサポート用システムであり、クラウド方式で提供しております。クラウド上でのメールの一元管理・共有を行うことで、各ユーザはWebブラウザ上からアクセスしてメール対応を行います。「メールディーラー」の導入により、メールでの問い合わせ内容や対応状況の共有及び管理が可能となります。体系的なメール顧客対応体制の構築及びIT化が容易に実現可能となっております。 ③メール配信システム「配配メール」  「配配メール」は、低価格ながらメールマーケティング及びその効果測定に必要十分な機能を備えた、クラウド方式で提供するメール配信システムであります。クリックカウント、開封チェック、レポートのグラフ表示等、マーケティングの効果測定に不可欠な分析機能を備えています。また、「メールディーラー」との連携により「配配メール」からの配信メールと「メールディーラー」への問い合わせメールを一元管理することが可能となっております。 ④Webデータベース「働くDB」  「働くDB」は、幅広い用途に活用することができる、クラウド方式のWebデータベースであります。表計算ソフト等に比べ、各種データの共有管理が容易となっております。「働くDB」の特徴的な機能である自動処理機能は、簡単な設定で様々なデータ処理作業を自動化し、業務ミスを減らしながら、業務効率化が可能となっております。 ⑤WEB帳票発行システム「楽楽明細」  「楽楽明細」は「請求書・納品書・支払明細」等の帳票の作成と発行を行うシステムであり、クラウド方式で提供しております。請求書を発行する場合、システムへ請求データを取り込むだけで電子請求書を発行し、WEB上のお客様専用ページで公開するか、メールで送付することが可能となり、手間とコストを大幅に削減することが可能となっております。 (2）IT人材事業  当事業では、ITエンジニアに特化した正社員派遣サービスを提供しております。その特長は、創業時に事業としていたITエンジニアスクールの人材育成ノウハウを最大限に活用し、体系的かつ継続的にITエンジニアの品質を向上させることであります。また、営業担当、育成担当が定期的に開催される社内研修やイベント等を通じ、ITエンジニアとのコミュニケーションを密にとることにより、個々の特性を理解し、顧客企業のニーズに対して最適な提案を行っております。この仕組みにより当社サービスの付加価値化と稼働率の向上を実現しております。   当社グループの提供する派遣サービスは次のとおりです。①Javaシステム開発  顧客企業のJava（注２）によるWebアプリケーション開発を中心としたシステム開発支援を行っております。具体的には、システム開発の全ての工程(基本・詳細設計、コーディング、単体・結合テスト、ドキュメント作成)に対してサービスを提供しております。 ②インフラ構築・運用  顧客企業のネットワーク構築、サポート保守業務支援を行っております。特に、Linux/Unix（注３．４）系サーバー技術全般と、TCP/IP（注５）等のネットワーク技術全般に強みを持っております。  また、インフラの設計構築、運用設計、保守・運用、監視等、各種の工程へサービスを提供しております。 （注）１.「クラウド」とは、クラウドコンピューティングの略語で、インターネット経由で必要な時に必要なだけITシステムを利用する仕組みの総称。ソフトウエア、ハードウエアを所有してITシステムを利用するのに比べて、ITシステムに関する開発や保守・運用の負担が軽減され、コスト削減につながる技術として普及。２.「Java」とは、Sun Microsystems社（現Oracle Corporation社）が開発したプログラミング言語。３.「Linux」とは、1991年にフィンランドのヘルシンキ大学の大学院生（当時）Linus Torvalds氏によって開発された、Unix互換のOS。フリーソフトウエアとして公開され、全世界のボランティアの開発者によって改良が重ねられた。Linuxは学術機関を中心に広く普及しており、企業のインターネットサーバーとしても多く採用されている。最近では携帯電話やデジタル家電等組み込み機器のOSとしても普及。４.「Unix」とは、1968年にアメリカAT&amp;T社のベル研究所で開発されたOS。  学術機関やコンピューターメーカーの手によって、独自の拡張が施された多くの派生OSが開発され、現在ではUnix風のシステム体系を持ったOSを総称的にUnixと呼ぶことが多い。５.「TCP/IP」とは、インターネット等で標準的に用いられる通信プロトコル（通信手順）でTCP(Transmission Control Protocol)とIP(Internet Protocol)を組み合わせたもの。また、TCPとIPを含むインターネット標準のプロトコル群全体の総称。［事業系統図］
経営方針、経営環境及び対処すべき課題等	１【経営方針、経営環境及び対処すべき課題等】（１）会社の経営の基本方針  当社グループは、「IT技術で中小企業を強くします」という企業ビジョンを掲げております。大企業で使われているようなIT技術を中小企業向けに提供するために、日々サービスを改良しております。また、大企業と同じものを提供するのではなく、安価にそして簡単に使って頂けるようなサービスを提供できるよう努め、中小企業の成長に貢献してまいります。さらに、行動指針として以下の「経営理念」を掲げ、企業ビジョンの達成を目指しております。 （経営理念）  「応える」    ラクスはお客様の期待に120％応えます。  私達はロイヤリティの高い顧客層を作り出すことが経営の安定につながると考えます。お客様との良好な関係を長期にわたって構築するために、お客様の期待に応えてまいります。   「育成する」  ラクスは結果が出せる人財を育成します。  私達は一人一人の成長が会社の成長につながると考えます。実務に通用する知識を体系的に付与し、チャレンジできる場を積極的に提供します。   「改善する」  ラクスは日々その活動を改善します。  私達はITビジネスにおける優位性は改善によって生まれると考えます。一つ一つによる差異は小さくとも、それが積み重なったときには他社が決して追いつくことができない絶大な競争力となります。   「偽らない」  ラクスはステークホルダーに対して偽りません。  私達は常に真摯な態度で向き合うことが継続的に会社を発展させるために不可欠だと考えます。お客様・株主・社員全てに対して誠実な会社運営を行います。   「進化する」  ラクスは変化の予兆を読み取り柔軟に進化します。  私達は企業の永続的な発展のためには環境の変化への柔軟な適応が不可欠だと考えます。新市場への参入や既存市場からの撤退も恐れません。 （２）目標とする経営指標  当社グループは１株当たり利益（EPS）の持続的成長を最重要指標として掲げております。１株当たり利益（EPS）を持続的に伸長させていくために、売上高の拡大を目指し、EBITDAマージンを15％から25％の間で推移させながら成長投資を行ってまいります。 （３）中長期的な会社の経営戦略  成長サービスへの集中・強化を進め、「IT技術で中小企業を強くします」という当社グループの企業ビジョンを実現してまいります。  当社グループが競争力を高め、持続的な成長を実現するための施策として、当社の成長を牽引している「楽楽精算」にリソースを重点的に配分し、主力サービスのひとつである「メールディーラー」についてもシェアの維持拡大と競争優位性の持続を目的とした投資を継続してまいります。また、その他のサービスについては競争優位性と市場の可能性を勘案し、利益貢献を重視しながら適切にリソースを配分することで、当社グループの成長スピードの加速を目指してまいります。 （４）会社の対処すべき課題  インターネットは経済活動を支えるインフラとして不可欠なものとなっており、当社グループが提供しているクラウドサービス及びITエンジニア派遣サービスは今後も需要が拡大するものと予測されますが、競合他社との競争は厳しさを増すものと認識しております。  当社グループの更なる成長を実現するため、対処すべき課題は以下のとおりであります。 ①  成長サービスへの集中・強化  クラウドサービス市場は、今後も規模が拡大すると予測されておりますが、一方で新規参入、サービスの飽和、価格の下落が進むものと考えております。  当社グループは今後も継続的に事業を拡大するため経営資源を成長サービスに集中させ、それぞれの分野において一定の市場シェアを獲得することで収益の拡大に努めてまいります。 ②  認知度の向上  当社グループはこれまでインターネットやテレビ、雑誌への広告の掲載、展示会への出展や販売代理店を通じて顧客を獲得してまいりました。提供する各サービスの顧客数を拡大し、企業価値の向上を実現するには当社及びサービス名の認知度の向上が不可欠であると考えております。  引続き費用対効果を見極めながら、インターネットやテレビ、雑誌などマスメディアの活用に加え、展示会への出展を通じて、更なる認知度の向上に努めてまいります。 ③  営業力の強化  クラウド事業では、東京・大阪・名古屋・福岡の４拠点で営業活動を行っており、今後も既存顧客及び新規顧客の期待に応えるために営業人員を増員し営業力を強化するとともに、パートナー企業や販売代理店との連携を強化することにより販路の拡大も図ってまいります。  また、既存顧客に対しても、当社グループの他のサービスを追加で提案していく販売アプローチを進め収益機会の最大化に努めてまいります。  IT人材事業は、派遣先での業務を通じてITエンジニアのキャリアアップを行い、提供するサービスの高付加価値化を行う事業であり、多くの案件を常に確保し、ITエンジニアの成長機会を提供することが不可欠であります。そのため営業担当者が顧客のニーズを引き出し、最適なマッチングを行うことで継続的な案件確保に努めてまいります。 ④  開発力の強化  クラウドサービス市場においてサービスの機能優位性を維持していくためには機能の改善・追加をスピーディーかつ継続的に実施していく必要があります。  当社グループでは、従来の国内開発に加え、オフショア開発の導入、ベトナムに開発拠点を設立する等開発リソースの確保に注力してまいりました。今後も国内外を問わず開発力の強化に努めてまいります。 ⑤  マーケティングの強化  現在クラウド事業において行っているマーケティング戦略は、時間とともに陳腐化する可能性があります。そのため新たなマーケティング手法を取り入れ、得られたデータを分析し販売力の強化に努めてまいります。 ⑥  人材の確保  当社グループの成長のためには優秀な人材を数多く確保することが不可欠であります。そのため積極的な採用活動を継続することはもちろんのこと、労働市場において知名度の向上を図り採用力の向上に努めてまいります。 ⑦  システムの安定性の確保  当社グループは、インターネット上で顧客にサービスを提供しており、システムの安定稼働の確保は必要不可欠であります。安定してサービスを提供していくため顧客の増加に合わせたサーバーの増設等の設備投資を継続的に行い、システムの安定性の確保に努めてまいります。 
事業等のリスク	２【事業等のリスク】  当社グループの事業においてリスクの要因となる可能性があると考えられる主な事項を記載しております。また、必ずしも事業上のリスクに該当しない事項についても、投資家の投資判断上、重要であると考えられる事項については、投資家に対する情報開示の観点から積極的に開示しております。  なお、文中における将来に関する事項は、当連結会計年度末現在において当社グループが判断したものであり、不確実性を内包しているため、実際の結果とは異なる可能性があります。 (1）経営環境の変化について  当社グループは、インターネット業界においてクラウドサービス及びITエンジニア派遣サービスを提供しております。現在は顧客企業のIT投資マインドの上昇を背景として事業を拡大しておりますが、今後国内外の経済情勢や景気動向等の理由により顧客企業のIT投資マインドが減退するような場合には、当社グループの事業及び業績に影響を及ぼす可能性があります。 (2）競合他社による影響について  当社グループのクラウド事業では先行者メリットを活かしつつ、顧客のニーズに合ったサービスの開発を行うことで優位性を高めております。しかしながらクラウドサービスの新規参入の技術的な障壁は必ずしも高いものとは言えず、資金力、ブランド力を有する大手企業をはじめとする競合他社により類似したサービスが開発され価格競争が激化した場合には、当社グループの業績に影響を及ぼす可能性があります。 (3）特定の製品への依存リスクについて  当社グループは、法人向けに業務効率化に貢献するクラウドサービスの提供を行っており、交通費・経費精算システム「楽楽精算」と、問い合わせメール共有・一元管理システム「メールディーラー」の二つが主力サービスとして、当社グループの業績を牽引しております。「楽楽精算」の急成長により、売上高では「メールディーラー」への依存度は低下傾向にあるものの、依然として利益面では「メールディーラー」への依存は未だ高い状態にあります。今後、「メールディーラー」が競合製品との競争激化により売上高が大幅に減少した場合には、当社グループの業績に大きく影響を及ぼす可能性があります。 (4）技術革新への対応について  当社グループが各種サービスを提供するインターネット業界においては新技術の開発及びそれに基づく新サービスの導入が頻繁に行われており、非常に変化の激しい業界となっております。そのため常に新しい技術要素をITエンジニアに習得させてまいりますが、何らかの理由で技術革新への対応が遅れた場合当社グループが提供するサービスの競争力が低下する可能性があります。また、新技術への対応のため予定していないシステムへの投資が必要となった場合、当社グループの事業及び業績に影響を与える可能性があります。 (5）ITエンジニア派遣市場の動向について  現在、多様なインターネットサービスの登場や企業の情報システム化に伴い国内ITエンジニア派遣市場は活況を呈しておりますが、企業によるシステム開発の内製化、人件費や事業コストの安い新興国の企業・人材を活用して開発コストを削減するオフショア開発が当社グループの想定する以上に急激に進んだ場合、及び、主要な派遣先の業績不振等により派遣受入ニーズが減退した場合には、当社グループの事業及び業績に影響を及ぼす可能性があります。 (6）主要な取引先の喪失の可能性について  IT人材事業においては数十名規模のチームで派遣を行う場合もあり、その結果１社当たりの売上額が大きい取引先が存在します。取引先とのコミュニケーションを頻繁にとることで取引先のニーズに合った人材を派遣し顧客満足度の向上に努めておりますが、何らかの原因によりそれらの取引先の喪失があった場合、当社グループの業績に重大な影響を与える可能性があります。 (7）システムトラブルによるリスクについて  当社グループはクラウドサービス及びレンタルサーバーサービスを提供しており、同サービスの保守・運用・管理は通信ネットワークに依存しております。安定的なサービス提供のため、サーバー設備の増強や情報セキュリティ責任者が適切なセキュリティ手段を講じることで外部からの不正アクセスの回避等を行っておりますが、以下のシステム障害が発生した場合には、当社グループの事業及び業績に影響を与える可能性があります。 ①サービス提供を行っているコンピュータシステムへの急激なアクセスの増加や電力供給の停止等の予測不可能な様々な要因によって当該コンピュータシステム及び周辺システムがダウンした場合。②コンピュータウィルスやハッカーの侵入等によりシステム障害が生じた場合。③従業員の過誤等によって、当社グループの提供サービスのプログラムが書き換えられたり、重要なデータが削除された際、事態に適切に対応できず信用失墜や損害賠償による損失が生じた場合。 (8）法的規制によるリスクについて①クラウド事業について  当社グループは、電気通信事業者（旧一般第二種電気通信事業者）として総務省に届出（届出番号E17-2681）を行っており、電気通信事業法に基づく通信役務の提供を行っております。現在のところ、当社の事業に対する同法による規制の強化等が行われるという認識はありませんが、社会情勢の変化等により当社の事業展開を阻害する規制の強化等が行われる可能性は絶無では無く、万一かかる規制の強化がなされた場合には、当社グループの事業展開に影響を及ぼす可能性があります。  また、インターネットの普及に伴い、「特定電気通信役務提供者の損害賠償責任の制限及び発信者情報の開示に関する法律（プロバイダー責任制限法）」や「特定電子メールの送信の適正化等に関する法律」及び「特定商取引に関する法律」が施行される等、インターネットに関する法令整備が進んでおり、今後新たに関連業者を対象とした法的規制等が制定された場合、当社グループの業務が一部制約を受け、当社グループの業績に影響を及ぼす可能性があります。 ②IT人材事業について  当社グループのIT人材事業においては、「労働者派遣事業の適正な運営の確保及び派遣労働者の保護等に関する法律」（以下「労働者派遣法」という）により規制されているため、当社は同法に基づき厚生労働大臣の許可を受け、一般労働者派遣事業を行っております（派遣：派13-310802、紹介：13-ユ-309573）。労働者派遣法は、労働者派遣事業の適正な運営を確保するために、派遣事業を行うもの（派遣元事業主）が、派遣元事業主としての欠格事項に該当したり、法令に違反した場合には、事業許可の取り消し、又は業務の停止を命じる旨を定めています。当社では、社員教育の徹底、内部監査等による関連法規の遵守状況モニター、取引先の啓蒙等により、法令違反等の未然防止に努めていますが、万一当社役職員による重大な法令違反等が発生した場合、当社グループの業績に重大な影響を与える可能性があります。 (9）特定の人物への依存について  代表取締役社長である中村崇則は、当社グループの創設者であり、会社経営の最高責任者として経営方針や事業戦略の決定をはじめ、当社グループの事業推進において重要な役割を果たしております。  当社グループは、中村崇則に過度に依存しない経営体制を整備するため、取締役間の相互の情報共有や事業部制導入による経営組織の強化を図っております。しかしながら、何らかの理由により中村崇則が当社グループの業務を継続することが困難になった場合には、当社グループの事業及び業績に影響を与える可能性があります。 (10)人材の採用・育成について  今後の業容拡大を図る中で、各事業において、専門性を有する人材の採用・育成は不可欠であると認識しております。そのため人材の採用・育成を継続的に行っておりますが、今後各事業において人材獲得競争が激化し、優秀な人材の採用が困難となる場合や在職している人材の社外流出が大きく生じた場合、当社グループの事業及び業績に影響を与える可能性があります。 (11)情報管理体制について  当社グループは、提供するサービスに関連して多数の顧客企業の機密情報や個人情報を取り扱っております。これらの情報資産を保護するため情報セキュリティ基本方針を定め、この方針に従って情報資産を適切に管理、保護しておりますが、このような対策にもかかわらず重要な情報資産が外部に漏洩した場合には、当社グループの社会的信用の失墜、損害賠償請求の発生等により、当社グループの事業及び業績に影響を与える可能性があります。 (12)知的財産の侵害におけるリスクについて  当社グループは、提供しているサービスの名称について商標登録申請をしております。また、第三者の知的財産の侵害の可能性については、総務人事部法務担当及び顧問弁護士並びに弁理士等を通じて事前調査を行い対応しております。しかしながら、万が一、当社グループが第三者の知的財産権を侵害した場合、当社グループへの損害賠償請求やロイヤリティの支払要求、使用差止請求等が発生し、当社グループの事業及び業績に影響を与える可能性があります。 (13)海外子会社について  当社グループは、海外子会社においてクラウドサービスの一部を開発しており、当該国の政治・経済・社会情勢の変動に起因して生じる予期せぬ事態、各種法令・規則の変更等により当地における事業の継続が困難となる等のカントリーリスクを有しております。カントリーリスクについては顧問契約を締結している現地の会計事務所や法律事務所と情報を共有し適切に対応することでリスクヘッジを行っております。しかしながら、このようなリスクが顕在化した場合、当社グループの事業及び業績に影響を及ぼす可能性があります。 (14)自然災害について  クラウド事業の顧客の情報資産が格納されるサーバーは、東京都内及び大阪府内に分散管理することでリスクを分散させておりますが、データセンターやその周辺ネットワーク設備等に被害を及ぼす災害、事故等が発生し情報資産の消失又はサービスの提供が維持できない状態に至った場合には、当社グループの事業及び業績に影響を与える可能性があります。また、災害、事故等によりIT人材事業における派遣先の重要な設備が損壊し事業活動の停止もしくは事業継続に支障をきたす事態が発生した場合には、当社グループの事業及び業績に影響を与える可能性があります。 (15)有価証券の価格変動リスク  当社グループでは、有価証券を保有しておりますが、時価のある有価証券については、株式市場の変動などにより時価が著しく下落した場合には、評価損を計上することとしております。また、時価のない有価証券については、期末時点での発行会社の財務状況や今後の見通しから減損すべきだと判断した場合には、評価損を計上することとしております。このような状況になった場合、当社グループの業績及び財政状態に影響を及ぼす可能性があります。 
経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析	
経営上の重要な契約等	４【経営上の重要な契約等】  重要な契約は次のとおりであります。　（吸収分割契約）　当社は、2018年４月13日開催の取締役会において、当社のIT人材事業を会社分割（簡易・略式吸収分割）し、連結子会社である株式会社ラクスパートナーズに承継することを決議し、同日付で吸収分割契約を締結いたしました。　詳細は、「第５ 経理の状況 ２ 財務諸表等（１）財務諸表 注記事項（企業結合等関係）」に記載のとおりであります。 
研究開発活動	５【研究開発活動】  当連結会計年度における研究開発活動の総額は21,839千円となっております。  当社グループは「IT技術で中小企業を強くします！」をミッションに掲げ、安定的な高成長を目指して、「新たなクラウドサービスの追加」を推進するための研究開発活動を行っております。セグメント別の研究開発活動の概要は以下のとおりです。 ①クラウド事業  当セグメントの研究開発活動の金額は21,839千円であります。主な活動は、労務管理を効率化するクラウドサービスの開発であります。 ②IT人材事業  当セグメントにおいては研究開発活動を行っておりません。
設備投資等の概要	１【設備投資等の概要】  当連結会計年度中に実施した有形固定資産及び無形固定資産（のれんを除く）への設備投資の総額は234,308千円であり、その主なものは、大阪本店移転に伴う建物及び構築物、IT人材事業の拠点の移転に伴う建物及び構築物、クラウド事業に係るサーバー機器等の取得による工具、器具及び備品であります。  なお、重要な設備の除却、売却等はありません。
主要な設備の状況	２【主要な設備の状況】  当社グループにおける主要な設備は、次のとおりであります。(1）提出会社 2019年３月31日現在 事業所名(所在地)セグメントの名称設備の内容帳簿価額従業員数(人)建物及び構築物（千円）工具、器具及び備品（千円）ソフトウエア（千円）合計（千円）大阪本店(大阪市北区)クラウド事業業務施設25,31430,16925,76081,24496東京本社(東京都渋谷区)クラウド事業業務施設67,22447,5382,070116,833261データセンター(大阪市西区他)クラウド事業サーバー機器等－101,3533,123104,477－  （注）１．上記の金額に消費税等は含まれておりません。２．事務所はすべて賃借しており、年間賃借料は254,834千円であります。 (2）国内子会社 2019年３月31日現在 会社名事業所名（所在地）セグメントの名称設備の内容帳簿価額従業員数(人)建物及び構築物（千円）工具、器具及び備品（千円）ソフトウエア（千円）合計（千円）株式会社ラクスライトクラウドデータセンター（東京都新宿区）クラウド事業サーバー機器等－7,173－7,173－株式会社ラクスパートナーズ東京事務所（東京都新宿区）IT人材事業業務施設26,8866,9831,08434,954327  （注）１．上記の金額に消費税等は含まれておりません。２．事務所はすべて賃借しており、年間賃借料は48,559千円であります。 (3）在外子会社 2019年３月31日現在 会社名事業所名(所在地)セグメントの名称設備の内容帳簿価額従業員数(人)建物及び構築物（千円）工具、器具及び備品（千円）ソフトウエア（千円）合計（千円）RAKUS Vietnam Co., Ltd.本社（ベトナム国ホーチミン市）クラウド事業業務施設2413,631－3,87332  （注）１．上記の金額に消費税等は含まれておりません。２．事務所はすべて賃借しており、年間賃借料は5,598千円であります。
株式の総数	①【株式の総数】種類発行可能株式総数（株）普通株式80,000,000計80,000,000
発行済株式、株式の総数等	②【発行済株式】種類事業年度末現在発行数（株）（2019年３月31日）提出日現在発行数（株）（2019年６月24日）上場金融商品取引所名又は登録認可金融商品取引業協会名内容普通株式45,304,00045,304,000東京証券取引所（マザーズ）完全議決権株式であり、権利内容に何ら限定のない当社における標準となる株式であります。また、単元株式数は100株であります。計45,304,00045,304,000－－
