項目	値
事業の内容	３【事業の内容】　当社を持株会社とする「コムシスグループ」は、当社及び日本コムシス株式会社、サンワコムシスエンジニアリング株式会社、株式会社ＴＯＳＹＳ、株式会社つうけん、ＮＤＳ株式会社、株式会社ＳＹＳＫＥＮ、北陸電話工事株式会社、コムシス情報システム株式会社の８統括事業会社に加え、子会社88社及び関連会社18社から構成され、通信キャリア事業、ＩＴソリューション事業及び社会システム関連事業等を主な事業内容としております。　2024年３月31日現在の事業の系統図は概ね次のとおりであります。  　なお、当社は特定上場会社等に該当し、インサイダー取引規制の重要事実の軽微基準のうち、上場会社の規模との対比で定められる数値基準については連結ベースの計数に基づいて判断することとなります。 
経営方針、経営環境及び対処すべき課題等	１【経営方針、経営環境及び対処すべき課題等】　コムシスグループの経営方針、経営環境及び対処すべき課題等は、以下のとおりであります。　なお、文中の将来に関する事項は、当連結会計年度末現在においてコムシスグループが判断したものであります。 (1）経営方針・経営戦略等　私たちコムシスグループは、グループ一体となり、外部の様々なプレイヤーとも強力な協業・連携を図りつつ経営理念を実現します。 　＜コムシスグループ経営理念＞　「時代をになう多様なインフラ建設」でお客様に選ばれ続ける企業を創ります　「豊かな生活を支える社会基盤づくり」で国と地域に貢献します　 たゆまない改革を続けさらなる企業価値の向上を目指します 　コムシスグループの事業分野はキャリア系事業である電気通信設備工事にとどまらず、非キャリア系事業である都市の環境整備やＩＣＴ関連工事、太陽光発電などの再生エネルギー事業に至るまで社会・経済活動を根底から支えるさまざまなインフラ工事を網羅しております。　この経営理念では「お客様」「社会」「株主およびグループ従業員」の三つのステークホルダーに対してさらに一層の貢献をお約束し、グループが一体となり、さまざまな社会課題の解決に取り組み、持続可能な社会の実現に向け、まい進してまいります。 　お客様～時代をになう多様なインフラ建設～さらなる事業拡大を志向しながら品質・納期・価格などのサービス面でお客様より最大の評価をいただける企業グループを目指します。 　社会～豊かな生活を支える社会基盤づくり～さまざまなインフラ構築・建設を通して国や地域社会に貢献していくことが使命であると考えています。 　株主およびグループ従業員～たゆまない改革を続けさらなる企業価値の向上～人材のマルチスキル化、施工ＩＴプラットフォームの構築など、生産性の向上やコスト競争力の強化を図り、厳しい競争環境に打ち勝つ構造改革の取り組みを継続してまいります。 (2）目標とする経営指標　これまで2024年３月期を最終年度とする中期経営計画「コムシスビジョン NEXT STAGE 2023」を進めてまいりましたが、取り巻く事業環境の変化などの影響により、その計画期間を１年間延長することとし、「コムシスビジョン NEXT STAGE 2023＋１」として継続する取り組みを進めてまいります。 ・売上高6,000億円・営業利益400億円・総還元性向70%目安を継続 業績目標を達成するための取り組み－通信キャリア事業の取り組み－　・固定系／モバイル系一体化運営による事業体制の刷新－ＩＴソリューション・社会システム関連事業の取り組み－　・ＩＴ／社会事業分野における子会社間の事業再編　・ＩＴソリューションのネットワーク配線工事を通信キャリア事業体制へ本格移行 (3）経営環境及び対処すべき課題　コムシスグループでは、2024年３月期を最終年度とする中期経営計画「コムシスビジョン NEXT STAGE 2023」を推進してまいりました。ＩＴソリューション事業・社会システム関連事業等においては、ＩＴ分野での公共・文教関連、データセンター、高速道路関連設備の受注拡大に加え、Ｍ＆Ａにより拡大したガス・鉄鋼の分野においても着実に成長してまいりました。しかしながら、通信事業者における設備投資構造の変化及び価格高騰などの影響もあり、中期経営計画として掲げた当初計画は未達となりました。　2024年度は「コムシスビジョン NEXT STAGE 2023＋１」として計画期間を１年間延長し、事業環境の変化による利益面での影響が継続するものの、中期経営計画の完遂と次期中期経営計画へつなげる基盤固めに取り組んでまいります。　この１年間は、これまでの施策を通じたオーガニックで持続的な成長を継続するとともに、固定・モバイル一体化運営による通信キャリア事業体制の刷新、ＩＴ・社会事業分野における子会社間の事業再編、ＩＴソリューション事業における通信キャリア事業との連携による高レイヤへのリソースシフトなどシナジーの最大化に向け事業基盤強化を図ってまいります。また、サステナビリティの対応として、引き続き温室効果ガス排出削減などに向けて積極的に取り組んでまいります。 
事業等のリスク	３【事業等のリスク】　有価証券報告書に記載した事業の状況、経理の状況等に関する事項のうち、経営者が連結会社の財政状態、経営成績及びキャッシュ・フローの状況に重要な影響を与える可能性があると認識している主要なリスクは、以下のとおりであります。　なお、文中の将来に関する事項は、当連結会計年度末現在においてコムシスグループが判断したものであります。 (1）特定取引先への依存に伴うリスク　コムシスグループの主たる事業はＮＴＴグループやＮＣＣ各社を主要取引先とした通信キャリア事業であり、通信キャリア各社との取引比率が高く、当面この傾向は継続することが見込まれることから、ＮＴＴグループを始め通信キャリアの設備投資動向や技術革新等により、コムシスグループの業績に影響を及ぼすリスクを有しております。　このため、通信キャリア事業は維持しつつ、ＩＴソリューション事業や社会システム関連事業の拡大に取り組むとともに、新たな事業領域の拡大にも取り組んでおります。 (2）安全品質に関するリスク　重大な設備事故や人身事故及び品質に重大な問題を発生させた場合、各取引先からの信頼を失うとともに、一定期間指名停止等による受注機会の喪失や暇庇担保責任などを負うことにより、コムシスグループの業績に影響を及ぼすリスクを有しております。　このため、「安全・品質と信頼の確保」を最優先に、人身事故はもとより設備事故を含めた「事故の撲滅」を目標に、協力会社を含めた社員研修等の実施により、工事の安全品質管理の徹底に取り組んでおります。 (3）個人情報を含む重要な情報の流出に関するリスク　個人情報を含む取引先から提供された重要な情報等の管理に関して、万が一、預かった重要な情報の流出や外部からの不正アクセス等の犯罪行為による情報漏洩が発生した場合、各取引先からの信頼を失うとともに、管理に関わる損害賠償責任を負うことなどにより、コムシスグループの業績に影響を及ぼすリスクを有しております。　このため、統括事業会社においては各々認証を受けているＩＳＭＳ (情報セキュリテイマネジメントシステム)やプライバシーマークに基づき情報セキュリティの適切な運営・管理を行うとともに、コムシスグループ一体となり情報漏洩防止等の取り組みを徹底しております。 (4）自然災害等に伴うリスク　大規模な地震や台風などの自然災害、パンデミックが発生した場合、社員や協力会社及び建物設備等に直接被害を受けるほか、ライフラインの停止や燃料の不足、工事用資材や人員の不足等により、工事が中断または遅延するなどコムシスグループの業績に影響を及ぼすリスクを有しております。　このため、各統括事業会社において、ＢＣＰ（事業継続計画）の策定や社員安否確認システムの整備、定期的な防災訓練、リモートワーク環境の整備等を行っております。 (5）保有資産に関するリスク　事業運営上の必要性から、不動産や有価証券等の資産や年金資産を保有しているため、時価の変動等により資産が毀損し、コムシスグループの業績に影響を及ぼすリスクを有しております。　このため、事業運営上不要となった不動産については売却を進めるとともに、保有している有価証券が資本コストに見合っているかを毎年検証し、妥当性が認められなくなったものについては順次売却・縮減を行っております。また、年金資産については、専門家をメンバーに加えて定期的に開催している資産運用委員会における年金資産のリスクを分散する運用方針の決定等、時価変動による影響の抑制に取り組んでおります。 (6）取引先の信用リスク　顧客や外注先などの取引先の信用不安が発生した場合、顧客からの工事代金の回収不能や外注先の工事の施工遅延等により、コムシスグループの業績に影響を及ぼすリスクを有しております。　このため、取引先に関して外部調査機関等を利用して与信管理を厳格に行うとともに、法務部門が直接契約書審査を行うなど、信用リスク回避に取り組んでおります。 
経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析	４【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】(1）経営成績等の状況の概要　当連結会計年度におけるコムシスグループの財政状態、経営成績及びキャッシュ・フロー（以下、「経営成績等」という。）の状況の概要は次のとおりであります。 ①　財政状態及び経営成績の状況＜コムシスグループの業績＞　当連結会計年度におけるわが国経済は、新型コロナウイルス感染症の５類感染症への移行に伴い、社会経済活動の正常化が進む中、景気の緩やかな回復が続くことが期待されておりますが、エネルギー価格及び原材料価格の高騰、また、ウクライナや中東などの世界情勢や金融資本市場の変動等にも引き続き注視する必要があります。　コムシスグループを取り巻く事業環境につきましては、通信インフラ分野においては、光回線の新規需要の縮小、モバイル通信事業者の投資抑制の影響により近年トータルとしての工事量は減少してきましたが、首都圏過密地域ではモバイルトラヒック増による通信品質問題への対応が進められました。中期的にはＮＴＴグループをはじめ、通信事業者における次世代の通信インフラ整備（ＩＯＷＮ・６Ｇの実用化など）に向けた投資が期待されるところであります。　ＩＴソリューション分野においては、市場全体として継続的に拡大しております。近年はデジタル技術による社会の課題解決に向けて行政・教育・医療等の分野においてデータ連携基盤の整備が進められております。　社会インフラ分野においては、データセンター建設やデータセンター間相互接続の需要拡大、激甚化・頻発化する自然災害などに対応した防災・減災、国土強靭化が推進され、国土形成計画においては、インフラのハード面の機能とＩＣＴ技術を活用したソフト施策を組み合わせたインフラの複合化・多機能化・効果最大化を図ることが求められており、東京都の防災計画「ＴＯＫＹＯ強靭化プロジェクト」においても同様の取り組みが進められております。また、2050年カーボンニュートラルの実現に向けた再生可能エネルギー分野へのＧＸ成長投資も期待されております。　コムシスグループといたしましては、通信キャリア事業においては、モバイル関連工事が減少するなど厳しい事業環境の中、地域ブランドの強みを最大限に活かした周辺ビジネスの拡大、インフラシェアリング事業など新規顧客獲得に向けた営業力強化、コムシスグループ全体最適化（エリアマネジメント体制の強化、アクセス・モバイル事業一体運営）など事業基盤強化に取り組んでまいりました。また、昨年の台風６号による沖縄での自然災害、１月に発生した令和６年能登半島地震における被災地域の通信設備復旧にグループ一丸となって取り組んでまいりました。　ＩＴソリューション事業においては、アライアンスパートナーとの協業による大型案件の獲得、元請案件の増加に伴うプロジェクトマネジメント強化に取り組んでまいりました。今後はＩＴ投資の最大マーケットである首都圏での一体運営強化、通信キャリア事業との連携による高レイヤへのリソースシフト及びフルレイヤソリューションの提供により新規事業領域の拡大を図ってまいります。　社会システム関連事業等においては、グループ連携による大型高速道路案件や大手ゼネコンとのＪＶによる大規模データセンターの受注などトップラインの拡大に加え、弧状推進工法によりデータセンター間伝送路工事を実施してまいりました。引き続き堅調なデータセンターの受注拡大、グループ全体での技術者育成、人材リソースの柔軟な流動に取り組んでまいります。　今後とも、ＤＸを活用した生産性向上、多様で柔軟な働き方改革の深化などコムシスグループの経営基盤強化を図ってまいります。また、サステナビリティの取り組みとして、ＳＢＴ認定を取得（2023年10月）いたしました。引き続き温室効果ガス排出削減に向けて積極的に取り組み、ＳＤＧｓの目指す社会の実現に貢献するとともに、コムシスグループの持続的成長を図ってまいります。　この結果、当連結会計年度の財政状態及び経営成績は以下のとおりとなりました。 イ　財政状態　当連結会計年度末の資産合計は、514,647百万円（前期比2.5％増）となりました。　当連結会計年度末の負債合計は、146,591百万円（前期比5.7％減）となりました。　当連結会計年度末の純資産合計は、368,055百万円（前期比6.2％増）となりました。 ロ　経営成績　当連結会計年度の経営成績は、受注高617,917百万円（前期比11.7％増）、売上高571,186百万円（前期比1.4％増）となりました。　また、損益につきましては、営業利益39,221百万円(前期比22.2％増)、経常利益40,396百万円(前期比30.6％増)、親会社株主に帰属する当期純利益27,453百万円(前期比42.0％増)となりました。 　セグメントごとの経営成績は次のとおりであります。 グループ別の受注高・売上高・セグメント利益［営業利益］      （単位：百万円）セグメントの名称受注高売上高セグメント利益［営業利益］金額増減率金額増減率金額増減率日本コムシスグループ302,02524.3％262,5700.4％17,42287.8％サンワコムシスエンジニアリンググループ63,345△7.0％61,202△10.8％3,919△40.2％ＴＯＳＹＳグループ37,96013.1％33,5033.1％2,1665.0％つうけんグループ67,2082.4％67,3557.8％6,5858.1％ＮＤＳグループ83,1412.1％83,7996.8％4,88017.6％ＳＹＳＫＥＮグループ31,573△0.8％31,4775.7％1,387△2.0％北陸電話工事グループ17,44510.6％16,4121.8％75818.5％コムシス情報システムグループ13,33912.8％12,9869.9％1,62115.7％（注）　「受注高」及び「売上高」は外部顧客への取引高を記載しております。なお、「セグメント利益」は当社及びセグメント間取引により生じた利益を含んでおります。 ②　キャッシュ・フローの状況　当連結会計年度末における現金及び現金同等物は、前連結会計年度末に比べ11,143百万円増加し、51,932百万円(前期比27.3％増)となりました。　当連結会計年度における各キャッシュ・フローの状況は以下のとおりであります。 （単位：百万円） 営業活動によるキャッシュ・フロー投資活動によるキャッシュ・フロー財務活動によるキャッシュ・フロー現金及び現金同等物期末残高当連結会計年度44,275△15,941△17,21451,932前連結会計年度61,781△6,843△48,23340,788 ③　生産、受注及び販売の実績　コムシスグループが営んでいる事業の大部分を占める通信キャリア事業では生産実績を定義することが困難であり、また請負形態をとっているため販売実績という定義は実態にそぐいません。　よって「生産、受注及び販売の状況」については、当社の連結での受注、売上及び手持高の状況をセグメント別に記載しております。 イ　受注実績　セグメントの名称　前連結会計年度（自　2022年４月１日　　至　2023年３月31日）　（百万円）　当連結会計年度（自　2023年４月１日　　至　2024年３月31日）　（百万円）　増減率　（％）日本コムシスグループ242,941302,02524.3サンワコムシスエンジニアリンググループ68,08263,345△7.0ＴＯＳＹＳグループ33,55937,96013.1つうけんグループ65,64867,2082.4ＮＤＳグループ81,46783,1412.1ＳＹＳＫＥＮグループ31,81831,573△0.8北陸電話工事グループ15,77517,44510.6コムシス情報システムグループ11,83013,33912.8その他1,9411,878△3.3合計553,065617,91711.7（注）　受注実績は外部顧客への取引高を記載しております。 ロ　売上実績　セグメントの名称　前連結会計年度（自　2022年４月１日　　至　2023年３月31日）　（百万円）　当連結会計年度（自　2023年４月１日　　至　2024年３月31日）　（百万円）　増減率　（％）日本コムシスグループ261,546262,5700.4サンワコムシスエンジニアリンググループ68,63061,202△10.8ＴＯＳＹＳグループ32,49233,5033.1つうけんグループ62,50367,3557.8ＮＤＳグループ78,44983,7996.8ＳＹＳＫＥＮグループ29,78931,4775.7北陸電話工事グループ16,12416,4121.8コムシス情報システムグループ11,81812,9869.9その他1,9411,878△3.3合計563,295571,1861.4（注）１　売上実績は外部顧客への取引高を記載しております。２　主な相手先別の売上及びその割合は次のとおりであります。　相手先　前連結会計年度（自　2022年４月１日　　至　2023年３月31日）　当連結会計年度（自　2023年４月１日　　至　2024年３月31日）金額（百万円）割合（％）金額（百万円）割合（％）ＮＴＴグループ223,68639.7224,18139.2  ハ　手持高　セグメントの名称　前連結会計年度（自　2022年４月１日　　至　2023年３月31日）　（百万円）　当連結会計年度（自　2023年４月１日　　至　2024年３月31日）　（百万円）　増減率　（％）日本コムシスグループ116,442155,89733.9サンワコムシスエンジニアリンググループ21,64823,7919.9ＴＯＳＹＳグループ8,59613,05351.8つうけんグループ11,25811,110△1.3ＮＤＳグループ22,72822,070△2.9ＳＹＳＫＥＮグループ9,0459,1411.1北陸電話工事グループ2,1873,21947.2コムシス情報システムグループ2,1212,47416.6その他－－－合計194,028240,75924.1（注）　手持高は外部顧客への取引高を記載しております。  (2）経営者の視点による経営成績等の状況に関する分析・検討内容　経営者の視点による当社グループの経営成績等の状況に関する認識及び分析・検討内容は次のとおりであります。　なお、文中の将来に関する事項は、当連結会計年度末現在においてコムシスグループが判断したものであります。 ①　当連結会計年度の経営成績等の状況に関する認識及び分析・検討内容イ　経営成績等ａ．財政状態（資産の部）　当連結会計年度末における流動資産は、前連結会計年度末に比べ1,636百万円減少し、302,347百万円となりました。主な要因は以下のとおりであります。流動資産増減額（△は減少）主な要因現金預金11,132百万円日本コムシスグループにおける増加受取手形・完成工事未収入金等△10,687百万円日本コムシスグループにおける減少未成工事支出金等△8,809百万円日本コムシスグループにおける減少リース投資資産3,892百万円日本コムシスグループにおける増加 　固定資産は、前連結会計年度末に比べ14,151百万円増加し、212,300百万円となりました。主な要因は以下のとおりであります。固定資産増減額（△は減少）主な要因有形固定資産4,173百万円日本コムシスグループにおける土地の取得等による増加無形固定資産△917百万円のれんの償却による減少投資その他の資産10,894百万円投資有価証券の増加、退職給付に係る資産の増加 　この結果、資産合計は、前連結会計年度末に比べ12,514百万円増加し、514,647百万円となりました。 （負債の部）　当連結会計年度末における流動負債は、前連結会計年度末に比べ10,118百万円減少し、124,327百万円となりました。主な要因は以下のとおりであります。流動負債増減額（△は減少）主な要因支払手形・工事未払金等△5,592百万円日本コムシスグループにおける減少工事損失引当金△5,167百万円日本コムシスグループにおける減少 　固定負債は、前連結会計年度末に比べ1,302百万円増加し、22,263百万円となりました。主な要因は以下のとおりであります。固定負債増減額（△は減少）主な要因繰延税金負債3,201百万円日本コムシスグループにおける増加退職給付に係る負債△986百万円日本コムシスグループにおける減少その他△802百万円日本コムシスグループにおける長期未払金の減少等による減少 　この結果、負債合計は、前連結会計年度末に比べ8,816百万円減少し、146,591百万円となりました。  （純資産の部）　当連結会計年度末における純資産合計は、前連結会計年度末に比べ21,330百万円増加し、368,055百万円となりました。主な要因は以下のとおりであります。純資産増減額（△は減少）主な要因利益剰余金14,633百万円親会社株主に帰属する当期純利益の計上による増加　この結果、自己資本比率は70.3％（前連結会計年度末は67.9％）となりました。 ｂ．経営成績（売上高）　通信インフラ分野においてモバイル関連工事が減少するなど厳しい事業環境となる中、ＩＴソリューション・社会システムの分野においては、グループ連携による営業強化及びアライアンスパートナー連携による売上拡大の取り組みにより、当連結会計年度の売上高は571,186百万円となり、前連結会計年度に比べ7,890百万円の増収となりました。 （営業利益）　売上高の増加に加え、エリアマネジメント体制の強化、アクセス・モバイル事業一体運営など、コムシスグループ全体最適化に向けた事業基盤強化への取り組みにより、当連結会計年度の営業利益は39,221百万円となり、前連結会計年度に比べ7,117百万円の増益となりました。 （経常利益）　当連結会計年度の営業外収益は1,621百万円となりました。これは受取配当金829百万円、固定資産賃貸料269百万円などによるものであります。また、営業外費用は446百万円となりました。これは、貸倒引当金繰入額99百万円、賃貸費用94百万円などによるものであります。この結果、当連結会計年度の経常利益は40,396百万円となり、前連結会計年度に比べ9,462百万円の増益となりました。 （親会社株主に帰属する当期純利益）　当連結会計年度の特別利益は2,217百万円となりました。これは固定資産売却益1,840百万円、投資有価証券売却益95百万円などによるものであります。また、特別損失は1,631百万円となりました。これは、固定資産圧縮損660百万円、事業構造改革費用273百万円、固定資産除却損226百万円、減損損失208百万円、特別退職金144百万円などによるものであります。この結果、当連結会計年度の親会社株主に帰属する当期純利益は27,453百万円となり、前連結会計年度に比べ8,114百万円の増益となりました。 ｃ．キャッシュ・フローの状況　当連結会計年度のキャッシュ・フローの状況につきましては、「(1）経営成績等の状況の概要　②　キャッシュ・フローの状況」に記載のとおりであります。 ロ　資本の財源及び資金の流動性（資金需要）　コムシスグループの資金需要は、営業活動については、生産に必要な運転資金（材料・外注費及び人件費等）、従業員給与等の販売費及び一般管理費が主な内容であります。投資活動については、事業伸長・生産性向上及び新規事業立上げを目的とした設備投資が主な内容であります。（財政政策）　コムシスグループでは、有利子負債を圧縮し、連結ベースでの資金管理の強化を図るため、キャッシュマネジメントシステム（ＣＭＳ）を導入しております。 ハ　経営方針、経営戦略、経営上の目標の達成状況を判断するための客観的な指標等　「１　経営方針、経営環境及び対処すべき課題等　(2）目標とする経営指標」における当連結会計年度の達成状況は次のとおりであります。　当連結会計年度における売上高につきましては、571,186百万円(前期比1.4％増)となり、通期目標であった570,000百万円を達成いたしました。　また、営業利益につきましては、39,221百万円（前期比22.2％増）となり、通期目標であった34,000百万円を達成いたしました。ニ　セグメントごとの財政状態及び経営成績の状況に関する認識及び分析・検討内容＜日本コムシスグループの業績＞　日本コムシスグループの当期業績につきましては、売上高においては、通信事業者からの設備投資が減少する中、ＩＴソリューション事業・社会システム関連事業において営業力強化によるビジネス領域拡大など受注拡大に取り組み、大型システム構築工事や都市再開発関連工事の獲得により増収となりました。損益面においても、売上高増加に加え、リソース最大活用など効率化施策による生産性向上の他、前年度の大型プロジェクトにおいて発生した不採算の反動増の影響もあり増益となりました。 ＜サンワコムシスエンジニアリンググループの業績＞　サンワコムシスエンジニアリンググループの当期業績につきましては、売上高においては、社会システム関連事業における高速道路関連工事などの大型案件受注があるものの、ＮＣＣ電気通信設備工事事業における５Ｇ関連工事の需要減少などの影響により減収となりました。損益面においても、次期基幹サブシステムとＲＰＡ活用による業務効率化、モバイル業務集約および資格者の有効活用による生産性向上に加え、オフィス環境の見直しなどによる働き方改革にも取り組んでまいりましたが減益となりました。 ＜ＴＯＳＹＳグループの業績＞　ＴＯＳＹＳグループの当期業績につきましては、売上高においては、通信事業者からの５Ｇ関連などの設備建設工事や設備保守の他、ＩＴソリューション事業におけるクラウドマネージドサービス提供による企業ＤＸ支援、社会システム関連事業における河川整備や電線共同溝など公共関連工事の受注拡大に取り組み増収となりました。損益面においても、売上高増加に加え、業務ＤＸ推進のためのプラットフォーム整備に取り組み増益となりました。 ＜つうけんグループの業績＞　つうけんグループの当期業績につきましては、売上高においては、通信事業者の設備投資が減少する中、新たな事業創出に向けたアライアンス拡大を強化してまいりました。ＩＴソリューション事業におけるグループ連携による案件掘り起しや行政ＤＸ案件の受注拡大、社会システム関連事業における地中化工事、民間大型案件受注拡大により増収となりました。損益面においても、設計業務等のエリアフリー業務集約による生産性向上や工事平準化による施工稼働最大化を図り増益となりました。 ＜ＮＤＳグループの業績＞　ＮＤＳグループの当期業績につきましては、売上高においては、通信事業者からの地域への光ケーブルの開局工事や電磁誘導対策工事の他、ＩＴソリューション事業における学校間ＮＷ構築工事や大手ホテルチェーンへのセットトップボックス設置工事、社会システム関連事業における電力配電設備工事や高速道路関連工事の受注拡大、マンション一棟一括売却などに取り組み増収となりました。損益面においても、売上高増加に加え、業務集約などによる生産性向上を図り増益となりました。 ＜ＳＹＳＫＥＮグループの業績＞　ＳＹＳＫＥＮグループの当期業績につきましては、売上高においては、通信事業者の設備投資が減少する中、通信キャリア関連事業と民需・公共事業における大型案件の受注拡大と、着実な工事進捗への取り組みにより増収となりました。損益面においては、高利益案件の減少、資材価格高騰などの影響により減益となりました。 ＜北陸電話工事グループの業績＞　北陸電話工事グループの当期業績につきましては、売上高においては、通信事業者からの電力工事、モバイル工事の他、社会システム関連事業において系統用蓄電池構築工事などの受注拡大に取り組み増収となりました。損益面においても、ＲＰＡを活用した効率化の推進、建設・保全の一体運営など業務集約や拠点集約など継続的な生産性の向上を図り増益となりました。また、令和６年能登半島地震においては被災した通信設備の早期復旧に取り組んでまいりました。 ＜コムシス情報システムグループの業績＞　コムシス情報システムグループの当期業績につきましては、売上高においては、通信事業者、官公庁及び金融機関などに向けたシステム開発、構築等の受注拡大に取り組み、官公庁のクラウド基盤や金融機関システムのモダナイズなどの事業が拡大し増収となりました。損益面においても、売上高増加に加え、プロジェクトのリスクマネジメントの徹底により増益となりました。 （参考）＜当社（持株会社）の状況＞　当社は、日本コムシス株式会社等統括事業会社から経営管理料として1,447百万円、配当金として13,487百万円を収受いたしました。この結果、営業収益14,934百万円(前期比4.9％増)、営業利益13,490百万円(前期比4.7％増)及び当期純利益13,433百万円(前期比4.9％増)となりました。 ②　重要な会計上の見積り及び当該見積りに用いた仮定　コムシスグループの連結財務諸表は、わが国において一般に公正妥当と認められている会計基準に基づき作成されております。この連結財務諸表の作成に当たって、一定期間にわたり収益を認識する売上高、工事損失引当金の計上、貸倒引当金の計上、固定資産の減損、棚卸資産の評価、退職給付債務及び年金資産の認識、繰延税金資産の計上等の重要な会計方針に関して、必要と思われる見積り及び判断を合理的な基準に基づき実施しておりますが、見積りには不確実性が伴うため、実際の結果は、これらの見積りとは異なる場合があります。　コムシスグループの連結財務諸表で採用する重要な会計方針は、「第５　経理の状況　１　連結財務諸表等（１）連結財務諸表　注記事項　連結財務諸表作成のための基本となる重要な事項」に記載しております。　コムシスグループにおいて、連結財務諸表に与える影響が大きいと考えられる重要な見積りは、「第５　経理の状況　１　連結財務諸表等（１）連結財務諸表　注記事項　重要な会計上の見積り」に記載しております。
経営上の重要な契約等	５【経営上の重要な契約等】　該当事項はありません。 
研究開発活動	６【研究開発活動】　当連結会計年度におけるコムシスグループが支出した研究開発費の総額は、121百万円であります。なお、各セグメントごとの研究開発費は次のとおりであります。　日本コムシスグループは、建設工事のＤＸ推進に資する新技術の調査研究等に取り組んでおり、当連結会計年度の研究開発費の金額は、40百万円であります。　ＮＤＳグループは、ネットワーク技術に関する研究開発及び通信設備工事に関連する技術開発と、新規事業分野に関する新商品及び新サービスの研究開発に取り組んでおり、当連結会計年度の研究開発費の金額は、59百万円であります。　ＳＹＳＫＥＮグループは、通信設備部門の機械化、省力化、また電子情報化によるコストダウンと安全・品質の向上及びドローンを活用した新規事業分野の開発に取り組んでおり、当連結会計年度の研究開発費の金額は、13百万円であります。　北陸電話工事グループは、安全・品質の向上に関する各事業の技術開発活動に取り組んでおり、当連結会計年度の研究開発費の金額は、7百万円であります。 
設備投資等の概要	１【設備投資等の概要】　当連結会計年度において実施いたしましたコムシスグループの設備投資総額は19,086百万円であります。その主なものは、主要な子会社における工事事務所の建設及び改修であります。さらに、コムシスグループにおけるワークフロー最適化を目的とした共通ＩＴプラットフォームの構築のほか、工具器具備品の拡充・更新等への投資であります。　セグメント別の設備投資額は、以下のとおりであります。 セグメントの名称当連結会計年度 前年同期比日本コムシスグループ11,939百万円 308.9％サンワコムシスエンジニアリンググループ308  133.9ＴＯＳＹＳグループ1,048  167.1つうけんグループ1,829  149.7ＮＤＳグループ3,025  123.5ＳＹＳＫＥＮグループ496  51.7北陸電話工事グループ228  153.0コムシス情報システムグループ21  150.9その他68  33.2計18,968  195.0調整額118  －合計19,086  194.6 
主要な設備の状況	２【主要な設備の状況】(1）提出会社　該当事項はありません。 (2）国内子会社       2024年３月31日現在会社名（所在地）セグメントの名称設備の内容帳簿価額（百万円）従業員数（名）建物・構築物機械装置・運搬具工具器具・備品土地(面積千㎡)リース資産合計日本コムシス㈱（東京都品川区）日本コムシスグループ工事基地事務所16,38981437,03935154,5932,451(186)サンワコムシスエンジニアリング㈱（東京都品川区）サンワコムシスエンジニアリンググループ工事基地事務所33564767791,246920(3)㈱ＴＯＳＹＳ（長野県長野市）ＴＯＳＹＳグループ工事基地事務所2,522862,941―5,551764(130)㈱つうけん（札幌市中央区）つうけんグループ工事基地事務所5,1492174,098―9,4651,021(737)ＮＤＳ㈱（名古屋市中区）ＮＤＳグループ工事基地事務所6,3542037,3951,06315,0171,080(150)㈱ＳＹＳＫＥＮ（熊本市中央区）ＳＹＫＥＮグループ工事基地事務所2,7132272,745―5,686589(140)北陸電話工事㈱（石川県金沢市）北陸電話工事グループ工事基地事務所6922441,310522,299510(87)コムシス情報システム㈱（東京都港区）コムシス情報システムグループ工事基地事務所205―228431(―)コムシスシェアードサービス㈱（東京都品川区）その他寮・社宅事務所1,74417808―2,570121(2) 
株式の総数	①【株式の総数】種類発行可能株式総数（株）普通株式580,000,000計580,000,000
発行済株式、株式の総数等	②【発行済株式】種類事業年度末現在発行数（株）（2024年３月31日）提出日現在発行数（株）（2024年６月27日）上場金融商品取引所名又は登録認可金融商品取引業協会名内容普通株式133,000,000133,000,000東京証券取引所プライム市場単元株式数100株計133,000,000133,000,000－－ 
