項目	値
事業の内容	３【事業の内容】　当社の企業グループは、当社、子会社12社及びその他の関係会社１社により構成されており、電子部品を含むセラミック部品及び照明機器等の製造販売を事業の内容としております。 ・セラミック部品事業　当社、連結子会社 Maruwa（Malaysia）Sdn. Bhd.、MARUWA MELAKA SDN.BHD.は製造及び販売を行い、連結子会社MARUWA Electronics (Taiwan) Co., Ltd.、Maruwa Europe Ltd.、Maruwa America Corp.、Maruwa Korea Co.,Ltd.、Maruwa (Shanghai) Trading Co.,Ltd.、MARUWA Electronic (India) Pvt. Ltd.は販売を行っております。　主な品目は、高熱伝導基板、高強度基板、特殊セラミック基板、半導体装置用部品、車載用セラミック製品、医療用製品、水栓用製品、情報通信用製品、アンテナ用製品、ノイズ対策製品などであります。 ・照明機器事業　連結子会社 株式会社MARUWA SHOMEIは製造及び販売を行っており、株式会社YAMAGIWAは仕入商品の販売を行っております。 　主な品目は、LED高輝度照明、LED光源モジュール、施設照明、住環境照明、デザイン照明、調光制御システム、照明空間デザイン・照明設計、輸入家具などであります。 ・その他の関係会社　その他の関係会社 株式会社神戸アートは、社会貢献を含め財団活動の支援を行っています。 　事業の系統図は次のとおりであります。
経営方針、経営環境及び対処すべき課題等	１【経営方針、経営環境及び対処すべき課題等】当社グループの経営方針、経営環境及び対処すべき課題等は、以下のとおりであります。なお、文中の将来に関する事項は、当連結会計年度末現在において当社グループが判断したものであります。 （１）経営方針当社グループは「会社の発展、社員の幸福、株主の満足感、社会の豊盛は四位一体である」との企業理念のもと、グローバルな企業競争下で輝ける企業を目指します。100年に一度の変革期において技術革新を推し進め、品質を強化するとともに、ESG・SDGsを通して社会に貢献することで企業価値の向上を図ります。 （２）経営環境と中長期的な会社の経営戦略　当社グループは、脱炭素社会の進展により飛躍が期待される市場に経営資源を集中させることで、中長期的な成長を目指します。セラミックの材料技術や特性を活かし時代に先行した研究開発・設備投資を行うとともに、品質を強化し、高付加価値な差別化製品を生産・販売することで飛躍的な成長を図ります。　セラミック部品事業においては、車載市場で脱炭素に適合した新エネルギー車市場が急速に拡大してまいります。当社グループの生産する高強度基板は、新エネルギー車の高温・高電圧下でも安定して機能する高品質で信頼性の高い基板となっており、さらなる需要拡大が見込まれます。情報通信市場では、次世代高速通信の発展を背景として、電子部品の高性能化・小型化が予想されます。当社グループは、セラミック材料の特性を活かし、将来を見据えた新製品の開発を推し進めてまいります。　照明機器事業においては、環境問題に対する意識や、光の質への要求が高まっております。当社グループにおいても、高輝度かつ小型化させたLEDを使用した高輝度照明や、上質な光を使用した照明機器などの需要が高まっております。これらの需要に応えるため、セラミック材料技術や配光設計などの技術の融合による差別化製品の開発に取り組んでまいります。（３）優先的に対処すべき課題　脱炭素に向けた各市場の急速な変革を踏まえ、当社グループは以下の課題に対処してまいります。①差別化製品の開発当社の優れたセラミック技術を活かし、数年先を見据えた差別化製品の開発を進めてまいります。②選択と集中による事業拡大　脱炭素に適合した新エネルギー車市場や光通信市場、半導体関連市場など、今後成長が期待される市場へ経営資源を集中させてまいります。③グローバルな組織強化　100年に一度の変革期において各市場の変化が加速する中、当社は各事業の戦略・技術を融合するとともに、ダイバーシティの推進や人材育成に注力し、グローバルな組織体制を強化してまいります。④危機管理体制の強化　ウクライナ情勢、自然災害など様々なリスクに対応しうる、強固な危機管理体制を構築してまいります。 （４）経営上の目標の達成状況を判断するための客観的な指標等　　　当社グループは、本業による利益に関する売上高営業利益率を重要な指標と考えております。差別化戦略による高　　付加価値製品の開発や生産性向上、工程改善をとおして、同指標の向上を図ります。 
事業等のリスク	３【事業等のリスク】　有価証券報告書に記載した事業の状況、経理の状況等に関する事項のうち、経営者が連結会社の財政状態、経営成績及びキャッシュ・フローの状況に重要な影響を与える可能性があると認識している主要なリスクは、以下のとおりであります。　なお、文中の将来に関する事項は、当連結会計年度末現在において当社グループが判断したものであります。 （１）国際情勢や経済状況等に関するリスク当社グループは、日本及び世界各国に製造・販売拠点を置き、グローバルな事業展開を行っており、世界各国の経済情勢、市場環境、政策や規制の変更などにより、当社グループの経営成績及び財政状態が影響を受ける可能性があります。 （２）個別事業に関するリスク　①セラミック部品事業脱炭素社会の進展とともに、新エネルギー車の急速な拡大や電子部品の多機能化・小型化、AIの普及やIoT分野の拡大により、当社グループが製品を供給する各市場は拡大していくものとみておりますが、一般的な景気の減速や消費の低迷により当社グループの経営成績及び財政状態が影響を受ける可能性があります。　②照明機器事業　主要な製品は、トンネルや道路などで使用される公共照明や高輝度照明であります。自然災害や感染症などによる工期遅延などにより、当社グループの経営成績及び財政状態が影響を受ける可能性があります。 （３）技術革新によるリスク　当社グループが参画する各市場は、脱炭素に向け市場の変革が加速しており、技術革新のスピードも早まっております。他社と比較して開発のスピードが遅れた場合には、当社グループの経営成績及び財政状態が影響を受ける可能性があります。　当社グループは、数年先の市場を見据え、時代に先行して新製品の開発及び設備投資を行うことで、技術革新によるリスクに対応してまいります。 （４）法的リスク　当社グループは、積極的に新製品の開発を行っており、開発に際しては他社の知的所有権について充分に事前調査を行い、権利侵害のリスクに対して備えておりますが、事前に予期し得なかった事態の発生などにより何らかの法的責任を負う場合には、当社グループの経営成績及び財政状態が影響を受ける可能性があります。 （５）為替によるリスク　当社グループは、日本国内及びマレーシアにおいて生産を行い、世界各地で販売をしております。そのため、米ドルをはじめ外貨建てでの売上計上及び決済が行われており、為替相場の変動により、当社グループの経営成績及び財政状態が影響を受ける可能性があります。 （６）自然災害、感染症によるリスク　当社グループは、日本及びマレーシアに生産拠点を置き、販売拠点は世界各国に広がっています。これらの拠点において、防火対策や、地震、洪水、台風などの自然災害に対する一定の施策を講じておりますが、想定を超える規模の災害や感染症の拡大に伴い、事業活動の中断・遅延、運送の混乱、施設の損害、復旧費用の発生などにより、当社グループの経営成績及び財政状態が影響を受ける可能性があります。   
経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析	４【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】 (１）経営成績等の状況の概要①財政状態及び経営成績の状況当連結会計年度における売上高は61,564百万円(前期比4.7％増）、営業利益は19,801百万円(前期比1.7％減）、経常利益は21,121百万円（前期比0.3％減）、親会社株主に帰属する当期純利益は15,216百万円（前期比1.3％増）となりました。 　セグメントごとの経営成績は、次のとおりであります。　セラミック部品事業の売上高は53,232百万円（前期比6.3％増）、セグメント利益は20,026百万円（前期比0.9％減）となりました。　照明機器事業の売上高は8,332百万円（前期比4.3％減）、セグメント利益は1,130百万円（前期比0.4％減）となりました。 当連結会計年度末における総資産は、122,515百万円となり、前連結会計年度末と比較して13.4％増加しました。負債は、13,311百万円となり、前連結会計年度末と比較して3.7％減少しました。純資産は、109,203百万円となり、前連結会計年度末と比較して15.9％増加しました。この結果、当連結会計年度末の自己資本比率は89.1％となり、前連結会計年度末に比べ1.9ポイント増加しました。 ②キャッシュ・フローの状況当連結会計年度における現金及び現金同等物は、有形固定資産等の取得による支出等の要因があるものの、前連結会計年度末に比べ5,427百万円増加し、55,013百万円となりました。当連結会計年度における各キャッシュ・フローの状況は、次のとおりであります。　営業活動によるキャッシュ・フローは17,222百万円の収入となり、前連結会計年度末と比較して1,575百万円の増加となりました。　投資活動によるキャッシュ・フローは10,814百万円の支出となり、前連結会計年度末と比較して2,059百万円の増加となりました。　財務活動によるキャッシュ・フローは1,363百万円の支出となり、前連結会計年度末と比較して519百万円の減少となりました。 ③生産及び受注の実績a.生産実績　セグメントごとの生産実績は、次のとおりであります。セグメントの名称当連結会計年度（自  2023年４月１日至  2024年３月31日）前期比（％）セラミック部品事業（百万円）50,855112.1照明機器事業（百万円）2,165110.5合計（百万円）53,021112.0　（注）金額は販売価格によっており、セグメント間の取引については相殺消去しております。  b.受注実績及び受注残高　セグメントごとの受注実績及び受注残高は、次のとおりであります。セグメントの名称受注実績 当連結会計年度（自  2023年４月１日至  2024年３月31日）前期比（％）受注残高 当連結会計年度（自  2023年４月１日至  2024年３月31日）前期比（％）セラミック部品事業（百万円）50,16495.124,06388.7照明機器事業（百万円）8,578101.61,598118.2合計（百万円）58,74396.025,66290.1　（注）金額は販売価格によっており、セグメント間の取引については相殺消去しております。 c.販売実績　セグメントごとの販売実績は、次のとおりであります。セグメントの名称当連結会計年度（自  2023年４月１日至  2024年３月31日）前期比（％）セラミック部品事業（百万円）53,232106.3照明機器事業（百万円）8,33295.7合計（百万円）61,564104.7　（注）金額は販売価格によっており、セグメント間の取引については相殺消去しております。 （２）経営者の視点による経営成績等の状況に関する分析・検討内容　経営者の視点による当社グループの経営成績等の状況に関する分析・検討内容は次のとおりであります。なお、文中における将来に関する事項は、当連結会計年度末現在において当社グループが判断したものです。 ①経営成績当連結会計年度は、中国経済が依然として回復不透明な状況が続く中、半導体を中心とした米中対立が長期化 し、サプライチェーン再構築の動きが加速しました。また、各国でインフレ圧力に対応した金融引き締めが継続 されたほか、国内では為替相場の変動に加え、マイナス金利の解除により金融市場の変化が見られました。一方で、生成AIを始めとする新たな技術について、グローバルの各市場でその幅広い活用に向けた動きが活発化しました。そのような状況の中、当社グループでは、中国市場向けで回復の遅れが見られたものの、新エネルギー車向け、半導体製造装置向けは堅調に推移したほか、新規市場向けで業績が拡大し今後のさらなる需要期待が高まりました。利益面では、中国通信向け高付加価値製品の本格回復の遅れが見られました。また、期末に中国関連の滞留債権の処理を行ったことで当社業績予想（2024年１月開示）から下振れとなりました。なお、当債権については現在も一部分割入金が行われておりますが、引当金を計上しております。 セグメントごとの財政状態及び経営成績の状況に関する認識及び分析・検討内容は次のとおりであります。　セラミック部品事業においては、中国市場向けで回復の遅れが見られたものの、新エネルギー車向け、半導体製造装置向けが堅調に推移したほか、新規市場向けで業績が拡大しました。　以上の結果、売上高53,232百万円（前期比6.3％増）、セグメント利益20,026百万円（前期比0.9％減）となりました。 　照明機器事業においては、ショールームを起点としたオフィス照明案件の獲得、脱炭素社会に向けたLED照明導入の公共事業案件の獲得に注力するとともに、急激な円安、部材価格高騰に対応した高採算案件への特化を図り、利益の確保に努めました。　以上の結果、売上高8,332百万円（前期比4.3％減）、セグメント利益1,130百万円（前期比0.4％減）となりました。  ②財政状態　当連結会計年度末における流動資産は83,485百万円となり、前連結会計年度末に比べ8,850百万円増加いたしました。これは主に現金及び預金、売掛金が増加したことによるものです。固定資産は39,029百万円となり、前連結会計年度末に比べ5,632百万円増加いたしました。これは主に設備投資により有形固定資産が増加したことによるものです。　これらの結果、総資産は122,515百万円となり、前連結会計年度末に比べ14,483百万円増加いたしました。 ③キャッシュ・フローの状況の分析・検討内容並びに資本の財源及び資金の流動性に係る情報当連結会計年度の営業活動によるキャッシュ・フローは、前連結会計年度に比べ1,575百万円増加し、17,222百万円の収入となりました。これは主に、法人税等の支払額が減少したことによるものであります。投資活動によるキャッシュ・フローは、前連結会計年度に比べ2,059百万円増加し、10,814百万円の支出となりました。これは主に、有形固定資産の取得による支出が増加したことによるものであります。財務活動によるキャッシュ・フローは、前連結会計年度に比べ519百万円減少し、1,363百万円の支出となりました。これは主に、長期借入金の返済による支出が減少したことによるものであります。その結果、当連結会計年度末における現金及び現金同等物は、前連結会計年度末に比べ5,427百万円増加し、55,013百万円となりました。 　当社グループの主な資金需要は、成長分野への設備投資や研究開発投資、配当支払、事業運営の運転資金となっております。脱炭素社会が進展する中、新エネルギー車・5G・半導体などの市場で、市場が拡大され、技術革新による市場の変化が加速しております。当社グループは、数年先を見据えた設備投資や研究開発投資を引き続き行ってまいります。　資金の調達は、主に自己資金から、一部を金融機関からの借入れにより行っております。 ④重要な会計上の見積り及び当該見積りに用いた仮定当社グループの連結財務諸表は、わが国において一般に公正妥当と認められている会計基準に基づいて作成されております。重要な会計方針については、「第５　経理の状況　１　連結財務諸表等　（１）連結財務諸表　注記事項　（重要な会計上の見積り）」に記載しておりますが、以下の事項は、当社グループの連結財務諸表の作成において会計上の見積りに影響を及ぼすと考えております。 （セラミック部品事業における棚卸資産の評価）当社グループは、棚卸資産について収益性の低下に基づく簿価切下げの方法により評価しており、取得原価と連結会計年度末における正味売却価額のいずれか低い方の金額で評価しております。また、営業循環過程から外れた滞留在庫については、収益性の低下の事実を反映するため帳簿価額を処分見込価額まで切下げております。営業循環過程から外れた滞留在庫の識別は、棚卸資産の滞留又は処分の実績、製品のライフサイクル等を総合的に勘案して判断しております。そのため、市場の動向、電子部品メーカーの需要予測の変化などを要因として保有する棚卸資産が過剰となった場合には、滞留在庫の対象とすべき棚卸資産が増加する可能性があり、棚卸資産の評価に影響する可能性があります。 
経営上の重要な契約等	５【経営上の重要な契約等】　該当事項はありません。 
研究開発活動	６【研究開発活動】　当社グループは、長年培ったセラミックスの材料技術と要素技術をもとに、脱炭素に適合し数年先の市場を見据えた製品の開発を推し進めてまいりました。　当連結会計年度における研究開発費の総額は、1,409百万円であります。 セラミック部品事業　研究開発体制につきましては、新材料及び新製品の開発は当社R&amp;Dセンター及び土岐工場の開発グループが行い、既存製品の改良、改善及び派生製品への展開は各製造技術部門にて行っております。(１)新材料及び新要素技術　車載関連、情報通信関連、半導体関連、産業機器関連の分野において、放熱性、強度、品質、信頼性等の面で優れた材料の開発に力を入れてまいりました。また、製品の高付加価値化や高性能化を目指し、要素技術の開発を積極的に進めてまいりました。 (２)高信頼性・高性能セラミック基板　高熱伝導基板、高強度基板、特殊セラミック基板など、優れた特性をもち信頼性の高い材料・新商品の開発に取り組んでおります。　高熱伝導基板や高強度基板は、放熱性や強度に優れ、車載関連や情報通信関連の分野で市場のニーズに応える製品を開発してまいりました。特殊セラミック基板につきましては、曲げ強度、破壊じん性が高く、産業機器関連の分野で市場のニーズに応えてまいりました。 (３)薄膜製品　次世代高速通信関連向けに、高性能な薄膜製品の開発を進めております。当社の様々な要素技術を活かし、数年後の市場を見据えた差別化製品の開発を進めてまいりました。 (４)アンテナ部品　GPSアンテナやNFCアンテナモジュール向けの基板の開発に注力しております。GPSアンテナは、近年、自動車の自動運転や現在位置における情報提供といった高い位置精度に対するニーズが高まっており、当社の材料技術を活かした新製品の開発を進めてまいりました。 (５)EMC対策部品①サージ対策部品小型・高性能・低コストな積層セラミックバリスタの開発を進めてまいりました。②ノイズ対策部品　次世代高速通信関連など、高周波化する機器向けに差別化製品として表面実装形で大電流夕イプ高周波ノイズフィル夕の開発を進めてまいりました。また、IoT家電におけるICの高速化、部品点数削減、ノイズ低減の市場ニーズに対応した差別化製品の開発を積極的に進めるとともに、高周波用途、高耐電圧用途など高付加価値製品の開発を進めてまいりました。  照明機器事業　照明機器事業に関しましては、国レベルの省エネルギー政策に適合した、高輝度、高効率で信頼性の高い道路照明と、光の質を照明シーンに合わせてコントロールするシステムやデザイン性の高いハイエンドなLED施設照明などの差別化された照明機器を開発しています。これらの照明機器には、当社グループで培われた高い材料技術や要素技術を融合させたLED光源モジュールを積極的に採用し、高品質でオリジナリティーの高い光を実現させた製品の開発を進めてまいりました。 
設備投資等の概要	１【設備投資等の概要】　当社グループは、生産設備の拡充及び品質向上を図るために必要な設備投資を継続して行っております。　当連結会計年度は、セラミック部品事業における新工場の建設、新規の機械設備の導入など全体で11,242百万円の設備投資を実施しました。　なお、当連結会計年度において重要な設備の除却、売却等はありません。 
主要な設備の状況	２【主要な設備の状況】(１）提出会社（2024年３月31日現在） 事業所名（所在地）セグメントの名称設備の内容帳簿価額（百万円）従業員数（人）建物及び構築物機械装置及び運搬具土地（面積㎡）その他合計土岐工場（岐阜県土岐市）セラミック部品事業製造設備4,9516,298334(115,003)35511,939210[517]山の田工場　(注)３（愛知県瀬戸市）セラミック部品事業製造設備6485210(2,796)1237230[61]瀬戸工場　(注)３（愛知県瀬戸市）セラミック部品事業製造設備5,0962,810535(57,272)1038,54620[17]直江津工場（新潟県上越市）セラミック部品事業製造設備339564250(11,019)551,20961[123]春日山工場（新潟県上越市）セラミック部品事業製造設備156202585(14,386)2797147[63]いわき工場（福島県いわき市）セラミック部品事業製造設備254200280(23,178)574147[10]三春工場（福島県三春町）セラミック部品事業製造設備1,129808243(43,196)122,192104[9]本社（愛知県尾張旭市）全社及びセラミック部品事業会社管理業務設備1663436(1,728)2062632[8]Ｒ＆Ｄセンターセラミック部品事業開発設備1,20838184(1,179)231,45630〔2]東京支店（東京都港区）セラミック部品事業販売業務設備2440779(273)31,02617[2]その他全社及びセラミック部品事業福利厚生施設等6934995(123,893)141,70727[1]　（注）１．帳簿価額には建設仮勘定の金額を含んでおりません。２．上記中[外書]は、臨時従業員数であります。３．新工場（瀬戸市幡中町）の完成に伴い、2023年５月１日付で新工場（瀬戸市幡中町）を瀬戸工場に、瀬戸工場（瀬戸市山の田町）を山の田工場に名称変更しております。４．上記の他、連結会社以外への主要な賃貸設備の内容は、下記のとおりであります。（2024年３月31日現在） 事業所名（所在地）設備の内容帳簿価額（百万円）建物及び構築物土地（面積㎡）その他合計MARUWA名駅ビルYAMAGIWA名古屋ショールームYAMAGIWA中部支店（名古屋市中村区）販売業務設備賃貸不動産242688(474)3935　（注） 一部のフロアーについては、店舗として賃貸しております。 (２）国内子会社該当事項はありません。 (３）在外子会社（2024年３月31日現在） 会社名所在地セグメントの名称設備の内容帳簿価額（百万円）従業員数（人）建物及び構築物機械装置及び運搬具土地（面積㎡）その他合計Maruwa(Malaysia)Sdn.Bhd.マレーシアマラッカ州セラミック部品事業製造設備1,2601,0138(3,266)1132,395530[0]Maruwa Europe Ltd.英国ケント州セラミック部品事業販売業務設備1704162(16,800)033611[1]　（注）１．帳簿価額には建設仮勘定の金額を含んでおりません。　　　　２．上記中[外書]は、臨時従業員数であります。　　　　３．上記中は、マレーシア政府からの貸借分の面積であり、借地権178百万円は無形固定資産に計上しております。  
株式の総数	①【株式の総数】種類発行可能株式総数（株）普通株式26,000,000計26,000,000
発行済株式、株式の総数等	②【発行済株式】種類事業年度末現在発行数（株）（2024年３月31日）提出日現在発行数（株）（2024年６月21日）上場金融商品取引所名又は登録認可金融商品取引業協会名内容普通株式12,372,00012,372,000東京証券取引所　プライム市場名古屋証券取引所　プレミア市場ロンドン証券取引所シンガポール証券取引所単元株式数100株計12,372,00012,372,000－－
