項目	値
事業の内容	３【事業の内容】　当社は、「世界が認めるシステム構築の仕組を世に広め、社会の発展に貢献する」という理念のもと、ドイツのＥＲＰベンダーであるＳＡＰ社の日本法人のシステムコンサルタントであった２名を中心に起業し、現在は、主にクラウドＥＲＰ（注１）の開発および販売を行うパッケージ事業と、主に顧客が構築するシステムの受託開発やＩＴ人材の派遣を行うシステムインテグレーション事業を行っております。当社の技術者は、どちらの事業のプロジェクトにも対応可能であり、両事業の繁忙に応じて適宜配置を変更する体制を取っております。　なお、当社は単体で事業を行っており、企業集団は形成しておりません。また、当社の報告セグメントは、パッケージ事業とシステムインテグレーション事業です。 （注１）クラウドＥＲＰＥＲＰ（Enterprise Resource Planning）は、経営資源の有効活用の観点から企業全体を統合的に管理し、経営の効率化をはかるための手法・概念のことです。また、これを実現するための統合型基幹業務パッケージを指します。クラウドＥＲＰは、クラウド技術を用いて提供されるＥＲＰ、またはその提供サービスのことです。 (1）パッケージ事業　パッケージ事業は、企業の基幹業務システムを当社で開発し、エンドユーザーに直接（一部システムインテグレーター（注２）を介して）販売する事業であり、これを主にクラウドコンピューティング技術を用いて事業展開しております。また、当事業の売上高は、基幹業務システムの導入時に受領する対価（フロー型売上）と、導入企業が当社サービスを継続利用することで生じる対価（ストック型売上）で構成されております。現在、企業の情報システムの戦略策定や方針検討を行う現場で「クラウドファースト」という言葉が使われていますが、これは、ＩＴを活用する際にはクラウドの使用を第一候補とする考え方が定着しつつあると考えており、このことは、ＩＴを活用するにあたり、“所有”から“使用”にシフトすることを意味する大きなパラダイム・シフトになっていると考えております。当社はこのＩＴを取り巻く環境の変化に対応し、2010年５月より自社ＥＲＰのクラウド提供を開始し、それまでのクライアント・サーバー型の提供からクラウド提供にシフトしてまいりました。  パッケージ事業の主要サービス・製品およびその概要サービス・製品の名称サービス・製品の内容・用途契約形態MA-EYES（Ｖシリーズ）システム開発・派遣・インターネット・コンサル業向けＥＲＰＳａａＳ版ｏｒ一括導入版MA-EYES（Ａシリーズ）広告業向けＥＲＰＳａａＳ版ｏｒ一括導入版GLOBAL EYES海外拠点統合管理システム（業種問わず）ＳａａＳ版J-Fusionソリューション基幹システムの開発・提供（業種問わず）スクラッチ開発 　各契約形態における特徴は以下のとおりであります。ＳａａＳ（サース、Software as a Service）版：・顧客が必要とするグループウェア（注３）や在庫管理などの機能のみを提供する形態・提供方法：ネット経由・稼働時期：受注から稼働までは３営業日から３ヶ月程度 一括導入版：・顧客要望に基づき、標準パッケージをベースに機能拡張・カスタマイズを行った上で提供する形態・提供方法：プライベートクラウド（注４）（ホスティング型）、プライベートクラウド（オンプレミス型）・稼働時期：受注から稼働までは３ヶ月から18ヶ月程度 スクラッチ開発：・顧客要望に基づき、一からシステムを開発・構築する形態・提供方法：プライベートクラウド（ホスティング型）、プライベートクラウド（オンプレミス型）・稼働時期：受注から稼働までは６ヶ月から18ヶ月程度 （注２）システムインテグレーターシステムインテグレーション（System Integration）を行う事業者のことです。システムインテグレーションとは、企業の情報システムの企画、設計、開発、構築、導入、保守、運用などを一貫して請け負うサービスのことです。これらの工程のうちのいくつかを請負う場合もあります。 （注３）グループウェア複数の人が効率よく作業するためのネットワーク環境を利用したソフトウェアのことです。電子メール、電子掲示板、スケジュール管理、文書を共有するファイル管理、プロジェクト管理などの機能を持つものが一般的です。 （注４）プライベートクラウドクラウドの技術を用いて一つの企業や企業グループのためだけにコンピューティング環境を提供するサービスのことです。ＩＴ資産をクラウドベンダーが所有し、それを特定のユーザー企業が利用する「ホスティング型」や、ユーザー企業がＩＴ資産を所有する「オンプレミス型」等に分類されます。 　当事業における個別の製品およびサービスの詳細は以下のとおりです。①　MA-EYES（エムエーアイズ）　MA-EYESはパッケージ事業の主力製品・サービスであり、サービス業、特に労働集約型・プロジェクト型の業種に特化したクラウドＥＲＰで、管理会計モジュールを中核として、グループウェア、販売管理、購買管理、経費管理、勤怠管理、財務会計、在庫管理、入金管理、支払管理等の機能を有した基幹業務システムとして、対象業種に応じてＶシリーズ、Ａシリーズの２系統を提供しております。　顧客毎に行う機能拡張・カスタマイズにつきましても、「セミオーダー」の手法で行っております。セミオーダーは、システムの基盤部分や骨組みを用意しておき、顧客毎に機能の異なる部分について、スクラッチ開発同様に顧客要望に沿った形で開発するといったやり方です。顧客固有の機能については要望どおりに開発するため、画面上の項目追加や帳票形式の変更など顧客要望を基本的に全て実現することが可能となります。さらに、開発工数を短くでき、開発費用を抑えられることもメリットとなっていると考えております。　このセミオーダーの手法を用いることで、これまでのＥＲＰ導入における課題の一つであった「ＥＲＰに合わせて業務プロセスの変更を余儀なくされること」を解決できるようになったと考えております。また、ＥＲＰの需要はあるものの、予算の制約によって導入が難しかった従業員数100人以上、1,000人未満の規模の企業や、業務プロセスがビジネスモデルの根幹であるために業務プロセスの変更が難しいサービス業において、ＥＲＰの導入のハードルが下がりました。 ②　GLOBAL EYES　海外拠点を管理する機能を提供するパッケージであります。従来の海外拠点管理では各業務領域毎に存在している「会計データ連携、連結会計支援」、「購買管理」、「在庫管理」、「グローバル情報共有」のそれぞれのシステムを一つのシステムとして一括で提供しております。 ③　J-Fusionソリューション　自社開発した基幹業務システムの開発・稼動環境ソフトウェアである「J-Fusion」を用いて、企業向けにシステムの受託開発を行うソリューションです。具体的には、ＥＣサイトの決済サービス提供企業向けに、カード会社や加盟店等との間の取引の管理を行うシステムの構築等を行っております。　業種や機能範囲は問わず、各企業のニーズにあった形で要件を定義し、システム開発を行っております。特にＥＣサイトの決済サービス提供企業に複数の導入実績があります。 (2）システムインテグレーション事業　システムインテグレーション事業は、ＩＴサービス提供企業の外部向けWebサービス提供システム（個人向けスポーツ関連情報提供サイト等）の構築や、システムインテグレーターが受託した企業向け社内システム構築などの開発案件に参画し、基本的に顧客企業先に常駐して顧客システムの開発を行う事業です。参画する案件については、開発言語がＪａｖａの開発案件に特化することで、ＣやＰＨＰなど複数存在するプログラミング言語の中からＪａｖａに絞ること、および、開発・保守・テスト・運用といった複数ある工程の中から開発に絞ることで技術的な差別化を図っております。　これまでの顧客との継続的な取引関係により、受注の波は小さく安定した事業であり、会社の安定運営の基盤となっております。　また、当社では自社開発のオープンソース（注５）「ExCella」を一般に公開し、そのサポートサービスについても提供しております。「ExCella」は、業務システムとエクセルをつなげるためのライブラリ・ＡＰＩ群（注６）です。「ExCella」を使用することで、基幹業務システムのデータベースのデータをエクセル形式で直接出力することや、エクセルデータの基幹業務システムへの直接取込が実現できます。　他のシステム開発会社との関係におきましては、最終ユーザーとは直接契約せず、システムインテグレーター経由で受託開発を請け負うことや、システムインテグレーターに社員の人材派遣を行うことがございます。また、請け負った開発をビジネスパートナーに委託することがあります。 （注５）オープンソースプログラミング言語で書かれたコンピュータプログラムであるソースコードを一般に広く公開し、誰でも自由に扱ってよいとする考え方です。また、そのような考え方に基づいて公開されたソフトウェアのことです。 （注６）ライブラリ・ＡＰＩ群ライブラリは、汎用性の高い複数のプログラムを再利用可能な形にして一まとまりにしたもののことです。ＡＰＩは、プログラミングの際に使用できる規約や命令、関数等の集合の事を指します。 ［事業系統図］ 
経営方針、経営環境及び対処すべき課題等	１【経営方針、経営環境及び対処すべき課題等】　当社の経営方針、経営環境及び対処すべき課題等は、以下のとおりであります。　なお、文中の将来に関する事項は、当事業年度末現在において当社が判断したものであります。 (1）経営方針　当社は、経営理念として「世界が認めるシステム及びサービスを世に広める活動を通じて、社会の発展に貢献する」を掲げ、その実現のために自社パッケージ「MA-EYES」の開発・導入を行うパッケージ事業と、主に顧客企業先に常駐して顧客システムの開発を行うシステムインテグレーション事業を行ってまいりました。　今後も、クラウド提供や顧客要望実現度等の優位性による「MA-EYES」の拡販を通じてパッケージ事業を拡大し、また、開発言語の特化や蓄積した技術力を武器にシステムインテグレーション事業を推進し、社会の発展に貢献したいと考えております。 (2）経営戦略及び経営環境　「働き方改革」や「ＤＸ」などの社会的要請・日本政府の方針、コロナ禍の影響により広く定着したリモートワーク、及び今後深刻化が予想される人手不足などから、今後ますます生産性向上の取り組みが活発となり、ERP導入市場の更なる拡大が予想される中、需要動向を捉えた既存パッケージへの機能拡張・改善、現在主要ターゲットとなっていない新業種向け機能の開発、および、基盤技術の大幅更新を行った次世代MA-EYESの開発および販売を行ってまいります。また、マーケティング活動及び販売体制の強化、全国での拡販、および、パッケージ関連商材の拡販等により売上高および利益の拡大を目指してまいります。さらに、優秀なエンジニア・プロジェクトリーダー・プロジェクトマネージャーの確保および育成も重要課題のひとつであるとの認識のもと、今後も採用および教育に関する投資を行ってまいります。 (3）優先的に対処すべき事業上及び財務上の課題 ① パッケージ営業力の強化　当社の収益拡大には、パッケージ事業を強力に推進していく必要があり、営業担当者の育成による営業組織体制の強化、及び、パッケージの全国拡販や一件当たりの単価の拡大を実現するためのマーケティング活動の向上に注力してまいります。  ② パッケージ機能の拡充及びサービスの拡充　営業力もさることながら、パッケージそのものをより良いものにしていくことで、受注機会も大きく増えるものと認識しております。これからも、需要動向を捉えた新機能の開発、及びSaaS版のサービスラインナップの拡充に注力してまいります。  ③ システムインテグレーション事業の拡大　自社運営のフリーランス専用の案件紹介サイト「Humalance」による上質な開発リソースの確保、社員技術者のアサイン増、及び、既存取引先との取引深耕により、本事業の売上利益の拡大を目指してまいります。  ④ 人材の獲得、育成　当社はさしたる資産も持っておらず、また、人件費が計上する費用の多くを占めることからも、人材が最大の資産であります。これからも、当社のビジョンと理念を共有できる社員の獲得と育成に注力してまいります。  ⑤ 内部管理体制の強化　当社事業の継続的な発展を実現させるためには、コーポレート・ガバナンス機能の強化は必須であり、そのために財務報告の信頼性を確保するための内部統制システムの適切な整備および運用が重要であると認識しております。現在は企業規模が比較的小さく、内部管理体制も企業規模に相応の体制となっておりますが、事業規模の拡大に伴って人的補充を行い、内部管理体制をより一層強化してまいります。 
事業等のリスク	３【事業等のリスク】　以下において、当社の事業展開上のリスク要因となる可能性があると考えられる主な事項を記載しております。また、投資家の判断に重要な影響をおよぼす可能性のある事項については、投資家に対する積極的な情報開示の観点から開示しております。なお、文中の将来に関する事項は、当事業年度末現在において当社が判断したものであり、潜在的リスクや不確定要素はこれらに限られるものではありません。 (1）経済、市場の動向について　当社のパッケージ事業およびシステムインテグレーション事業は、企業を主要顧客としております。したがって、国内の景気および顧客企業の基幹業務システム関連の設備投資動向が悪化した場合には、当社の事業展開、財政状態および経営成績に影響を及ぼす可能性があります。　本リスクへの対応策として、弊社パッケージの対応業種や機能を増やす等、より魅力ある製品になるよう研究開発活動を継続するとともに、１件あたりの単価が低いSaaS版の拡販等により、業種や導入企業数の分散を図ってまいります。また、パッケージの需要が一時的に減退したときの社内リソースの活用先として、システムインテグレーション事業の販路の確保・開拓にも努めてまいります。 (2）競合について　当社と主要顧客ターゲットが重複するＥＲＰ製品を販売している会社は20社程度存在しております。そのため、競合他社の営業力および技術力等の向上により、競争が激化する場合は、当社の財政状態および経営成績に影響を及ぼす可能性があります。　本リスクへの対応策として、引き続き顧客のニーズを汲んだパッケージの開発に努めてまいります。 (3）特定のＥＲＰ製品への高い依存度について　当社の製品はＥＲＰに特化しております。また、当社は現状成長過程であり事業規模が小さく、当製品の新規販売１件当たりの売上高およびその積み上げであるフロー型売上が当社全体の売上高の一定割合を占めている状況にあります。したがって、対象とする業界における当製品の市場競争力の低下等によって計画通りの受注が出来なかった場合、当社の財政状態および経営成績に影響を及ぼす可能性があります。　本リスクへの対応策として、１件あたりの単価が低いSaaS版の拡販等によって弊社パッケージ導入企業数を増やすことにより、保守料等のストック型売上を増やしていくよう努めてまいります。また、パッケージの需要が一時的に減退したときの社内リソースの活用先として、システムインテグレーション事業の販路の確保・開拓にも努めてまいります。 (4）解約について　当社のＥＲＰ製品を導入した企業が、当社製品を継続利用することで生じるストック型売上につきましては、新規受注案件の稼働に伴い増加傾向にありますが、当製品の市場競争力の低下等によって解約が増加し、ストック型売上が減少した場合は、当社の財政状態および経営成績に影響を及ぼす可能性があります。　本リスクへの対応策として、定期的な訪問やヒアリング等により顧客のニーズや不満を的確に捉え、提供できるサービス等を提案することによって、顧客満足度の向上や継続的なサービスの提供に努めてまいります。 (5）技術革新による影響について　当社は、Ｊａｖａおよびオープンソースソフトウエアの技術に特化しておりますが、技術革新等によりこれらの技術への需要が減少した場合は、当社の財政状態および経営成績に影響を及ぼす可能性があります。　本リスクへの対応策として、社内で技術レポートの提出を推奨するなど最新の技術動向や環境の変化を捉える体制を推進するとともに、優秀な人材の確保及び教育等によって迅速に把握・対応できるよう努めてまいります。 (6）開発工数の増加について　当社がＥＲＰ製品のカスタマイズを請け負う場合、仕様の大幅な変更や予期しえない不具合の発生等によりその開発工数が増加し、当初の納入予定日が変更となって、売上および利益の計上が翌四半期あるいは翌事業年度に期ずれする可能性があります。そのような期ずれが発生した場合、当社の財政状態および経営成績に影響を及ぼす可能性があります。また、最終的に納品できなかった場合には受注金額を回収できないことや損害賠償責任が発生する可能性があることに加え、当社の信用が損なわれ、その後の事業展開、当社の財政状態および経営成績に影響を及ぼす可能性があります。　本リスクへの対応策として、入口である見積りの段階で金額及び工数が適切であるかを経験豊富な上位者が確認しております。また、開発の進捗についてはプロジェクトマネジメントオフィス（PMO）において随時監視しており、工数の大幅な超過が発生しないよう努めてまいります。 (7）製品の不具合の可能性について　一般にソフトウエア製品の高度化および複雑化により、完全に不具合を解消することは不可能といわれており、想定以上の規模の不具合や当社の過失によるシステムの不具合が顧客に損害を与えた場合には、当社の信用力の低下により、当社の財政状態および経営成績に影響を及ぼす可能性があります。　本リスクへの対応策として、システム運用段階で発生する不具合への対応を一定程度見込んだ体制を構築しております。 (8）契約不適合責任について　当社がＥＲＰ製品のカスタマイズを請け負う場合、通常、顧客に対して契約不適合責任を負います。当社は定期的に顧客企業のプロジェクト責任者や関係者と会議を行い、プロジェクトの進捗状況の確認や各フェーズの開始および終了判定を行う等プロジェクト管理を徹底し品質管理を行っておりますが、重大な不適合が発生した場合は、人員を投入して無償補修を行う必要があり、当社の財政状態および経営成績に影響を及ぼす可能性があります。　本リスクへの対応策として、契約書に一定の免責条項を規定することによりリスクの低減を図るほか、PMOにおける品質管理を徹底することにより納品物の品質向上に努めてまいります。 (9）人材の確保と育成について　当社の基幹事業であるソフトウエア開発は、知識集約型の業務であり、一定水準以上の専門技術や知識を有する技術者やそれを販売する営業部員の確保と育成ならびに当社への定着が重要であると認識しております。また、管理部門の人員についても、会社の重要な業務を担う部門であるため、人材の確保と定着が重要であると認識しております。当社が必要とする人材を十分に確保できない場合には、当社の財政状態および経営成績に影響を及ぼす可能性があります。　本リスクへの対応策として、従業員が働きやすい環境の整備や人事制度の構築、及び教育研修体制の充実を進めることによって人材の確保に努めてまいります。 (10）特定人物への依存について　当社創業者である白岩次郎は、当社の大株主かつ代表取締役であり、当社の経営方針や事業戦略の立案・決定における中核として重要な役割を果たし、新たな事業モデルの創出においても中心的な役割を担っております。何らかの理由により同氏が当社の業務を継続することが困難になった場合、当社の財政状態および経営成績に影響を及ぼす可能性があります。　本リスクへの対応策として、同氏への依存が過度にならないよう、マネージャー層の拡充・育成や、権限移譲を進めることにより経営組織の強化に努めてまいります。 (11）小規模組織について　当社は、2023年６月30日現在において、取締役５名、監査役３名、従業員141名と小規模な組織となっており、内部管理体制もこれに応じたものとなっております。当社は、今後の事業規模の拡大に応じて、人員の増強と内部管理体制の一層の充実を図っていく方針でありますが、これらの施策が適時適切に進行しなかった場合には、当社の財政状態および経営成績に影響を及ぼす可能性があります。　本リスクへの対応策として、今後、事業規模の拡大に応じて人員を増強し、内部管理体制の拡充を図る方針であります。 (12）法的規制等について　当社は、事業者との間で業務委託契約を締結し、業務を委任しておりますが、「下請代金支払遅延等防止法」（下請法）が適用される場合があります。また、「労働者派遣事業の適正な運営の確保及び派遣労働者の保護等に関する法律」（労働者派遣法）および「労働者派遣事業の適正な運営の確保及び派遣労働者の保護等に関する法律等の一部を改正する法律」（同改正法）に基づき、派遣契約を締結し、労働者派遣を一部行っております。　当社は、法令を遵守し事業運営を行っておりますが、運用の不備等により法令義務違反が発生した場合には、当社の社会的信用の失墜等により、当社の財政状態および経営成績に影響を及ぼす可能性があります。　本リスクへの対応策として、顧問契約をする弁護士や社労士等の専門家と適宜連携し、新法制定や法改正を確認し、適宜社内にて情報を共有することで法令違反が発生しないように努めてまいります。 (13）知的財産権について　当社では、第三者の知的財産権を侵害しないよう努めておりますが、当社が認識していない第三者の知的財産権がすでに成立している可能性や、使用しているフリーソフトウエアが第三者の知的財産権を侵害している可能性などから、当社による第三者の知的財産権の侵害が生じる可能性があり、その第三者より、損害賠償請求、使用差止請求およびロイヤリティの支払い請求等が発生した場合には、当社の財政状態および経営成績に影響を及ぼす可能性があります。　本リスクへの対応策として、使用する外部ソフトウエアの定期的なライセンス契約チェックを実施し、権利の侵害が発生しないように努めてまいります。 (14）情報管理体制について　当社は、顧客の秘密情報および顧客が保有する個人情報を知り得る場合があることから、当該情報を漏えいするリスクがあります。また、人為的ミス等により知り得た情報が漏えいした場合には、当社の社会的信用の失墜等により、当社の財政状態および経営成績に影響を及ぼす可能性があります。　本リスクへの対応策として、プライバシーマークを取得するとともに、情報管理体制を構築し、定期的にセキュリティ研修を実施するなど情報管理の徹底をはかっております。また、全ての協力会社との間で機密保持に関する契約を締結し、全ての従業員および協力技術者から機密保持に関する誓約書を取得するなどの対策を講じております。 (15）訴訟等について　当社は、その事業活動の遂行過程において、取引先および従業員等により提起される訴訟その他の法的手続の当事者となるリスクを有しています。これらの手続は結果の予測が困難であり、多額の費用が必要となったり、事業活動に影響を及ぼしたりする可能性があります。さらに、これらの手続きにおいて当社に不利な判断がなされた場合には、当社の業績および財政状態に悪影響を及ぼす可能性があります。　本リスクへの対応策として、法令違反となるような行為を防止するための内部管理体制を構築するとともに、取引先、従業員その他第三者との関係において、訴訟リスクを低減するよう努めてまいります。また、現時点において、当社が当事者として関与している訴訟はありません。 (16）情報システムのトラブルについて　当社は、社内システムに関して、地震や火災等の災害、コンピュータ・ウイルス、電力共有の停止、通信障害等によるシステムトラブルが生じた場合、当社の事業活動および経営成績に影響を与える可能性があります。　本リスクへの対応策として、事業継続に影響のある主要サーバーのバックアップ体制を確立しており、今後も必要に応じて事業継続性の強化に努めてまいります。 (17）新型コロナウイルス感染症について　従業員に感染者が出た場合は、事業所の閉鎖等により事業活動が滞る等のリスクがあります。また、感染拡大に伴う経済活動の停滞が長期化した場合は、顧客のシステム投資予算削減や発注先延ばし等から売上が減少する等、当社の事業活動および経営成績に影響を及ぼす可能性があります。　本リスクへの対応策として、当社は、従業員の安全確保を最優先とし、各従業員の判断で在宅勤務を可能とする社内管理体制及び業務システム運用を行っており、それにより外出の自粛が強く求められる環境下においても、従来通りの事業継続が可能な体制となっております。
経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析	４【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】(1) 業績等の概要　当事業年度における当社の財政状態、経営成績及びキャッシュ・フローの状況の概要は次のとおりです。 ①財政状態及び経営成績の状況　当事業年度におけるわが国経済は、新型コロナウイルス感染症に関する各種行動制限の緩和により経済活動に持ち直しの動きも見られましたが、ロシアによるウクライナ侵攻の長期化や、それに起因する資源価格の高騰、世界的な金融引き締めによる円安の進行と国内の物価上昇など、先行きが極めて不透明な状況で推移しました。　当社が属する市場及び顧客においては、企業のシステム投資ニーズは安定しており、エンジニアの需要も高水準を維持しているものの、今後の状況は予断を許さないものと認識しております。　このような環境のもとで、当社は、主力製品であるクラウドERP「MA-EYES」について、需要動向を捉えた新機能の開発や、新規顧客獲得に向けた営業努力を重ねてまいりました。　この結果、当事業年度の業績は、売上高13億79百万円（前年同期比9.2％増）、営業利益１億76百万円（同14.9％増）、経常利益１億76百万円（同14.8％増）、当期純利益１億36百万円（同16.6％増）となりました。 　セグメント毎の経営成績は、次のとおりであります。（パッケージ事業）　主力製品であるクラウドＥＲＰ「MA-EYES」について、前期に受注した案件の稼働に伴い保守料が増加しましたが、既存ユーザーからの追加開発に関する受注が減少したことなどから、売上高は８億円（前年同期比1.2％増）、セグメント利益は３億84百万円（同10.7％増）となりました。 （システムインテグレーション事業）　一部エンジニアをパッケージ事業から本事業へシフトさせたことから、売上高は５億79百万円（前年同期比22.5％増）、セグメント利益は１億33百万円（同23.4％増）となりました。 　財政状態は、次のとおりであります。　当事業年度末の総資産は20億23百万円となり、前事業年度末に比べ１億41百万円増加いたしました。これは主に、当期純利益の計上に伴う現金及び預金の増加によるものであります。　当事業年度末の負債合計は４億96百万円となり、前事業年度末に比べ47百万円増加いたしました。これは主に、退職給付引当金の増加によるものであります。　当事業年度末の純資産合計は15億27百万円となり、前事業年度末に比べ94百万円増加いたしました。これは主に、当期純利益の計上に伴う繰越利益剰余金の増加によるものであります。 ②キャッシュ・フローの状況　当事業年度における現金及び現金同等物（以下「資金」という）は、税引前当期純利益が１億76百万円（前年同期比14.8%増）となったこと等により、前事業年度末に比べ76百万円増加し、当事業年度末には16億72百万円となりました。 　当事業年度における各キャッシュ・フローの状況とそれらの要因は次のとおりであります。（営業活動によるキャッシュ・フロー）　営業活動の結果得られた資金は１億60百万円（同18.0%減）となりました。これは主に、税引前当期純利益の計上によるものであります。 （投資活動によるキャッシュ・フロー）　投資活動の結果使用した資金は42百万円（前年同期は０百万円の使用）となりました。これは主に、敷金の差入による支出によるものであります。 （財務活動によるキャッシュ・フロー）　財務活動の結果使用した資金は42百万円（前年同期比128.3%増）となりました。これは、自己株式の取得による支出および配当金の支払額によるものであります。 ③生産、受注及び販売の実績ａ．生産実績　当社のサービス提供の実績は、販売実績とほぼ一致しておりますので、生産実績に関しては販売実績の項をご参照ください。 ｂ．受注実績　当事業年度の受注実績をセグメントごとに示すと、次のとおりであります。セグメントの名称当事業年度（自　2022年７月１日至　2023年６月30日）受注高（千円）前年同期比（％）受注残高（千円）前年同期比（％）パッケージ事業853,552105.2351,382117.9システムインテグレーション事業575,079112.8116,11996.7合計1,428,631108.1467,501111.8 ｃ．販売実績　当事業年度の販売実績をセグメントごとに示すと、次のとおりであります。セグメントの名称当事業年度（自　2022年７月１日至　2023年６月30日）金額（千円）前年同期比（％）パッケージ事業800,171101.2システムインテグレーション事業579,041122.5合計1,379,212109.2　　（注）最近２事業年度の主な相手先別の販売実績及び当該販売実績の総販売実績に対する割合は次のとおりでありま　　　　　す。相手先前事業年度（自　2021年７月１日至　2022年６月30日）当事業年度（自　2022年７月１日至　2023年６月30日）金額（千円）割合（％）金額（千円）割合（％）株式会社インターネットイニシアティブ162,61512.9--　　（注）当事業年度の主な相手先別の販売実績及びその総販売実績に対する割合については、総販売実績に対する割合　　　　　が10％以上の相手先がいないため、記載を省略しております。 (2) 経営者の視点による経営成績等の状況に関する分析・検討内容　経営者の視点による当社の経営成績等の状況に関する認識および分析・検討内容は次のとおりであります。　なお、文中の将来に関する事項は、当事業年度末現在において当社が判断したものであります。 ①重要な会計上の見積り及び当該見積りに用いた仮定　当社の財務諸表は、わが国において一般に公正妥当と認められている会計基準に基づき作成されております。重要な会計方針については、「第５　経理の状況　１　財務諸表等　(1)財務諸表　注記事項（重要な会計方針）」に記載のとおりであります。この財務諸表の作成にあたっては、会計上の見積りを行う必要があり、経営者の会計上の見積りの判断が財政状態及び経営成績に重要な影響を及ぼす可能性があると考えております。 ②当事業年度の経営成績等の状況に関する認識および分析・検討の内容　当社は、セグメント情報に記載した報告セグメントのうち、クラウドによる自社ERP提供を中心とするパッケージ事業を「重点事業」と位置付け、リソースを投入して拡大成長を図る方針としております。主に顧客企業先に常駐して開発を行うシステムインテグレーション事業につきましては、常駐型ビジネスで安定的な利益を計上しつつ、Humalanceや人材紹介事業等により拡大成長を図る方針としております。　当事業年度のパッケージ事業の売上高および利益につきましては、受注状況はほぼ前期並みであったものの、利益率の高い保守に関する売上が増加したことから利益の増額幅の方が大きくなったと認識しております。　当事業年度のシステムインテグレーション事業の売上高および利益につきましては、一部エンジニアをパッケージ事業から本事業にシフトさせたことから、売上利益とも増加したものと認識しております。 ③経営上の目標の達成状況を判断するための客観的な指標等　当社は、経営指標として、重要なリソースである社員技術者を効率的に配置し、売上・利益の極大化を目指す観点から“技術者稼働率”を重視しております。（技術者稼働率＝稼働技術者数／総技術者数）　当事業年度の技術者稼働率は69.3％であり、前年度比で2.5ポイント上昇しました。これは、主に、パッケージ及びシステムインテグレーション事業の受注状況が良好であったことから、パッケージの機能拡張等のための研究開発プロジェクトに投入する工数を減少させたことによるものであると認識しております。 ④資本の財源及び資金の流動性　当事業年度末の純資産合計は15億27百万円となり、前事業年度末に比べ94百万円増加いたしました。これは主に、当期純利益の計上に伴う繰越利益剰余金の増加によるものであります。　当事業年度末の現金及び預金の残高は、前事業年度末に比べ76百万円増加し、17億33百万円となりました。当事業年度末において有利子負債の残高はなく、当面の事業活動に必要となる資金の流動性は確保できているものと認識しております。また、近い将来において、重要な資本的支出の予定はありません。 
経営上の重要な契約等	５【経営上の重要な契約等】　該当事項はありません。 
研究開発活動	６【研究開発活動】　当社の研究開発は、パッケージ事業において生じております。　当事業年度における研究開発費の総額は、76百万円であります。　当社は、当事業年度における研究開発活動として、当社製品・サービスの競争優位性を確立するために、開発部長を責任者とし、開発部社員15名～26名の開発体制により以下のような活動を行ってまいりました。・当社クラウドＥＲＰ「MA-EYES」の機能拡張及び法改正対応・当社クラウドＥＲＰのユーザーインターフェース及びパフォーマンスの改善・当社クラウドＥＲＰへの新機能の追加
設備投資等の概要	１【設備投資等の概要】　該当事項はありません。 
主要な設備の状況	２【主要な設備の状況】　当社における主要な設備は以下のとおりであります。2023年６月30日現在 事業所名（所在地）セグメントの名称設備の内容帳簿価額（千円）従業員数（人）建物附属設備工具、器具及び備品合計本社（東京都品川区）全社（共通）本社設備55055141（注）本社は賃借しており、年間賃借料は29,754千円であります。 
株式の総数	①【株式の総数】種類発行可能株式総数（株）普通株式4,752,000計4,752,000
発行済株式、株式の総数等	②【発行済株式】種類事業年度末現在発行数（株）（2023年６月30日）提出日現在発行数（株）（2023年９月29日）上場金融商品取引所名又は登録認可金融商品取引業協会名内容普通株式1,536,9601,536,960東京証券取引所（グロース市場）単元株式数100株計1,536,9601,536,960－－
