項目	値
事業の内容	３【事業の内容】　当社グループは、当社を持株会社とし、「スポーツ事業」を展開する株式会社ジェイスポーツ、「不動産事業」を展開する株式会社シナジー・コンサルティング、株式会社ジェイリードパートナーズ及び合同会社ＳＣファンド１号、「Ｗｅｂ事業」を展開する株式会社アセット・ジーニアスの連結子会社５社で構成されております。　なお、第28期第１四半期連結会計期間において、当社100％子会社である株式会社ジェイリードパートナーズを設立し、不動産事業セグメントにおいて、不動産証券化、フィンテック、ソーシャルレンディングに関する事業を開始いたしました。また、第28期第３四半期連結会計期間において、当社の連結子会社である株式会社シナジー・コンサルティングの100％子会社として合同会社ＳＣファンド１号を設立し、不動産事業セグメントにおいて、不動産の売買、賃貸等を開始いたしました。　第29期第２四半期連結会計期間において、不動産事業を展開しております当社100％子会社である株式会社シナジー・コンサルティングの全株式を譲渡し、同社及び同社の子会社である合同会社ＳＣファンド１号を連結の範囲から除外しております。　この結果、当社グループは、当社及び連結子会社３社により構成されることとなりました。 ＜スポーツ事業＞　株式会社ジェイスポーツが、スポーツ事業を展開しております。スポーツ事業では、フットサル施設の運営を行っております。神奈川県に１ヶ所「マリノスフットボールパーク東山田」、兵庫県に１ヶ所「フットサルコートつかしん」の合計２店舗において、フットサルコートのレンタル、フットサルスクールの開催、フットサルイベントの企画運営を行っております。＜不動産事業＞　株式会社シナジー・コンサルティング、株式会社ジェイリードパートナーズ及び合同会社ＳＣファンド１号が、不動産事業を展開しております。不動産事業では、不動産を手段とした資産形成、資産運用のための不動産販売業務、並びに不動産の有効活用、購入、売却のコンサルティング業務を行っております。＜Ｗｅｂ事業＞　株式会社アセット・ジーニアスが、Ｗｅｂ事業を展開しております。Ｗｅｂ事業では、システム・ソリューション開発業務、マーケティング・プロモーション業務、Ｗｅｂアプリ開発業務を行っております。 　なお、当社は特定上場会社等に該当し、インサイダー取引規制の重要事実の軽微基準のうち、上場会社の規模との対比で定められる数値基準については連結ベースの計数に基づいて判断することとなります。 ［事業系統図］　以上述べた事項を事業系統図によって示すと次のとおりであります。 
経営方針、経営環境及び対処すべき課題等	１【経営方針、経営環境及び対処すべき課題等】　文中の将来に関する事項は、有価証券届出書提出日現在において当社グループが判断したものです。(1）会社の経営の基本方針　当社グループは、自らの付加価値の向上と創造的変革に挑戦し、世の中の様々な課題に対し、サービス提供者として、最良のソリューションを提供することにより、社会に必要とされる企業となるとともに、ステークホルダーに満足を提供できる企業となることを目指してまいります。具体的には、「不動産事業」「スポーツ事業」「Ｗｅｂ事業」の３つの事業を展開し、新たな付加価値創造を図ることにより、企業価値の向上を目指しております。なお、今後は「不動産事業」「Ｗｅｂ事業」を戦略的事業分野と位置付け、重点的に経営資源を配分することにより、売上高利益率及び中期成長率の向上を図ってまいります。本項において将来に関する事項が含まれておりますが、当該事項は本書提出日現在において当社グループが判断したものであります。 (2）目標とする経営指標　当社グループは、2019年12月期決算において187百万円の債務超過に陥ったことから当該措置として東京証券取引所より上場廃止に係る猶予期間入り銘柄に指定されており、早急に債務超過を解消することが重要であると考えております。当社グループとしましては、様々な施策を実施していくことで債務超過の解消を目指しておりますが、現時点では達成することができておりません。しかしながら事業構造の改革並びに本第三者割当増資の実施により債務超過の解消を図れるものと考えております。　当社グループがこのような状況にあることから、目標とする具体的な経営指標は定めておりませんが、債務超過を解消した後、今後の具体的な目標とすべき経営指標を定める予定であります。 (3）会社の対処すべき課題および中長期的な経営戦略（全般）　当社グループの不動産事業においては、「５ 経理の状況 注記事項 （重要な後発事象）」に記載の通り、当社連結子会社である株式会社シナジー・コンサルティングの全株式を譲渡し、投資用不動産の販売事業、仲介事業を廃止することを決議する一方、当社連結子会社である株式会社ジェイリードパートナーズにおいて、ソーシャルレンディング事業をはじめとする新たなフィンテック事業、不動産テック事業を展開し、収益化を図ってまいります。　スポーツ事業においては、プロサッカー選手の指導によるスクール会員の増員や、各種イベントの開催を増加させることによる来店客数の増加を重点施策として図ってまいります。　Ｗｅｂ事業では、従来行ってきたＷｅｂ関連事業に加えて、SDGｓ（エスディージーズ）関連事業への展開を模索し新たな事業及び収益源の確保を目指します。（人的資源の充実）　人的資源の充実は、中長期的成長を達成するための最重要課題であるとの認識の下、各事業において人材の充実を図るため、専門性の高い人材を採用するほか、教育、トレーニングを行い、顧客満足度の高い人材を育成してまいります。（商品ブランド、企業ブランドの確立）　当社グループが提供するサービスでは、顧客に安心感を与え信頼できる内容のサービスを提供することで、商品ブランド・企業ブランドの構築を進めてまいります。 
事業等のリスク	２【事業等のリスク】　当社グループの経営成績、株価及び財政状態等に影響を与える可能性のあるリスクについて、投資家の皆様の投資判断上、重要であると考えられる主な事項を記載しております。なお、当社グループは、これらのリスク発生の可能性を認識した上で、発生の回避及び発生した場合の対応に努める所存であります。本項において将来に関する事項が含まれておりますが、当該事項は有価証券届出書提出日現在において当社グループが判断したものであります。①　提出会社が将来にわたって事業活動を継続するとの前提に重要な疑義を生じさせるような事象又は状況その他提出会社の経営に重要な影響を及ぼす事象　当社グループは、第28期連結会計年度において、営業損失、経常損失、親会社株主に帰属する当期純損失及び営業キャッシュ・フローのマイナスを計上、債務超過となっていることから、継続企業の前提に重要な疑義を生じさせるような事象又は状況が存在しているものと認識しておりました。第29期第２四半期連結累計期間においても、親会社株主に帰属する当期純利益を計上するものの、営業損失、経常損失及び営業キャッシュ・フローのマイナスを計上しており、未だ債務超過が解消されていないこと、また新型コロナウイルス感染症の感染拡大の影響等を踏まえると、今後の当社の売上及び利益の見通しについて不確実性が存在することから、継続企業の前提に重要な疑義を生じさせるような事象又は状況が引き続き存在しているものと認識しております。　当社グループは、当該状況を解消すべく、「３　経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析　(8）継続企業の前提に重要な疑義を生じさせるような事象又は状況を改善するための対応策等」に記載のとおり、施策を着実に実行することにより、当社グループの経営基盤の強化を図ってまいりますが、当該施策において最も重要である各事業における収益基盤の強化は外部要因に大きく依存することから、現時点においては継続企業の前提に関する重要な不確実性が認められます。②　不動産事業について　不動産事業に関しましては、当社連結子会社である株式会社シナジー・コンサルティングの全株式を譲渡し、投資用不動産の販売事業、仲介事業を廃止する一方、当社連結子会社である株式会社ジェイリードパートナーズにおいて、ソーシャルレンディング事業をはじめとするフィンテック事業、不動産テック事業を展開し、収益化を図る方針です。ただし、当該事業が安定して収益を生み出すまでには一定の時間を要することが予想されます。このため、当社グループ全体の利益率を低下させる可能性があります。また、将来の事業環境の変化等により、当該事業が当社グループの目論見どおりに推移せず、当該事業への投資に対し十分な回収を行うことができなかった場合には、当社グループの業績に影響を及ぼす可能性があります。③　第三者委員会の設置及び調査結果の影響について　当社の連結子会社である株式会社シナジー・コンサルティングが行った過去の不動産取引の一部に関して、その売上計上の妥当性等につき外部からの指摘を受け、当社において当該指摘事項に関する調査、検証を行ったところ、事実経緯の正確な把握には、外部取引先を含めた深度ある客観的な調査が必要であるとの認識に至ったため、2020年１月17日に当社とは利害関係のない外部専門家で構成される第三者委員会を設置し、同年４月28日に調査報告書を受領いたしました。本調査の結果と関連して、当社グループの業績等に影響を及ぼす以下の事象が発生する可能性があります。ａ．ガバナンスの脆弱性　調査報告書では、コンプライアンス体制が十分に確立されていなかったこと等が指摘されております。当社は、こうした指摘を踏まえて、役員はじめ使用人等が改めてコンプライアンス・マニュアルを熟読玩味すること等によるコンプライアンス意識の見直し、親会社自体はもとより各子会社の業務の実情の調査、問題点の洗い出しを踏まえて健全な企業運営にするためのコーポレート・ガバナンスの強化といった対策を講じ実行している最中です。しかしながら、その経過においてガバナンスが有効に機能しなかったり、あるいはコンプライアンス上のリスクを回避しきれなかったりする可能性があります。法令違反、不正行為等の事象が発生した場合には、当社の業績に影響が及ぶ可能性があります。ｂ．連結子会社における売上の架空計上等の不適切な会計処理の判明による四半期報告書、有価証券報告書の訂正　当社は、上記の第三者委員会の調査結果を受けて、連結子会社の取引を調査した結果、売上の架空計上等の不適切な会計処理があることが判明致しました。これに伴い、当社は、影響のある過年度決算を訂正するとともに、2017年12月期第２四半期会計期間から2019年12月期第３四半期会計期間の四半期報告書、有価証券報告書について訂正報告書を提出しました。今後は取引先の与信管理や利益相反管理を徹底いたします。ｃ．証券取引等監視委員会による開示検査について　当社は、証券取引等監視委員会より、金融商品取引法に基づく開示検査を受けております。当社は、この事実を真摯に受け止め、開示検査に協力しておりますが、今後、開示検査の結果によっては、当社は課徴金納付等の行政処分を受けることとなり、当社グループの業績及び財政状態に影響が生じる可能性があります。④　Ｗｅｂ事業について　当社グループのＷｅｂ事業においては、インターネット広告市場の動向に左右される側面があります。インターネット広告市場は、テレビに次ぐ広告媒体として成長しており、今後もその市場規模は拡大すると期待されております。しかしながら、インターネット広告市場は、企業収益や景気の動向に影響を受けるほか、他の広告媒体との競争も激化する見込みであることから、これらの状況に変化が生じた場合には、当社グループの業績等に影響を与える可能性があります。また、従来行ってきたＷｅｂ関連事業に加えて、SDGｓ（エスディージーズ）関連事業への展開を模索し新たな事業及び収益源の確保を目指しますが、当該事業が安定して収益を生み出すまでには一定の時間を要することが予想されます。このため、当社グループ全体の利益率を低下させる可能性があります。また、将来の事業環境の変化等により、当該事業が当社グループの目論見どおりに推移せず、当該事業への投資に対し十分な回収を行うことができなかった場合には、当社グループの業績に影響を及ぼす可能性があります。⑤　スポーツ事業について　当社グループのスポーツ事業においては、２ヶ所のフットサル施設を運営しております。そのフットサル施設の運営では、フットサル競技人口の増減、周辺施設の開設・閉鎖の状況に影響を受けます。フットサル競技人口は増加傾向にありますが、当社グループが運営する施設の近隣に新たにフットサル施設が開設される場合には、当社グループの業績等に悪影響を与える可能性があります。⑥　個人情報保護等について　当社グループは、不動産購入顧客及び購入検討顧客など、多くの個人情報を保有しております。これら情報の取り扱いについては、社内ルールを設けるとともに、セキュリティポリシーを順次整備しながら、その管理を徹底し万全を期しておりますが、外部からの不正アクセスや犯罪行為などの不測事態により個人情報が外部に漏洩した場合、社会的信用を失うとともに、企業イメージを損ない、売上の減少、損害賠償の発生など当社グループの業績等に悪影響を与える可能性があります。⑦　法規制について　当社グループは、不動産事業において宅地建物取引業法、建物の区分所有等に関する法律、建築基準法、都市計画法等の法的規制を受けるほか、会社法、金融商品取引法、法人税法、独占禁止法など、様々な法的規制を受けており、社会情勢の変化により、改正や新たな法的規制が設けられる可能性があります。その場合には、当社グループの業績等に影響を与える可能性があります。⑧　重要な訴訟等について　当社グループは、法令及び契約等の遵守に努めておりますが、事業活動を進めていく上で客先等から訴訟を受ける可能性や、訴訟に至らないまでも紛争に発展して請求等を受ける可能性があります。また、それらの訴訟等で当社が勝訴するという保証はなく、それらの訴訟等が当社の将来的な事業活動に悪影響を与える可能性があることは否定できません。そのような場合には、当社グループの業績に影響を及ぼす可能性があります。⑨　新型コロナウイルス感染症の感染拡大について　当社グループでは、スポーツ事業として、フットサル施設の運営及び当該施設を活用した事業を２店舗（神奈川県１店舗、兵庫県１店舗）にて展開しておりますが、今般の新型コロナウイルス感染症拡大に伴う緊急事態宣言を受け、臨時休業等の措置をとっておりました。　緊急事態宣言解除後は、感染防止の見地から万全の対策を施した上で営業を再開しております。　当社グループ全体につきましても、新型コロナウイルス感染拡大第ニ波への懸念等により、当社グループの経営成績等に重要な影響を及ぼす可能性があります。  
経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析	
経営上の重要な契約等	４【経営上の重要な契約等】スポーツ事業に関する契約契約会社名相手方の名称契約の内容契約期間株式会社ジェイスポーツ（連結子会社）横浜マリノス株式会社（施設利用に関する契約）当社が所有するフットサルコート施設１店舗の施設利用許諾に関する契約であります。2016年10月１日から2019年３月31日（自動更新） 子会社株式の譲渡　当社は、2020年５月19日開催の取締役会において、連結子会社である株式会社シナジー・コンサルティング（以下、「シナジー社」という。）の、当社が保有する全部株式を譲渡することを決議いたしました。１．株式譲渡の理由　当社は、シナジー社が行った過去の不動産取引の一部に関して、その売上計上の妥当性等につき外部からの指摘を受け、その事実経緯の正確な把握のため、当社とは利害関係を有しない独立した外部専門家である弁護士及び公認会計士で構成される第三者委員会を設置し、同年４月28日に第三者委員会より調査報告書（最終）を受領いたしました。　当社は、当該調査報告書により、シナジー社が2017年12月期、及び2018年12月期に行った不動産取引の一部について、売上、利益の計上が不適切である旨の指摘を受けたことを踏まえ、過年度（2017年12月期、及び2018年12月期）の連結決算にかかる修正作業を行いました。　また当社は、当該調査報告書における指摘、及び提言を踏まえた再発防止策の策定、及び実施、ならびに事業内容の抜本的改革による当社事業の再生、及び企業価値の向上を喫緊かつ最重要の経営課題として取り組んで参ります。　上述の当社事業の再生、及び企業価値の向上を図るための具体的施策として、2020年３月30日付で新たに当社代表取締役に就任した眞野定也は、長らく金融事業に従事してきたことから、限られた経営資源を金融関連事業に集中させ、他方、投資用不動産の販売事業、仲介事業については撤退することとし、シナジー社全株式を譲渡し、同社及び同社の子会社である合同会社ＳＣファンド１号を当社の連結の範囲から除外することを決定いたしました。 ２．株式譲渡の相手先の名称上野　真司 ３．株式譲渡日2020年５月19日 ４．当該子会社の名称、事業内容及び会社との取引内容名称　　：株式会社シナジー・コンサルティング名称　　：合同会社ＳＣファンド１号（注）事業内容：不動産事業取引内容：当社と当該会社との間には、当社から当該会社へのグループ経営における経営指導料を徴収する関係があります。（注）　当社の連結子会社である株式会社シナジー・コンサルティングが出資持分の100％を所有しております。 ５．譲渡株式数、譲渡価額、譲渡損益及び譲渡前後の所有株式状況譲渡前の所有株式数：1,300株（議決権所有割合　100.0％）譲渡株式数　　　　：1,300株譲渡価額　　　　　：１円譲渡後の所有株式数：０株（議決権所有割合　０％） 
研究開発活動	５【研究開発活動】　該当事項はありません。
設備投資等の概要	１【設備投資等の概要】第28期連結会計年度（自　2019年１月１日　至　2019年12月31日）　当連結会計年度における設備投資の総額は759千円であり、各セグメントの設備投資について示すと、次のとおりであります。(1）スポーツ事業　当連結会計年度において、備品購入483千円の投資を実施しております。なお、重要な設備の除却または売却はありません。(2）不動産事業　当連結会計年度において、備品購入142千円の投資を実施しております。なお、重要な設備の除却または売却はありません。(3）Ｗｅｂ事業　当連結会計年度において、備品購入132千円の投資を実施しております。なお、重要な設備の除却または売却はありません。(4）全社共通　当連結会計年度における設備投資はなく、また、重要な設備の除却または売却はありません。 第29期第２四半期連結累計期間（自　2020年１月１日　至　2020年６月30日）　該当事項はありません。 
主要な設備の状況	２【主要な設備の状況】(1）提出会社2020年６月30日現在 事業所名（所在地）セグメントの名称設備の内容帳簿価額（千円）従業員数（名）建物及び構築物機械装置及び運搬具その他合計本社（東京都港区）全社（共通）本社事務所等－－－－3（—）（注）１　上記金額には消費税等は含めておりません。２　主要な設備は、全額減損処理を行っております。３　従業員数は就業人員であり、臨時雇用者数は、年間の平均人員を（　）内に外数で記載しております。４　連結会社以外から賃借している設備の内容は、下記のとおりであります。事業所名（所在地）セグメントの名称設備の内容月額賃借料（税抜）本社（東京都港区）全社（共通）スポーツ事業不動産事業Ｗｅｂ事業本社事務所等2,861千円 (2）国内子会社2020年６月30日現在 会社名事業所名（所在地）セグメントの名称設備の内容帳簿価額（千円）従業員数（名）建物及び構築物ソフトウェアその他合計㈱ジェイスポーツフットサル施設（兵庫県尼崎市）スポーツ事業施設設備5,441－3202,7611（1）㈱ジェイスポーツフットサル施設（横浜市都筑区）スポーツ事業施設設備21,967－9722,0643（2）㈱アセット・ジーニアス本社（東京都港区）Ｗｅｂ事業事務所設備ｗｅｂシステム－－－－－（1）（注）１　従業員数は就業人員であり、臨時雇用者数は、年間の平均人員を（　）内に外数で記載しております。２　連結会社以外から賃借している設備の内容は、下記のとおりであります。会社名事業所名（所在地）セグメントの名称設備の内容月額賃借料（税抜）㈱ジェイスポーツフットサル施設（兵庫県尼崎市）スポーツ事業施設設備600千円フットサル施設（横浜市都筑区）スポーツ事業施設設備1,408千円
株式の総数	①【株式の総数】種類発行可能株式総数（株）普通株式10,000,000計10,000,000
発行済株式、株式の総数等	②【発行済株式】種類発行数（株）上場金融商品取引所名又は登録認可金融商品取引業協会名内容普通株式2,733,500東京証券取引所ＪＡＳＤＡＱ（スタンダード）権利内容に何ら限定のない当社における標準となる株式であり、単元株式数は100株であります。計2,733,500－－
