項目	値
事業の内容	 ３ 【事業の内容】　当社グループ（当社及び当社の関係会社）は、当社、連結子会社６社（沖縄チエル株式会社、株式会社コラボレーションシステム、株式会社昭栄広報、株式会社東京音楽鑑賞協会、株式会社南海MJE、株式会社VERSION2）及び関連会社４社（株式会社エディト、セーバー株式会社、株式会社ダイヤ書房、ワンビ株式会社）の計11社（2023年3月末日現在）で構成されております。　教育ICT事業を行っており、報告セグメントにつきましては「学習部門」、「進路部門」及び「情報基盤部門」の３つに区分しております。 （1）学習部門　学習部門は、主に文教市場（小学校、中学校、高校、大学及び専門学校）や企業向けに、授業・講義支援システム及びデジタル教材の企画・開発・製造・販売を行っております。　高校・大学市場においては、主に学内のLL・PC教室や講義教室、アクティブ・ラーニング教室において活用される講義支援プラットフォームや、生徒・学生が講義室外でも学習を行うための教材配信プラットフォーム及びデジタル教材の提供を行っております。　小学校・中学校市場においては、主に学内PC教室や普通教室において活用される授業支援プラットフォームや、教員用提示デジタル教材、児童生徒用デジタル教材を提供しております。　また、企業向け市場においては、主に高校・大学市場において実績のあるブレンデッドLMS（ラーニング・マネジメント・システム）を提供しております。 （2）進路部門　進路部門は、高校生の職業・進路選択に役立つ情報・サービスを提供しています。高等学校に対して、大学・短期大学・専門学校を集めた進学相談会の企画・実施や、進学情報誌の企画・制作・配布を行っております。 （3）情報基盤部門　情報基盤部門は、主に文教市場（小学校、中学校、高校、大学及び専門学校）や自治体向けに、情報セキュリ　ティ対策のソフトウエアや運用管理ソリューションの企画・開発・仕入・製造・販売を行っております。　情報セキュリティ対策のソフトウエアとしてはウイルス対策ソフトやWebフィルタリングソフト、システムリカバリソフトなどの提供を行っております。　運用管理ソリューションとしては、一元運用管理を支援するICT運用支援機能や、ID/パスワードをはじめとするユーザー情報を一元管理する統合ID管理機能を備えたシステムの提供を行っております。 　　当社グループの事業系統図は以下のとおりです。
経営方針、経営環境及び対処すべき課題等	１ 【経営方針、経営環境及び対処すべき課題等】当社グループの対処すべき課題は、以下のとおりであると認識しております。なお、文中の将来に関する事項は、当連結会計年度末現在において、当社グループが判断したものであります。 　（1）経営の基本方針　当社グループは「私たちチエルは、子供たちの未来のために世界中の先生の授業をICTで支えます」という経営理念の下、学校現場で子供たちを教える先生方の立場に寄り添い、ICTを活用した教材やシステムを開発・提供することによってICTだからこそできる学びの促進を実現することを使命と認識しております。 　（2）経営環境及び戦略　当社グループは、近年整備が進む学校教育のICT環境において、政策動向や現場のニーズをいち早くとらえ、そのニーズにマッチした製品・サービスを提供することで更なる成長と、企業価値の向上を目指しております。　　部門別の経営戦略は次のとおりです。 ① 学習部門　小中学校では文部科学省の「GIGAスクール構想」の下、児童生徒1人1台端末の整備が進みました。今後は学校現場において、その利活用が進むものと見込まれております。当社としては、インストラクター等の支援体制の構築や、データ利活用製品などクラウド環境にフィットした製品の提供などにより、多様な学びの需要に対応します。また高校・大学では新型コロナウイルス感染拡大の影響からオンライン授業が急速に浸透しつつあります。当社は元来、BYOD環境（Bring Your Own Device:個人所有の端末を使用すること）対応製品の販売促進に努めており、オンライン授業へのニーズを背景に、さらなる拡販に向けて取り組んでまいります。 ② 進路部門　高校生が大学や専門学校について理解を深める機会として、これまでは進路相談会など対面イベントが中心でしたが、当社グループのリソースを生かしてICT化を促進します。広告モデルのウェブサイトや、生徒個々人の興味関心にマッチした情報を提供できるサービス等、新媒体をリリースすることで成長を目指します。 ③ 情報基盤部門　小中学校・高校では「教育情報セキュリティポリシーに関するガイドライン」改定を契機に、ネットワーク分離や無害化などの製品需要が増加しております。また大学ではIT機器・サービスの増大に伴う管理の煩雑化を背景に、当社のID一元管理ツールのニーズが高まっております。安全で快適な情報通信環境の構築のため、エンドユーザーの課題を的確に把握し、それを解決する当社製品の提案に努めてまいります。  （3）対処すべき課題等　　当社が対処すべき主な課題は以下のとおりです。 　① 教育ICT分野における新しい技術・製品への対応　日本の情報通信環境において、今やスマートフォンやタブレット端末は携帯情報端末として広く定着し、無線LANなどの通信インフラの充実を背景にクラウドサービスが急速に普及しました。次世代通信規格「5G」のサービス開始や個人所有の端末を企業や学校に持ち込んで使用する「BYOD」環境の普及など、通信インフラ・デバイス・サービスの３つの要素は、相互に影響を及ぼしながら今も急速な進化を続けています。　当社グループでは、こういった新しい技術や製品が教育市場にどのように影響を与えるのか慎重に見極めながら、多様化するデバイスの特性を生かしたサービスや、クラウドサービスに対応した教材など、新しい製品や教材の開発・提供に積極的に取り組んでまいります。 ② 販売パートナーとの関係構築と販売力の強化　当社グループは全国に営業拠点を設置し、地域に密着した営業に努めております。エンドユーザーである各地の教育委員会や大学への情報提供や提案はもちろんですが、商品・製品の販売を広げていくためにはエンドユーザーの入札に参加する販売パートナーとの関係構築が極めて重要と考えております。　展示会への出展や情報冊子（チエルマガジン）の配布のほか、パートナー制度の充実や自社セミナーの開催などにより、密にコミュニケーションを取り、協業を進め関係を強化するための施策を実行してまいります。 　　③ 製品及び販売チャネルのグローバル展開の拡大　国内の文教市場は少子化の影響により長期的には縮小が見込まれております。一方、文教ICT市場で日本を先行する北米や、経済成長が著しい東南アジア諸国など、海外での販売を拡大するため、海外市場に対応した製品ラインナップの強化と販売チャネルの開拓に取り組んでまいります。 ④ 優秀な人材の獲得・育成と、組織体制の充実　当社グループが事業を拡大し成長を続けるためには、グループ各社間の協業によるシナジーの創出や、本社機能の統合及び共有による効率化が重要であると考えております。これを達成するために、各業務部門に相応の専門性やスキルを有する優秀な人材を確保することが重要な課題であり、採用活動や人事評価制度の充実等による人材マネジメントを強化してまいります。　また事業規模に応じた内部管理体制やコーポレート・ガバナンスのより一層の充実にも取り組んでまいります。 
事業等のリスク	 ３ 【事業等のリスク】本書に記載した事業の状況、経理の状況等に関する事項のうち、投資者の判断に重要な影響を及ぼす可能性のある事項には、以下のようなものがあります。　なお、文中の将来に関する事項は、当連結会計年度末現在において当社グループが判断したものであります。 (1) 市場環境に関するリスク① ICT分野における新技術への対応による影響について　当社グループは、ICT関連技術に基づいて事業を展開しておりますが、ICT分野における新技術や新サービスは激しく変化しております。これらの変化に対応するため、当社では、積極的に研究開発を行い、新技術への対応を行っております。　しかしながら、研究開発が遅延した場合や、優秀な開発人材の確保が順当に行えなかった場合には、技術革新に適切に対応できない可能性があります。その結果、当社グループの製品開発能力の低下を招き、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。 ② 国や地方自治体の施策による影響について　我が国の施策としてICTを活用した教育の情報化が推進されていることから、当社グループの商品・製品が属する市場規模は今後拡大していくことが予想されます。　しかしながら、国の施策が変更された場合には市場の成長が鈍化し、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。また、学校に対する売上高は、導入先の性質上、獲得された予算規模や予算執行状況に大きく影響を受ける可能性があります。 ③ 業績の季節的変動による影響について　当社グループの四半期における業績は、第２四半期及び第４四半期において、売上高及び営業利益が偏重する傾向にあります。これは、第２四半期については主力商品・製品の導入先である学校が長期休みに入る時期に導入案件が増加すること、第４四半期については導入先の年度予算の執行等の関係により販売パートナーを通じた受注が増加することによるものであります。　当社グループは、当該季節的要因を踏まえた販売計画を策定し、受注の増加が見込まれる時期の売上の確保に努めておりますが、何らかの事情により当該期間の受注が計画通りに獲得できなかった場合や、当社グループが導入機器の設置まで行う受注形態で決算月である３月に予定されていた検収が翌期以降に遅れる場合には、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。　なお、近時では、顧客との契約期間にわたって収益を計上する取引が増加してきており、季節的変動は縮小していく傾向にありますが、リスクとして引き続き存在しております。 当連結会計年度(自　2022年４月１日　至　2023年３月31日)  上半期  下半期通期第１四半期第２四半期 第３四半期第４四半期  売上高(千円)1,002,126855,7541,857,881874,7671,134,3242,009,0923,866,973構成比(％)26％22％48％23％29％52％100％営業利益(千円)200,224117,248317,472104,280196,976301,256618,729構成比(％)32％19％51％17％32％49％100％  ④ 入札制度による影響について　当社グループは、販売パートナー制度を採用しており、当社グループの商品・製品の大部分は販売パートナーを経由して利用者に販売されておりますが、当社グループの商品・製品は、大学、地方自治体や教育委員会等の機関が作成した「機器仕様書・仕様書」に基づく設備・ICT機器・教材の入札公告(一般競争入札、指名競争入札等)に、販売パートナーが入札・応募し、落札することで、利用者である教育機関に導入される流れとなっており、事業の特性上、入札結果が当社以外の要因に左右される性格を有しております。そのため、何らかの要因によって入札の不調、遅延等が起こった場合や、当社グループが想定するような入札結果が得られなかった場合には、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。　⑤ 少子化による影響について　当社グループの主たる市場は、学校教育をICTでサポートする「学校教育ICT市場」であります。そのため、少子化によって長期的には当社製品の利用者が減少する可能性があります。ただし、今後、我が国のICTを活用した教育の情報化推進施策や、少子化に直面した教育機関が質の高い教育を提供するため積極的な情報化投資を推進することが見込まれるため、当面は「学校教育ICT市場」の市場規模は拡大していくものと考えております。　しかしながら、少子化の影響が想定以上に大きく、当社グループ製品の利用者が予想以上に減少し、教育機関の情報化投資が減少した場合には、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。 (2) 事業体制に関するリスク① 小規模組織であることについて　本書提出日現在における当社組織は、取締役（監査等委員であるものを除く。）４名、監査等委員である取締役３名、従業員数62名(臨時従業員除く)であり、会社の規模に応じた内部管理体制や業務執行体制となっております。このため、業容の拡大に応じた人員を確保できず業務遂行に支障が生じた場合、あるいは役職員が予期せず退職した場合には、内部管理体制や業務執行体制が有効に機能せず、当社の財政状態及び経営成績に影響を及ぼす可能性があります。 ② 経営陣への依存について　当社代表取締役川居睦をはじめとする経営陣は、各担当業務分野において、重要な役割を果たしております。これら役員が業務執行できなくなった場合、当社グループの事業運営に影響を及ぼす可能性があります。　このため、当社グループでは過度に経営陣に依存しない経営体制を構築すべく、組織規模の拡大に応じた権限委譲を進めるとともに、役員及び幹部社員による情報の共有化等を通じて経営組織の強化を図っております。　しかしながら、現時点で何らかの理由により、主要経営陣の業務遂行が困難となった場合、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。  ③ 優秀な人材の確保や育成について　教育の情報化推進ニーズに応えるため、高度な専門知識を有する優秀な技術者を安定的に確保する必要があります。当社グループでは、必要な技術の習得や開発ノウハウを蓄積するなど、計画的な技術者の育成に努めております。　しかしながら、IT業界における慢性的な人材不足等により、当社グループが必要とする時期に必要な技術者を十分に確保できなかった場合、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。 　 ④ 販売パートナー施策による影響について　当社グループは、販売パートナー制度を採用しております。当社グループの営業部門は、主にエンドユーザーである先生、学生や児童生徒のニーズの収集や、教育システム導入の提案を行っている一方で、当社グループの商品・製品の大部分は販売パートナーを経由してエンドユーザーに販売されております。そのため、主要販売パートナーの販売状況や経営環境の変化によって、当社グループの売上高が大きく変動する可能性があります。　当社グループは、主要販売パートナーと良好な業務関係を構築・維持することで商品・製品の販売拡大に努めておりますが、これらのパートナーは他社の競合商品・製品も取り扱っており、主要販売パートナーの方針により当社グループの商品・製品の取り扱いが縮小された場合には、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。 ⑤ ソフトウエアの調達先に関する影響について　当社グループでは、自社開発製品のほか、ソフトウエアについては他社からOEM供給製品の販売も行っており、主として文教市場でニーズの高いセキュリティ関連製品を、国内外のソフトウエアメーカーから調達し、販売パートナーを通じてエンドユーザーである学校等に販売しております。　OEM製品については、OEMメーカーと長期安定的な関係を築きながら、安定的な調達を行っておりますが、何らかの事情により、取引が継続できなくなった場合には、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。  ⑥ ハードウエアの製造委託先に関する影響について　当社グループは、画像転送システム、無線LAN最適化ソリューション等のハードウエアについては、国内外の他のハードウエアメーカーからのOEM供給を受けて販売することを主流としておりますが、当社グループが提供するハードウエアは、特殊な製造技術を必要とするものではなく、一般的な製造技術で生産可能であり、基本的な設計等については自社で管理していることから、万一供給元であるメーカーの倒産等によって製品供給が困難となった場合であっても、他のメーカーへの切り替えは可能であると考えております。　しかしながら、代替先との契約に長期間を要した場合や、相手国における政治経済情勢の悪化、輸出入及び外資の規制、予期しない法令の変更、テロ・戦争、その他の要因による社会的混乱等があった場合には、当社グループが提供するハードウエアの供給に影響を及ぼすことも考えられ、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。 ⑦ Ｍ＆Ａによる影響について　当社グループは、事業拡大を加速する有効な手段のひとつとして、当社グループに関連する事業のＭ＆Ａを検討していく方針です。Ｍ＆Ａ実施に際しては、対象企業の財務・法務・事業等について事前にデューデリジェンスを行い、十分にリスクを吟味した上で決定いたしますが、買収後に偶発債務の発生や未認識債務の判明等、事前の調査で把握できなかった問題が生じた場合、また事業の展開等が計画通りに進まない場合、当社グループの経営成績及び財政状態に影響を与える可能性があります。  (3) 災害・訴訟等に関するリスク① 自然災害等による影響について　地震、台風、津波等の自然災害、火災、各種感染症の拡大等が発生した場合、当社グループの事業運営に深刻な影響を及ぼす可能性があります。特に、当社グループの主要な事業拠点である首都圏において大規模な自然災害等が発生した場合には、正常な事業運営が行えなくなる可能性があり、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。　当社グループでは、自然災害等が発生した場合に備え、体制を整備しておりますが、自然災害等による人的、物的損害が甚大である場合は、事業の継続そのものが不可能になる可能性があります。 ② 製品の不良による影響について　当社グループは、主要な製品・デジタル教材については社内で開発を行っており、新製品のリリースに当たっては、開発部門と異なる部門が検証を十分に行い、開発・品質管理体制の強化を図っております。また、リリース後　に発見されたバグ等については、迅速に対応しており、大きな問題が生じたことはありません。　しかしながら、ソフトウエア開発はその性質上、プログラム等に生じたバグを完全に排除することは難しく、万が一にも重大なバグが生じた場合、製品を利用することができない可能性があります。　こうした事態が生じた場合、教育現場での混乱や当社製品の信用力の低下を招き、結果的に、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。また、取引先やエンドユーザーからの損害賠償の訴訟等が提起され、不測の損害が生じる可能性もあります。 ③ 知的財産権にまつわる影響について　当社グループが提供する製品及びサービスに対して、これまで知的財産権にまつわる侵害訴訟等を提起されたことはありません。当社グループは、第三者の知的財産を侵害しないよう日頃より注意を払っておりますが、当社が認識していない範囲で第三者の知的財産権を侵害し、損害賠償や対価の支払い等を請求された場合、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。また、損害賠償の訴訟等が提起され、不測の損害が生じる可能性もあります。　また、第三者が当社の製品を模倣する等により当社の知的財産を侵害するような場合においては、売上の減少等により当社の財政状態及び経営成績に影響を及ぼす可能性があります。 ④ 個人情報流出による影響について　当社は、「個人情報の保護に関する法律」における「個人情報取扱事業者」に該当することから、個人情報について適切な保護措置を講ずる体制の構築・維持の一環として、2010年11月12日からプライバシーマーク(第10823718(07)号)を取得し、個人情報の適切な取り扱いに努めております。　しかしながら、何らかの原因により個人情報が漏えいした場合には、当社グループへの信頼が損なわれ企業イメージの低下を招くなど、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。また、損害賠償の訴訟等が提起され、不測の損害が生じる可能性もあります。 ⑤ システムダウン及び情報セキュリティに係るリスクについて　当社グループのクラウド型教材配信システムである「CHIeru.net」は、インターネット環境が十分に整備されていることを前提に運営しております。また、外部のデータセンター運営会社と協力し、運営に必要なコンピュータネットワーク等について情報セキュリティの強化を推進しております。しかし、インターネット環境が何らかの理由で阻害されたり、従業員・パートナー事業者の過誤、コンピュータシステムの不備、自然災害、コンピュータウイルス、ネットワークへの不正侵入、アクセス増加等の一時的な過負荷等に基づき、重要データの漏えい、コンピュータープログラムの不正改ざん、システムダウン等が発生する可能性があります。　こうした事態が生じた場合、当社グループの教材をWEB上で利用しているユーザーはサービスを利用することができなくなり、当社グループの信用力の低下を招き、結果として、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。  ⑥ 法的規制による影響について　現時点で、今後の当社グループの事業そのものを規制対象とする法的規制はないものと認識しておりますが、IT業界の変革は激しく、状況に応じては、今後新たな法令等の整備が行われる可能性があり、その内容によっては、当社の財政状態及び経営成績に影響を及ぼす可能性があります。 (4) 財務会計に関するリスク① 市場販売目的のソフトウエアの評価について　当社グループは「研究開発費等に係る会計基準」(企業会計審議会平成10年３月13日)に従い、研究開発費の一部について、適切に資産計上及び減価償却を行っておりますが、製品販売戦略の見直し等により当初予定していた収益が見込めなくなった製品が発生した場合には、翌連結会計年度の業績に重要な影響を与える可能性があります。 ② 新株予約権の行使による株式価値の希薄化について　当社グループは、取締役及び従業員に対するインセンティブを目的として、新株予約権を付与しております。これらの新株予約権が行使された場合、当社グループの株式が新たに発行され、既存の株主が有する株式の価値及び議決権割合が希薄化する可能性があります。　当連結会計年度末現在におけるこれらの新株予約権による潜在株式数は74,600株であり、発行済株式総数7,869,000株の0.9％に相当しております。  
経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析	 ４ 【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】(1) 経営成績等の概要当連結会計年度における当社グループ（当社、連結子会社及び持分法適用関連会社）の財政状態、経営成績及びキャッシュ・フロー（以下、「経営成績等」という。）の状況の概要は次のとおりであります。① 財政状態及び経営成績の状況当連結会計年度におけるわが国の経済は、新型コロナウイルス感染症による影響を受けつつも、経済社会活動の正常化が進み、景気持ち直しの動きが見られました。 学校教育を取り巻く環境としては、新たな「学習指導要領」の実施が小学校・中学校・高等学校と順次進行するとともに、ICT環境整備に関する各種の施策を受けて、学校におけるICTの整備・利活用が本格化しております。特に小学校・中学校・高等学校にあっては、文部科学省より「学校教育情報化推進計画」及び「教育情報セキュリティポリシーに関するガイドライン（改訂版）」が示されるなど、情報セキュリティ対策も含めた環境整備の推進が依然図られている状況です。また、大学においても、同様の整備が進む中で、ハイフレックス型の授業が浸透するなど、デジタライゼーションが進行しております。対面型イベント等を企画する進路市場においては、コロナ禍前の水準には達しないものの、感染予防対策を徹底しつつ、進路相談会が開催できる状況へと戻りつつあります。 このような市場動向のもと、当連結会計年度の売上高は3,866,973千円（前年同期比5.6％減）、営業利益は618,729千円（前年同期比4.3％増）、経常利益は620,990千円（前年同期比4.1％減）、親会社株主に帰属する当期純利益は423,269千円（前年同期比10.5％減）となりました。セグメントごとの経営成績は次のとおりであります。 （学習部門）学習部門においては、授業支援ツール「InterCLASS Cloud」や運用管理ツール「InterCLASS Console Support」など小学校・中学校市場向けサービスの契約負債が利用期間に応じて振り替わることで、前期に引き続き安定的な収益基盤を維持しております。また、高等学校・大学市場ではオンライン授業支援・語学学習支援システム「CaLabo MX」の受注が伸びております。また、当連結会計年度より、2022年８月に株式取得を行った株式会社東京音楽鑑賞協会の業績を連結の範囲に含めております。しかしながら、前期に受注した受託開発案件の反動により、前年同期比での増収は小幅となりました。この結果、売上高は1,666,118千円（前年同期比3.0％増）、セグメント利益は618,881千円（前年同期比2.4％増）となりました。 （進路部門）進路部門においては、前期に決算日を変更した株式会社昭栄広報の業績に関し、前連結会計年度は2021年１月１日から2022年３月31日までの15か月間を計上しておりましたが、当連結会計年度は2022年４月１日から2023年３月31日までの12か月間を計上しております。この連結対象期間の違いから前年同期比減収となった一方、緊急事態宣言が度々発令された前期に比べ進路相談会の開催件数が増加したことにより前年同期比増益となりました。この結果、売上高は1,126,151千円（前年同期比11.9％減）、セグメント利益は102,386千円（前年同期比185.8％増）となりました。 （情報基盤部門）情報基盤部門においては、小中市場向けフィルタリングツール「InterCLASS Filtering Service」が前期に引き続き安定的な収益基盤を維持した他、無線LAN最適化ソリューション「Tbridge」の受注が堅調に増加した一方で、前期に受注した大学における大規模なシステム構築案件の反動により、売上高は1,074,703千円（前年同期比10.4％減）、セグメント利益は340,424千円（前年同期比22.0％減）となりました。 当連結会計年度末における資産の額は、6,701,849千円（前連結会計年度末は6,384,002千円）となり、317,847千円増加しました。これは主に、ソフトウエアの増加40,811千円、ソフトウエア仮勘定の増加43,995千円、のれんの増加121,385千円及び保険積立金等を含む投資その他の資産の増加100,941千円によるものです。なお、のれんの増加は株式会社東京音楽鑑賞協会及び株式会社南海MJEの株式取得によるものです。負債の額は、4,176,285千円（前連結会計年度末は4,241,908千円）となり、65,622千円減少しました。これは主に、買掛金の増加100,251千円及び長期借入金の増加79,374千円の一方で、契約負債が289,314千円減少したことによるものです。純資産の額は、2,525,563千円（前連結会計年度末は2,142,093千円）となり、383,470千円増加しました。これは主に利益剰余金が400,720千円増加した一方、新株予約権が19,921千円減少したことによるものです。 ② キャッシュ・フローの状況当連結会計年度における現金及び現金同等物の残高は、前連結会計年度末より248,047千円減少し、3,857,123千円となりました。営業活動によるキャッシュ・フローは、146,607千円の収入（前年同期は1,548,863千円の収入）となりました。これは主に、税金等調整前当期純利益629,597千円に加え、売上債権の増加184,740千円、契約負債の減少289,314千円が計上されたことによるものです。投資活動によるキャッシュ・フローは、356,140千円の支出（前年同期は461,026千円の支出）となりました。これは主に、保険積立金の積立による支出93,941千円、定期預金の預入による支出120,300千円及び無形固定資産の取得による支出184,078千円が計上されたことによるものです。財務活動によるキャッシュ・フローは、38,514千円の支出（前年同期は352,806千円の支出）となりました。これは、自己株式の取得による支出13,152千円及び配当金の支払額22,522千円が生じたことによるものです。 ③ 生産、受注及び販売の状況a. 生産実績当連結会計年度における生産実績をセグメントごとに示すと、次のとおりであります。セグメントの名称生産高(千円)前年同期比(％)学習部門463,462105.9進路部門229,202124.5情報基盤部門154,98088.6その他－－合計847,645106.4  b. 受注実績当社グループは、受注生産を行っていないため、受注実績の記載は省略しております。 c. 販売実績当連結会計年度における販売実績をセグメントごとに示すと、次のとおりであります。セグメントの名称販売高(千円)前年同期比(％)学習部門1,666,118103.0進路部門1,126,15188.1情報基盤部門1,074,70389.6その他－－合計3,866,97394.4   （2）経営者の視点による経営成績等の状況に関する分析・検討内容経営者の視点による当社グループの経営成績等の状況に関する認識及び分析・検討内容は次のとおりであります。なお、文中の将来に関する事項は、当連結会計年度末現在において判断したものであります。 ① 重要な会計上の見積り及び当該見積りに用いた仮定当社グループにおける重要な会計上の見積り及び当該見積りに用いた仮定については、「第5　経理の状況　1　連結財務諸表等　注記事項　重要な会計上の見積り」に記載しております。 ② 当連結会計年度の経営成績等の状況に関する認識及び分析・検討内容a.経営成績の分析(売上高)当連結会計年度の売上高は3,866,973千円（前年同期比5.6％減）となりました。内訳は「4 経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析　(1)　経営成績の概要　①財政状態及び経営成績の状況」をご参照下さい。　(売上原価、売上総利益)当連結会計年度は、売上原価が1,407,655千円（前年同期比5.4％増）、売上総利益が2,459,318千円（前年同期比10.9％減）となりました。　(販売費及び一般管理費、営業利益)当連結会計年度の販売費及び一般管理費は1,840,589千円（前年同期比15.1％減）となりました。以上の結果、当連結会計年度の営業利益は618,729千円（前年同期比4.3％増）となりました。　(営業外損益、経常利益)当連結会計年度の営業外収益は10,870千円となりました。当連結会計年度の営業外費用は8,608千円となりました。以上の結果、当連結会計年度の経常利益は620,990千円（前年同期比4.1％減）となりました。　(親会社株主に帰属する当期純利益)当連結会計年度の法人税等合計は206,328千円となりました。以上の結果、当連結会計年度の親会社株主に帰属する当期純利益は423,269千円（前年同期比10.5％減）となりました。　 b.財政状態の分析財政状態の分析については、「(1) 経営成績等の概要 ① 財政状態及び経営成績の状況」に記載しております。 c.経営成績に重要な影響を与える要因についての分析経営成績に重要な影響を与える要因については、「第２　事業の状況　３　事業等のリスク」に記載しております。 d. 経営戦略の現状と見通し新型コロナウイルス感染拡大によってもたらされた環境変化に対応するとともに、企業の社会的責任を果たすことを重要な経営課題の一つと捉え継続的な成長を目指します。学習部門においては、GIGAスクール構想の事業等を受けて獲得した契約負債を安定的な収益の基盤とするとともに、顧客基盤を活かした活動等を行うことで利活用を促進し、収益拡大を目指します。進路部門においては、従来の進学相談会のデジタル化を促進するとともに、進路情報サイトを本事業のプラットフォームと捉え収益化を促進いたします。情報基盤部門においては、情報基盤の構築から保守・運用までを支援し、安定的な収益増を目指します。 e. 経営者の問題認識と今後の方針について経営者の問題認識と今後の方針については「第２　事業の状況　１　経営方針、経営環境及び対処すべき課題等」に記載しております。 
経営上の重要な契約等	 ５ 【経営上の重要な契約等】該当事項はありません。 
研究開発活動	 ６ 【研究開発活動】当社グループは、主に学習部門及び情報基盤部門の根幹となる販売用ソフトウエアの優位性を保つため、積極的な研究開発活動を重視しております。具体的には、当事業年度において当社が支出した研究開発費の総額は、24,332千円であります。なお、当社グループの研究開発は複数のセグメントに応用が可能な基礎技術に関するものが大半であるため、セグメントごとに区分して記載しておりません。 (1)研究開発の目的　当社の経営理念である「私たちチエルは、子供たちの未来のために、世界中の先生の授業をICTで支えます」に基づいて、研究開発を進めております。具体的には、以下の目的を達成するような研究開発を行っております。(創造)　授業を進めやすくするために、先生に寄り添った製品を研究開発すること。(変化)　常に変化する教育業界のニーズを先取りした製品を研究開発すること。(挑戦)　新しい技術に挑戦しシーズを産み出すような製品を研究開発すること。(協働)　パートナーの製品と連携するような製品を研究開発すること。 　 (2)研究開発活動の基本方針　上記(1)の目的を達成するために、当社グループの通信技術、画像・音声転送技術を更に研磨するとともに、今後市場動向に沿った新技術に積極的に挑戦し、内外の顧客のニーズに合致した製品を開発できるような技術を効率的に習得することを基本方針としております。また、開発した技術のうち、特異なものについては、特許を出願するようにしております。 (3)研究開発・製品開発体制製品の研究開発については、当社の学習支援システム企画開発部と情報基盤システム企画開発部が中心になって行っております。学習支援システム企画開発部は正社員11名体制、情報基盤システム企画開発部は正社員10名体制(2023年３月末現在)で、新製品研究、製品化、既存製品バージョンアップ、及び動作検証を行っております。また、グループ各社においても取り扱う製品・ソフトウエアの領域についてそれぞれ研究開発を行っております。 (4)主要な研究開発課題(アクティブ・ラーニング対応)　「アクティブ・ラーニング」に適した、タブレット・スマートフォンに対応する語学学修支援・授業支援の製品開発に取り組んでおります。既存製品との連携機能により総合提案を可能とします。 (クラウド対応)　クラウドを利用したeラーニングの市場は拡大しており、これに対応して、当社では既にクラウド上で教材を提供する「CHIeru.net」を提供中であります。「CHIeru.net」上で提供する教材数の増加・機能強化を進め、先生方の学生への教材指定を獲得することにより、教室外での利用促進、新規顧客の取り込み促進に取り組んでおります。 (教材開発)　タブレット対応、アクティブ・ラーニング対応、クラウド対応といった、教材を利用するためのプラットフォーム開発に合わせて、デジタル教材について、各プラットフォームや異なる利用環境での利用を可能とするための開発を行い、既存製品の横展開、新教材の開発、教材量産体制の確立に取り組んでおります。 
設備投資等の概要	１ 【設備投資等の概要】当連結会計年度の主な設備投資は、研究開発部門における製品開発を中心とする総額180,542千円の投資を実施しました。なお、当社グループは、資産をセグメントに配分していないため、セグメント別の記載を省略しております。なお、当連結会計年度において重要な設備の除却、売却等はありません。 
主要な設備の状況	２ 【主要な設備の状況】(1) 提出会社　2023年３月31日現在事業所名(所在地)設備の内容帳簿価額従業員数(人)建物及び構築物(千円)機械装置及び運搬具(千円)工具、器具及び備品(千円)ソフトウエア(千円)合計(千円)本社(東京都品川区)本社事務所3,96704,811142,908151,68735(8) (注) １．建物は、賃借建物に施した建物附属設備の金額であります。年間賃借料は37,586千円であります。２．従業員数は就業人員であり、臨時雇用者数は(　)内に年間雇用平均人員を外数で記載しております。３．提出会社は、資産をセグメントに配分していないため、セグメント情報に関連付けた記載を省略しております。４．現在休止中の主要な設備はありません。 (2) 国内子会社　重要性が乏しいため、記載を省略しております。 
株式の総数	① 【株式の総数】 種類発行可能株式総数(株)普通株式28,800,000計28,800,000  
発行済株式、株式の総数等	② 【発行済株式】 種類事業年度末現在発行数(株)(2023年３月31日)提出日現在発行数(株)(2023年６月30日)上場金融商品取引所名又は登録認可金融商品取引業協会名内容普通株式7,869,0007,869,000東京証券取引所スタンダード市場単元株式数は100株であります。計7,869,0007,869,000―― (注)　提出日現在の発行数には、2023年６月１日からこの有価証券報告書提出日までの新株予約権の行使により発行された株式数は、含まれておりません。 
