項目	値
事業の内容	３【事業の内容】　当社グループは、当社及び連結子会社２社で構成され、温浴施設の運営及び不動産の売買・賃貸を中心として事業活動を行っております。　当社グループの事業内容及び当社と関係会社の当該事業に係る位置付けは次のとおりであります。　なお、当社は、有価証券の取引等の規制に関する内閣府令第49条第２項に規定する特定上場会社等に該当しており、これにより、インサイダー取引規制の重要事実の軽微基準については連結ベースの数値に基づいて判断することとなります。　また、次の２事業は「第５　経理の状況　１　連結財務諸表等　（1）連結財務諸表　注記事項」に掲げるセグメントの区分と同一であります。 （１）温浴……………㈱テルマー湯及び㈱エレナが温浴施設の運営を行っております。（２）不動産…………当社が不動産の売買・賃貸を行っております。 各事業の系統図は、下記のとおりであります。　　　　　　　　　　※は連結子会社  
経営方針、経営環境及び対処すべき課題等	１【経営方針、経営環境及び対処すべき課題等】当社グループの経営方針、経営環境及び対処すべき課題等は、以下のとおりであります。なお、文中の将来に関する事項は、当連結会計年度末現在において当社グループが判断したものであります。（１）経営方針　当社グループは、各事業別に積極的に業容拡大を図ってまいります。また、事業の多角化やＭ＆Ａを視野に入れ、新たな収益源の確保に努めます。　あわせて、株主に対する利益還元が会社の重要課題のひとつであると認識しております。今後、温浴、不動産の各事業において収益を拡大することにより、配当可能利益の確保に努めてまいります。（２）経営戦略等　当社グループは、上記の経営方針に沿いまして、中長期的には事業の多角化やＭ＆Ａを視野に入れ、新たな収入源の確保に努めてまいります。（３）経営環境並びに優先的に対処すべき事業上及び財務上の課題2020年１月から顕在化した新型コロナウイルス感染症の拡大は、人々の生活や経済活動に深刻な影響を与え、約２年間にわたって当社グループの事業にも大きな影響を与えておりましたが、５月より５類に移行したことで、ようやく収束方向に向かいました。それにより経済活動が活発になり、更にインバウンド需要の増加も伴い、サービス業が中核である当社グループにとってはチャンスであると考えております。そのような中、温浴事業におきましては「テルマー湯　新宿店」が引き続き好調をキープすると見込んでおりますが、個人消費が伸び悩んでいる中で売上を維持するため、季節ごとにフェアを開催するなど様々なイベントを企画し、リピーターを飽きさせないようにすることが課題であります。また、宿泊施設と温浴施設が一体となっている「テルマー湯　西麻布店」につきましては、宿泊施設は好調であるものの、温浴施設において特にレストランの稼働率が伸び悩んでおり、客単価が当初の想定を下回っております。今後は、レストランのメニューや雰囲気をリニューアルし、レストランの稼働率を上げることが課題であります。不動産事業におきましては、東京都港区西麻布の「エコナック西麻布ビル」の住居部分について引き続き安定した賃料収入を見込んでおります。このような経営環境において、当社グループは、内外の諸情勢を慎重に注視しつつ、環境の変化に柔軟に対応するとともに、経営資源の選択と集中を明確にして、持続的な事業成長を目指してまいります。 
事業等のリスク	３【事業等のリスク】　有価証券報告書に記載した事業の状況、経理の状況等に関する事項のうち、経営者が連結会社の財政状態、経営成績及びキャッシュ・フローの状況に重要な影響を与える可能性があると認識している主要なリスクは、以下のとおりであります。なお、文中の将来に関する事項は、当連結会計年度末現在において当社グループが判断したものであります。 （１）ライフラインについて　当社グループの温浴事業において、電気、水道、ガス等のライフラインは温浴施設の運営には不可欠となっております。そのため、大規模な自然災害等の発生により、長期間にわたりライフラインが停止したときは当社グループの業績及び財務状況に影響を及ぼす可能性があります。（２）衛生管理・水質管理について　当社グループの温浴事業においては、飲食品の衛生管理や浴場の水質管理についてリスクを伴っております。リスク管理には十分な注意を払っておりますが、万が一、事故が発生した場合には、営業停止、損害賠償の発生及びブランド価値の低下等に伴い、当社グループの業績及び財務状況に影響を及ぼす可能性があります。（３）マッサージサービス等について　当社グループの温浴事業におけるマッサージサービス等は、そのサービスの特性上、施術に際して関節等を損傷する事故等が発生する危険性も否定できません。そのような事態が生じた場合には、損害賠償の発生及びブランド価値の低下等に伴い、当社グループの業績及び財務状況に影響を及ぼす可能性があります。（４）同業他社との競争・消費者ニーズの変化について　当社グループの温浴事業においては、「五感を潤す」「くつろげる空間」「癒しの拠点」をコンセプトに温浴サービスの提供することで同業他社との差別化を図っておりますが、競争の激化や消費者のニーズが変化した場合には、当社グループの業績及び財務状況に影響を及ぼす可能性があります。（５）法的規制について　当社グループの温浴事業においては、公衆浴場法、食品衛生法等の法令や規則等の適用を受けております。これらの法令や規則の変更等があった場合には、事業活動に制約が生じ、業績及び財務状況に影響を及ぼす可能性があります。（６）不動産事業について　当社グループの不動産事業においては、国内景気が冷え込み、これを受けて不動産市況が悪化した場合、当社グループの業績及び財務状況に影響を及ぼす可能性があります。また、テナントや入居者の信用力の低下による賃料の支払いの遅延、賃料の減額要請、退去による空室率の上昇などによって不動産賃貸収入が減少することで、当社グループの業績及び財務状況に影響を及ぼす可能性があります。（７）主力事業への依存について　当社グループの売上高においては、主力事業である温浴事業への依存度が高くなっております。そのため、温浴事業の競争力低下等が生じた場合には、その影響を大きく受ける傾向にあり、当社グループの業績及び財務状況に影響を及ぼす可能性があります。 （８）地域の偏在について　当社グループは、東京近郊で事業を営んでおります。そのため、東京近郊において、地震その他の災害、マーケットの悪化による稼働率の低下等が生じた場合には、当社グループの業績及び財務状況に影響を及ぼす可能性があります。（９）自然災害・感染症等の影響について　当社グループは、自社所有の建物の賃貸等により収入を得ており、定期的な検査等保全策を実施しております。しかしながら、地震等の自然災害や火災あるいはテロなどの不法行為により、建物に被害を被った場合は、当社グループの業績及び財務状況に影響を及ぼす可能性があります。　感染症の発生や蔓延した場合には、当社グループの不動産事業において、不動産賃貸先の営業活動が制限され、それに伴い賃貸収入が減少する可能性や、新しい生活様式が推進されることに伴い賃貸物件の稼働率にも影響が出てくる可能性があります。また、当社グループの温浴事業においては、事業活動の一時的な休止や消費者の行動の制限が予想され、当社グループの業績及び財務状況に影響を及ぼす可能性があります。（10）人財の確保・育成について　当社グループが更なる成長を目指すには、優秀な人財の確保と育成が不可欠でありますが、必要な人財を確保・育成できない場合には、当社グループの業績及び財務状況に影響を及ぼす可能性があります。（11）コンプライアンスについて　当社グループは、法令遵守を徹底し事業活動を行っております。しかしながら、万が一、役職員等により法令違反等の行為が発生した場合には、社会的信用低下により、当社グループの業績及び財務状況に影響を及ぼす可能性があります。（12）新規事業について　当社グループは、収益力のある新規事業の導入、業務提携あるいは企業買収などにより、業容の拡大を図ってまいりますが、これらの展開状況が当社グループの業績及び財務状況に影響を及ぼす可能性があります。　当社グループでは、リスクを網羅的、統括的に把握、管理し明確化するため取締役会及び毎週行われている定例ミーティングにおいて、業務執行に係るリスクを担当部署から随時、報告することによりその把握と管理を徹底し、未然防止、発生時の対処を迅速に行う体制を整えております。 
経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析	４【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】(1）経営成績等の状況の概要当連結会計年度における当社グループ（当社及び連結子会社）の財政状態、経営成績及びキャッシュ・フロー（以下「経営成績等」という。）の状況の概要は以下のとおりであります。 ①財政状態及び経営成績の状況　当連結会計年度（2023年４月１日から2024年３月31日）における我が国経済は、新型コロナウイルス感染症に対する行動制限が解除されたことにより、経済活動の正常化が進み、サービス需要やインバウンド需要が高まるなど、緩やかな景気回復がみられました。一方、円安に伴う輸入価格の高騰による物価上昇、資源価格の高騰、人手不足の深刻化など、先行き不透明な状況が続いております。　このような経営環境のもと、当社グループは中核事業である温浴事業を中心に事業を展開してまいりました。当連結会計年度の当社グループの売上高は1,892,782千円（前連結会計年度比34.5％増）、営業利益188,551千円（前連結会計年度は営業損失403千円）、経常利益183,239千円（前連結会計年度は経常損失7,419千円）、親会社株主に帰属する当期純利益96,192千円（前連結会計年度比88.4％増）となりました。 セグメントごとの経営成績は、次のとおりであります。＜温浴事業＞当社グループの主力である温浴事業では、東京都新宿区歌舞伎町にて事業展開する温浴施設「テルマー湯　新宿店」におきまして、当連結会計年度の入館者数が前連結会計年度と比べ0.2％増加し、32万７千３百人となりました。集客活動といたしましては、近年ブームとなっているサウナに関して、通常より高い温度に設定した高温サウナデーを設けるなど、サウナ関連イベントに引続き注力したほか、岩盤浴への集客イベントにも注力いたしました。８月には新宿店８周年を迎えるにあたり、館内を一部改装し新たなテナントとして韓国エステサロン「Ｈｕａｍｏａ」などが新規オープンいたしました。10月には、お客様からのご要望が高かった漫画コーナーを新設したほか、12月には女性の化粧水風呂をリニューアルし、従来、女性の岩盤浴をお申し込みのお客様限定でのご利用とさせていただいておりましたが、すべての女性のお客様がご利用いただけるよう解放いたしました。３月からは期間限定で伊豆・静岡フェアを開催し、レストランでの限定メニューや限定グッズの販売などを行いました。以上のとおり、「テルマー湯　新宿店」におきましては、引続き好調な運営となりました。また、東京都港区西麻布の賃貸用不動産として活用していた「エコナック西麻布ビル」の一部を都心型のサウナ・スパ施設に改装しておりましたが、2023年４月12日に「テルマー湯　西麻布店」として新たにオープンいたしました。豪華エジプト調の都心型サウナ・スパ施設で、「新宿店」に比べサウナに特に力を入れた施設となっております。当連結会計年度の入館者数は８万２千人となりました。また、2023年６月２日には同施設と一体となっております宿泊施設「サウナ＆キャビン　テルマー湯　西麻布」がオープンいたしました。サウナ・スパ施設内でも朝までゆっくりとおくつろぎいただくことはできますが、宿泊施設をご利用のお客様はベッド付の個室に加えてサウナ・スパ施設もご利用いただくことができます。また、「テルマー湯　西麻布店」の周知のため、テレビの情報番組や雑誌等の各種メディアへの掲載にも注力いたしました。10月には宿泊施設の稼働率を上げるため、宿泊料金を変動型に変更したほか、11月には漫画コーナーの漫画を大量追加し、ヨギボーなどでくつろげるスペースを増設いたしました。しかしながら、開業にかかる初期投資費用を計上していることや、客単価が想定よりも低くなったことから、「西麻布店」としては赤字スタートとなりましたが、「新宿店」が好調であったことから、温浴事業全体としては大幅な増収増益となりました。その結果、温浴事業の売上高は1,843,275千円（前連結会計年度比35.2％増）、営業利益は299,380千円（前連結会計年度比138.8％増）となりました。 ＜不動産事業＞不動産事業では、東京都港区西麻布に所有する「エコナック西麻布ビル」の住居部分の賃貸収益につきまして、継続して安定した収入を得ることができました。また、「エコナック西麻布ビル」の一部を温浴事業が使用するにあたり、当ビルにかかっていた費用の一部を温浴事業に負担させたため、不動産事業といたしましては費用の負担が減り増益につながりました。その結果、不動産事業の売上高は49,506千円（前連結会計年度比11.0％増）、営業利益は17,439千円（前連結会計年度は営業損失3,321千円）となりました。 当連結会計年度末における総資産は、前連結会計年度末に比べ99,783千円減少し、6,008,867千円となりました。これは、主に貯蔵品の減少や有形固定資産の減少などによるものであります。負債は、前連結会計年度末に比べ195,461千円減少し、1,280,478千円となりました。これは、主に長期借入金の減少によるものであります。純資産は、前連結会計年度末に比べ95,677千円増加し、4,728,389千円となりました。これは、主に利益剰余金が増加したことによるものであります。②キャッシュ・フローの状況当連結会計年度末における現金及び現金同等物（以下「資金」という。）の残高は、前連結会計年度末に比べ218,620千円増加し、1,228,015千円となりました。当連結会計年度末における各キャッシュ・フローの状況とそれらの要因は、次のとおりであります。（営業活動によるキャッシュ・フロー）営業活動の結果獲得した資金は、505,486千円（前連結会計年度は25,127千円の使用）となりました。これは主に減価償却費の増加や棚卸資産の減少、未収消費税等の減少によるものであります。（投資活動によるキャッシュ・フロー）投資活動の結果使用した資金は、140,846千円（前連結会計年度は778,087千円の使用）となりました。これは主に有形固定資産の取得による支出によるものであります。（財務活動によるキャッシュ・フロー）財務活動の結果使用した資金は、146,018千円（前連結会計年度は118,404千円の使用）となりました。これは長期借入金の返済による支出であります。 ③生産、受注及び販売の実績(a）商品仕入実績セグメントの名称仕入高（千円）前年同期比（％）温浴30,597100.7合計30,597100.7　（注）１．上記の金額は、仕入価格によって表示しております。 (b）販売実績セグメントの名称販売高（千円）前年同期比（％）温浴1,843,275135.2不動産49,506111.0合計1,892,782134.5 (2）経営者の視点による経営成績等の状況に関する分析・検討内容　経営者の視点による当社グループの経営成績等の状況に関する認識及び分析・検討内容は以下のとおりであります。　なお、文中の将来に関する事項は、当連結会計年度末現在において判断したものであります。 ①財政状態及び経営成績の状況に関する認識及び分析・検討内容　当社グループの当連結会計年度の財政状態及び経営成績は、中核事業である温浴事業において新型コロナウイルス感染症拡大の影響で約２年間にわたって当社グループの事業にも大きな影響を与えておりましたが、５月より５類に移行したことで、ようやく収束方向に向かいました。それにより経済活動が活発になり、更にインバウンド需要の増加も伴い、サービス業が中核である当社グループにとってはチャンスであると考えております。　当連結会計年度の当社グループの売上高は1,892,782千円（前連結会計年度比34.5％増）、営業利益188,551千円（前連結会計年度は営業損失403千円）、経常利益183,239千円（前連結会計年度は経常損失7,419千円）、親会社株主に帰属する当期純利益96,192千円（前連結会計年度比88.4％増）となりました。 　当社グループの収益の柱である温浴事業では、オープンから９年目を迎えた温浴施設「テルマー湯　新宿店」では入館者数が前連結会計年度に比べ0.2％増の32万７千３百人と微増で推移いたしました。コロナ以前の水準に回復した昨年と比べてほぼ現状維持での推移ということで頭打ちの状態に陥っていると考えております。この状況を打破すべく、季節ごとにフェアを開催するなど様々なイベントを企画し、リピーターの維持はもちろんのこと、新規の顧客獲得にも積極的に注力していく考えであります。　また、宿泊施設と温浴施設が一体となっている「テルマー湯　西麻布店」につきましては、宿泊施設において周辺施設の季節相場などを考慮し、宿泊料金を変動型に変更したことにより好調であったものの、温浴施設において特にレストランの稼働率が伸び悩んでおり、客単価が当初の想定を下回っております。今後は、レストランのメニューや雰囲気をリニューアルし、レストランの稼働率を上げることが課題であると考えております。　温浴事業の売上高は1,843,275千円（前連結会計年度比35.2％増）、営業利益は299,380千円（前連結会計年度比138.8％増）となりました。　不動産事業におきましても東京都港区西麻布に所有する「エコナック西麻布ビル」の住居部分の賃貸収益につきまして、継続して安定した収入を得ることができました。また、「エコナック西麻布ビル」の一部を温浴事業が使用するにあたり、当ビルにかかっていた費用の一部を温浴事業に負担させたため、不動産事業といたしましては費用の負担が減り増益につながりました。　その結果、当事業の売上高は49,506千円（前連結会計年度比11.0％増）、営業利益は17,439千円（前連結会計年度は営業損失3,321千円）となりました。 ②キャッシュ・フローの状況の分析・検討内容並びに資本の財源及び資金の流動性に係る情報　当社グループの資本の財源及び資金の流動性につきましては、当連結会計年度末現在において各事業を継続していく上での運転資金は自己資金で賄っております。当社の主な資金需要は、設備投資によるものであり、投資を目的とした資金需要につきましては、主に営業活動によるキャッシュ・フローにより調達しております。 ③重要な会計上の見積り及び当該見積りに用いた仮定　当社グループの連結財務諸表は、わが国において一般に公正妥当と認められている会計基準に基づき作成しております。この連結財務諸表の作成にあたり、経営者は、見積りが必要な事項について、過去の実績や現状等を考慮し、合理的な基準に基づき、会計上の見積りを行っております。ただし、将来に関する事項には不確実性があるため、実際の結果は、これらの見積りと異なる可能性があります。　なお、当社グループの連結財務諸表で採用する重要な会計方針は、「第５　経理の状況　１　連結財務諸表等　（１）連結財務諸表　注記事項　（連結財務諸表作成のための基本となる重要な事項）」に記載しております。 
経営上の重要な契約等	５【経営上の重要な契約等】　該当事項はありません。 
研究開発活動	６【研究開発活動】　該当事項はありません。 
設備投資等の概要	１【設備投資等の概要】　当連結会計年度に実施いたしました設備投資等の総額は68,563千円（建設仮勘定及び無形固定資産を含む）であります。　その主なものは、東京都港区西麻布に所有する賃貸用不動産の一部をサウナ・スパ施設へ改修するための投資20,887千円、テルマー湯新宿店のエステエリア及びサンゴ風呂等を改修するための投資38,208千円であります。 
主要な設備の状況	２【主要な設備の状況】（1）提出会社2024年３月31日現在 事業所名（所在地）セグメントの名称設備の内容帳簿価額（千円）従業員数（人）建物及び構築物工具、器具及び備品土地（面積㎡）合計西麻布ビル（東京都港区）不動産共同住宅、賃貸用店舗・事務所60,703243681,365（394.58）742,3131（注）　上記の他、主要な賃借設備の内容は下記のとおりであります。事業所名（所在地）セグメントの名称設備の内容従業員数（人）年間賃借料（千円）　東京本社（東京都港区）　消去又は全社　不動産　事務所512,144 （2）国内子会社2024年３月31日現在 会社名事業所名等（所在地）セグメントの名称設備の内容帳簿価額（千円）従業員数（人）建物及び構築物機械装置及び運搬具工具、器具及び備品土地（面積㎡）合計㈱テルマー湯テルマー湯新宿店（東京都新宿区）温浴温浴施設1,397,71735,86722,115536,369（1,159.22）1,992,06816(67)㈱エレナテルマー湯西麻布店（東京都港区）温浴温浴施設986,9955,33765,316557,481(322.84)1,615,1308(43)（注）１．㈱テルマー湯　温浴施設は「建物及び構築物」、「機械装置及び運搬具」及び「工具、器具及び備品」の一部を除き提出会社から賃借しております。２．㈱エレナ　温浴施設は「建物及び構築物」、「機械装置及び運搬具」及び「工具、器具及び備品」の一部を除き提出会社から賃借しております。３．従業員数は就業人員であり、（　）内の数字は、臨時従業員の年間平均雇用人員を外数で表示しております。４．上記の他、主要な賃借設備の内容は下記のとおりであります。会社名事業所名（所在地）セグメントの名称設備の内容従業員数（人）土地面積（㎡）年間賃借料（千円）㈱テルマー湯　テルマー湯（東京都新宿区）温浴土地16(67)83230,000（注）　従業員数は就業人員であり、（　）内の数字は、臨時従業員の年間平均雇用人員を外数で表示しております。 
株式の総数	①【株式の総数】種類発行可能株式総数（株）普通株式70,000,000計70,000,000（注）2023年６月29日開催の第143回定時株主総会決議により、2023年10月１日付で普通株式２株につき１株の割合で株式併合を行っております。これにより、発行可能株式総数は70,000,000株減少し、70,000,000株となっております。
発行済株式、株式の総数等	②【発行済株式】種類事業年度末現在発行数（株）（2024年３月31日）提出日現在発行数（株）（2024年６月28日）上場金融商品取引所名又は登録認可金融商品取引業協会名内容普通株式26,466,36626,466,366東京証券取引所スタンダード市場権利内容に何ら限定のない当社における標準となる株式であり、単元株式数は100株であります。計26,466,36626,466,366－－（注）2023年６月29日開催の第143回定時株主総会決議により、2023年10月１日付で普通株式２株につき１株の割合で株式併合を行っております。これにより、発行済株式総数は26,466,367株減少し、26,466,366株となっております。
