項目	値
事業の内容	 ３ 【事業の内容】当社グループは、当社及び艾爾斯半導體股份有限公司（連結子会社）の２社により構成されております。当社グループは「地球環境を大切にし、世界の人々に信頼され、常に創造し挑戦する。」という経営理念に基づき事業活動を展開しております。当社グループの主要な事業であるシリコンウェーハ再生事業は、ラサ工業株式会社が25年間世界の半導体製造会社にサービスを提供してきた事業を引き継いだものであり、半導体製造過程で発生するモニタウェーハ（※1）の再生を行う事業であります。シリコンウェーハの再生は、半導体製造工程の特徴及び製造コストの面から需要が発生するものであり、新興国の経済発展及び先進国の更なるデバイス用途（車・医療・環境・家・町）の広がり等を背景とした半導体需要の増加ととともに需要が拡大しております。当社グループは、国内外の半導体製造会社を取引先とし、大手ファウンドリを含めグローバルに販売活動を実施しております。また、シリコンウェーハ再生事業の他、ウェーハ事業としてシリコンウェーハ販売事業、酸化膜成膜加工サービス事業、ソーラー事業として太陽光発電事業、その他の事業として機械装置等販売事業等を実施しております。 ※1　モニタウェーハ　：　半導体製造過程のモニタリングを実施するために使用するウェーハ 当社グループの事業とセグメント情報の区分との関連は下表の通りです。 セグメントの名称事業の内容ウェーハ事業シリコンウェーハ再生事業及び販売事業酸化膜成膜加工サービス事業ソーラー事業太陽光発電事業その他機械販売、技術コンサルティング等 なお、艾爾斯半導體股份有限公司（連結子会社）は、台湾でのウェーハ事業の拡大と半導体産業への貢献を目的として、平成26年２月に設立しております。ウェーハ事業は、現在、当社のみで行っておりますが、艾爾斯半導體股份有限公司の本格稼働（平成27年６月にシリコンウェーハ再生工場稼動予定）後は両社で行う予定であります。  それぞれの主要な事業の特徴は以下の通りであります。 （1）ウェーハ事業① シリコンウェーハ再生事業シリコンウェーハ再生事業は、半導体製造会社から使用済みのシリコンウェーハを預かって加工し、使用可能な状態にする事業です。加工は主に「ストリッピング・エッチング（ウェーハ表面膜の除去）」、「プレソート検査（中間検査）」、「ポリッシング（研磨）」、「１次洗浄」、「２次洗浄」、「最終検査」、という工程を経て実施されます。加工によりほぼ新品と同等の品質で再生できるため、いわばシリコンウェーハのクリーニング事業といえます。当社グループのシリコンウェーハ再生事業のビジネスモデルを示すと下図のとおりであります。　　 シリコンウェーハの再生は、半導体製造過程の以下のような特徴から需要が発生します。すなわち、半導体製造会社において、半導体は数百もの工程を経て製造されていますが、数百ある工程のある一箇所で不良が生じ、そのまま最終工程まで加工した場合、不良品が発生することにより、多大な損害が生じる可能性があります。これを防止するため、各工程で加工状態をモニタリングする必要があります。そこで半導体製造会社は、製品用シリコンウェーハ（プライムウェーハ（※2））と同時にモニタ用シリコンウェーハ（モニタウェーハ）を工程に投入し加工しています。プライムウェーハは最終工程でチップとしてカッティングされますが、モニタウェーハは各工程で抜き取りがされる為、円盤のまま形状が残ります。円盤形状を維持しているものの、加工済みのモニタウェーハには様々な情報が組み込まれているため、 そのままの状態では工程へ再投入することはできず、破棄されることになります。一方、１枚のモニタウェーハは10回から20回程度再生が可能であり、半導体製造会社にとっては、加工済みのモニタウェーハを再生加工することにより、新品のウェーハと同等品質のモニタウェーハを低コストで利用することができます。 ※2　プライムウェーハ：　カッティングされICチップとして製品化されるウェーハ ② シリコンウェーハ販売事業シリコンウェーハ販売事業は、当社が仕入れたモニタウェーハ及びダミーウェーハ（※3）（８インチ(200mm)、１２インチ(300mm)） を再生し、ニ－ズに合わせて販売する事業であります。 ※3　ダミーウェーハ：　製造装置の立ち上げで装置の安定性を上げたり、確認するために投入され、通常は搬送チェックや加工形状の評価において使用される。ウェーハの電気特性や極度の精度（たとえば平坦度）が必要とされず、ウェーハのサイズや厚みが合っていれば良いのでダミー（替え玉、身代わり）と呼ばれる。 ③ 酸化膜成膜加工サービス事業絶縁膜として使用される酸化膜の生成を行うもので、主に製品用シリコンウェーハ（プライムウェーハ）の表面を加工するものであります。半導体製造における標準的な最初の工程を請け負うサービスであります。 (2) ソーラー事業平成24年から開始した再生エネルギー推進政策を基に、同年、本事業への参入を決定し、当社の経営理念の一つ“地球環境を大切に”を実践すべく平成25年10月より約1MWの発電を開始しております。  (3) その他機械装置は主に中古の半導体関連機械装置（新品及び半導体以外も可）及び消耗材を対象とするもので、解体・搬出・陸送・海運・搬入・組立を一括してプロデュースし、主に中国市場へ販売する事業であります。対象物の仕入が不確定な為、事業計画には織り込んでおりません。消耗材は、上記事業に関連して消耗材を販売する事業であります。技術コンサルティングは、半導体ウェーハ製造工程の技術コンサルティング事業として技術指導、教育サービスを提供しています。［事業系統図］　
経営方針、経営環境及び対処すべき課題等	
事業等のリスク	４ 【事業等のリスク】本書に記載した事業の状況、経理の状況等に関する事項のうち、投資者の判断に重要な影響を及ぼす可能性のある事項には、以下のようなものがあります。また、以下の記載は投資に関連するリスクを全て網羅するものでない点に留意する必要があります。なお、文中の将来に関する事項は、本書提出日現在において当社グループが判断したものであります。 (1) 特定の取引先への依存に関するリスク当社グループは、世界有数の半導体受託生産企業であるTaiwan Semiconductor Manufacturing Co., Ltd（TSMC)との円滑な取引を継続しており、同社に対する売上高が当社グループの売上高に占める割合は、第４期事業年度38.6%、第５期連結会計年度38.3%と高い割合となっております。従って、同社の販売及び設備投資の動向によっては当社グループの短期的な経営成績に影響を与える可能性があります。 (2) 業界動向に関するリスク当社グループの主な需要先は半導体業界であります。需給の変動があった場合、シリコンウェーハの使用量の減少や販売価格の低下により当社グループの経営成績に影響を与える可能性があります。 (3) 他社との競合に関するリスク当社グループの主たる事業領域である半導体市場は、国内外を問わず厳しい競合環境にあり、同業他社との間では価格、品質、顧客対応能力、新製品開発力等、様々な局面での競争が展開されています。当社グループは、ウェーハ事業において高い価格競争力を有する様々なテスト用半導体ウェーハを手掛けることにより、収益源を確保すると共に半導体需給や技術動向の把握及び顧客層や製品分野の拡大を図っていますが、高シェア製品の市場支配力が低下することにより競争上の地位が低下した場合、当社グループの事業、経営成績及び財政状態に影響を及ぼす可能性があります。  (4) 外注先の品質管理に関するリスク当社グループは、ウェーハ事業の加工工程を外部企業に一部委託しています。当社グループでは、委託先企業の経営状況、技術水準、製造能力について継続的に監視していますが、委託先企業が、必要な技術的・経済的資源を維持するとともに十分な製品の品質を保ち、当社グループが求める水準の委託業務を遂行できる保証はありません。また、これらの委託先において何らかの理由により事業が中断された場合、当社グループ製品の加工及び製品の供給に影響を及ぼす可能性があります。 (5) 加工工程に関するリスク当社グループの主たる事業領域である半導体市場では、製品価格が継続的に低下する傾向にあります。当社グループでは、生産プロセスの見直し等により生産効率の向上を進め、製品価格低下の影響を緩和するように努めていますが、一般的に生産効率の向上には限界があるため、製品価格の低下が続き、かつ、継続的に生産効率を向上させることができなくなった場合、利益が圧迫される可能性があります。さらに、加工工程において、何らかの理由により加工活動が中断してしまった場合、生産能力低下や納期遅延が発生し、ウェーハの供給が困難となる可能性があり、当社グループの事業、経営成績及び財政状態に影響を与えるリスクがあります。 (6) 設備投資及び資金調達に関するリスク当社グループは、市場動向、需要動向等を見極めながら、事業戦略及び当該投資の収益性等を勘案しつつ必要な設備投資を実施していく方針です。平成26年12月31日現在、以下のとおり設備の新設を計画しております。会社名事業所名（所在地）セグメントの名称設備の内容投資予定金額資金調達方法着手及び完了予定年月完成後の増加能力総額（千円）既支払額（千円） 着手 完了提出会社三本木工場（宮城県大崎市）ウェーハ事業シリコンウェーハ製造設備及び開発研究設備5,360,0001,828,028借入金及び補助金平成26年　９月平成27年　３月現状の約20％増艾爾斯半導體股份有限公司 台湾工業（台湾台南市）ウェーハ事業シリコンウェーハ製造設備2,586,5051,057,891借入金及び自己資金平成26年　６月平成27年　６月新規（現状の約50％相当） 当該設備投資については、半導体市場での需要増、特に台湾顧客からの受注増を受け、当社三本木工場において新たな製造設備を導入し生産能力の増強を図るとともに、半導体受託生産企業が集中する台湾において工場を新設することで売上高の拡大を図るものです。大規模な設備投資を行った場合、製造ラインの調整等を行う必要があることから、本格的な生産に至るまでには一定の期間を要するため、減価償却費が先行的に発生することになります。また、取得を予定している半導体検査装置、半導体洗浄装置等の各種製造設備については、現在の当社の収益規模及び財務規模と比較すると相対的に高額の水準となっており、今後減価償却費が大幅に増加する可能性があります。これらの要因により、今後当社グループの利益率が大幅に悪化する可能性があります。また、当該設備投資を行う際に想定していた受注を期待通りに獲得できなかった場合には、当社グループの経営成績等は重大な影響を受ける可能性があります。また、当社グループは、事業展開の必要に応じて機動的な資金調達を実施していく方針ですが、当該資金調達に際しては、当社グループの財政状態、収益性等のほか、金利水準や市場環境等の要因により、当社グループが希望する時期または条件により資金調達を実行できない場合があり、そのような場合には、必要な設備投資を行うことができず、事業計画等において想定していた収益を上げられない可能性があり、当社グループの事業、経営成績及び財政状態に重大な影響を与えるリスクがあります。 (7) 為替の変動に関するリスク当社グループの輸出比率は、第４期事業年度71.3%、第５期連結会計年度73.7%と年々高くなってきており、為替変動の影響を強く受けてきております。このため、為替相場の急激な変動によっては当社グループの経営成績に影響を与える可能性があります。 (8) 配当政策に関するリスク当社グループは、将来の事業展開と経営体質の強化のために必要な内部留保を確保しつつ、安定した配当を継続して実施していくことを基本方針としておりますが、設立以来、財務体質の改善・強化を優先し、配当を実施しておりません。また今後も継続して設備投資を実施して行く必要があることから、当面は必要な内部留保を確保しつつ、配当は実施せず、設備投資の継続に備えて資金の確保を優先する方針であります。しかしながら、株主に対する利益の還元を経営の重要課題として認識しており、財務体質の改善・強化及び設備投資の状況を勘案しながら配当を実施することを検討していきます。 (9) 特定人物への依存に関するリスク現在、当社グループの経営は代表取締役社長である方永義を含めた８名の取締役と３名の監査役で構成される経営陣で運営されており、代表取締役社長である方永義個人に依存した組織ではありません。しかしながら、同氏は、前職（株式会社永輝商事代表取締役）までの経営者としての経験・人脈を生かし、当社グループの新規営業先の開拓、グローバルな事業展開において重要な役割を果たしております。したがいまして、何らかの理由により同氏の業務遂行が困難となった場合には、当社グループの業績に重要な影響を及ぼす可能性があります。  (10) 事故、災害等による操業への影響に関するリスク当社グループの生産設備の中には、ウェーハ事業の炉など高温、高圧での操業を行なっている設備があります。また、ウェーハを加工するうえで多量の化学薬品等を取り扱っています。対人・対物を問わず、事故の防止対策には万全を期しておりますが、万一重大な事故が発生した場合には、当社グループの事業、経営成績及び財政状態に影響を与えるリスクがあります。また、国内外の製造拠点等において、大規模地震や台風等の自然災害、新型インフルエンザ等の感染症、その他当社グループの制御不能な事態により操業に支障が生じた場合には、当社グループの事業、経営成績及び財政状態に影響を与えるリスクがあります。 (11) 公募増資資金の使途に関するリスク平成27年２月17日及び平成27年３月３日開催の取締役会において決議された公募増資による調達資金は、主に台湾子会社の設備投資に充当する方針であります。台湾子会社においては現地事情に詳しい組織や提携先のネットワークを最大限に活用して、工場稼働に向けて準備を進めておりますが、今後客先動向など当社グループを取り巻く環境が変化した場合には、当社グループの調達資金の一部が上記以外の目的に使用される可能性があります。 (12) 財務制限条項に関するリスク当社は、事業上必要な資金調達のため、平成26年３月に金融機関との間でコミットメント期間付タームローン及びシンジケートローン契約を締結しており、これらの借入契約には、純資産の維持及び経常利益の確保に関して財務制限条項が付加されております。今後、当社グループの経営成績が著しく悪化するなどして財務制限条項に抵触した場合、借入先金融機関の請求により当該借入について期限の利益を喪失し、一括返済を求められるなどして、財政状況及び業績等に影響を及ぼす可能性があります。　(13) 有利子負債への依存及び金利水準の動向に関するリスク当社グループは、主に金融機関からの借入金によって事業資金を調達しており、総資産に占める有利子負債の割合は、第５期連結会計年度において55.0％であります。当社グループでは、金利等の動向を注視しつつ、将来の環境変化にも柔軟な対応が可能な調達形態の維持・構築に努めております。しかしながら、事業の規模拡大に伴う資金需要により、有利子負債の割合が上昇するとともに、金利水準の上昇により、当社グループの業績に影響を及ぼす可能性があります。 (14) 関連当事者取引について第５期連結会計年度において、当社と方永義、鈴木正行、本郷邦夫及び株式会社永輝商事の間で関連当事者取引があり、重要なものは以下のとおりであります。　   当連結会計年度(自  平成26年１月１日  至  平成26年12月31日)関連当事者との取引① 連結財務諸表提出会社と関連当事者との取引連結財務諸表提出会社の役員及び主要株主（個人の場合に限る。）等種類会社等の名称又は氏名所在地資本金又は出資金 事業の内容又は職業議決権等の所有(被所有)割合(％)関連当事者との関係取引の内容取引金額(千円)科目期末残高(千円)役員及び個人主要株主方　永義--当社代表取締役社長(被所有)直接（19.7）債務被保証当社銀行借入等に対する債務被保証（注）１2,678,071--役員鈴木　正行--当社取締役(被所有)直接（0.2）資金の貸付資金の貸付（注）２39,086長期貸付金45,809利息の受取（注）２279その他流動資産279本郷　邦夫--当社取締役(被所有)直接（1.0）資金の貸付資金の貸付（注）２16,971長期貸付金19,890利息の受取（注）２121その他流動資産121役員が議決権の過半数を自己の計算において所有している会社株式会社永輝商事（注）３東京都品川区98,000千円ソーラーパネル・シリコンリサイクル・太陽光発電導入事業なし仕入先販売用ウェーハの原材料仕入（注）４21,878-- （注）取引条件及び取引条件の決定方針等１．当社は、銀行借入等に対して当社代表取締役社長　方　永義より債務保証を受けております。なお、保証料の支払は行っておりません。２．資金の貸付については、市場金利を勘案して利率を合理的に決定しております。      なお、貸付は外貨（USD）で行われており、その期末残高は545千USD（期末換算レート120.55円）です。３．株式会社永輝商事は、当社代表取締役社長　方 永義が議決権の68.3％を直接保有しております。　４．独立第三者取引と同様の一般的な取引条件で行っております。５．取引金額については消費税等が含まれておらず、期末残高には消費税等が含まれております。 ② 連結財務諸表提出会社の連結子会社と関連当事者との取引連結財務諸表提出会社の役員及び主要株主（個人の場合に限る。）等種類会社等の名称又は氏名所在地資本金又は出資金 事業の内容又は職業議決権等の所有(被所有)割合(％)関連当事者との関係取引の内容取引金額(千円)科目期末残高(千円)役員鈴木　正行--艾爾斯半導體股份有限公司董事長(被所有)直接（11.2）役員の兼任出資の引受出資の引受（注）１37,744--債務被保証銀行借入に対する債務被保証（注）２542,880--本郷　邦夫--艾爾斯半導體股份有限公司董事(被所有)直接（4.8）役員の兼任出資の引受出資の引受（注）１16,176-- （注）取引条件及び取引条件の決定方針等１．艾爾斯半導體股份有限公司との取引は、同社設立のための出資を引き受けたものであります。なお、出資は外貨（新台湾ドル）で行われており、取引金額は出資時換算レート3.37円で円換算後の金額です。２．艾爾斯半導體股份有限公司の銀行借入に対して、艾爾斯半導體股份有限公司董事長　鈴木　正行より債務保証を受けております。なお、艾爾斯半導體股份有限公司は保証料の支払は行っておりません。 当社は、銀行借入等に対して当社代表取締役社長方永義より債務保証を受けております。なお、債務保証に伴う保証料は支払っておりません。今後は金融機関との交渉により当該債務保証を解消していく方針であります。株式会社永輝商事は、当社代表取締役社長方永義が議決権の過半数を保有しております。同社から販売用ウェーハの原材料仕入れを行っており、第５期連結会計年度における仕入取引金額の売上原価に占める割合は、0.8％であります。販売用ウェーハの原材料仕入取引につきましては、当社は同社からシリコンウェーハの製造過程等で生じる販売に適さない格落品を購入しております。同社は、各種素材のリサイクルを事業として行っており、シリコンウェーハの格落品について独自の仕入れルートを有していることから、現状継続購入しております。なお、関連当事者取引等の実施につきましては、その取引が当社の経営の健全性を損なってはいないか、その取引が合理的判断に照らし合わせて有効であるか、また取引条件は他の外部取引と比較して適正であるか等に留意して、当社取締役会の決議により実施しております。
経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析	
経営上の重要な契約等	 ５ 【経営上の重要な契約等】(1)建物等の賃貸借に関する契約貸主物件の内容契約締結日契約内容契約期間  ラサ工業株式会社 三本木工場　建物  附属駐車場  膜前処理水タンク  膜前処理施設  重油タンク等付属施設  工場緑地  平成26年10月31日  建物賃貸借  平成23年１月１日から    平成32年12月31日まで（注）  以後５年ごとの自動更新  艾爾斯半導體股份有限公司（連結子会社）は、平成26年７月７日開催の取締役会において、科技部南部科學工業園區管理局との間での土地賃貸借契約について決議を行い、平成26年７月11日付けで土地賃貸借契約を締結いたしました。 契約会社名 相手先の名称相手先の所在地物件の内容 契約締結日契約内容 契約期間 艾爾斯半導體股份有限公司科技部南部科學工業園區管理局中華民国（台湾）台南市 台湾台南市サイエンスパーク内工場用地 平成26年７月11日土地賃貸借  平成26年７月11日から平成46年７月10日まで   (2)コミットメント期間付タイムローン及びシンジケートローン契約設備投資資金借入のため平成26年３月25日付で主要取引銀行５行とコミットメント期間付タームローン及びシンジケートローン契約を締結しています。　当契約の概要は次のとおりであります。　① 借入先　　株式会社三菱東京UFJ銀行、株式会社三井住友銀行、株式会社りそな銀行　　　　 　　  株式会社商工組合中央金庫、株式会社仙台銀行②　融資枠　　6,067,000千円③　契約日　　平成26年３月25日④ コミットメント期間　　平成26年６月30日から平成27年９月18日⑤ 財務制限条項　a．借入人は、借入人の各年度の決算期の末日における借入人の単体の貸借対照表における純資産の部の金額を、当該決算期の直前の決算期の末日又は平成24年12月期に終了する決算期の末日いずれか大きい方の75％以上に維持すること。b．借入人は、借入人の各年度の決算期にかかる借入人の単体の損益計算書上の経常損益に関して、２期連続して経常損失を計上しないこと。
研究開発活動	６ 【研究開発活動】当社グループの研究開発活動は、ウェーハ事業においてシリコンウェーハの再生における顧客から預かったウェーハをより多く製品化して返却する収率向上のための研究開発を行っております。今後、顧客ニーズにこたえるために研磨工程で必要な300mmウェーハのパーティクルの向上を図るとともに、450mmウェーハの再生加工技術の研究開発を行う予定であります。当連結会計年度における当社が支出した研究開発費の総額は6,283千円であります。 
設備投資等の概要	１ 【設備投資等の概要】当連結会計年度中において実施いたしました設備投資の総額は3,503,543千円であります。その主なものは三本木工場のシリコンウェーハ製造設備への投資2,414,705千円と台湾工場の生産設備への投資1,057,891千円であります。設備投資の総額には、ソフトウェアへの投資金額が含まれております（当社1,276千円）。なお、当連結会計年度において重要な設備の除去、売却はありません。　 
主要な設備の状況	２ 【主要な設備の状況】(1) 提出会社      平成26年12月31日現在事業所名(所在地)セグメントの名称設備の内容帳簿価額従業員数(人)建物及び構築物（千円）機械及び装置（千円）その他（千円）合計（千円）本社(東京都品川区)  その他  全社統括業務設備811-14,95815,76912三本木工場(宮城県大崎市)  ウェーハ、ソーラー、その他  ウェーハ加工設備、太陽光発電設備等6,167 356,809 2,444,8092,807,785169(100)   （注）１．帳簿価額のうち、「その他」は車両運搬具、工具、器具及び備品、建設仮勘定及びソフトウェアであります。なお、金額には消費税等は含まれておりません。２. 上記の他、三本木工場の建物及び土地を賃借しており、年間の賃借料は141,014千円であります。３. 従業員数の()は、臨時雇用者数を外書きしております。 (2) 在外子会社      平成26年12月31日現在会社名(所在地)セグメントの名称設備の内容帳簿価額従業員数(人)建物及び構築物（千円）機械装置及び運搬具（千円）その他（千円）合計（千円） 艾爾斯半導體股份有限公司(中華民国(台湾)台南市)   ウェーハ  ウェーハ加工設備等- - 1,110,3891,110,38910   （注）１．帳簿価額のうち、「その他」は建設仮勘定であります。なお、金額には消費税等は含まれておりません。　　２. 上記の他、土地を賃借しており、年間の賃借料は8,073千円であります。 
株式の総数	① 【株式の総数】種類発行可能株式総数(株)普通株式50,000,000計50,000,000   
発行済株式、株式の総数等	② 【発行済株式】種類事業年度末現在発行数(株)(平成26年12月31日)提出日現在発行数(株)(平成27年３月30日)上場金融商品取引所名又は登録認可金融商品取引業協会名内容普通株式 5,110,000 5,440,000東京証券取引所(マザーズ)完全議決権株式であり、株主としての権利内容に何ら限定のない当社における標準となる株式であり、単元株式数は100株であります。　 計 5,110,0005,440,000 ―― （注） １．提出日現在の発行数には、平成27年３月１日からこの有価証券報告書提出日までの新株予約権の行使により発行された株式数は、含まれておりません。　　　 ２．平成26年９月９日を効力発生日として普通株式１株につき500株の割合で株式分割を行っております。３．平成27年３月24日で、当社株式は東京証券取引所マザーズ市場に上場しております。
