項目	値
事業の内容	 ３ 【事業の内容】当社は、「Mobility’s Transformer」を経営理念として掲げ、世の中のあらゆる移動を支えるBPO(ビジネス・プロセス・アウトソーシング)プレイヤーとして事業規模を拡大してまいりました。事業内容としましては、主にオートリース企業をはじめとする自動車関連企業へ法人・個人ユーザーに対して車両管理及びメンテナンス管理等業務を受託し、一般的な自動車向けサービスを提供しています。当社は、自動車関連BPO事業の単一セグメントであるため、セグメント別の記載は省略しております。当社では、当該自動車関連BPO事業を、「メンテナンス受託事業」「MLS(マイカーリースサポート)事業」「BPO(ビジネス・プロセス・アウトソーシング)事業」「その他事業」に区分して管理しております。それぞれの事業区分の概要は、以下のとおりです。(1) メンテナンス受託事業法人向けリースサービス提供者及び一般法人より車両管理における点検・車検・修理等メンテナンス管理部分を一括で受託します。またメンテナンスについては全国の整備工場と連携して整備を依頼しています。リース期間に合わせてメンテナンス管理業務を受託しており、非常に安定した事業基盤となります。 (2) MLS(マイカーリースサポート)事業個人向けリースサービス提供者に対してリース車両のメンテナンス管理業務を提供しています。また、メンテナンス受託事業では一般故障整備を含んだ契約内容となりますが、MLSでは決められたサイクルによる点検基本工賃と決められた作業及び消耗品交換のみの限定的な契約内容となります。 (3) BPO(ビジネス・プロセス・アウトソーシング)事業当社の業務は全てBPO事業でありますが、前掲(1)(2)のメンテナンス関連業務を除く、部分的なBPOビジネスとして、メンテナンス費用管理等のデータ管理サービス、タイヤ保管サービス、納税管理サービス等の車両に係る多種多様な業務を受託します。 ①　データ管理サービス自動車関連企業の自動車整備及び管理を当社のシステム及びコールセンターの活用によりトータルでサポートするサービスです。②　タイヤ保管サービスシーズンごとに履き替えを行うタイヤの保管及び作業手配等の管理に関する業務を一括して受託するサービスです。③　納税管理サービス自動車税に関する業務を一括で受託するサービスです。 (4) その他事業中古車売却、ワランティ(故障修理保険)、メンテナンスパック、オートリース等、上記(1)～(3)に該当しない事業となります。  ［事業系統図］ 
経営方針、経営環境及び対処すべき課題等	１ 【経営方針、経営環境及び対処すべき課題等】文中の将来に関する事項は、当事業年度末現在において当社が判断したものであります。(1) 経営方針当社は、「Mobility’s Transformer」を経営理念に掲げ、変化するモビリティ業界の中での課題解決を行うために、「世の中のあらゆる移動を支える、BPOプレイヤーへの新化」というビジョンの実現を目指しております。お客様が抱えている「複雑で煩わしい業務」を「より心地よく、よりシンプルに、より高品質のサービス」に変えることで、お客様への価値を提供しております。 (2) 経営戦略自動車メンテナンス受託サービスの安定的な成長と、そのメンテナンス管理の経験を活かした自動車及び自動車以外のあらゆる移動を支える新しい領域へのBPOサービスを拡大していくことで、企業価値の向上を目指します。 (3) 経営環境当社の主力事業となるメンテナンス受託事業の対象は主にリース車両となります。日本においてオートリースは1963年に誕生し、法人ユーザーを中心として右肩上がりの成長を遂げ、2005年度には300万台を突破しました。その後、リーマンショックによる急速な景気減退を受け、リース車両台数も2009年度には300万台を割り込んだものの、2011年度以降は景気回復により拡大を続け、(一社)日本自動車リース協会連合会「自動車総保有台数とリース車保有台数の年別比」によると2024年３月時点でリース車保有台数は約419万台となっており、今後も堅調に推移するものと考えております。 ■自動車総保有台数とリース車保有台数の推移(出所：(一社)日本自動車リース協会連合会「自動車総保有台数とリース車保有台数の年別比」に基づき作成) (4) 優先的に対処すべき事業上及び財務上の課題当社は、今後の事業成長を支えるための重要な課題として、以下を認識しております。事業を安定的に継続するため、積極的にこれらの課題に対応してまいります。 ①　新規領域の取引規模拡大「Mobility’s Transformer」という経営理念の下、「世の中のあらゆる移動を支える、BPOプレイヤーへの新化」をビジョンとし、事業規模の拡大と収益の多様化を図るため、自動車メンテナンス受託事業を軸に、事業領域の拡大を推進し、新規顧客の獲得とともに新たな収益源の確保を図ります。  ②　整備工場ネットワークの拡充当社は提携整備工場に対して、訪問、電話、メール及びFAXによる定期的なコンタクトの実施や、ソーシャルメディア「モビノワ」を通じた情報の発信により、整備工場との密なコミュニケーションを図っており、2024年３月末時点の提携工場は11,790ヵ所となっております。当社の事業展開のためには、提携整備工場ネットワークの充実は欠かせない要素であり、クライアントのニーズに応えられる整備工場ネットワークの拡充を継続してまいります。 ③　新規事業の開発当社は将来的には、既存事業のドメインである自動車メンテナンス管理の他領域として、専門的な知見を活かしたモビリティ企業に対するBPO領域に対しても、進出していきたいと考えております。絶えず環境の変化、時代の変化を捉え、新しい事業・サービスの創出に努めてまいります。 ④　ITシステムの高度化当社は今後の事業拡大、事業環境の変化等に対応、業務効率化を推進するためにITシステムに対する投資を強化しております。自社における多様化した業務への柔軟な対応や、提携企業及び提携整備工場における業務効率化を推進できるITシステムの開発を進めてまいります。 ⑤　優秀な人財の確保及び育成当社は今後の事業拡大や継続した企業価値の向上のために、優秀な人財の確保及び育成が不可欠であると考えております。そのため、当社の求める専門性や資質を兼ね備えた人財の採用を進めるとともに、各種社内研修の実施等により、継続的な成長促進に注力いたします。また、リモートワークの活用や、福利厚生の充実等働きやすい職場環境の整備に取り組み、当社の強みである「アナログ×デジタル」で多様なニーズに対応できる優秀な人財の確保及び流出リスクの低減を進めてまいります。 (5) 経営上の目標の達成状況を判断するための客観的な指標等当社は事業の継続的な拡大を通じて企業価値の向上を目指すため、「売上総利益」と「営業利益」を特に重視する経営指標としております。また、事業拡大を測るKPIとして「管理台数」、収益性を計るKPIとして「売上総利益率」を重要な経営指標としております。 
事業等のリスク	 ３ 【事業等のリスク】経営者が提出会社の財政状態、経営成績及びキャッシュ・フローの状況に重要な影響を与える可能性があると認識している主要なリスクは以下のとおりであります。リスクの認識、及びその管理についてはリスク管理・コンプライアンス委員会を中心に行っており、当該体制・枠組みについては「第４　提出会社の状況　４　コーポレート・ガバナンスの状況等　(1) コーポレート・ガバナンスの概要　②　企業統治の体制の概要及び当該体制を採用する理由　ｄ．リスク管理・コンプライアンス委員会」に記載しております。また、必ずしもそのようなリスクに該当しない事項につきましても、投資者の投資判断の上で重要であると考えられる事項については、積極的な情報開示の観点から記載しております。当社はこれらのリスクの発生可能性を十分に認識した上で、発生の回避、及び発生した場合の適切な対応に努める方針であります。なお、本項記載の将来に関する事項は当事業年度末現在において当社が判断したものであり、将来において発生の可能性のある全てのリスクを網羅するものではありません。 ＜事業環境及び事業内容に関するリスク＞(1) 他社との競合について(発生可能性：低、発生する可能性のある時期：特定時期なし、影響度：中)当社の得意とするメンテナンス受託事業については、自動車整備の知見、オートリースをはじめとした自動車アフターマーケット領域の業界動向、幅広い整備工場とのネットワークが不可欠であることが、高い参入障壁となっており、競合の数が限定的となっております。しかし、他社のサービス力向上や価格競争により、当社のサービス、価格が相対的に低下した場合には、収益性の低下を招き、当社の経営成績、財政状態に影響を及ぼす可能性があります。当社では、継続的に競合情報の入手を心掛け、市場に変化がある場合は、議論、検討してまいります。また「１　経営方針、経営環境及び対処すべき課題等　(2) 経営戦略」に記載したとおり、安定的な成長の自動車メンテナンス受託サービスに加えて、新しい領域へのBPOサービスの拡大によりサービス品質の向上に努めてまいります。 (2) 業界動向について(発生可能性：中、発生する可能性のある時期：特定時期なし、影響度：中)当社のメンテナンス受託事業については、現在の主力得意先であるリース会社の方針に一定程度の影響を受けます。リース会社が自社物件の維持管理についてアウトソーシングする割合を減少させる方針を採用した場合には当社の受注に大きく影響する可能性があります。またエネルギー商社が中心となって進めている車両メンテナンス管理専門の業界共通プラットフォームが本格導入された場合には、一部の提携先からの案件について当社受託から当該プラットフォームに変更されるなど受注に影響する可能性があります。仮に上記の事案が生じたとしても、メンテナンス受託契約は受託車両のリース期間と同一期間での複数年の契約が大多数のため、直ちに影響を受けるわけではありませんが、将来的に当社の経営成績、財政状態に影響を及ぼす可能性があります。 (3) 金利変動による影響について(発生可能性：高、発生する可能性のある時期：特定時期なし、影響度：低)当社は有利子負債により資金調達を行っているため、金利が上昇した場合には、資金調達コストが増加し、当社の経営成績、財政状態に影響を及ぼす可能性があります。当社では、金融機関取引方針に基づき調達条件の随時見直しに努めております。  (4) 外注費の変動について(発生可能性：中、発生する可能性のある時期：特定時期なし、影響度：中)当社のメンテナンス受託サービスの売上原価は自動車整備の工賃及び交換部品で構成されております。エネルギー価格及び原材料高の高騰や為替の影響により、オイル、タイヤ等自動車整備部品単価が上昇した場合、また、降雪の状況により冬タイヤの交換が増えた場合には収益性が低下し、当社の経営成績、財政状態に影響を及ぼす可能性があります。また、当社では自動車整備工場の整備士不足等の外部環境変化に対応するため、2024年４月１日より自動車整備工場向け外注単価の一部値上げを実施しておりますが、今後外注単価の更なる値上げを実施した場合には、当社の経営成績、財政状態に影響を及ぼす可能性があります。当社では、タイヤや高額整備部品については複数企業と取引しており、年度単位で主要外注先を選定する等リスク低減に努めており、また企業努力だけでは吸収しきれない外注費用の上昇等については、販売価格への転嫁に努めております。 (5) のれん及び顧客関連資産の減損リスクについて(発生可能性：低、発生する可能性のある時期：特定時期なし、影響度：高)当社は、「第１　企業の概況(はじめに)」に記載したとおり、旧ナルネットコミュニケーションズの株式をLBOスキームにより取得しており、第５期事業年度末残高において、のれん及び顧客関連資産を4,505,379千円計上しております。当該のれん及び顧客関連資産について将来の収益力を適切に反映しているものと判断しておりますが、急激な景況の悪化や事業環境、競合状況の変化、法規制の変更、当社の事業戦略の変更等により、将来の収益性が低下した場合に、減損を認識することにより当社の経営成績、財政状態に影響を及ぼす可能性があります。当社では、のれん及び顧客関連資産の減損に係るリスクを低減するため、主な内容は前掲の経営方針等に記載のとおり、当初事業計画に関する定期的なモニタリングと差異要因の正確な把握により当社収益性について評価し、必要に応じて業績改善・成長に向けたシナリオの策定により売上高の拡大及び利益率の向上に努める方針です。そのため、回収可能価額が事業価値の帳簿価額を十分に上回ることが想定され、減損の可能性は低いと考えております。 (6) 残価保証サービスについて(発生可能性：低、発生する可能性のある時期：特定時期なし、影響度：低)当社はメンテナンス受託事業に付随して、取引先であるリース会社のリース車両が満了した際の車両価格を保証する残価保証サービスを実施しております。残価保証金額は中古車市場の動向を十分に勘案して、適正な価格でのサービスを提供しておりますが、何らかの要因で中古車の市場価格が下落した場合には、収益性が低下し、当社の経営成績、財政状態に影響を及ぼす可能性があります。 ＜組織体制及び事業運営に関するリスク＞(7) 内部管理体制について(発生可能性：低、発生する可能性のある時期：特定時期なし、影響度：中)当社は急速に事業を拡大しており、また、新規サービスも次々とリリースしております。急速な事業拡大や新サービスによる変化に対応できず、事業規模に応じた組織体制、内部管理体制の構築ができなかった場合には、当社の業務遂行及び経営成績、財政状態に影響を及ぼす可能性があります。当社では、業務の適正性及び財務報告の信頼性の確保、健全な倫理観に基づく法令遵守の徹底が必要と認識しており、組織規模や環境に応じた管理人員の増員を図り、業務の自動化、効率化、各種研修等の教育により管理体制の充実に努めております。  (8) 人財の確保・育成について(発生可能性：中、発生する可能性のある時期：特定時期なし、影響度：中)当社のメンテナンス受託事業のサービス品質向上やそのための情報システム基盤の開発、また、新規サービス領域におけるオペレーションを支えるために、人財の確保が必要不可欠と考えております。当社では福利厚生を充実させ、人事戦略としてはイノベーション創出、ジョブローテーション、女性活躍の視点により採用、研修に力を入れ、より優れた人財を確保できるよう努めております。しかしながら、昨今におきましては人財確保の競争が激しく、必要な人財が確保できなかった場合、当社の業務遂行及び経営成績、財政状態に影響を及ぼす可能性があります。継続的に長期視点の採用計画の検討、施策実施とともに、定着率向上の施策を実施してまいります。 (9) 基幹システムについて(発生可能性：低、発生する可能性のある時期：特定時期なし、影響度：高)当社のビジネスはスクラッチ開発（注１）した基幹システム及び付随するシステムに大きく依存しており、現在、基幹システムのリニューアルプロジェクトが進行中です。当該プロジェクトが中断した場合、将来の収益獲得又は費用削減効果が大幅に損なわれるほか、減損が必要となる場合や当該プロジェクトについて、想定以上の追加コストが発生した場合、経営成績、財政状況に影響を及ぼす可能性があります。また人為的ミス、機器の故障、ソフトウエアの不具合等のなんらかの理由で大規模なシステム障害が生じた場合には、当社の業務遂行及び経営成績、財政状態に影響を及ぼす可能性があります。当社では、リスクを最小限にするためにPMBOK(Project Management Body Of Knowledge：プロジェクトマネジメント知識体系ガイド)に従ったプロジェクト管理を行っており、定量的な進捗管理を行いつつ、工程ごとの成果物の管理と合意を取っております。またフルリプレースではなく、分割リプレースの手法を採用し、改修範囲を限定することによりリスクの低減を図っております。さらに耐震・免振機能・自家発電装置を備えたデータセンターと定期的なバックアップによる資産保護を行いつつ、JSOXに基づいた管理体制と脆弱性診断及び不正アクセス対策等による情報資産の保護に努めております。(注) １．システムやソフトウエアをゼロから新たに作り上げる開発方式。既存システムを活用するパッケージ開発と比して、開発者の高いスキル・工数が必要。 (10) 個人情報保護について(発生可能性：中、発生する可能性のある時期：特定時期なし、影響度：中)当社は業務に関連して非常に多くの個人情報を取り扱っております。そのため、厳格な管理体制を構築する必要があると考え、2009年にプライバシーマークを取得して以降、個人情報保護について十分な対策を講じております。しかし、何らかの理由で個人情報が漏洩した場合には、当社の社会的信用の低下、損害賠償責任の発生等により、当社の業務遂行及び経営成績、財政状態に影響を及ぼす可能性があります。 (11) 法的規制について(発生可能性：低、発生する可能性のある時期：特定時期なし、影響度：中)当社は下請法、古物営業法、保険業法など、さまざまな法令の規制を受けております。当社は、法令遵守・企業倫理の徹底は企業活動を行う上での根幹であると認識し、法令遵守の周知徹底を図っております。しかし、これらの法規制が遵守されなかった場合、又は、事業に重大な影響を及ぼすような法的規制等の制定や改廃が行われた場合、当社の業績に影響を及ぼす可能性があります。  ＜その他のリスク＞(12) 自然災害や感染症の拡大等について(発生可能性：低、発生する可能性のある時期：特定時期なし、影響度：高)当社は愛知県春日井市にある本社に業務機能が集中しており、自然災害や感染症の拡大等により本社が機能しなくなった場合には業務遂行に大きな影響があります。そのため、自然災害等が発生し、本社が機能しなくなった場合には、当社の業務遂行及び経営成績、財政状態に影響を及ぼす可能性があります。当社では、リモートワーク可能な体制を構築しており、本社が機能不全となった場合には営業所及び在宅勤務により重要度が高い業務の遂行は可能となります。今後もリモートワークによる業務体制は引き続き継続しながら、事業継続計画(BCP)策定を協議していきます。 (13) 訴訟について(発生可能性：低、発生する可能性のある時期：特定時期なし、影響度：中)当社は、当事業年度末現在において、第三者から訴訟を提起されている事実はありません。法令遵守に努めてはおりますが、事業活動を行う中で訴訟、その他の法律的手続の対象となる可能性はあり、重要な訴訟等の提起を受けた場合には、当社の業務遂行及び経営成績、財政状態に影響を及ぼす可能性があります。 (14) 伊藤忠商事株式会社との関係について(発生可能性：低、発生する可能性のある時期：特定時期なし、影響度：中)伊藤忠商事株式会社が親会社であるMobility &amp; Maintenance Japan株式会社は、当事業年度末現在、当社の議決権の35.6％を保有しているため、伊藤忠商事株式会社は当社のその他の関係会社に該当いたします。同社の状況については、「第１　企業の概況　４　関係会社の状況」に記載のあるとおりになります。Mobility &amp; Maintenance Japan株式会社は、当社の上場時において、保有株式についてロックアップの合意を行っておりましたが、ロックアップ期間経過後においては、当社株式の売却は制限されておりません。仮に同社（および伊藤忠商事グループ）が当社株式を売却する場合には、売却する株式数や売却時の市場環境等により、当社株式の流動性や市場価格等に悪影響を及ぼす可能性があります。伊藤忠商事株式会社は、当社株式の上場後においても、当社の取締役の選解任を含む株主の承認を必要とする事項について引き続き一定の影響力を有します。さらに当社の運営その他の事項に関し、当社の一般株主と異なる利害関係を有している可能性があり、Mobility &amp; Maintenance Japan株式会社（および伊藤忠商事グループ）が保有する株式に係る議決権行使は、一般株主の利害と異なる可能性があります。 (15) 株式価値の希薄化について(発生可能性：低、発生する可能性のある時期：特定時期なし、影響度：低)当社は、役員及び従業員に対するインセンティブを目的として、当社の新株予約権を付与しております。当事業年度末現在、新株予約権による潜在株式数は219,000株であり、当社発行済株式総数の5,332,100株に対する潜在株式比率は4.1％に相当しております。これらの新株予約権の行使が行われた場合には、当社の株式価値が希薄化する可能性があります。 
経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析	 ４ 【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】(1) 経営成績等の状況の概要当社の財政状態、経営成績及びキャッシュ・フロー(以下「経営成績等」という。)の状況の概要は次のとおりであります。 ①　財政状態の状況　当事業年度末の資産合計は、9,573百万円となり、前事業年度末と比べ26百万円減少いたしました。　この主な要因は、現金及び預金の増加424百万円、売掛金及び契約資産の減少175百万円、顧客関連資産の減少191百万円及びのれんの減少102百万円等によるものであります。　負債合計は、6,302百万円となり、前事業年度末と比べ385百万円減少いたしました。この主な要因は、買掛金の減少329百万円、未払法人税等の増加239百万円、及び、長期借入金（１年内返済予定の長期借入金含む）の減少304百万円等によるものであります。　純資産合計は、3,271百万円となり、前事業年度末と比べ359百万円増加いたしました。この主な要因は、上場に伴う新株発行により、資本金が26百万円、資本剰余金が26百万円それぞれに増加したこと、及び、当期純利益305百万円を計上したことによる利益剰余金の増加305百万円によるものであります。 ②　経営成績の状況当事業年度における我が国経済は、徐々に社会・経済の正常化が進み、個人消費の回復やインバウンド需要の増加など、緩やかな景気回復基調となりました。一方で、世界各地での紛争リスクの増大による原材料価格の上昇や世界的な物価上昇、為替相場の大幅な変動による影響など、依然として先行きが不透明な状況が続いております。このような状況のもと、当社は、EV化や自動運転化など、「100年に一度の大変革期」と言われる自動車を取り巻く環境の変化に対応するため、お客様の多様なニーズ、幅広いサービスに対応できるシステム開発を推進し、車両管理業務をより効率的に受託できる体制を構築することで、事業領域の拡大を図っております。また、技術力及び作業品質の高い整備工場とのアライアンスの維持、拡大のため、2023年８月1日にクルマのアフターマーケットで働く人の知恵と情報をシェアするソーシャルメディア「モビノワ」をオープンし、整備工場ネットワークの更なる拡充に取り組んでおります。主力のメンテナンス受託事業におきましては、第３四半期までは大口提携先を中心に管理台数は増加しましたが、第４四半期に不採算取引の改善に注力し、一部の取引先で減台となったことにより、2024年３月末時点の受託台数は74,621台となり、前事業年度末比で3.4％の増加にとどまる結果となりました。また、売上原価につきましては、整備内容の適正化や購買力の強化等の取り組みに努めましたが、冬タイヤを中心とした調達価格の上昇により、原価率が1.2ポイント上昇し78.4％となり、利益を圧迫する結果となりました。MLS（マイカーリースサポート）事業におきましては、既存提携先の増台及び新規提携先からの受託開始により、管理台数が74,565台（前事業年度末比15.5％増）となり、それに伴い売上高及び売上総利益は前事業年度に比べそれぞれ増加いたしました。BPO（ビジネス・プロセス・アウトソーシング）事業、その他事業を合わせた2024年３月末時点の当社における総管理台数は前事業年度末比9.4%増の181,995台となりました。この結果、当事業年度における売上高は7,672百万円（前事業年度比9.2％増）、営業利益は526百万円（前事業年度比2.3％増）、経常利益は511百万円（前事業年度比4.0％増）、当期純利益は前期合併に伴う抱合せ株式消滅差益を計上していたことにより減益となり、305百万円（前事業年度比51.0％減）となりました。なお、当社は自動車関連BPO事業の単一セグメントのため、事業のセグメント別業績については記載しておりません。  ③　キャッシュ・フローの状況当事業年度における現金及び現金同等物(以下「資金」という。)は996百万円となり、前事業年度末と比べ424百万円増加しました。当事業年度における各キャッシュ・フローの状況とそれらの要因は次のとおりであります。 (営業活動によるキャッシュ・フロー)営業活動により獲得した資金は、827百万円（前事業年度は374百万円の獲得）となりました。これは主に税引前当期純利益511百万円、売上債権及び契約資産の減少175百万円、仕入債務の減少329百万円によるものであります。 (投資活動によるキャッシュ・フロー)投資活動の結果使用した資金は138百万円（前事業年度は112百万円の使用）となりました。これは主に、無形固定資産の取得による支出142百万円によるものであります。 (財務活動によるキャッシュ・フロー)財務活動の結果使用した資金は264百万円（前事業年度は342百万円の使用）となりました。これは主に、長期借入金の返済による支出304百万円によるものであります。 ④　生産、受注及び販売の実績ａ．生産実績当社で行う事業は、提供するサービスの性格上、生産実績の記載になじまないため、当該記載を省略しております。 ｂ．受注実績当社で行う事業は、提供するサービスの性格上、受注実績の記載になじまないため、当該記載を省略しております。 ｃ．販売実績第５期事業年度の販売実績は、次のとおりであります。なお、当社グループは自動車関連BPO事業の単一セグメントであるため、事業区分別に記載しております。 事業区分の名称金額(千円)前期比(％)メンテナンス受託事業6,260,6678.1MLS事業367,24120.1BPO事業414,4136.8その他事業630,15915.9合計7,672,4809.2  (注)　最近２事業年度の主な相手先別の販売実績及び当該販売実績の総販売実績に対する割合は次のとおりであります。 相手先前事業年度(自　2022年４月１日至　2023年３月31日)当事業年度(自　2023年４月１日至　2024年３月31日)金額(千円)割合(％)金額(千円)割合(％)日本カーソリューションズ株式会社1,225,60617.41,257,94516.4トヨタモビリティサービス株式会社769,33511.01,014,73113.2  (2) 経営者の視点による経営成績等の状況に関する認識及び分析・検討内容経営者の視点による当社の経営成績等の状況に関する認識及び分析・検討内容は次のとおりであります。なお、文中の将来に関する事項は、当事業年度末現在において判断したものであります。 ①　財政状態及び経営成績等の状況に関する認識及び分析・検討内容ａ．財政状態に関する認識及び分析財政状態に関する認識及び分析については、「(1) 経営成績等の状況の概要　①　財政状態の状況」に記載のとおりです。 ｂ．経営成績に関する認識及び分析経営成績に関する認識及び分析については、「(1) 経営成績等の状況の概要　②　経営成績の状況」に記載のとおりです。 ②　キャッシュ・フローの状況の分析・検討内容並びに資本の財源及び資金の流動性に係る情報ａ．キャッシュ・フローの状況の分析・検討内容キャッシュ・フローの分析につきましては、「(1) 経営成績等の状況の概要　③　キャッシュ・フローの状況」に記載のとおりです。 ｂ．資本の財源及び資金の流動性に係る情報当社は現在、必要な運転資金及び設備投資資金については、自己資金又は借入等により資金調達することとしております。当社は、今後も営業活動により得られるキャッシュ・フローを基本に将来必要な運転資金及び設備投資資金を調達していく考えであります。 ③　重要な会計上の見積り及び当該見積りに用いた仮定当社の財務諸表は、我が国において一般に公正妥当と認められている会計基準に基づき作成されております。この財務諸表を作成するにあたって、資産・負債、収益及び費用の報告額に影響を及ぼす見積り及び仮定を用いておりますが、これらの見積り及び仮定に基づく数値は実際の結果と異なる可能性があります。財務諸表の作成にあたって用いた会計上の見積り及び仮定のうち、重要なものは「第５　経理の状況　１　財務諸表等 (1) 財務諸表　注記事項　(重要な会計上の見積り)」に記載しております。 ④　経営者の問題意識と今後の方針について経営者の問題意識と今後の方針については、「１　経営方針、経営環境及び対処すべき課題等 (5) 経営上の目標の達成状況を判断するための客観的な指標等」に記載しております。 
経営上の重要な契約等	 ５ 【経営上の重要な契約等】該当事項はありません。 
研究開発活動	６ 【研究開発活動】該当事項はありません。 
設備投資等の概要	１ 【設備投資等の概要】当事業年度の設備投資の総額は158百万円であり、主な内容は、基幹システムの追加機能開発のためのシステム投資であります。なお、重要な設備の除却、売却等はありません。 
主要な設備の状況	２ 【主要な設備の状況】当社における主要な設備は以下のとおりであります。2024年３月31日現在事業所名(所在地)設備の内容帳簿価額従業員数(人)建物(千円)構築物(千円)リース資産(千円)土地(千円)(面積㎡)ソフトウエア(千円)ソフトウエア仮勘定(千円)その他(千円)合計(千円)本社(愛知県春日井市)事務所及びコールセンター及び設備374,89217,9906,220267,040(2,619)97,666235,3166,6781,005,80479(130)MTセンター(愛知県春日井市)事務所及び設備3,83636413,091－(－)[443]－－51217,80513(2) (注) １．現在休止中の主要な設備はありません。２．従業員数は就業人員であり、臨時雇用人員数(パートタイマー、嘱託契約の従業員を含み、派遣社員を除く。)は、年間の平均人員を()内に外数で記載しております。３．各営業所の建物及びMTセンターの建物・土地は賃借しており、その年間賃借料は以下のとおりであります。なお、賃借している土地の面積は[ ]で外書きしております。静岡営業所：1,620千円三重営業所：1,778千円岐阜営業所：1,235千円MTセンター：8,776千円（建物・土地）４．当社は自動車関連BPO事業の単一セグメントのため、セグメント別の情報については記載しておりません。 
株式の総数	① 【株式の総数】 種類発行可能株式総数(株)普通株式21,000,000計21,000,000 （注）１．2023年６月29日の定時株主総会決議により、2023年６月29日付で定款の変更を行い、普通株式の発行可能株式総数は10,000株減少し、210,000株となっております。２．2023年８月10日の取締役会決議により、2023年８月27日付で普通株式１株につき100株の割合で株式分割を行っております。また、これに伴う定款の変更を行い、普通株式の発行可能株式総数は20,790,000株増加し、21,000,000株となっております。
発行済株式、株式の総数等	② 【発行済株式】 種類事業年度末現在発行数(株)(2024年３月31日)提出日現在発行数(株)(2024年６月27日)上場金融商品取引所名又は登録認可金融商品取引業協会名内容普通株式5,332,1005,332,100東京証券取引所グロース市場完全議決権株式であり、権利内容に何ら限定のない当社における標準となる株式であります。なお、単元株式数は100株であります。計5,332,1005,332,100―― （注）１．2023年12月25日をもって、当社株式は東京証券取引所グロース市場に上場しております。２．2023年８月10日の取締役会決議により、2023年８月27日付で普通株式１株につき100株の割合で株式分割を行っております。これに伴う定款の変更を行い、普通株式の発行済株式総数が5,223,339株増加して5,276,100株となっております。３．2023年８月25日の臨時株主総会決議において定款変更が決議され、2023年８月27日で１単元を100株とする単元株制度を採用しております。 
