項目	値
事業の内容	 ３ 【事業の内容】当社グループは、株式会社協和コンサルタンツ(当社)及び連結子会社３社により構成されており、建設コンサルタント事業(都市、港湾、空港等、建設事業全般における事業計画、企画、設計、測量、調査、施工計画、管理)を主要事業としているほか、情報処理事業ならびに不動産賃貸・管理事業を営んでおります。事業の内容、当社及び各連結子会社の位置付け、セグメント情報における各報告セグメントとの関連は、次のとおりであります。 区分主要業務主要な会社建設コンサルタント事   　        業国内国内における調査・設計及び施工管理業務等当社         　　   　　（会社総数　１社）海外海外における調査・設計及び施工管理業務等当社、㈱ケーイーシー・インターナショナル                        （会社総数　２社）情報処理事業情報処理サービス業務人材派遣業務情報処理機器の販売及びソフトウエアの開発・販売等㈱ケー・デー・シー                        （会社総数　１社）不動産賃貸・管理事業不動産賃貸、管理業務等㈱ケーイーシー商事                        （会社総数　１社）  以上の当社グループについて図示すると次のとおりであります。 　
経営方針、経営環境及び対処すべき課題等	"１ 【経営方針、経営環境及び対処すべき課題等】文中の将来に関する事項は、当連結会計年度末現在において当社グループが判断したものです。(1) 経営方針当社グループは、専門技術者集団として、少子高齢化といった社会構造の変化や多発・激甚化する自然災害、地球規模での温暖化問題にも深く配慮していかなければならない社会的使命を負っているものと考えております。当社グループは、これらの新たな時代の要請に応えつつ、「顧客満足と社員満足の両立」、「公明正大な企業活動」、「その他全てのステークホルダーへの責任」を念頭に、地球の明日を見つめながら、人の心の優しさと豊かさを育み、安全で安心・快適な生活空間を創造すべく果敢に挑戦し続ける企業を目指しております。「企業をつくるのは""人""」、「経営を支えるのは""和""」、「技術を高めるのは""心""」の経営理念のもと、私たちは新たな価値の創造の実現に向け、人・社会・自然との調和を科学する先進的な技術者集団へと発展、飛躍をし、社会に貢献してまいります。(2) 目標とする経営指標当社グループは、中期においても一定量の需要が持続するものと予想しており、2026年11月期における連結業績目標を、連結売上高84億円、連結営業利益8.4億円、連結経常利益8.3億円、親会社株主に帰属する当期純利益4.8億円に設定しております。(3) 経営環境わが国経済は、新型コロナウイルスの景気への影響が薄らぐ中で、個人消費の緩やかな回復と企業利益の増加に加え、好調なインバウンド需要があることから景気は緩やかに持ち直しの動きを見せましたが、長引く円安と物価高、企業の人手不足等の懸念要因があることから、引き続き留意が必要な状況にあります。一方、建設コンサルタント業界は、国土交通省が「国民の安全・安心の確保」、「持続的な経済成長の実現」、「個性をいかした地域づくりと分散型国づくり」の３本を柱に、前年度比増の令和６年度の概算予算要求を行ったことに加えて国土強靱化推進のための公共事業予算も別途確保されていることや、防衛施設整備関連の需要が拡大していることから、引き続き安定した受注環境が継続するものと予想しております。他方、情報処理業界は、主要顧客の官公庁においては受注競争が激しさを増すものの、安定した需要があることから中期的に見て受注は回復する方向で推移するものと考えております。 (4) 対処すべき課題当社グループの収益事業の柱である建設コンサルタント事業は、主要顧客が官公庁であるため、技術力を高めて高品質な成果品を納め、安定した受注により業務実績を積み上げることが業績の維持・拡大に重要な要素となっております。 現在の建設コンサルタント事業の受注環境は、防災・減災、国土強靱化関連予算に加え、防衛省の基地整備関連予算も確保されていることから、今後も安定した受注量・生産量を確保すべく適切な事業運営に努めてまいります。このため、当社グループは、対処すべき課題として次の5点を掲げ、全社一丸となって中長期的な業績目標の達成を目指します。①（受注量の確保）営業部門が実施する従来の営業活動に加え、技術部門と営業部門が連携して実施する技術提案営業を強化し、質と量の両面で必要な受注量を確保する。②（収益力の向上）技術部門の横連携をさらに深化・発展させ、業務量の平準化による生産性の向上と外注費等の削減や徹底した無駄の排除により、収益性の向上に努める。③（技術力向上と品質管理）社会ニーズを的確に把握し、新規案件への挑戦や、ICT技術の積極活用により技術力の蓄積・向上を図るとともに、品質管理システムの確実な整備・運用によって品質管理を徹底する。④（体制強化と人材育成）豊富な経験を持つ中途技術者の採用を促進するとともに、若手技術者も積極的に採用し、人材育成により次世代を担う人材開発を強力に推進する。⑤（新規事業開発）再生可能エネルギーを含む当社の周辺事業領域で新たな柱となる事業を創出し、公共事業のみに依存しない安定経営の実現を図る。 "
事業等のリスク	 ３ 【事業等のリスク】事業の状況、経理の状況等に関する事項のうち、投資者の判断に重要な影響を及ぼす可能性のある事項には、以下のようなものがあります。当社グループはこれらのリスクを認識した上で、当該リスクの防止策を展開するとともに、不測の事態に備えた適切なリスク軽減・移転策を講じております。なお、文中の将来に関する事項は、当連結会計年度末現在において当社グループが判断したものであります。 ① 受注環境当社グループの受注は、国や地方自治体に対する依存度が高く、公的予算の変化が当社グループの受注環境や業績に影響を与える可能性があります。当社グループは、このリスクへの対策として、建設コンサルタントとしてこれまで培った技術ノウハウを活用して、新たな社会ニーズに対応した新規周辺事業分野へ参入し、リスク分散することで受注環境の変化に対応する方針としております。なお、新規事業推進室は将来の新規周辺事業分への本格参入に向けた調査・企画・研究・提案営業を専属的に行う本社機構の組織であり、再生可能エネルギー関連の取り組みはこの一環として取り組むものであります。 ② 生産環境当社グループの主力事業である建設コンサルタント事業は、社会資本整備の調査・計画・設計・施工管理等の各業務において顧客の事業執行を支援する技術サービスを提供しており、顧客や各種関係機関等との協議・調整が業務を進める上で必要不可欠です。新種のウイルス感染症等が発生すると、対面で行うこれらの協議・調整に大幅な制約を受け、業績に影響を与える可能性があります。当社グループは、このリスクへの対応として、リモートワーク環境やWEBミーティング環境を整備し、感染予防と生産性を両立する対策を講じております。 ③ 品質管理当社グループの成果品は、納品後も一定の期間にわたり契約不適合責任を有しております。これにより、万一、契約内容に適合しない成果品が発生すると、契約不適合に対する補修費用等の名目で後の業績に負の影響を与える可能性があります。当社グループは、品質管理に関するリスク対策として、ISO9001に基づく品質管理の徹底によりリスクを軽減することに加え、不測の事態に備える賠償責任保険の継続加入することによりリスクの一部を外部へ移転しております。 
経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析	 ４ 【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】 当連結会計年度における当社グループ（当社及び連結子会社）の財政状態、経営成績及びキャッシュ・フロー（以下、「経営成績等」という。）の状況の概要は以下のとおりであります。 (１) 経営成績当連結会計年度におけるわが国経済は、新型コロナウイルスの景気への影響が薄らぐ中で、賃金上昇をはじめとする雇用環境の改善に伴い個人消費が緩やかに回復し、企業利益も増加していることに加え、好調なインバウンド需要が後押しする形で、景気は緩やかに持ち直しの動きを見せました。しかしながら、長引く円安と物価高が個人消費に与える影響や、人手不足が企業活動の供給力に与える影響等の懸念要因があることから、景気の先行きは不透明な状況となりました。一方、当社グループ主力事業の建設コンサルタント業界は、社会インフラの点検・補修・補強業務等の防災・減災、国土強靭化関連事業の需要に加え、「防衛力整備計画」を背景とする防衛施設整備関連の需要が拡大したことにより、通年にわたり安定した受注環境にありました。他方、連結子会社が取り組む情報処理業界は、IT投資意欲の高まりを受けて需要が拡大したものの、主要顧客である官公庁においては価格競争が激しさを増し、厳しい受注環境となりました。このような状況下、当社グループは、建設コンサルタント事業の営業面では、安定した受注環境の中でも次年度以降の展開を見据えた受注量の確保を目指し、営業部門と技術部門が緊密に連携した営業展開を推進することで、前期を上回る成果を上げることができました。また、情報処理事業の営業面では、情報サービス業務の受注の減少を人材サービス業務の受注で補うことで、その影響を最小限に留めました。生産面では、親会社において取り組んでいる全社の技術部門を横断する生産体制が効果的に機能したことで、建設コンサルタント事業が前期に対して増収となり、情報処理事業の減収を補う形で前期並の連結売上高を維持しました。利益面では、グループ全体においてICTを積極活用して生産性を高めたことに加え、第２四半期連結会計期間よりグループ全体の手持ち業務量に応じたグループ内生産を推進したこと、および、一般管理費についても一層のコスト縮減を徹底したことなどにより、各連結利益が前期に対して増益となりました。このほか、当期の再生可能エネルギー関連の取り組みとしては、前期に引き続き農林水産省の官民連携新技術開発事業に参画するとともに、農村漁村におけるスマート農業（ICT等を活用した農業の省力化。生産性の向上）に関する研究を進めました。この結果、当連結会計年度の業績は、受注高8,099百万円（前年同期比1.9％増）、売上高7,679百万円（前年同期比0.8％減）、経常利益656百万円（前年同期比19.4％増）、親会社株主に帰属する当期純利益402百万円（前年同期比24.1％増）となりました。 次期以降の経営目標につきましては、「第２　事業の状況　１　経営方針、経営環境及び対処すべき課題等　(２)　目標とする経営指標」に記載のとおりであります。また、当該経営目標の達成に重要な影響を与える要因につきましては、「第２　事業の状況　３　事業等のリスク」に記載のとおりであります。 セグメントごとの業績は、次のとおりであります。（建設コンサルタント事業）主力事業であります建設コンサルタント事業は、受注高6,568百万円（前年同期比5.0％増）、売上高6,144百万円（前年同期比1.6％増）、営業利益769百万円（前年同期比25.4％増）となりました。（情報処理事業）情報処理事業は、受注高1,527百万円（前年同期比9.5％減）、売上高1,531百万円（前年同期比9.6％減）、営業利益2百万円（前年同期比96.5％減）となりました。（不動産賃貸・管理事業）不動産賃貸・管理事業は、当社子会社が主に連結グループ内企業に対してサービスを提供している事業で、受注高3百万円（前年同期比4.8％増）、売上高3百万円（前年同期比4.8％増）、営業利益23百万円（前年同期比19 .0％減）となりました。（注）上記セグメント別の売上高は、外部顧客に対する売上高のみを表示しております。セグメント別の営業利益は、外部顧客に対する額に加え、セグメント間の額を含めて表示しております。 セグメントごとの受注及び販売の実績は、次のとおりであります。 受注実績セグメントの名称受注高(千円)前年同期比増減(％)受注残高(千円)前年同期比増減(％)建設コンサルタント事業計6,568,2195.05,453,8028.4情報処理事業計1,527,071△9.5538,109△0.8不動産賃貸・管理事業計3,9684.8――合計8,099,2591.95,991,9117.5  販売実績セグメントの名称当連結会計年度(自　2022年12月１日  至　2023年11月30日)金額(千円)前年同期比(％)建設コンサルタント事業計6,144,3261.6情報処理事業計1,531,467△9.6不動産賃貸・管理事業計3,9684.8合  計7,679,762△0.8 (注) セグメント間取引については、相殺消去しております。 (２) 財政状態当連結会計年度末の資産合計は、前連結会計年度末に比べて52百万円減少し7,077百万円となりました。これは保険積立金の減少33百万円等によるものです。当連結会計年度末の負債合計は、前連結会計年度末に比べて444百万円減少し3,591百万円となりました。これは1年内返済予定長期借入金の減少400百万円等によるものです。当連結会計年度末の純資産合計は、前連結会計年度末に比べて391百万円増加し3,486百万円となりました。これは利益剰余金の増加385百万円等によるものです。  (３) キャッシュ・フロー当連結会計年度の現金及び現金同等物は、期首と比べ137百万円増加し3,490百万円となりました。（営業活動によるキャッシュ・フロー）営業活動によって獲得した資金は595百万円（前年同期は獲得した資金564百万円）となりました。これは当連結会計年度において税金等調整前当期純利益を656百万円計上したこと等によるものです。（投資活動によるキャッシュ・フロー）投資活動によって獲得した資金は7百万円（前年同期は使用した資金5百万円）となりました。これは当連結会計年度において保険積立金の払戻による収入48百万円があること等によるものです。（財務活動によるキャッシュ・フロー）財務活動によって使用した資金は465百万円（前年同期は使用した資金69百万円）となりました。これは当連結会計年度において長期借入金の返済に400百万円支出したこと、リース債務の返済に41百万円支出したこと等によるものです。設備投資等の資本的支出につきましては営業活動による収入で賄うことを基本としておりますが、当社の財務戦略を鑑み、銀行借入またはリースを併用する場合があります。設備の新設等の計画につきましては「第３ 設備の状況」「３ 設備の新設、除却等の計画」に記載のとおりです。 (４) 重要な会計上の見積り及び当該見積りに用いた仮定当社グループの連結財務諸表は、わが国において一般に公正妥当と認められている会計基準に基づき作成されております。この連結財務諸表の作成にあたり重要となる会計方針は、「第５　経理の状況　１　連結財務諸表等　(１)　連結財務諸表　注記事項　連結財務諸表作成のための基本となる重要な事項」及び「第５　経理の状況　１　連結財務諸表等　(１)　連結財務諸表　注記事項　重要な会計上の見積り」に記載のとおりであります。  
経営上の重要な契約等	５ 【経営上の重要な契約等】当連結会計年度において、経営上の重要な契約等は行われておりません。 
研究開発活動	６ 【研究開発活動】当社グループは、本社機構の新規事業推進室を中心に、多様な変化を続ける社会ニーズに対して総合建設コンサルタントとしてこれまで培った技術ノウハウを活用して産官学の連携を強化するほか、地域と一体となって新たな技術開発や新規事業に関する調査・研究を進めています。なお、当連結会計年度における研究開発費の総額は19,159千円であり、主として再生可能エネルギーやスマート農業の取り組みに関する費用であります。研究開発活動の具体的な取り組みは以下のとおりであります。１．農村漁村エネルギーマネジメントシステムに関する研究２．スマート農業による中山間地域の活性化に関する研究（遠隔操作による獣害対策）なお、当連結会計年度において、情報処理事業、不動産賃貸・管理事業に関する研究開発の実績はございません。
設備投資等の概要	１ 【設備投資等の概要】(1) 提出会社当連結会計年度における提出会社の重要な設備投資はありません。 (2) 国内子会社当連結会計年度における国内子会社の重要な設備投資はありません。 
主要な設備の状況	２ 【主要な設備の状況】当社グループにおける主要な設備は、次のとおりであります。(1) 提出会社2023年11月30日現在事業所名(所在地)セグメントの名称設備の内容帳簿価額(千円)従業員数(人)建物及び構築物土地(面積㎡)リース資産その他合計本社(東京都渋谷区)建設コンサルタント事業本社事業所2,626―56,38926,28985,30512[7]本社住宅用マンション他(東京都渋谷区)建設コンサルタント事業賃貸マンション36,65495,361(117.43)――132,016―[―]国際事業部(東京都渋谷区)建設コンサルタント事業事業所――――――[―]東京支社(東京都渋谷区他)449――3,1963,64677[92]東北支社(仙台市青葉区他)650――1,1791,83035[21]九州支社(福岡市中央区他)0――47547534[74]保養所(山梨県南都留郡山中湖村)建設コンサルタント事業保養所5,300―――5,300―[―] 　 (2) 国内子会社2023年11月30日現在会社名事業所名(所在地)セグメントの名称設備の内容帳簿価額(千円)従業員数(人)建物及び構築物土地(面積㎡)リース資産その他合計㈱ケーイーシー商事本社ビル(東京都渋谷区)不動産賃貸・管理事業貸ビル38,055――038,055―[1]福岡賃貸事務所(糟屋郡志免町)貸事務所20,511391,623(1,020.22)――412,135―[―]賃貸住宅(東京都世田谷区)賃貸マンション10,42239,450(65.75)――49,872―[―]㈱ケーイーシー・インターナショナル本社事業所(東京都渋谷区)建設コンサルタント事業事業所―――006[―]保養所(千葉県市原市)保養所――――――[―]㈱ケー・デー・シー本社事業所(東京都港区)情報処理事業事業所1,941―8,33137,95648,22848[474]福岡支店(福岡市中央区)事業所459――304902[223] (注) １　帳簿価額のうち「その他」は、工具、器具及び備品、及びソフトウエア等であります。２　従業員数の[　]は、臨時従業員数を外書きしています。３　本社ビル及び福岡賃貸事務所は、㈱ケーイーシー商事が提出会社に賃貸しているものであります。 
株式の総数	① 【株式の総数】 種類発行可能株式総数(株)普通株式2,000,000計2,000,000  
発行済株式、株式の総数等	② 【発行済株式】 種類事業年度末現在発行数(株)(2023年11月30日)提出日現在発行数(株)(2024年２月28日)上場金融商品取引所名又は登録認可金融商品取引業協会名内容普通株式586,100586,100東京証券取引所スタンダード市場単元株式数　　100株計586,100586,100――  
