項目	値
事業の内容	３【事業の内容】　当社グループは、生鮮青果流通業界を構成する事業者に対して、関連するシステム、業務受託サービス、青果売場構築支援サービス等を提供しております。また、国産農産物、有機農産物の仕入販売を行っております。　当社グループの主な事業内容は以下のとおりであります。 (1）オペレーション支援事業　野菜や果物といった生鮮食品は、一定の規格のある工業製品と異なり、産地や気候、その年の出来・不出来等によって、色、サイズ、品質等がまちまちであり、商品に全国共通の商品コードをつけること（システム化）が難しい分野です。そのため、生産地から量販店に並ぶまでの商品の流れ（物の流れ・商取引の流れ）の情報をデータベース化し、集中的に管理することが困難であり、流通過程においてさまざまなロスとコストが発生していました。　当社は、生鮮食品という特殊な商品、商習慣による複雑な生鮮流通をＩＴによりデータベース化・ネットワーク化すること、徹底的にロスを省いたシンプルな構造にすることを考え、生鮮流通に関わる経験・知識を用いて、生鮮青果物流通業界を構成する事業者向けに「イーサポートリンクシステム」及び「生鮮ＭＤシステム」を開発いたしました。　イーサポートリンクシステムは、生産者・加工業者・中間流通業者・運送業者がそれぞれ用途に応じて利用できる生鮮流通システムです。当該システム利用企業間における事務処理をシステム化し、重複業務の統合化、債権債務の明確化、情報の共有化を図ることを目的に開発されております。従って、当該システムを利用することで、サプライチェーン上流（生産者・出荷団体）の計画・予定情報を下流（加工業者・中間流通業者・運送業者）側でも共有することができるため、段取り、準備作業の効率化にも繋がります。　生鮮ＭＤシステムは、小売・量販店とその取引先との取引において、商品調達における一連の業務をサポートし、農産、水産、畜産、花卉や日配品など、幅広い商品に対応できるシステムです。仕入計画を重視し、産地直取引、市場取引に対応する機能を持ち、生鮮型商品から日配型商品までのオペレーションが可能ということが特徴です。　また、生鮮青果物流通業界を構成する事業者に対して、上記システムの利用をベースに業務代行サービスも提供しております。当該サービスは、生鮮青果物流通における商取引上の中間工程に必要な作業を幅広く（営業行為、商品調達行為を除く）カバーしております。具体的には、下記のサービスを365日、年間を通して提供しております。なお、当社は東京（本社）・札幌・神戸に当該サービスの拠点を設置し、全国的に展開しております。 受託業務メニューサービス内容受注代行量販店からの発注をＥＤＩ（※１）等で受信し、受注処理を行っております。計上代行売上・仕入計上後に発生した値引き等の修正を行っております。売掛管理代行請求書の発行、発送及び当該請求書と入金額の照合を行っております。出荷付随代行商品を出荷する際に添付する「納品書」及び「納品個数表」等の発行を行っております。需給調整代行中間流通業者である販売者が作成した販売計画と、荷主の商品在庫数を照合し、商品の過不足を予測した上で商品の在庫荷廻しを行っております。また、商品の在庫状況と販売計画を基に調整した数量を出荷拠点・加工拠点へ移動する指示も行っております。手配代行受注処理により確定した受注情報及び販売計画情報と在庫情報を基に各作業者に対し、加工、出荷、配送の指示を行っております。買掛管理代行請求書と仕入情報との照合及び支払い明細書を発行しております。入力代行売上入力作業等を行っております。（※１）ＥＤＩ：Electronic Data Interchange　電子データ交換。企業間の受発注等の商取引をデジタル化し、ネットワークを通じてやりとりする仕組みのこと。　また、新たな価値創造として、「es-Marché（エスマルシェ）」、「青果売場構築支援事業」を展開しております。　es-Marchéは、小売量販店と近隣の生産者とのコミュニケーション、地場商品の直接取引をサポートするシステムです。生産者の口座管理やインストアコードの体系管理、売上実績管理がシステム化されるため、小売量販店の作業を簡素化し、事務負担を軽減することが可能です。　青果売場構築支援事業は、ドラッグストアに対して青果売場を新たに構築する支援サービスを展開しております。店舗内に売場を設け、売場の運営管理を行い、消費者のワンストップショッピングが可能な環境を提供することで、消費者に対しては利便性向上、生産者に対しては販路拡大、店舗に対しては魅力的な店舗づくりを実現します。 (2）農業支援事業　りんごの仕入販売、国産農産物の仕入販売を行っております。また、子会社の株式会社シェアガーデンホールディングスを通じ、その子会社である株式会社オーガニックパートナーズにて、有機農産物等の仕入販売を行っております。 　事業の系統図は以下のとおりであります。 (1）オペレーション支援事業 (2）農業支援事業  
経営方針、経営環境及び対処すべき課題等	１【経営方針、経営環境及び対処すべき課題等】　当社グループの経営方針、経営環境及び対処すべき課題等は、以下のとおりであります。　なお、文中の将来に関する事項は、有価証券報告書提出日（2024年２月28日）現在において判断したものであります。（１）会社の経営の基本方針　当社グループは、「全ては生産者と生活者のために」を経営理念に掲げ、「食の流通情報を活用し、生産者の暮らしを支え、生活者の食生活に貢献する」企業グループを目指し、事業を展開しております。 （２）目標とする経営指標　当社グループは、顧客ニーズへの柔軟な対応と、サービスレベル・生産性の向上を追求することで、企業価値を向上させることを重要な経営戦略として掲げており、それを計る尺度として、売上高、営業利益及び営業利益率を重要な経営指標と位置付けております。また今後の成長に向けた新規サービスの開発投資が重要との認識からEBITDA（＝営業利益＋減価償却費）も経営指標として重要視しております。 （３） 中長期的な会社の経営戦略　当社グループは、システムと業務受託で青果物流通に関わる全てのプレイヤーを支援し、圧倒的な優位性を持つオペレーション会社になることを目指しております。 （４）経営環境　当社グループの主たる事業領域である生鮮流通を取り巻く環境は、消費低迷・人口減少・食料安全保障の危機などの影響を受けており、業界の構造的な課題からＤＸ（デジタルトランスフォーメーション）領域の取組みが活発となっています。小売業においては、光熱費や人件費等、店舗運営コストの上昇に対して、キャッシュレス決済などによるデジタル化・効率化を推進する一方、コロナ禍以降、生活様式の変化に伴う生活者ニーズの多様化によりＥＣ（Electronic Commerce:電子商取引）や配送などのサービス向上を模索しながら合理化と顧客満足度の両立を追求しています。また、農業生産者においては高齢化や担い手に課題を抱え、近年物流業界では働き方改革や物流機能の効率化などにおいて問題が顕著であり、改善のニーズが高まっています。 （５）対処すべき課題　当社グループは、食品ロスや環境問題、地域内循環やサプライチェーン短縮化などの社会的貢献及び生活者の行動様式の変化に対応するため、環境問題に対応した商品調達力強化、物流機能の効率化、ＡＩ等の先進技術の活用といった構造的課題への対応スピードを上げ、その中で当社グループの経験やノウハウを活かし各業界のプレイヤーとの取組みによりサービス化に努めております。　また、既存事業については、引き続き、ローコストオペレーションを徹底し、さらなる生産性向上に努めてまいります。また、業務受託や保有するシステムについて、新規顧客を開拓し、売上拡大を図ってまいります。  
事業等のリスク	３【事業等のリスク】　有価証券報告書に記載した事業の状況、経理の状況等に関する事項のうち、投資者の判断に重要な影響を及ぼす可能性のある事項には、以下のようなものがあります。なお、文中の将来に関する事項は、有価証券報告書提出日（2024年２月28日）現在において当社グループが判断したものです。（1）特定の取引先への依存について　当社は、輸入青果物の市場外流通に関わる事業者とともにサプライチェーンを構築し、関係する事業者に対し、基幹情報システムと業務受託サービスを提供しております。また、大手小売量販店とその取引先に対しては、商品調達をサポートするシステムを提供しております。これら提供サービスの課金体系は、情報システムを利用したデータ量に応じた課金、業務受託サービスについては業務処理量に応じた課金であり、顧客の利用状況に合わせた従量制となっております。　これらの企業向けサービスの売上構成比率は相対的に高く、今後とも取引の維持、拡大を図ってまいりますが、経営環境の変化に伴う各社の業績などにより、当社システム利用の見直しや、当社に委託している事務業務を内製化する等の方針変更の可能性等により、当社のシステム利用データ量、業務処理量が減少した場合には、経営成績に影響を及ぼす可能性があります。 （2）取引先情報の管理について　当社グループは、情報サービス企業として、青果物サプライチェーンに対応した「イーサポートリンクシステム」、小売量販店のデマンドチェーンに対応した「生鮮ＭＤシステム」、小売量販店と近隣の生産者の取引をサポートする「es-Marché」など、複数のシステムによりサービスを提供し、顧客の生産・販売数量や仕入・販売価格などの重要な情報、また農産物生産者の個人情報等をシステムにより管理しております。また、システム開発や運用業務の一部について、外部委託をしております。　システム障害や情報漏洩など万一の場合に備えて、コンピュータセキュリティの強化、保守体制の構築、「ISO/IEC27001：2022」「ISO/IEC20000-1：2018」認証取得によるシステム運用・管理ルールの徹底、外注先への秘密保持契約の締結と監督など、複数の対策を実施しております。しかしながら、災害によるソフトウエアやネットワーク、コンピュータ機器等が被災した場合のシステム障害の発生や内部情報の消失、当社の想定を超えた不正アクセスや予測不能のコンピュータウイルス感染などによる情報漏洩、データの改ざんなどの被害を受ける可能性があります。このような事態が発生した場合、当社の社会的信用や経営成績に影響を及ぼす可能性があります。 （3）新規事業への取り組みについて　当社グループは、事業の拡大と収益基盤の強化を図るため、新規事業への展開を積極的に進めております。しかしながら、業界動向、市場動向及び法的規制等の事業環境の変化により、新規事業が当初予定していた計画を達成できず、投資に見合うだけの十分な収益を計上できない場合、当社グループの経営成績及び財政状態に影響を与える可能性があります。 （4）生鮮青果物の流通量及び価格変動について　当社グループの提供するシステム及び業務受託サービスは、生鮮青果物の生産者から中間流通業者、小売業者まで、青果物業界の川上から川下までの事業者等を主な対象としております。また、小売店等に農産物等を販売する事業も行っております。　生鮮青果物は、生産量や品質が天候に左右されるという特徴があり、当社サービスは、顧客がシステムを利用するデータ量や業務受託量による従量課金制を主に採用しているため、天候不順や自然災害で青果物の生産量が著しく減少し、取り扱い業務量が減少した場合や、相場により農産物の仕入価格の高騰や販売価格が下落した場合には、経営成績に影響を及ぼす可能性があります。また、輸入青果物においては、生産国の情勢や為替相場の影響などにより、日本への輸入量が減少した場合には、経営成績に影響を及ぼす可能性があります。 （5）人材の確保と育成について　当社グループが提供するサービスは、人材の確保と教育体制の充実による継続的な人材育成が必要不可欠であると認識しております。適切な人員の確保や育成が不十分な場合、事業拡大など会社の成長に影響を与える可能性があります。また、人材の確保・育成が順調に進んだとしても、その人材が外部流出することにより、人的戦力の低下、ノウハウの流出、知的財産、その他の機密情報も流出する可能性があります。　当社グループでは人材の流出を防止するための施策として、透明性の高い人事考課の徹底、従業員持ち株会制度を導入しています。さらに、社内規則として機密保持について規定し、周知徹底を図るとともに、退職時には機密保持に関する念書を徴収しておりますが、これらの対応が将来においても効果的に機能する保証はなく、今後、人材の流出が進んだ場合、当社グループの事業活動に影響を及ぼす可能性があります。 （6）知的財産権及び訴訟の可能性について　当社グループの情報システムやビジネスモデルについて、特許権や実用新案権の対象となる可能性があるものについて、権利保護を目的として各種申請を行っており、今後も適切な措置を講じていきます。当社グループの知的財産権等が第三者から侵害された場合、知的財産権保全のために訴訟を提起しなければならないこととなり、多額の訴訟費用が発生する可能性があります。　また、ソフトウエア等に関する技術革新の急速な進展等により、当社の開発した情報システムが第三者の知的財産に抵触する可能性を的確に想定、判断できない可能性があります。第三者により知的財産権等の侵害を主張され、損害賠償や使用差し止めの訴えなどにより、当社グループの事業及び経営成績に影響を及ぼす可能性があります。　さらに、当社グループの提供しているシステムの障害や重大な人為的ミス等により、顧客に損害を与える可能性があり、顧客から訴訟を提起された場合にも、当社グループの事業及び経営成績に影響を及ぼす可能性があります。 （7）自然災害等の影響について　当社グループは、南海トラフ巨大地震や首都圏直下地震などの大規模な地震をはじめとする災害や新型インフルエンザなどの感染症の発生などを想定し、必要とされる安全対策や事業継続・早期復旧のための対策について、事業継続計画（ＢＣＰ）を策定しております。しかし、災害や感染症などが発生した場合のリスク全てを回避することは困難であり、また、昨今の気候変動などに伴う災害の大規模化により、想定していない規模での発生も考えられるため、その場合は、事業活動の縮小など、当社グループの経営成績及び財務状況に影響を及ぼす可能性があります。 （8）固定資産の減損について　当社グループが保有する固定資産について、経営環境の著しい悪化により、事業の収益性が低下した場合や、市場価格が著しく下落した場合などには、固定資産の減損会計の適用による減損損失が発生し、当社グループの業績に影響を及ぼす可能性があります。  
経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析	４【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】(1）経営成績等の状況の概要　当連結会計年度における当社グループの財政状態、経営成績及びキャッシュ・フロー（以下、「経営成績等」という。）の状況の概要は次のとおりです。 ①経営成績の状況　当連結会計年度における我が国経済は、新型コロナウイルス感染症に対する制限の緩和により、雇用・所得環境の改善と経済活動の正常化が進み、景気は緩やかに回復しております。一方、世界的な金融引締めに伴う影響や中国経済の先行き懸念など、海外景気の下振れが国内景気を下押しするリスクとなっており、物価上昇や中東地域をめぐる情勢、金融資本市場の変動等に十分注意する必要があります。　当社グループが主に事業を展開する生鮮流通業界においては、人口減少等の社会構造の変化、生産性向上など構造的課題への対応からＤＸ（デジタルトランスフォーメーション）の取り組みを中心に投資意欲が強く、事業環境は大きく変化してきています。スーパーマーケットを中心とした小売量販店においては、光熱費や資材価格の上昇をはじめとするあらゆるコストの上昇に対し、キャッシュレス決済やセルフレジの導入、商品の自動発注などデジタル化・効率化を推進する一方、移動スーパーや宅配など新たな店舗運営形態の取り組みを模索しながら合理化と顧客満足度の両立を追求しています。また、輸入青果物のオペレーションにおいては、円安と資源高の同時進行や物流の混乱により産地における関連事業者や輸入商社等の収益環境の悪化が懸念されます。国内の農業・生産サイドにおいては、生産者の高齢化や後継者問題、気候変動による主要産地からの農産物の供給の不安定化など課題を抱えています。　また、当社が従来主力とする輸入青果物のオペレーションにおいては、円安と資源高の同時進行や物流の混乱により産地における関連事業者や輸入商社等の収益環境の悪化が懸念されます。また、国内の農業・生産サイドにおいては、生産者の高齢化や後継者問題、気候変動による主要産地からの農産物の供給の不安定化など課題を抱えています。　このような環境にあって当社グループは、既存事業の収益基盤を強化するとともに、生鮮流通における「小商圏」「地域活性化」を軸にしたビジネスの確立と展開を進めてまいりました。既存事業においては、主要顧客との契約の更改や提供システムの利用料金の改定を行い、安定収益の確保・強化に取り組みました。一方で人材不足による各種計画の遅れや、昨今の異常気象による青果物の生育不良、それによる市場流通量の減少、調達量の不足の影響があり、減収減益となりました。　以上の結果、売上高につきましては、45億63百万円（前連結会計年度比5.9％減）、営業利益は82百万円（同61.6％減）、経常利益は76百万円（同65％減）、親会社株主に帰属する当期純利益は46百万円（同69.8％減）となりました。　セグメント別の業績は、次のとおりであります。 　ⅰ）オペレーション支援事業　「輸入青果物サプライチェーン事業」については、主要顧客との長期契約を更改し、安定的な収益基盤を確保するとともに、新規業務受託を獲得し、収益力の向上に努めてまいりました。大手チェーンストア向けの「生鮮ＭＤシステム事業」については、大手量販店グループ企業、子会社等への導入を推進するとともに、機能の追加開発や改修によりユーザー利便性を高めることで、課金対象となるトランザクション量は堅調に推移しました。また、昨今の物価高、人件費の上昇等に対し、システム利用料金への価格転嫁を実施し、収益力の改善に努めてまいりました。「青果売場構築支援事業」については、青果卸のパートナー企業との調整や、ドラッグストア店舗内の売場面積の確保に難航したことから、売上高の伸び悩みが見られましたが、業務の標準化など運営の効率化を行い、収益力の向上に努めております。　以上の結果、売上高31億27百万円（前連結会計年度比3.4％減）、営業利益10億65百万円（同12.6％減）となりました。 ⅱ）農業支援事業　「りんご・国産青果物販売事業」については、令和４年度産のりんごの販売が、天候不順などの影響により集荷数量の確保が困難のため、高単価販売と販売先の集中によって事業の伸長を目指しましたが、売上高は、前年を下回る結果となりました。慣行栽培品を中心としたその他の国産青果物は、新規取り扱い商材のビジネススキームを見直し、調達の安定化を図りましたが、一時的な取引の縮小もあり、売上高は減少しました。また、「有機農産物販売事業」については、輸入有機商材の売上高が伸長していたものの、天候不順の影響により国産商材の調達が進まず、事業全体としては売上高が減少しました。　以上の結果、売上高14億35百万円（前連結会計年度比11.0％減）、営業損失１億８百万円（前連結会計年度は営業損失１億27百万円）となりました。  ②財政状態の状況（資産の部）　　当連結会計年度末における資産の残高は、前連結会計年度末と比べて78百万円増加し、55億68百万円（前連結会計年度末比1.4％増）となりました。内訳としては、流動資産が42億92百万円（同3.4％減）、固定資産が12億76百万円（同21.8％増）となりました。　　流動資産の主な減少要因は、現金及び預金が３億92百万円減少したことによるものです。　　固定資産の主な増加要因は、ソフトウエア仮勘定が２億52百万円増加したことによるものです。（負債の部）　　当連結会計年度末における負債の残高は、前連結会計年度末と比べて45百万円増加し、21億64百万円（同2.2％増）となりました。内訳としては、流動負債が13億33百万円（同34.3％増）、固定負債が８億31百万円（同26.2％減）となりました。　　流動負債の主な増加要因は、買掛金が２億75百万円増加したことによるものです。　　固定負債の主な減少要因は、長期借入金が２億99百万円減少したことによるものです。（純資産の部）　　当連結会計年度末における純資産の残高は、前連結会計年度末と比べて33百万円増加し、34億４百万円（同1.0％増）となりました。　　この結果、自己資本比率は61.1％となりました。　　その主な増加要因は、利益剰余金について親会社株主に帰属する当期純利益を46百万円計上したことによるものです。 ③キャッシュ・フローの状況　当連結会計年度における現金及び現金同等物（以下「資金」という。）は、税金等調整前当期純利益の計上、減価償却費の計上等がありましたが、長期借入金の返済による支出、無形固定資産の取得による支出等により、前連結会計年度末に比して３億92百万円減少し、30億２百万円となりました。　当連結会計年度における各キャッシュ・フローの状況とそれらの要因は次のとおりであります。　（営業活動によるキャッシュ・フロー）　営業活動の結果得られた資金は２億46百万円（前年同期は５億４百万円の支出）となりました。これは主に税金等調整前当期純利益を73百万円、減価償却費を１億８百万円計上したこと等によるものであります。　（投資活動によるキャッシュ・フロー）　投資活動の結果使用した資金は２億90百万円（前年同期は１億71百万円の支出）となりました。これは主に無形固定資産の取得による支出２億73百万円等によるものであります。　（財務活動によるキャッシュ・フロー）　財務活動の結果使用した資金は３億48百万円（前年同期は２億70百万円の支出）となりました。これは主に長期借入金の返済による支出３億20百万円等によるものであります。 ④生産、受注及び販売の実績(a)生産実績　当連結会計年度における生産実績をセグメントごとに示すと、次のとおりであります。セグメントの名称当連結会計年度（自 2022年12月１日至 2023年11月30日）前年同期比（％）農業支援事業（千円）308,27163.9　（注）金額は販売価格により算出したものであります。 (b)製品仕入実績　当連結会計年度における製品仕入実績をセグメントごとに示すと、次のとおりであります。セグメントの名称当連結会計年度（自 2022年12月１日至 2023年11月30日）前年同期比（％）農業支援事業（千円）445,74397.8 (c)商品仕入実績　当連結会計年度における商品仕入実績をセグメントごとに示すと、次のとおりであります。セグメントの名称当連結会計年度（自 2022年12月１日至 2023年11月30日）前年同期比（％）農業支援事業（千円）556,762106.9 (d)受注実績　当連結会計年度における受注実績をセグメントごとに示すと、次のとおりであります。セグメントの名称受注高（千円）前年同期比（％）受注残高（千円）前年同期比（％）オペレーション支援事業40,760460.818,990376.0 (e)販売実績　当連結会計年度における販売実績をセグメントごとに示すと、次のとおりであります。セグメントの名称当連結会計年度（自 2022年12月１日至 2023年11月30日）前年同期比（％）金額（千円）オペレーション支援事業3,127,92896.6農業支援事業1,435,65189.0合計4,563,57994.1　（注）１. セグメント間の取引については相殺消去をしております。　　　　２. 最近２連結会計年度の主な相手先別の販売実績及び当該販売実績の総販売実績に対する割合は次のとおりであります。相手先前連結会計年度（自 2021年12月１日至 2022年11月30日）当連結会計年度（自 2022年12月１日至 2023年11月30日）金額（千円）割合（％）金額（千円）割合（％）㈱ファーマインド807,13716.6803,29717.6㈱スミフルジャパン448,4839.2489,34010.7 (2）経営者の視点による経営成績等の状況に関する分析・検討内容経営者の視点による当社グループの経営成績等の状況に関する認識及び分析・検討内容は次のとおりであります。なお、文中の将来に関する事項は、有価証券報告書提出日（2024年２月28日）現在において判断したものであります。 ①重要な会計方針及び見積り　当社グループの連結財務諸表は、我が国において一般に公正妥当と認められている会計基準に基づき作成されております。この連結財務諸表の作成にあたりましては、資産・負債の評価及び収益・費用の認識について重要な会計方針に基づき見積り及び仮定による判断を行っており、経営者はこれらの見積り及び仮定に関して継続して評価を行っております。しかし、見積りには特有の不確実性があるため、実際の結果につきましては見積りと異なる可能性があります。　なお、当社グループの連結財務諸表で採用する重要な会計方針は、「第５ 経理の状況 １ 連結財務諸表等（１）連結財務諸表　注記事項（連結財務諸表作成のための基本となる重要な事項）」に記載しております。　また、連結財務諸表の作成に当たって用いた会計上の見積り及び当該見積りに用いた仮定のうち、重要なものについては、「第５ 経理の状況 １ 連結財務諸表等（１）連結財務諸表　注記事項　（重要な会計上の見積り）」に記載のとおりであります。 ②当連結会計年度の経営成績等の状況に関する認識及び分析・検討内容(a)財政状態「第２　事業の状況　４　経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析　（１）経営成績等の状況の概要　②　財政状態の状況」に記載のとおりであります。  (b)経営成績当連結会計年度における業績の概要は次のとおりであります。（売上高）　当連結会計年度における売上高は45億63百万円（前連結会計年度比5.9％減）となりました。その主な内訳は、オペレーション支援事業売上高31億27百万円（同3.4％減）、農業支援事業売上高14億35百万円（同11.0％減）であります。主な増減要因は、オペレーション支援事業では、生鮮青果物サプライチェーン向けに提供する「イーサポートリンクシステム」及び業務受託サービスにおける一部顧客の契約の見直しを実施したこと、「生鮮ＭＤシステム」については、大手チェーンストアのグループ企業、子会社等への導入が拡大し、トランザクション量が増加したこと、農業支援事業では、天候不順の影響により、商材の調達・確保が十分に出来ず、販売量が減少したことによるものであります。（売上原価）　売上原価は、28億56百万円（同5.7％減）となりました。主な内訳は、労務費として６億72百万円、保守管理費が５億63百万円であります。これらにより、売上総利益は17億６百万円（同6.4％減）となりました。（販売費及び一般管理費）　販売費及び一般管理費は、16億24百万円（同1.0％増）となりました。主な内訳は、人件費として８億48百万円、保守管理費が１億78百万円であります。これらにより、営業利益は82百万円（同61.6％減）となりました。（営業外損益）　営業外収益は、15百万円となりました。主な内訳は、受取利息２百万円、受取配当金12百万円、であります。営業外費用は、21百万円となりました。主な内訳は、貸倒引当金繰入額10百万円であります。これらにより、経常利益は76百万円（同65.0％減）となりました。（特別損益）　特別損失は、2百万円となりました。主な内訳は、減損損失2百万円、であります。（税金費用）　税金費用は、26百万円となりました。主な内訳は、法人税、住民税及び事業税として16百万円、法人税等調整額９百万円計上したことによるものです。これらにより、親会社株主に帰属する当期純利益は46百万円（同69.8％減）となりました。 ③経営成績に重要な影響を与える要因について　当社グループの経営成績に影響を与える要因については、「第２　事業の状況　３　事業等のリスク」に記載のとおりであります。 ④資本の財源及び資金の流動性についての分析　当連結会計年度のキャッシュ・フローの状況につきましては、「第２　事業の状況　４　経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析　（１）経営成績等の状況の概要　③　キャッシュ・フローの状況」に記載のとおりであります。　当社グループは、運転資金及び設備資金につきましては、内部資金又は借入により資金調達することとしております。このうち、借入による資金調達に関しましては、運転資金については短期借入金で、設備資金などの長期資金は、長期借入金で調達しております。
経営上の重要な契約等	５【経営上の重要な契約等】(1）システム使用許諾契約　当社は、下記取引先との間で、「イーサポートリンクシステム」の利用に関する契約を締結しております。相手方契約内容期間株式会社ファーマインド当社はイーサポートリンクシステムに関する使用許諾を行い、その対価として相手方よりシステム使用料の支払いを受けます。2023年８月１日から2028年７月31日まで。以後３年ごとの自動更新により継続 (2) 業務委託契約　当社は、下記取引先との間で、青果物販売及び管理に係る業務の委託に関する契約を締結しております。相手方契約内容期間株式会社ファーマインド当社は青果物販売及び管理に係る業務の委託を受け、その対価として相手方より業務受託料の支払いを受けます。2023年８月１日から2028年７月31日まで。以後３年ごとの自動更新により継続（注）株式会社ファーマインドとのシステム使用許諾契約及び業務委託契約は2023年７月31日にて契約期間が終　　　了しており、契約内容を変更し、2023年７月31日付で上記の契約をそれぞれ締結しております。
研究開発活動	６【研究開発活動】　当社グループの当連結会計年度におけるグループ全体の研究開発活動に伴う研究開発費は590千円であります。各セグメントの研究開発状況につきましては、以下のとおりであります。 農業支援事業  バナナ農園における病害感染の早期判断を行うための開発を行っております。 
設備投資等の概要	１【設備投資等の概要】　当連結会計年度における設備投資の総額は、351百万円（無形固定資産を含む。）であります。主にオペレーション支援事業におけるイーサポートリンクシステムＶｅｒ．２、生鮮ＭＤシステム及びes-Marchéシステムなどに投資をいたしました。
主要な設備の状況	２【主要な設備の状況】(1）提出会社当社は、本社事務所の他、国内に２ヶ所の事業所及び１ヶ所のセンターを設けております。以上のうち、主要な設備は以下のとおりであります。2023年11月30日現在 事業所名（所在地）セグメントの名称設備の内容帳簿価額（千円）従業員数（名）建物及び構築物ソフトウエア及びソフトウエア仮勘定工具、器具及び備品土地(面積㎡)リース資産建設仮勘定合計本社事務所（東京都豊島区）オペレーション支援事業、農業支援事業及び全社サーバー、保守業務施設及び事務所12,008518,08923,945－4,2825,179563,505108(28)国内事業所等（神戸市中央区他１ヶ所） オペレーション支援事業 業務施設－－470－4,055－4,52627(37)弘前センター(青森県弘前市) 農業支援事業 業務施設－－－118,003(13,570.52)－－118,0036(17)　（注）１.　本社事務所及び国内事業所等設備は賃借によっており、年間賃借料はそれぞれ88,772千円及び20,269千円であります。２.　従業員数の（　）は、臨時従業員数の年間の平均人員を外書しております。３.　リース契約による主要な賃借設備は、重要性が乏しいため記載しておりません。 (2）国内子会社連結子会社においては、記載すべき主要な設備はありません。   
株式の総数	①【株式の総数】種類発行可能株式総数（株）普通株式10,700,000計10,700,000
発行済株式、株式の総数等	②【発行済株式】種類事業年度末現在発行数（株）（2023年11月30日）提出日現在発行数（株）（2024年２月28日）上場金融商品取引所名又は登録認可金融商品取引業協会名内容普通株式4,424,8004,424,800東京証券取引所スタンダード市場単元株式数100株計4,424,8004,424,800－－
