項目	値
事業の内容	 ３ 【事業の内容】当社グループは、当社及び連結子会社25社並びに持分法適用関連会社６社の合計32社により構成されており、音楽事業、アニメ・映像事業、デジタル事業及び海外事業を主として営んでおります。各事業における主な事業内容、主要な連結子会社及び当該事業における位置付けは、以下のとおりであります。なお、以下に示す事業区分は、セグメントと同一の区分であります。また、当連結会計年度より、報告セグメントの区分を変更しております。詳細については、「第５　経理の状況　１　連結財務諸表等　(1) 連結財務諸表　注記事項  (セグメント情報等)」をご参照ください。なお、当社は特定上場会社等に該当し、インサイダー取引規制の重要事実の軽微基準のうち、上場会社の規模との対比で定められる数値基準については連結ベースの計数に基づいて判断することとなります。 事業区分主な事業内容主要な連結子会社音楽事業音楽コンテンツの企画・制作・販売、音楽配信、音楽出版、アーティスト・タレント・クリエイターのマネジメント、マーチャンダイジング、コンサート・イベントの企画・制作・運営・チケット販売及びECサイトの企画・開発・運営エイベックス・エンタテインメント㈱エイベックス・マネジメント㈱エイベックス・ミュージック・パブリッシング㈱エイベックス・クリエイター・エージェンシー㈱エイベックス・クリエイティヴ・ファクトリー㈱エイベックス・AY・ファクトリー(同)㈱LIVESTARエイベックス・クラシックス・インターナショナル㈱エイベックス・アスナロ・カンパニー㈱バーチャル・エイベックス㈱アニメ・映像事業アニメ・映像コンテンツの企画・制作・販売及び映画配給エイベックス・ピクチャーズ㈱㈱アニメタイムズ社FLAGSHIP LINE㈱㈱ａＮＣＨＯＲデジタル事業ファンクラブ運営及びデジタルコンテンツの企画・制作・販売・配信エイベックス・デジタル㈱エイベックス・テクノロジーズ㈱㈱fuzz㈱RiBLA海外事業エンタテインメントコンテンツの企画・制作・流通Avex Asia Pte.Ltd.Avex China Inc.Avex Hong Kong Ltd.Avex USA Inc. Avex Taiwan Inc. その他音声合成コンテンツの企画・制作・開発・流通コエステ㈱   また、当社グループの事業系統図は、以下のとおりであります。 
経営方針、経営環境及び対処すべき課題等	１ 【経営方針、経営環境及び対処すべき課題等】文中の将来に関する事項は、当連結会計年度末現在において、当社グループ(当社及び連結子会社)が判断したものであります。(1) 会社の経営の基本方針　当社グループは、タグラインに「Really! Mad+Pure」を掲げており、常識にとらわれない発想で新たなチャレンジを続けるとともに、2022年５月12日に公表いたしました中期経営計画「avex vision 2027」にて企業理念「エンタテインメントの可能性に挑みつづける。人が持つ無限のクリエイティビティを信じ、多様な才能とともに世界に感動を届ける。そして、豊かな未来を創造する。」を新たに掲げ、その実現を目指してまいります。(2) 目標とする経営指標　当社グループは、経営数値目標として、2025年３月期において営業利益60億円・ROE７％、2027年３月期において営業利益150億円・ROE15％を掲げ、その達成に向けて努めてまいります。(3) 中長期的な会社の経営戦略　当社グループは、多様な地域・多様な分野で“愛される”IP(知的財産権)の発掘・育成を重点戦略として、音楽、アニメ・映像、デジタルを中心とした各事業領域での事業強化を図るとともに、事業間シナジーを促進するための全社最適を徹底し、IPの発掘・育成、多くの手段を用いたマネタイズに積極的に取り組むことで、事業拡大と企業価値向上を実現してまいります。(4) 会社の対処すべき課題当社グループは、今後も更なる業績の向上と持続的な企業価値創出のために、企業理念「エンタテインメントの可能性に挑み続ける。」の下、今後の経済活動の拡大や事業環境の変化を捉え、更なる業績の向上と持続的な企業価値向上のために、以下の７項目を重点課題として取り組んでまいります。 ①  ヒットコンテンツの創出当社グループは、コンテンツホルダーとしてヒットコンテンツを創出することが最大の命題であると認識しております。アーティスト・タレント・クリエイター等の発掘・育成・マネジメントの一貫した体制を構築するとともに、時代や技術の進歩とともに多様化するクリエイティヴのトレンドを捉え、グローバルな展開を視野に入れて新たなIPの創出に向けた成長投資を継続し、連続性のあるヒットコンテンツの創出を実現してまいります。②　デジタル・ネットワークの構築による収益の最大化当社グループは、テクノロジーの進化に伴い事業環境の変化が進む中、強みとするエンタテインメントにおける360度ビジネスを、よりユーザーフレンドリーに展開することが重要であると認識しております。ファンクラブ・音楽ストリーミング等といったデジタルサービスを通じたお客様への価値提供の機会を拡大するとともに、ECサイト、チケット販売ソリューションの更なる充実により、お客様の生活環境の変化に適応し、満足度向上・収益の最大化を目指してまいります。③　グローバル展開の促進当社グループは、更なる市場機会の獲得のために、日本のみならず海外においてもビジネスの可能性を追求することが重要であると認識しております。海外の有望な企業との連携により、アーティスト・タレント・クリエイター、音楽・映像コンテンツに加え、ライヴ・イベント等の多様なIPをアジア・中東をはじめ世界中のエンタテインメント市場に積極的に展開するとともに、アメリカに設立した音楽スタジオを拠点に、有望な海外のクリエイター陣がグローバル基準の楽曲制作に取り組むことで、世界的に支持されるIPを創造することを目指してまいります。④　人材育成の強化当社グループは、事業環境の変化と業容拡大に対応し更なる成長を実現するために、人材育成の強化が必要であると認識しております。年齢・性別・国籍等に関係なく、人材の多様性を尊重し、活力ある人材を積極登用すること、テレワーク・フリーアドレス・フレックスを組み合わせたスマートワークの推進、新たな契約形態や報酬制度の導入等により、従業員一人ひとりが意欲と活力を持って働く企業を目指してまいります。⑤　企業風土の醸成当社グループは、企業理念「エンタテインメントの可能性に挑みつづける。」や、タグライン「Really! Mad+Pure」の下、経営陣と従業員が同じ価値観を共有すべく、社内コミュニケーションを強化するとともに、コンプライアンスポリシーを経営陣、従業員及び契約アーティスト・タレント・クリエイターにとっての全ての行動・判断の基準と捉え事業活動を行うことで、お客様への提供価値の向上に努めてまいります。⑥　ガバナンス体制の強化当社グループの機関設計は、監査等委員会設置会社としております。これにより、監督機能と業務執行を分離することで、的確な経営の意思決定、迅速かつ適正な業務執行及び充分なモニタリングが機能する経営体制を構築し、あわせて企業倫理の維持・向上を図っていくことをコーポレート・ガバナンスの基本的な考え方としております。今後も当社グループを取り巻く環境の変化に応じながら業績の向上に努めるとともに、コーポレート・ガバナンスの更なる強化を図ってまいります。⑦　サステナビリティ経営の推進当社グループは、エンタテインメント企業として「サステナブル(持続可能)な社会」の実現に向けて責任を果たすべく、当社が優先して取り組むべき３つの主要テーマと７つの個別項目からなるマテリアリティ(重要課題)を特定し、サステナビリティポリシーとアクションプランを策定しました。あらゆる人がエンタテインメントを楽しめるユニバーサルな環境づくりや環境負荷を考慮し、デジタルを活用したファンコミュニティの形成とチケットの電子化、イベントで排出される廃棄物の分類やリサイクルを行う次世代型スマートライヴの開発・推進及び社会に影響力のあるアーティスト・タレントとの協同による社会課題の解決に向けた啓蒙活動といった取り組みを推進してまいります。 
事業等のリスク	 ３ 【事業等のリスク】有価証券報告書に記載した事業の状況、経理の状況等に関する事項のうち、投資者の判断に重要な影響を及ぼす可能性のある事項には、以下のようなものがあります。  なお、文中の将来に関する事項は、当連結会計年度末現在において、当社グループ(当社及び連結子会社)が判断したものであります。①  災害の発生及び感染症の流行について当社グループは、アーティスト・タレント・クリエイター及び従業員がエンタテインメントを提供するために全国各地で活動しております。そのため、地震、津波、台風、洪水等の自然災害及び新型コロナウイルスなどの感染症が蔓延しますと、大型ライヴ・イベント及びコンテンツ制作活動等の休止により、当社グループの業績に影響を及ぼす可能性があります。②  主要作品及びアーティスト・タレントの動向について当社グループは、コンテンツホルダーとして自社が保有する権利や、アーティストや他社取引先との協業により得られる権利を様々な事業へ活用しております。そのため、ヒットアーティストやヒットコンテンツの有無、主要アーティスト・タレントの人気、新人アーティスト・タレントの成長が、当社グループの業績に影響を及ぼす可能性があります。③  海外市場への事業展開について当社グループの海外事業は、今後大きく市場の成長が期待されているアジアをはじめ世界中に展開しております。そのため諸外国において、政治的・経済的要因、法律・規則要因、不利な租税要因及びテロ・戦争等による社会的混乱等、予期し得ない事由が発生した場合には、当社グループの海外展開及び業績に影響を及ぼす可能性があります。④  技術革新への対応について当社グループは、テクノロジーを活かした新たなビジネスの可能性を追求しておりますが、その遂行過程において、技術革新や競合の出現等による事業環境の急激な変化や、事後的に顕在化する予測困難な問題等によりリスクが発生する可能性は否定できず、当社グループの業績に影響を及ぼす可能性があります。⑤  システムリスクについて当社グループは、当社グループのサービスの提供や当社グループ内の業務等においてシステムを使用した様々なサービスを利用しております。そのためサイバー攻撃、不正アクセス、自然災害、一時的なアクセス過多によるサーバー等への過負荷などを原因とする、重要データの消失、漏洩、改変、システムダウン等へ対応できるよう様々なセキュリティ対策、バックアップ環境構築等の対策を行っております。しかしながら、近年のサイバー攻撃の手口の巧妙化により、情報の消失、改変、漏洩などの対策において、それらの攻撃を完全に阻止できる保証はなく、復旧までのサービス停止やセキュリティ対策コストの増加等により、当社グループの事業活動及び業績に影響を及ぼす可能性があります。⑥  減損損失について当社グループが保有している資産の時価が著しく下落した場合や事業の収益性が悪化した場合には、減損会計の適用により固定資産について減損損失が発生し、当社グループの業績及び財政状態に影響を及ぼす可能性があります。⑦  個人情報管理について当社グループは、顧客情報などの個人情報を保有しております。そのため、個人情報保護規程の制定や社員に対する情報セキュリティ研修の実施等により、個人情報保護に努めております。しかしながら、万が一、個人情報の漏洩が発生した場合には損害賠償や信用下落により当社グループの事業及び業績に影響を及ぼす可能性があります。 ⑧  法的規制及び法令遵守について当社グループは、「著作権法」「特許法」「商標法」「特定商取引法」「不当景品類及び不当表示防止法」「個人情報の保護に関する法律」「金融商品取引法」「会社法」「下請法」「労働基準法」をはじめ様々な関連法令等の法的規制を受けており、各種法的規制を遵守するため、社内規程の整備やコンプライアンス体制の強化に取り組んでおります。しかしながら、将来における関連法令等の改正や変更は、事業活動に対する制約や法的規制を遵守するための費用の増加に繋がり、当社グループの事業及び業績に影響を及ぼす可能性があります。⑨  特定経営者への依存について　当社創業メンバーであり代表取締役会長である松浦勝人は、当社の大株主であるとともに、当社グループの経営戦略の立案・決定や、重要な取引先及び所属アーティストとの契約等において重要な役割を果たしております。何らかの理由で同氏が当社グループから離脱した場合、当社グループの事業及び業績に影響を及ぼす可能性があります。
経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析	 ４ 【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】(1) 経営成績等の状況の概要当連結会計年度における我が国経済は、新型コロナウイルス感染症の感染拡大で制限されていた経済活動が大幅に緩和され、緩やかに持ち直しの動きが見られたものの、世界的な物価上昇や為替変動等により、先行き不透明な状態が続いております。　当社グループが属するエンタテインメント業界の環境としましては、音楽ビデオを含む音楽ソフトの生産金額が前年同期比4.5％増の2,023億49百万円(2022年１月～12月。一般社団法人日本レコード協会調べ)、有料音楽配信売上金額が前年同期比17.3％増の1,050億18百万円(2022年１月～12月。一般社団法人日本レコード協会調べ)となりました。映像関連市場につきましては、映像ソフトの売上金額が前年同期比16.1％減の1,148億19百万円(2022年１月～12月。一般社団法人日本映像ソフト協会調べ)となったものの、映像配信市場規模は前年同期比7.1％増の4,530億円(2022年１月～12月。一般財団法人デジタルコンテンツ協会調べ)となり、今後も拡大することが予想されます。また、ライヴ市場につきましては、総公演数が前年同期比22.6％増の32,338公演となり、総売上高は前年同期比160.3％増の3,984億32百万円(2022年１月～12月。一般社団法人コンサートプロモーターズ協会調べ)となりました。このような事業環境の下、当社は企業の活動目的と社会的な存在意義の明確化を目的とし新たな企業理念を「エンタテインメントの可能性に挑みつづける。」と定義し、この企業理念に基づく中期経営計画「avex vision 2027」を2022年５月に策定し公表いたしました。中期経営計画では「多様な地域・多様な分野で“愛される”IPの発掘・育成を目指す」を重点戦略として掲げ、各事業領域において新たなIPの発掘・育成や開発・獲得に向けた投資を強化してまいりました。また、当連結会計年度においては新型コロナウイルス感染症の感染拡大に伴う行動制限が緩和されたことにより、大型ライヴの公演増加や映画作品の好調な推移、海外での大型イベント開催など、コロナ前の水準までは戻っていないものの回復傾向で推移いたしました。 以上の結果、売上高は1,215億61百万円(前年度比23.5％増)、営業利益は33億85百万円(前年度比31.1％増)となり、親会社株主に帰属する当期純利益は、特別利益として投資有価証券売却益等を計上したことにより27億42百万円(前年度比198.2％増)となりました。 セグメントの経営成績は、以下のとおりであります。なお、当連結会計年度より、報告セグメントとして記載する事業セグメントを変更しており、当連結会計年度の比較・分析は、変更後の区分に基づいております。 ①  音楽事業(単位：百万円) 2022年３月期2023年３月期増減売上高76,52994,13917,610売上原価48,48864,33215,843売上総利益28,04029,8071,767売上総利益率36.6％31.7％△4.9％販売費及び一般管理費24,09127,0072,916営業利益3,9492,800△1,148営業利益率5.2％3.0％△2.2％外部顧客に対する売上高71,94990,06718,118  ライヴの売上が増加したものの、売上原価及び販売費及び一般管理費の増加等により、売上高は941億39百万円(前年度比23.0％増)、営業利益は28億円(前年度比29.1％減)となりました。  ②  アニメ・映像事業(単位：百万円) 2022年３月期2023年３月期増減売上高11,03815,2534,215売上原価7,32211,2963,974売上総利益3,7163,957240売上総利益率33.7％25.9％△7.8％販売費及び一般管理費3,0243,347322営業利益691609△81営業利益率6.3％4.0％△2.3％外部顧客に対する売上高10,07114,0653,994  映画作品等のノンパッケージの売上が増加したものの、売上原価の増加等により、売上高は152億53百万円(前年度比38.2％増)、営業利益は６億９百万円(前年度比11.9％減)となりました。　 ③  デジタル事業(単位：百万円) 2022年３月期2023年３月期増減売上高13,68212,379△1,302売上原価10,8859,374△1,511売上総利益2,7963,004208売上総利益率20.4％24.3％3.9％販売費及び一般管理費4,4373,550△886営業損失(△)△1,640△5461,094営業利益率－－－外部顧客に対する売上高13,30311,983△1,320  映像配信の売上が減少したものの、販売費及び一般管理費の減少等により、売上高は123億79百万円(前年度比9.5％減)、営業損失は５億46百万円(前年度は営業損失16億40百万円)となりました。 ④  海外事業(単位：百万円) 2022年３月期2023年３月期増減売上高3,0295,1992,169売上原価1,9602,626665売上総利益1,0692,5731,503売上総利益率35.3％49.5％14.2％販売費及び一般管理費1,4722,102630営業利益又は営業損失(△)△403470873営業利益率－9.0％－外部顧客に対する売上高2,9765,1992,222  海外での大型イベント開催等により、売上高は51億99百万円(前年度比71.6％増)、営業利益は４億70百万円(前年度は営業損失４億３百万円)となりました。 ⑤  その他(単位：百万円) 2022年３月期2023年３月期増減売上高1,387821△566売上原価1,181621△560売上総利益205200△5売上総利益率14.8％24.4％9.6％販売費及び一般管理費225159△65営業利益又は営業損失(△)△194059営業利益率－4.9％－外部顧客に対する売上高136246109  売上高は８億21百万円(前年度比40.8％減)、営業利益は40百万円(前年度は営業損失19百万円)となりました。 (2) 生産、受注及び販売の状況① 生産実績当連結会計年度における生産実績をセグメントごとに示すと、以下のとおりであります。セグメントの名称金額(百万円)前期比(％)音楽事業15,156△30.5アニメ・映像事業3,910＋10.7海外事業19＋95.8合計19,086△24.7 (注) １ 金額は、販売価格によっております。２ セグメント間取引については、相殺消去しております。 ② 受注実績該当事項はありません。 ③ 販売実績当連結会計年度における販売実績をセグメントごとに示すと、以下のとおりであります。セグメントの名称金額(百万円)前期比(％)音楽事業90,067＋25.2アニメ・映像事業14,065＋39.7デジタル事業11,983△9.9海外事業5,199＋74.7その他246＋80.4合計121,561＋23.5 (注) １ セグメント間取引については、相殺消去しております。２ 主な相手先別の販売実績及び総販売実績に対する割合は、以下のとおりであります。なお、当連結会計年度の㈱ＮＴＴドコモについては、当該割合が100分の10未満のため注記を省略しております。相手先前連結会計年度当連結会計年度金額(百万円)割合(％)金額(百万円)割合(％)㈱ＮＴＴドコモ11,52711.7－－   (3) 経営成績の分析①  売上高売上高は、前連結会計年度に対して231億24百万円増加し、1,215億61百万円(前年度比23.5％増)となりました。これは主に、新型コロナウイルス感染症の感染拡大に伴う行動制限が緩和されたことにより、大型ライヴ公演が増加したこと等によるものであります。②  売上原価、販売費及び一般管理費及び営業利益売上原価は、前連結会計年度に対して193億65百万円増加し、825億74百万円となりました。また、販売費及び一般管理費は、前連結会計年度に対して29億56百万円増加し、356億２百万円となりました。これは主に、事業活動の回復に伴う増加及び中期経営計画の達成に向けたIP創出のための投資を強化したこと等によるものであります。　この結果、営業利益は、前連結会計年度に対して８億２百万円増加し、33億85百万円(前年度比31.1％増)となりました。③  営業外損益及び経常利益営業外収益は、前連結会計年度に対して８億35百万円増加し、９億72百万円となりました。また、営業外費用は前連結会計年度に対して66百万円減少し、３億１百万円となりました。　この結果、経常利益は、前連結会計年度に対して17億４百万円増加し、40億55百万円(前年度比72.5％増)となりました。④  特別損益及び税金等調整前当期純利益特別利益は、前連結会計年度に対して13億39百万円増加し、16億66百万円となりました。これは主に、投資有価証券売却益等を計上したことによるものであります。また、特別損失は前連結会計年度に対して６億23百万円増加し、10億70百万円となりました。  この結果、税金等調整前当期純利益は、前連結会計年度に対して24億20百万円増加し、46億51百万円(前年度比108.5％増)となりました。⑤  法人税等(法人税等調整額を含む)、非支配株主に帰属する当期純利益及び親会社株主に帰属する当期純利益法人税等は、前連結会計年度に対して４億78百万円増加し、16億26百万円となりました。また、非支配株主に帰属する当期純利益は、前連結会計年度に対して１億19百万円増加し、２億81百万円となりました。　この結果、親会社株主に帰属する当期純利益は、前連結会計年度に対して18億23百万円増加し、27億42百万円(前年度比198.2％増)となりました。  (4) 財政状態の分析当連結会計年度末における総資産は、前連結会計年度末に比べて111億13百万円増加し、1,089億15百万円となりました。これは主に、番組及び仕掛品が23億74百万円減少したものの、受取手形及び売掛金が83億51百万円、現金及び預金が34億72百万円及び未収入金が11億33百万円それぞれ増加したことによるものであります。負債は、前連結会計年度末に比べて129億69百万円増加し、500億76百万円となりました。これは主に、未払金が96億27百万円、流動負債の「その他」が18億64百万円及び未払法人税等が12億18百万円それぞれ増加したことによるものであります。純資産は、前連結会計年度末に比べて18億55百万円減少し、588億38百万円となりました。これは主に、非支配株主持分が20億57百万円減少したことによるものであります。 (5) キャッシュ・フローの状況当連結会計年度末における現金及び現金同等物(以下「資金」という。)は、481億43百万円(前年同期は446億71百万円)となりました。営業活動によるキャッシュ・フローは、91億92百万円(前年同期は△44億64百万円)となりました。これは主に、売上債権の増加103億円及び投資有価証券売却益13億90百万円により資金が減少したものの、未払金の増加119億55百万円、税金等調整前当期純利益46億51百万円、減価償却費23億46百万円及び棚卸資産の減少11億81百万円により資金が増加したことによるものであります。投資活動によるキャッシュ・フローは、△31億31百万円(前年同期は△33億87百万円)となりました。これは主に、投資有価証券の売却による収入14億98百万円により資金が増加したものの、無形固定資産の取得による支出24億52百万円及び有形固定資産の取得による支出11億31百万円により資金が減少したことによるものであります。財務活動によるキャッシュ・フローは、△24億93百万円(前年同期は△３億14百万円)となりました。これは主に、配当金の支払額22億54百万円により資金が減少したことによるものであります。 (資本の財源及び資金の流動性についての分析)当社グループは、運転資金及び投資等の資金需要に対して、自己資金を充当することを基本方針とし、必要に応じて主として金融機関からの借入金によって資金を確保しております。資金の流動性の確保に関しては、安定的かつ機動的な資金調達体制を構築するため、複数の取引金融機関との間でコミットメントライン契約を締結しております。また、流動資金の効率的な運用を目的として、国内子会社(一部を除く)に限り、CPS(キャッシュプーリングシステム)による資金貸借を行っており、資金を当社が一元管理しております。 (6) 重要な会計上の見積り及び当該見積りに用いた仮定当社グループの連結財務諸表は、わが国において一般に公正妥当と認められている会計基準に基づき作成しております。この連結財務諸表を作成するにあたって、資産、負債、収益及び費用の報告額に影響を及ぼす見積り及び仮定を用いておりますが、これらの見積り及び仮定に基づく数値は実際の結果と異なる可能性があります。連結財務諸表の作成にあたって用いた会計上の見積り及び仮定のうち、重要なものは「第５ 経理の状況　１ 連結財務諸表等　(1)連結財務諸表　注記事項  (重要な会計上の見積り)」に記載しております。 
経営上の重要な契約等	 ５ 【経営上の重要な契約等】該当事項はありません。 
研究開発活動	６ 【研究開発活動】該当事項はありません。 
設備投資等の概要	１ 【設備投資等の概要】当連結会計年度において実施しました設備投資は総額で3,267百万円であり、その主なものは、自社利用ソフトウエア開発1,819百万円等であります。 
主要な設備の状況	２ 【主要な設備の状況】(1) 提出会社2023年３月31日現在事業所名(所在地)セグメントの名称設備の内容帳簿価額(百万円)従業員数(名)建物工具、器具及び備品土地(面積㎡)リース資産ソフトウエアソフトウエア仮勘定合計本社事務所(東京都港区)－本社機能612258－201－－1,072131(198)サーバールーム(東京都文京区)(東京都中央区)(東京都江東区)他－サーバー・ネットワーク機器等－29－－711241982－厚生設備等(長野県小諸市)(東京都町田市)他－保養所及び社宅等870219(16,626)－－－307－スタジオ等(東京都港区)他－スタジオ等653221,235(632)－－－1,911－ (注) １ 現在休止中の主要な設備はありません。２ 「従業員数」欄の(外書)は、臨時従業員の年間平均雇用人員数であります。  (2) 国内子会社2023年３月31日現在会社名事業所名(所在地)セグメントの名称設備の内容帳簿価額(百万円)従業員数(名)建物工具、器具及び備品土地(面積㎡)ソフトウエア合計エイベックス・エンタテインメント㈱本社事務所(東京都港区)音楽事業本社機能1126－645763696(134)prime soundstudio form(東京都目黒区))音楽事業スタジオ156741(198)0205－form THE MASTER(東京都目黒区)音楽事業スタジオ69051(116)－121－エイベックス・マネジメント㈱エイベックス・アーティストアカデミー名古屋校(愛知県名古屋市)音楽事業スタジオ151－－－151－エイベックス・アーティストアカデミー東京校(東京都渋谷区)音楽事業スタジオ1124－－117－エイベックス・デジタル㈱本社事務所(東京都港区)デジタル事業本社機能－－－28628693(31) (注) １ 現在休止中の主要な設備はありません。２ 「従業員数」欄の(外書)は、臨時従業員の年間平均雇用人員数であります。 (3) 在外子会社主要な設備はありません。　
株式の総数	① 【株式の総数】種類発行可能株式総数(株)普通株式184,631,000合計184,631,000  
発行済株式、株式の総数等	② 【発行済株式】種類事業年度末現在発行数(株)(2023年３月31日)提出日現在発行数(株)(2023年６月27日)上場金融商品取引所名又は登録認可金融商品取引業協会名内容普通株式45,558,80045,558,800東京証券取引所プライム市場単元株式数100株合計45,558,80045,558,800－－  
