項目	値
事業の内容	３【事業の内容】　当社グループは、当社（株式会社ヤマザキ）と連結子会社１社及び持分法非適用関連会社１社により構成されており、工作機械及び輸送用機器等の製造・販売を主たる業務としております。　当社グループの事業内容及び当社と関係会社の当該事業に係る位置づけは、次のとおりであります。　なお、次の２部門は「第５　経理の状況　１　連結財務諸表等　(1）連結財務諸表　注記事項」に掲げるセグメント情報の区分と同一であります。(1）輸送用機器事業　主要な製品は輸送用機器等の変速及び制御装置部品、エンジン部品等であります。当社が製造・販売するほか、子会社YAMAZAKI TECHNICAL VIETNAM CO.,LTD.が製造・販売しており、当社は、子会社が受注し製造する生産工程全般についての技術援助を行っております。 (2）工作機械事業　主要な製品はインデックスマシン等各種専用工作機械及びボーリングヘッド等省力化設備ユニットであり、当社が製造・販売しております。  
経営方針、経営環境及び対処すべき課題等	１【経営方針、経営環境及び対処すべき課題等】　当社グループの経営方針、経営環境及び対処すべき課題等は、以下のとおりであります。　なお、文中の将来に関する事項は、当連結会計年度末現在において、当社グループが判断したものであります。 (1）経営方針・経営戦略等　当社グループは、自動車産業を主な得意先とする工作機械事業と輸送機器等の部品供給を行う輸送用機器事業を基軸に事業活動を行っており、「お客様に寄り添い、世界中で必要とされることで企業価値を発展させ、社員の幸福や社会への貢献」を目指すべき企業ビジョンとしております。　工作機械業界におきましては、新型コロナウイルス感染症の影響はあるものの、ワクチン接種の普及等により、緩やかな回復基調で推移しております。然しながら、原材料価格の高騰及び半導体の供給不足等による影響を受け、緊迫化するウクライナ情勢による地政学リスクの高まりもあり、先行きは不透明な状況にあります。主要顧客である自動車業界におきましても、客先の設備投資計画の見直しや遅延等により、不透明な状況が続くものと予想されます。　短期的には世界経済の成長率が低下する可能性はあるものの、新型コロナウイルス感染症の収束による経済活動の再開や自動車業界におけるＥＶ化や自動運転等による産業構造変化による成長により、中長期的には緩やかに回復することが見込まれます。　このような状況のもと、当社グループといたしましては、新型コロナウイルス感染症の拡大やウクライナ情勢による地政学リスクの高まり等の外的要因を踏まえ、今後の経営環境の変化に迅速に柔軟な対応を行うことが重要だと認識しております。柔軟な対応を行うことで、より強固な経営基盤の確立を目指しております。　当社グループの特徴といたしましては、工作機械部門において開発した設備を社内生産に使用し、そこで得た知見を工作機械商品にフィードバックすることで両者を相互連携させながら製品をブラッシュアップしている点にあります。また、個別のニーズに細かく対応できる工作機械用機械ユニット（主要機械構成部）を標準化・商品化することにより、信頼性の向上とコスト低減を可能とし、競合他社との競争優位性を実現しています。更に実績と技術力により、お客様の計画段階の早期から「生産設備の最適化」を積極的に提案することを心がけております。　モノづくりにおける生産設備の生産性の向上・省人化・省力化テーマは不変であり、それを得意とする当社グループに対するニーズはますます高まっていくものと考えております。 (2）優先的に対処すべき事業上及び財務上の課題　当社グループが優先的に対処すべき事業上の課題としましては、今後さらに必要とされる省人化・省力化設備の製作や工作機械のヒューマンインターフェース化への対応であります。これに対応すべく、あらたに開発部門を強化し、今後の工作機械商品の製作を強化するとともに、当連結会計年度において、高精度加工が可能な生産設備を導入しております。また、今後のグローバル化への対応につきましても優先的に対処すべき課題だと認識しており、ASEANでの取引拡大を目指してまいります。　上記、経営戦略や優先的に対処すべき事業上の課題に対応するためには、そのベースとなる財務の状態も重要な課題だと認識しております。将来の当社グループの理想的な財務状況を考え明確にし、経営戦略を進めつつ理想的な財務状態を目指してまいります。 (3）経営上の目標の達成状況を判断するための客観的な指標等　当社グループは、お客様の生産システムの最適化を基本コンセプトに掲げ、株主の視点から見た収益性の観点から「株主資本利益率（ROE）」及び「総資産利益率（ROA）」の改善を目標とする経営指標として、常に収益の改善に努め、コスト削減意識をもって企業経営に取り組んでまいります。 
事業等のリスク	３【事業等のリスク】　有価証券報告書に記載した事業の状況、経理の状況等に関する事項のうち、経営者が連結会社の財政状態、経営成績及びキャッシュ・フローの状況に重要な影響を与える可能性があると認識している主要なリスクは、以下のとおりであります。　なお、文中における将来に関する事項は、当連結会計年度末現在において当社グループが判断したものであります。 (1）同業他社との競争によるリスク　製造業の海外移転等による同業他社との競争の激化が最大のリスクと考えております。輸送用機器事業においては、自動二輪車生産動向の影響を受け、工作機械事業においては、自動車産業界の設備投資動向の影響を受けます。当社グループは、同業他社との優位性を保つため、高品質・高付加価値製品の提供を目指しておりますが、同業他社の一部は、多大な開発、製造、販売資源を有しております。価格面での圧力や競業先との競争の激化による顧客離れは、当社グループの財政状態、経営成績及びキャッシュ・フローの状況に影響を及ぼす可能性があります。　当社グループでは、開発部門を強化し、600種類以上ある工作機械を構成する標準ユニットを今後も増加させるとともに、属人的な技術の見える化を行っております。また、今後も進む技術革新に対応するため、デザインレビューの繰り返し実施、独自技術の向上や外部技術の取り込み等による当社製品のブラッシュアップを図るとともに、新たな事業の創出を目指します。これらを行うことでお客様のニーズに対応することが可能となり、提供価格を抑えることも可能となります。今後も継続的に有効な施策を実施し、同業他社との優位性を保つ所存であります。 (2）地震、気象災害等及び自然災害によるリスク（災害リスク）　地震や気象災害等の自然災害が発生した場合には、当社グループはもとより、取引先を含め様々な被害を受ける可能性があります。これらの状況により、当社グループの財政状態、経営成績及びキャッシュ・フローの状況に影響を及ぼす可能性があります。　当社グループでは、地震対策の整備・見直し・避難訓練等を行っておりますが、まだまだ完全ではありません。地震や気象災害等の自然災害が発生した場合には、当社グループはもとより、取引先を含め様々な被害を受ける可能性があるため、継続的な災害・BCP対策の強化を図ってまいります。 (3）新型コロナウイルス感染症等の異常事態によるリスク（災害リスク）　当社グループは、新型コロナウイルス感染症等が想定を超える規模で発生した場合、事業運営が困難になることにより当社グループの財政状態、経営成績及びキャッシュ・フローの状況に影響を及ぼす可能性があります。　当社グループでは、従業員の行動基準を策定し、出勤時の体温測定や出勤する際の注意事項、お客様が来社される場合の対応、お客様へ訪問する際の対応等、具体的な方針を示し、全従業員へ周知徹底を行っております。また、有事の際にはテレワーク等勤務体制の変更等、感染拡大防止のため、あらゆる施策を推進いたします。　サプライチェーンにつきましても、当社グループでの取り組み状況を公開し、常に情報共有を図る等、臨機応変に対応しております。  (4）人材の不足におけるリスク　当社グループが同業他社との優位性を保つためには、有能な人材を確保し、育成することが重要であると認識しております。人材の確保及び育成ができない場合には、当社グループの財政状態、経営成績及びキャッシュ・フローの状況に影響を及ぼす可能性があります。　当社グループでは、長期化する人材不足に対応するため、可視化による技能伝承及び人材育成の強化等による作業の効率化や高精度設備の導入による機械化を進めるとともに、知名度UPを目指しSNS等ソーシャルメディアの積極的な利用やオンラインによる採用活動の強化を進めてまいります。 (5）為替レートの変動によるリスク（市場リスク）　当社グループの在外子会社においては、個別財務諸表を現地通貨ベースで作成し、連結財務諸表作成時に円換算しております。このことから為替レートの変動により、当社グループの財政状態、経営成績及びキャッシュ・フローの状況に影響を及ぼす可能性があります。 (6）原材料価格の高騰及び半導体不足によるリスク（市場リスク）　当社グループの製品につきましては、鋼材及び半導体を使用しているため、原材料価格の高騰及び半導体不足により、当社グループの財政状態、経営成績及びキャッシュ・フローの状況に影響を及ぼす可能性があります。 (7）固定資産の減損によるリスク　当社グループの保有する固定資産において、資産価値の下落等により減損処理が必要となった場合には、当社グループの財政状態、経営成績及びキャッシュ・フローの状況に影響を及ぼす可能性があります。 (8）検収遅延等による業績の変動について　工作機械事業においては、個別受注型の業務が中心となります。顧客企業の設備投資は年度予算化され、多くの顧客企業では決算が３月であるため、顧客企業の予算執行のタイミングとの兼ね合いから、当社グループの売上も第４四半期、特に３月に売上が集中する傾向にあります。　このため、顧客企業の発注及び検収の遅延等により、売上計上が決算期末を超えた場合には、当社グループの財政状態、経営成績及びキャッシュ・フローの状況に影響を及ぼす可能性があります。 (9）継続事業の前提に関する重要事象等　当社グループでは、主として工作機械事業における個別受注型の業務において新型コロナウイルスの世界的感染拡大等を端緒としたサプライチェーンの混乱等を背景に、顧客の操業及び投資スケジュールが変更となるといった外部要因により、受注の確定や半導体不足による納期遅延、生産稼働率の低下などが生じ、売上高は増収でしたが、受注損失の発生等により原価率が上昇いたしました。この結果、３期連続の営業損失及び経常損失並びに当期純損失を計上し、本格的な業績回復に至っていないことから、継続企業の前提に重要な疑義を生じさせるような事象又は状況が存在しております。　当社グループでは、当該事象又は状況の解消に向けて固定費の圧縮等、様々な施策を実行して参ります。また、工作機械事業については、2023年１月以降コロナ禍の終息により、引き合いが増加しており、今後は大幅な受注の増加を見込んでおります。一方、輸送用機器事業においては、国内及びベトナム子会社の販売が増加し、当連結会計年度において営業利益６千１百万円を計上しており、今後もあらたな自動車量産部品の生産が始まる等、引き続き安定した売上及び利益を計上する見込みであります。　なお、当連結会計年度末において現金及び預金14億１千６百万円を保有しており、主要取引銀行との間での特段の財務制限条項等はなく当座貸越契約による追加の資金調達余力もあることから、事業運営に必要な資金については十分に確保しており、資金繰りに重要な懸念はありません。　以上のことから、現時点で当社グループにおいて、継続企業の前提に関する重要な不確実性は認められないものと判断しております。 
経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析	４【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】(1）経営成績等の状況の概要　当連結会計年度における当社グループ（当社及び連結子会社）の財政状態、経営成績及びキャッシュ・フロー（以下、「経営成績等」という。）の状況の概要は次のとおりであります。 ①　財政状態及び経営成績の状況　当連結会計年度におけるわが国経済は、新型コロナウイルス感染症による行動制限が緩和され、持ち直しの動きが見られたものの、原材料価格やエネルギー価格の高騰及び半導体の供給不足等、先行きの不透明な状況が続いております。　このような状況のもと、当社グループにおきましては、工作機械の販売は減少したものの、国内及びベトナムの子会社において輸送用機器の販売が順調に推移したことから、当連結会計年度における売上高は26億５千５百万円（前年同期比0.8％増）となりました。　利益面につきましては、主力である工作機械事業において、半導体不足による納期遅れやそれに起因する社内工数の増加、稼働率確保のため、利益を見込むことが困難な受注等を行った結果、営業損失は２億２千８百万円（前年同期は営業損失２億３千９百万円）、経常損失は２億１千３百万円（前年同期は経常損失２億２千２百万円）、親会社株主に帰属する当期純損失は１億１千１百万円（前年同期は親会社株主に帰属する当期純損失１億４千４百万円）となりました。　セグメントの状況は次のとおりであります。（各セグメントの売上高は、セグメント間の内部売上高または振替高を含んでおります。）　輸送用機器事業につきましては、国内及びベトナムの子会社YAMAZAKI TECHNICAL VIETNAM CO.,LTD.の販売は増加し、売上高は14億９千９百万円（前年同期比23.2％増）となり、営業利益は６千１百万円（前年同期比381.6％）となりました。　工作機械事業につきましては、専用工作機械の販売が減少し、売上高は11億８千３百万円（前年同期比19.7％減）、営業損失は２億９千８百万円（前年同期は営業損失２億５千３百万円）となりました。 ②　キャッシュ・フローの状況　当連結会計年度のキャッシュ・フローの状況は次のとおりであります。　当連結会計年度の営業活動によるキャッシュ・フロー（収入）は、１億４千６百万円（前年同期は７千３百万円の支出）となりました。これは主に、売上債権の減少額３億２千９百万円等が投資有価証券売却益１億２千６百万円等を上回ったことによるものです。　当連結会計年度の投資活動によるキャッシュ・フロー（収入）は、３千３百万円（前年同期は１億６千万円の収入）となりました。これは主に、投資有価証券の売却による収入２億８千８百万円、定期預金の払戻による収入１億７千６百万円等が定期預金の預入による支出３億２千４百万円等を上回ったことによるものです。　当連結会計年度の財務活動によるキャッシュ・フロー（収入）は、３億１千万円（前年同期は１千９百万円の収入）となりました。これは主に、短期借入金の純増加額３億８千万円等によるものです。　以上の結果、当連結会計年度における現金及び現金同等物の期末残高は、８億４千７百万円となりました。　当社の資金調達の方法及び状況につきましては、各金融機関との間で長期間に亘って築き上げてきた良好な関係に基づき必要資金を調達しております。また、ベトナムの子会社YAMAZAKI TECHNICAL VIETNAM CO.,LTD.につきましては、金融機関からの資金調達は行っておりません。 ③　生産、受注及び販売の実績ａ．生産実績　当連結会計年度における生産実績をセグメントごとに示すと、次のとおりであります。セグメントの名称生産高（千円）前年同期比（％）輸送用機器事業1,494,48121.7工作機械事業1,155,820△18.3合計2,650,3010.3（注）　セグメント間の取引については相殺消去しております。 ｂ．受注実績　当連結会計年度における受注実績をセグメントごとに示すと、次のとおりであります。セグメントの名称受注高（千円）前年同期比（％）受注残高（千円）前年同期比（％）輸送用機器事業1,484,51621.351,562△22.3工作機械事業1,353,184△4.5919,76627.3合計2,837,7007.5971,32923.1（注）　セグメント間の取引については相殺消去しております。 ｃ．販売実績　当連結会計年度における販売実績をセグメントごとに示すと、次のとおりであります。セグメントの名称販売高（千円）前年同期比（％）輸送用機器事業1,498,94123.2工作機械事業1,156,070△18.4合計2,655,0120.8（注）１　セグメント間の取引については相殺消去しております。２　主な相手先別の販売実績及び当該販売実績の総販売実績に対する割合は、次のとおりであります。相手先名前連結会計年度当連結会計年度金額（千円）割合（％）金額（千円）割合（％）ヤマハ発動機㈱922,15035.01,096,03441.3シンクスコーポレーション㈱87,5523.3282,05310.6 (2）経営者の視点による経営成績等の状況に関する分析・検討内容　経営者の視点による当社グループの経営成績等の状況に関する認識及び分析・検討内容は次のとおりであります。　なお、文中の将来に関する事項は、当連結会計年度末現在において判断したものであります。 ①　財政状態及び経営成績等の状況に関する認識及び分析・検討内容経営成績の分析（経営指標）　当社グループは、具体的な目標値は設定していないものの、「株主資本利益率（ROE）」及び「総資産利益率（ROA）」の改善を目標としております。当連結会計年度におけるROEは、△7.4％（前連結会計年度は△8.6％）、ROAは、△2.7％（前連結会計年度は△3.5％）であり、前連結会計年度に比べ改善しているものの、親会社株主に帰属する当期純損失を計上したことによるものであります。今後も継続して経営の収益性及び効率性の向上に努めてまいります。（売上高）　当連結会計年度における売上高は、前連結会計年度に比べ２千１百万円増加し、26億５千５百万円（前年同期比0.8％増）となりました。これは主に、輸送用機器事業における自動二輪車部品の販売の増加によるものであります。各セグメントごとの連結売上高に対する割合は、工作機械事業が43.5％、輸送用機器事業が56.5％となりました。（営業損失）　当連結会計年度における営業損失は、２億２千８百万円（前年同期は営業損失２億３千９百万円）となり、前連結会計年度に比べ改善したものの、営業損失となりました。（経常損失）　当連結会計年度における経常損失は、２億１千３百万円（前年同期は経常損失２億２千２百万円）となりました。これは主に、営業損失の計上によるものです。（親会社株主に帰属する当期純損失）　当連結会計年度における親会社株主に帰属する当期純損失は、１億１千１百万円（前年同期は親会社株主に帰属する当期純損失１億４千４百万円）となりました。これは主に、営業損失及び経常損失の計上等によるものであります。 財政状態の分析（資産）　流動資産は、前連結会計年度末に比べて15.0％増加し、24億８千４百万円となりました。　これは、主に売掛金が４億２百万円減少したものの、現金及び預金が６億６千万円、電子記録債権が１億７千２百万円増加したことによるものです。　固定資産は、前連結会計年度末に比べて14.2％減少し、17億１百万円となりました。　これは、主に投資その他の資産が２億９千８百万円減少したことによるものです。　この結果、総資産は、前連結会計年度末に比べて1.0％増加し、41億８千６百万円となりました。（負債）　流動負債は、前連結会計年度末に比べて28.3％増加し、22億１千３百万円となりました。　これは、主に短期借入金が３億８千万円、１年内返済予定の長期借入金が１億９千３百万円増加したことによるものです。　固定負債は、前連結会計年度末に比べて33.3％減少し、５億４千３百万円となりました。　これは、主に長期借入金が２億１千８百万円減少したことによるものです。　この結果、負債合計は、前連結会計年度末に比べて8.5％増加し、27億５千７百万円となりました。（純資産）　　純資産合計は、前連結会計年度末に比べて10.8％減少し、14億２千８百万円となりました。　これは、主に利益剰余金が３億１千３百万円増加したものの資本剰余金が４億６千９百万円減少したことによるものです。　１株当たり純資産は、前連結会計年度末に比べて39円19銭減少し、321円98銭となりました。　また、自己資本比率は、前連結会計年度末の38.7％から34.1％となりました。 　当社グループの経営成績に重要な影響を与える要因につきましては、「第２　事業の状況　３　事業等のリスク」に記載のとおりであります。 　セグメントごとの財政状態及び経営成績の状況に関する認識及び分析・検討内容につきましては、「第２　事業の状況　４　経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析　(1）経営成績等の状況の概要　①　財政状態及び経営成績の状況」に記載のとおりであります。 ②　キャッシュ・フローの状況　当社グループのキャッシュ・フローの分析につきましては、「第２　事業の状況　４　経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析　(1）経営成績等の状況の概要　②　キャッシュ・フローの状況　」に記載のとおりであります。 　当社グループの資本の財源及び資金の流動性につきましては、次のとおりであります。　当社グループの運転資金需要のうち主なものは、原材料の仕入のほか、製造費、販売費及び一般管理費等の営業費用であります。投資を目的とした資金需要は、設備投資等によるものであります。　短期運転資金につきましては、自己資金及び金融機関からの短期借入を基本としており、長期運転資金又は設備投資の調達につきましては、金融機関からの長期借入を基本としております。 ③　重要な会計上の見積り及び当該見積りに用いた仮定　当社グループの連結財務諸表は、わが国において一般に公正妥当と認められている会計基準に基づき作成されております。この連結財務諸表の作成にあたっては、当連結会計年度における財務状態、経営成績及びキャッシュ・フローの状況に影響を与えるような見積り、予測を必要としております。当社グループは、過去の実績等を勘案し、合理的に判断しておりますが、実際の結果は見積り特有の不確実性があるため、これらの見積りと異なる場合があります。　当社グループの連結財務諸表で採用する重要な会計方針は、「第５　経理の状況　１　連結財務諸表等　(1）連結財務諸表　注記事項」の（連結財務諸表作成のための基本となる重要な事項）に記載しておりますが、特に次の重要な会計方針が連結財務諸表作成における重要な見積りの判断に影響を及ぼすと考えております。　なお、現時点で新型コロナウイルス感染症の収束時期などを想定することは困難であるものの、当社収益における翌期以降への影響は限定的であると仮定して当連結会計年度（2023年３月期）の会計上の見積りを行っております。 （固定資産の減損）　固定資産については、「固定資産の減損に係る会計基準」及び「固定資産の減損に係る会計基準の適用指針」に基づき、減損処理の要否を検討しております。現時点では、当社グループの工場の土地、建物、機械等について、重要な含み損等を抱える資産はありませんが、今後、保有する固定資産等の使用状況、事業環境の悪化や生産コストの増加、資産価値の下落等で当初想定した投資回収が見込めなくなり、減損の必要性を認識した場合には、固定資産の減損処理を実施する可能性があります。　なお、詳細については、「第５　経理の状況　１　連結財務諸表等　(1）連結財務諸表　注記事項」の（重要な会計上の見積り）に記載のとおりであります。 
経営上の重要な契約等	５【経営上の重要な契約等】　当連結会計年度において、経営上の重要な契約等は行われておりません。 
研究開発活動	６【研究開発活動】　特記すべき事項はありません。  
設備投資等の概要	１【設備投資等の概要】　当社グループは、当連結会計年度において133,155千円の設備投資を実施しました。　主なものは輸送用機器事業におけるロボット溶接機（26,390千円）の取得及び工作機械事業におけるNC旋盤（9,393千円）等であります。 
主要な設備の状況	２【主要な設備の状況】　当社グループにおける主要な設備は、次のとおりであります。(1）提出会社2023年３月31日現在 事業所名（所在地）セグメントの名称設備の内容帳簿価額（千円）従業員数（名）建物及び構築物機械装置及び運搬具土地（面積㎡）工具、器具及び備品合計本社工場（浜松市東区）輸送用機器事業・工作機械事業・全社（共通）自動二輪車部品専用工作機械生産設備本社設備98,12574,561255,275(14,921)20,943448,905101テクニカルセンター（都田工場）（浜松市北区）工作機械事業マシンユニット専用工作機械生産設備84,38640,018503,359(13,998)1,456629,22152 (2）在外子会社2023年３月31日現在 会社名事業所名（所在地）セグメントの名称設備の内容帳簿価額（千円）従業員数（名）建物及び構築物機械装置及び運搬具土地（面積㎡）工具、器具及び備品合計YAMAZAKI TECHNICAL VIETNAM CO.,LTD.本社工場（ベトナム社会主義共和国ハノイ市）輸送用機器事業バルブ製造設備及びスワッシュプレート生産ライン44,206131,546－177,008175,930192  
株式の総数	①【株式の総数】種類発行可能株式総数（株）普通株式15,703,000計15,703,000 
発行済株式、株式の総数等	②【発行済株式】種類事業年度末現在発行数（株）（2023年３月31日）提出日現在発行数（株）（2023年６月29日）上場金融商品取引所名又は登録認可金融商品取引業協会名内容普通株式4,579,0004,579,000東京証券取引所スタンダード市場単元株式数は100株であります。計4,579,0004,579,000－－ 
