項目	値
事業の内容	 ３ 【事業の内容】当社グループ(当社及び当社の関係会社)は、当社及び連結子会社３社で構成され、合成樹脂各種成形品の製造及び販売を行っております。 当社及び当社の関係会社の事業における当社及び関係会社の位置付け及びセグメントとの関連は、次のとおりであります。なお、セグメントと同一の区分であります。 自動車用品関連自動車用フロアーマットの製造販売をしております。 （主な関係会社）当社、永大化工ベトナム会社、永大化工トレーディングベトナム会社 産業資材関連エアコンダクト、家庭冷蔵庫用部材、事務デスク用部材、プラスチック竹パネル、住宅用内装材、風呂蓋、マガジンスティック、端子台用カバーの製造販売及び乾燥機用スタンド、オフィスチェアー、下水道用補修部材、合成木材等の製造販売をしております。 （主な関係会社）当社、永大化工ベトナム会社、株式会社Ｋ＆Ｍ 事業系統図は、次のとおりであります。  
経営方針、経営環境及び対処すべき課題等	１ 【経営方針、経営環境及び対処すべき課題等】　経営方針、経営環境及び対処すべき課題の内容文中の将来に関する事項は、当連結会計年度末現在において、当社グループが判断したものであります。 当社グループは創業から今日まで異型押出成形加工を中心に合成樹脂製品のメーカーとして、卓越した独自の技術を根底にその技術を時代に対応させながら、新しい分野へと応用していく研究開発活動を通し、合成樹脂メーカーとして産業資材分野および自動車用品分野において、企画開発設計から提案までトータルにサポートできる「ものづくり企業」を目指して社会の発展に貢献しようと考えております。産業資材部門では、各々の用途に応じた異型押出成形加工によるプラスチック製品の製造販売を行い、住宅用建材、鋼製家具関連部材、家電製品部材、半導体関連部材、工業部品など広範囲な産業分野に供給しておりますが、これらの製品は、エンドユーザーである個人の消費動向に左右され易く、経営成績に影響を及ぼす可能性があることから、個人消費の影響を受けにくい分野である公共事業関連にも注力し、安定的な収益確保を図ることを課題としております。自動車用品部門では、自動車用フロアーマットの製造販売を主軸とし、国内外の大手自動車メーカーのOEM純正フロアーマットとして採用いただいておりますが、これらは自動車の販売動向が、当事業の販売実績に直結することは否めません。当社においては、自動車メーカーのＯＥＭ純正品として、より高い付加価値を提供するため、製品開発力を強化することを課題とし、国内外の自動車販売台数の減少が懸念される中において、シェアの拡大および収益拡大を図ろうと考えております。当社グループは生産拠点を国内外に有しますが、今後においては、事業継続計画の観点からも国内外への生産拠点の分散は必至であると考えられ、その対策と実施を課題といたします。また、海外での生産拠点を起点として、同国および近隣諸国への販売拡大を課題とし、体制を整え推進しております。当社グループでは、これらの課題を克服するため、経営方針である「英知と活力を集結して事業の発展を目指し、法令順守のもと我々が誇れる会社を目指す。」の下、ビジョンとして「合成樹脂の可能性を切り拓き、新しい未来を創出しよう」を掲げ、中期的な全社実行計画を策定し、販売・生産・技術開発・品質・購買・財務・労務・環境・安全の９部門に重点方針を定め、全従業員参加で課題解決・目標達成に邁進しております。永続的な事業継続の礎として、法令順守の旗のもと、リスクマネジメントの強化とコンプライアンスの徹底を図り、環境、社会に配慮した企業活動を行いたいと考えております。 
事業等のリスク	 ３ 【事業等のリスク】有価証券報告書に記載した事業の状況、経理の状況等に関する事項のうち、経営者が連結会社の財政状態、経営成績及びキャッシュ・フローの状況に重要な影響を与える可能性があると認識している主要なリスクは、以下のとおりであります。なお、文中の将来に関する事項は、当連結会計年度末現在において当社グループが判断したものであります。(1) 事業内容について異型押出成形加工による合成樹脂製品の専門メーカーとして、自動車用品をはじめ住宅用建材、鋼製家具関連部材、家電製品部材、半導体関連部材、工業部品など幅広く各産業分野に製品の供給を行っております。① 自動車用品部門について自動車用フロアーマットの製造販売を主軸とし、国内外の大手自動車メーカーの純正品として採用されております。これらＯＥＭ純正フロアーマットは、自動車の販売動向が当事業の販売実績に直結することは否めないことから、当社グループの経営成績および財政状態に影響を及ぼす可能性があります。② 産業資材部門について汎用樹脂のみならず、多彩なエンジニアリングプラスチックに至るまで、各々の用途に応じた異型押出成形加工によるプラスチック製品の製造販売を行っており住宅用建材、鋼製家具関連部材、家電製品部材、半導体関連部材、工業部品など広範囲な産業分野に供給しております。これらの製品は、エンドユーザーである個人の消費動向に左右され易く、特に住宅や家電製品の需給関係によっては、当社グループの経営成績および財政状態に影響を及ぼす可能性があります。 (2) 原材料の仕入価格の変動について当社グループで製造する異型押出成形品の主原料が石油化学製品であることから、原材料の仕入価格は国際的な原油市場と関係があり、原油価格の大幅な価格変動が原材料の仕入価格に影響を及ぼす傾向があります。国際石油価格の著しい変動により、石油化学製品市場に大幅な価格変動が発生した場合、仕入価格の上昇によっては当社グループの経営成績および財政状態に影響を及ぼす可能性があります。 (3) 為替相場の変動による影響について当社グループの取り扱う製品および商品、または原材料には、外貨建取引が含まれております。各地域における売上、費用、資産を含む現地通貨建ての項目は、連結財務諸表作成のために円換算しております。従いまして、換算時の為替レートにより、円換算後の価値が影響を受ける可能性があります。日本への輸入品については、為替相場の変動によるリスクを軽減する目的で、為替予約等のデリバティブ取引を用い外貨建て仕入価格の安定化に努めております。しかしながら、為替相場変動の影響を完全に回避することは不可能であり、場合によっては当社グループの経営成績および財政状態に影響を及ぼす可能性があります。 (4) 当社グループの特定取引先に対する依存度について当社グループの取り扱う製品および商品は、各産業分野に分散されておりますが、当連結会計年度における、主な販売先に対する販売実績の総販売実績に対する割合は、株式会社ホンダアクセスに対して17.0％、スズキ株式会社に対して16.4％、丸紅プラックス株式会社に対して14.0％と販売比率が高くなっております。今後も当該取引先との安定的な取引を確保できるよう努めてまいりますが、当該取引先との長期契約や資本関係は無く、取引の継続性や安定性が保証されていないため、当該取引先の経営施策や取引方針の変更等によっては、当社グループの経営成績および財政状態に影響を及ぼす可能性があります。当社グループでは、各産業分野の他取引先への拡販活動により、特定の取引先への販売依存によるリスクを低減してまいります。
経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析	 ４ 【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】(1) 経営成績等の状況の概要当連結会計年度における当社グループ（当社、連結子会社）の財政状態、経営成績及びキャッシュ・フロー（以下、「経営成績等」という。）の状況の概要は次のとおりであります。①財政状態及び経営成績の状況当連結会計年度におけるわが国経済は、新型コロナウイルス感染症に関連した行動制限の緩和などにより、経済活動の正常化への動きが進展した一方で、ウクライナ情勢の長期化に伴う原材料・エネルギー価格の高騰や円安の常態化に伴う物価高騰、世界的なインフレ圧力の強まりによる欧米金融市場の不安定化など、依然として先行き不透明な状況が継続しております。このような経済環境のもと、当社グループにおきまして、主力事業の自動車用フロアーマット関連については、主要顧客である自動車業界では長期に渡る半導体供給不足等やサプライチェーンの不安定化が徐々に解消されたことにより生産台数の回復が見られ、それに伴い国内自動車の販売台数は、コロナ前水準への回復の兆しが見え始めておりますが、自動車用フロアーマットの売上は50億84百万円（前期比2.6％増）と前期から増加したものの、新型車の発売延期や一部自動車メーカーの在庫調整等の影響がありました。産業資材関連については、公共事業向けインフラ補修部材およびエアコン配管用化粧カバーは堅調な受注であり、合成木材は、既存製品の新色投入および新製品の販売を開始しましたが、産業資材関連全体の売上は、32億12百万円（前期比3.6％減）となりました。そのような状況のなか、収益体制の強化を推進し、原材料価格や物流費の高止まり等の影響に伴うコスト増の価格転嫁を測るべく販売価格値上げの実施、原価低減活動による採算改善を継続して努めてまいりましたが、円安による為替影響を始めとしたコスト増等、取り巻く事業環境は厳しい年度となりました。以上の結果、当連結会計年度の売上高は82億96百万円(前期比0.1％増)、営業損失３億12百万円(前期は営業利益92百万円)、経常損失１億94百万円（前期は経常利益１億85百万円）となり、特別損失において本年３月10日付で公表しております訴訟損失引当金繰入額80百万円の計上から決算期末に関連諸費用10百万円の追加引当金を計上し、総額で訴訟損失引当金繰入額90百万円の計上を行ったことなどから、親会社株主に帰属する当期純損失２億38百万円（前期は親会社株主に帰属する当期純利益１億60百万円）となりました。 ②キャッシュ・フローの状況当連結会計年度におけるキャッシュ・フローの状況につきましては、現金及び現金同等物（以下「資金」という。）は16億96百万円と前連結会計年度末と比較して65百万円の増加となりました。(営業活動によるキャッシュ・フロー)税金等調整前当期純損失が２億83百万円、減価償却費３億12百万円、訴訟損失引当金の増加90百万円、売上債権の減少１億82百万円、棚卸資産の減少１億99百万円、仕入債務の減少４億69百万円、未収入金の減少１億60百万円、その他の資産の増加２億39百万円、その他の負債の減少85百万円、保険金の受取額２億３百万円、法人税等の支払額１億９百万円などにより、当連結会計年度における資金の支出は69百万円となり、前連結会計年度末と比較して11百万円の収入減少となりました。(投資活動によるキャッシュ・フロー)有形固定資産の取得による支出４億７百万円、無形固定資産の取得による支出27百万円、投資有価証券の売却による収入23百万円などにより、当連結会計年度における投資活動による資金の支出は４億25百万円となり、前連結会計年度末と比較して26百万円の支出増加となりました。(財務活動によるキャッシュ・フロー)短期借入金の増加２億１百万円、長期借入金の返済による支出１億93百万円、長期借入れによる収入６億48百万円、自己株式の取得による支出45百万円、配当金の支払額91百万円により、当連結会計年度末における財務活動による資金の増加は５億19百万円となり、前連結会計年度末と比較して８億６百万円の収入増加となりました。　 ③生産、受注及び販売の状況a.生産実績当連結会計年度における生産実績をセグメントごとに示すと、次のとおりであります。 セグメントの名称生産高(千円)前期比(％)自動車用品関連5,214,9320.5産業資材関連3,315,853△1.1合計8,530,785△0.1 (注) セグメント金額は販売価格によっております。 b.受注実績受注生産を行っておりませんので、該当事項はありません。 c.販売実績当連結会計年度における販売実績をセグメントごとに示すと、次のとおりであります。 セグメントの名称販売高(千円)前期比(％)自動車用品関連5,084,3472.6産業資材関連3,212,022△3.6合計8,296,3690.1 (注) 主な相手先別の販売実績及び当該販売実績の総販売実績に対する割合 相手先前連結会計年度当連結会計年度販売高(千円)割合(％)販売高(千円)割合(％)株式会社ホンダアクセス1,758,20521.21,406,61217.0スズキ株式会社1,013,72212.21,359,43916.4丸紅プラックス株式会社1,231,09214.91,162,24214.0    (2)経営者の視点による経営成績等の状況に関する分析・検討内容経営者の視点による当社グループの経営成績等に関する認識及び分析・検討内容は次のとおりであります。なお、文中の将来に関する事項は、当連結会計年度末現在において当社グループが判断したものであります。 ①当連結会計年度の経営成績及び財政状態の分析a.経営成績当連結会計年度における経営成績の概況につきましては「第２〔事業の状況〕　４〔経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析〕　（1）経営成績等の状況の概況」に記載のとおりであります。b.財政状態当社グループは、適切な流動性の維持、事業活動のための資金確保、および健全なバランスシートの維持を財務方針としております。当連結会計年度末の総資産は、96億65百万円となり、前連結会計年度末と比較して98百万円の減少となりました。流動資産は、前連結会計年度末と比較して２億74百万円の減少となりました。その主な要因は、現金及び預金の増加65百万円、受取手形及び売掛金の減少１億27百万円、棚卸資産の減少１億２百万円、未収入金の減少１億60百万円によるものであります。固定資産は、前連結会計年度末と比較して１億76百万円の増加となりました。その主な要因は、有形固定資産の増加１億６百万円、投資有価証券の減少32百万円によるものであります。当連結会計年度末の負債は、29億44百万円となり、前連結会計年度末と比較して１億80百万円の増加となりました。流動負債は、前連結会計年度末と比較して１億80百万円の減少となりました。その主な要因は、支払手形及び買掛金の減少２億77百万円、短期借入金の増加２億１百万円、１年内返済予定の長期借入金の増加１億４百万円、その他の減少１億53百万円によるものであります。固定負債は、前連結会計年度末と比較して３億60百万円の増加となりました。その主な要因は、長期借入金の増加３億50百万円によるものであります。当連結会計年度末の純資産は、67億21百万円となり、前連結会計年度末と比較して２億78百万円の減少となりました。その主な要因は、利益剰余金の減少３億29百万円、自己株式の取得45百万円、為替換算調整勘定の増加１億12百万円によるものであります。 ②経営成績に重要な影響を与える要因について「第２〔事業の状況〕　３〔事業等のリスク〕」に記載のとおりであります。 ③経営戦略の現状と見通し当社グループを取り巻く経済環境は、新型コロナウイルス感染症の経済活動等の影響は、大幅に緩和されるものと考えておりますが、ウクライナ情勢、円安の進行や原油価格の高騰、物価上昇等の動向にも留意が必要であり、景気の先行きは不透明な状況が続くものと予想されます。当社グループは創業から今日まで異型押出成形加工を中心に合成樹脂製品のメーカーとして、卓越した独自の技術を根底にその技術を時代に対応させながら、新しい分野へと応用していく研究開発活動を通し、合成樹脂メーカーとして産業資材分野および自動車用品分野において、企画開発設計から提案までトータルにサポートできる「ものづくり企業」を目指して社会の発展に貢献しようと考えております。　 ④資本の財源及び資金の流動性についての分析a.キャッシュ・フロー当連結会計年度における経営成績の概況につきましては「第２〔事業の状況〕　４〔経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析〕　（2）キャッシュ・フローの状況」に記載のとおりであります。 b.資金調達について当社グループにおける主な資金需要として、運転資金、設備投資資金、有利子負債の返済及び利息の支払い等が必要であります。当社はこれらの資金需要につきましては、主に営業活動によるキャッシュ・フローによって賄っております。また、事業活動を円滑に行うための資金調達に際しては、事前に充分な検討を加え、低コストで安定的な資金の確保を重視しており、今後において運転資金及び設備投資資金等による資金需要が発生する場合に備えております。 ⑤重要な会計上の見積り及び当該見積りに用いた仮定当社グループの連結財務諸表は、わが国において一般に公正妥当と認められている会計基準に基づき作成しております。この連結財務諸表を作成するにあたって、資産、負債、収益及び費用の報告額に影響を及ぼす見積り及び仮定を用いておりますが、これらの見積り及び仮定に基づく数値は実際の結果と異なる可能性があります。連結財務諸表の作成にあたって用いた会計上の見積り及び仮定のうち、重要なものは「第５　経理の状況　１　連結財務諸表等　（１）連結財務諸表　注記事項　（重要な会計上の見積り）」に記載しております。 
経営上の重要な契約等	５ 【経営上の重要な契約等】該当事項はありません。 
研究開発活動	６ 【研究開発活動】当社グループは、設立以来の企画提案型の企業姿勢を基礎とし、新素材の開発から製品の開発、さらには、生産技術の開発に至るまで積極的な研究開発活動を行っており、自社企画製品の拡大と付加価値の高いビジネスを創造しております。現在、研究開発活動は各事業本部の研究開発部門で先進技術の研究開発を効果的に推進しております。当連結会計年度における研究開発費は83百万円であります。自動車用品関連においては、安全性および機能性を重視したフロアーマットの製品開発、その他アイテム用品の開発に取り組んでおり、研究開発費の総額は51百万円であります。産業資材関連においては、お客様のニーズが多様化・高度化しつつ、社会がスピーディーに変化しているなか、今後も成長が期待される産業分野に注力し、当社グループのノウハウを活かした製品開発に取り組んでおり、研究開発費の総額は32百万円であります。 
設備投資等の概要	１ 【設備投資等の概要】当連結会計年度の設備投資については、生産効率の改善を目的とした設備投資を実施しております。当連結会計年度の設備投資の総額は410百万円であります。セグメントごとでは、自動車用品関連63百万円、産業資材関連341百万円、全社資産5百万円であります。なお、重要な設備の除却又は売却はありません。 
主要な設備の状況	２ 【主要な設備の状況】当社グループにおける主要な設備は、以下のとおりであります。(1) 提出会社2023年３月31日現在事業所名(所在地)セグメントの名称設備の内容帳簿価額(千円)従業員数(名)建物及び構築物機械装置及び運搬具土地(面積㎡)工具、器具及び備品合計奈良事業所(奈良県香芝市) 自動車用品関連自動車用品生産設備65,74746,911805,778(20,427.62)2,176920,61465〔 9〕天理事業所(奈良県天理市) 産業資材関連産業資材生産設備130,049113,657245,978(5,779.00)6,904496,59033〔 5〕栃木事業所(栃木県鹿沼市) 自動車用品関連・産業資材関連自動車用品・産業資材生産設備207,45145,777213,753(12,651.46)4,029471,01226〔 5〕本社(大阪市平野区) 全社的管理業務本社機能48,3581,231189,553(1,054.74)2,090241,23213〔 1〕 (注) １　現在休止中の主要な設備は、ありません。２　建物の一部を賃借しております。３　上記中〔外書〕は、臨時従業員であります。４　帳簿価額「土地」については、事業用土地の再評価を行っております。５　帳簿価額には建設仮勘定の金額を含んでおりません。 (2) 国内子会社2023年３月31日現在会社名事業所名(所在地)セグメントの名称設備の内容帳簿価額(千円)従業員数(名)建物及び構築物機械装置及び運搬具土地(面積㎡)工具、器具及び備品合計株式会社Ｋ＆Ｍ工場(滋賀県甲賀市)産業資材関連産業資材生産設備151,650110,758298,035(20,159.00)5,444565,88941〔 9〕 (注) １　現在休止中の主要な設備は、ありません。２　上記中〔外書〕は、臨時従業員であります。３　帳簿価額には建設仮勘定の金額を含んでおりません。 (3) 在外子会社2023年３月31日現在会社名事業所名(所在地)セグメントの名称設備の内容帳簿価額(千円)従業員数(名)建物及び構築物機械装置及び運搬具土地(面積㎡)工具、器具及び備品合計永大化工ベトナム会社工場(TAN THUAN EXPORTPROCESSING ZONE)自動車用品関連・産業資材関連自動車用品・産業資材生産設備109,091217,511―34,343360,945299〔 4〕 (注) １　現在休止中の主要な設備は、ありません。２　上記中〔外書〕は、臨時従業員であります。３　帳簿価額には建設仮勘定の金額を含んでおりません。 
株式の総数	① 【株式の総数】 種類発行可能株式総数(株)普通株式4,000,000計4,000,000  
発行済株式、株式の総数等	② 【発行済株式】 種類事業年度末現在発行数(株)(2023年３月31日)提出日現在発行数(株)(2023年６月29日)上場金融商品取引所名又は登録認可金融商品取引業協会名内容普通株式1,460,0001,460,000東京証券取引所スタンダード市場単元株式数は100株であります。計1,460,0001,460,000――  
