項目	値
事業の内容	 ３ 【事業の内容】当社及び当社連結関係会社(子会社３社、関連会社２社)は映画事業を主力事業としてかかげるとともに、保有資産の活用をはかり、賃貸を主体とした不動産関連事業や自動車教習所などを運営しております。各セグメントにおける当社及び関係会社との位置付けは次のとおりです。　（映画事業）当社が東京都新宿区に映画館「新宿武蔵野館」（３スクリーン）及び「シネマカリテ」（２スクリーン）を経営しております。なお、連結子会社の武蔵野エンタテインメント㈱は、当社と連携し、映画関連事業を行っております。（スポーツ・レジャー事業）現在は営業中止中であります。（不動産事業）当社が埼玉県さいたま市大宮区に商業テナントビル、東京都杉並区に賃貸マンション、東京都目黒区に商業テナントビル（連結子会社の自由ケ丘土地興業㈱が所有する建物を賃借）をそれぞれ１棟経営しております。また、当社は関連会社㈱野和ビルに敷地を賃貸、㈱野和ビルは商業テナントビルを経営し、当社経営の映画館が当該ビルに入居しております。不動産の仲介・販売につきましては、仲介関連業務を主体に活動し、当連結会計年度は不動産の仕入・販売等の活動は行っておりません。（自動車教習事業）㈱寄居武蔵野自動車教習所が、埼玉県大里郡寄居町において自動車教習所を経営しております。（商事事業）自由ケ丘土地興業㈱が東京都目黒区において軽飲食店の委託経営を行っております。（その他）当社と自由ケ丘土地興業㈱の自販機手数料等であります。　 (事業系統図)  　
経営方針、経営環境及び対処すべき課題等	１ 【経営方針、経営環境及び対処すべき課題等】文中の将来に関する事項は、当連結会計年度末現在において、当社グループが判断したものであります。 （１）会社の経営の基本方針当社は1920年に、東京都新宿区新宿に於いて映画館「武蔵野館」を開館させて以来、映画文化の多様性を通じて、「人々に夢と楽しみと感動を提供する」という経営理念のもと、映画興行事業を中心に、不動産賃貸事業や自動車教習事業など、お客様のニーズに応えられる複合的なサービス事業展開を念頭に企業経営を行っております。今後も創業時の礎に沿い、「映画事業を通じて社会に健全な娯楽を提供するとともに、映画文化の発展に寄与すること」を経営の基本方針とし、お客様の期待に応えられる企業グループ経営を行ってまいります。 （２）目標とする経営指標当社グループの主力主業である映画事業におきましては、経済環境やその時々の消費マインドが複雑に影響し、予想と実績の乖離が生じやすい事業内容となっております。そのため、特定の経営指標を用いた経営目標は定めておりませんが、資本コストや資本収益性を十分に意識したうえで、収益基盤の強化と中長期的な収益積み上げを目標としております。 （３）中長期的な会社の経営戦略及び会社の対処すべき課題当社グループの事業は、個人の消費活動の動向に影響を受けるところが大きく、賃上げや株価上昇などのプラス影響が見られる一方で、物価上昇や不透明な世界情勢なども鑑みれば、引き続き先行き動向には注意が必要な経営環境が続くものと考えております。このような状況の中、当社グループにおきましては、基幹事業の内、映画事業および不動産事業に重点を置いて経営資源の配分を行うことで、利益の中長期的な積み上げを図り、復配の実現を目指してまいります。また、企業グループとしての多様性・持続性を意識した経営施策にも積極的に取り組んでまいります。 主力事業である映画事業部門におきましては、集客力のある良質な作品の上映と収益性・コストを意識した事業運営を通じ、中長期的に事業の黒字安定化を目指してまいります。ミニシアターの存在意義を「映画文化の多様性をより多くの人々に楽しんでもらうこと」と位置づけ、作品の規模にこだわらず、良作・話題作に富んだ上映作品を選定してまいります。また、「新宿東口映画祭」等のイベントを積極的に行い、地元商圏との連携や映画ファンの裾野拡大に取り組んでまいります。なお、映画の自社買付配給につきましては、作品の規模や品質、収益性等のバランスを考慮し、より良い映画を買い付け公開していくことで、映画興行との相乗効果を図るとともに、全国の劇場、映画ファンの期待に応えてまいります。また、配信サービス等を活用し、映画との接点を気軽に作り、連動性のある新たな付加価値を構築してまいります。 不動産事業におきましては、安定的な収益確保を目指し、収益物件の強化など積極的に取り組んでまいります。不動産賃貸事業では、入居テナントとの情報共有等を通じ、互いに信頼できる良好な賃貸借環境を維持し、賃貸事業の安定的な賃貸収入の確保を図ってまいります。また、不動産管理業務につきましては、入居テナントのニーズへの対応や建物附属設備の安全管理および防災設備の管理点検に細心の注意を払い、受託ビル全体の安全性の確保向上に努めてまいります。なお、不動産販売事業につきましては、消費者ニーズの変化を慎重に見極めつつ、個人向け住宅の仲介・販売に取り組んでまいります。 自動車教習事業におきましては、普通自動車免許取得需要の減少傾向や少子化の影響に留意しつつ、顧客のニーズに対応した他車種の教習部門や高齢者講習等への注力により、引き続き基幹事業の一つとして事業の安定化を目指します。特に新規運転免許取得者の減少への対応を重要な課題と認識し、安定した入所者の確保をはかるべく、地域社会との結び付きに重点を置き、地元で信頼され、親しみを持たれる自動車教習所を目指してまいります。教習内容につきましては、顧客の多様なニーズに対応した教習コンテンツを充実させ、今後も運転免許取得に係る法改正などに迅速に対応してまいります。また、送迎バスの利便性が教習所の選択に際しての重要なポイントとなることを踏まえ、逐次送迎ルート網の見直しを行い、教習生の利便性を高める営業施策を引き続き実行してまいります。 商事事業におきましては、東京都目黒区にて経営委託している飲食店「ピーターラビットガーデンカフェ」の営業成績が収益の中心となっておりますが、今後も経営委託先と情報を共有し、季節ごとのオリジナルメニューやキャラクターグッズ販売等、お客様のニーズに合った商品・サービスの提供に注力し、経営環境の変化に対応できる店舗作りを目指してまいります。  
事業等のリスク	３ 【事業等のリスク】有価証券報告書に記載した事業の状況、経理の状況等に関する事項のうち、投資者の判断に影響を及ぼす可能性のある事項には、以下のようなものがあります。なお、文中の将来に関する事項は、有価証券報告書提出日現在において当社グループが判断したものです。 （１）劇場用映画の興行成績に関するリスク映画事業は上映する作品の集客力により興行成績が大きく左右される側面があります。映画ファンの嗜好も多様化している現在、作品のジャンルにとらわれることなく、劇場の立地・特性も考慮し、選択可能な作品の中からより集客力が見込め、かつ劇場の雰囲気に見合った作品をいかに選択していくかが番組編成の大きなテーマとなっております。また、映画配給事業においても、作品の公開状況や配給成績等が当初の計画と乖離した場合、当社グループの経営成績及び財政状態に影響を及ぼす可能性があります。 （２）自然災害等の発生によるリスク当社グループは、映画事業、不動産事業、自動車教習事業、商事事業等の事業を営んでおり、地震・台風等の自然災害や火災、事故等が発生した場合には、各設備の損害や人的被害、事業活動継続への影響を通じ、当社グループの業績及び財政状態に影響を及ぼす可能性があります。お客様及び従業員の安全を第一に、防火防災訓練の実施等、防火防災管理体制を整備しています。 （３）経済状況・消費動向に関するリスク当社グループは、各事業において主に個人顧客を対象とした事業活動を行っております。したがって、景気の悪化等による消費低迷が続いた場合、当社グループの業績及び財政状態に影響を及ぼす可能性があります。また、自動車教習事業においては、社会情勢の変化により原油価格が高騰した場合、燃料費が増加するリスクがあります。経済状況・消費動向の影響をできるかぎり最小限に抑えるため、セグメント毎の財務の安定化を図り、バランスの取れた経営を目指してまいります。 （４）不動産賃貸に関するリスク不動産賃貸事業においては、入居テナントの経営悪化による撤退や賃料の減少により、当社の事業に影響を及ぼす可能性があります。また、設備の老朽化等に起因する維持管理費用の増加や新たな設備投資が財務面に与える影響、地震等の自然災害による損害の発生や予期せぬ事故・賃貸物件の契約不適合による信用力の低下等により、当社グループの業績及び財政状態に影響を及ぼす可能性があります。テナントビル等のプロパティ・マネジメントや入居テナントの動向に細心の注意を払い、状況に応じた対策を早期に実施してまいります。 （５）人材の確保及び育成に関するリスク当社グループの持続的成長のためには人材の確保及び育成が必要となりますが、必要な人材の確保が困難な場合や人件費が急激に上昇した場合は、当社グループの業績に影響を及ぼす可能性があります。適切な労務管理や人事制度の見直し等を通じ、従業員が働きやすい職場環境づくりに努めるとともに、アルバイトの正社員登用や柔軟な採用活動により人材確保に努めてまいります。 （６）感染症拡大によるリスク感染症の拡大は、個人消費の抑制や自治体からの休業要請等を通じ、当社グループの各事業活動に影響を及ぼす可能性があります。感染拡大を前提とした社会とその価値観の変化に対応するとともに、お客様と従業員の安全を第一に、政府や自治体の要請を踏まえた取り組みを行いながら、各事業セグメントの継続と収益の確保に努めてまいります。 （７）継続企業の前提に関する事象等当社は、単体決算において継続して営業損失を計上しているため、継続企業の前提に疑義を生じさせるような状況が存在していると認識しております。このような状況を解消するために当社グループは、「１(経営方針、経営環境及び対処すべき課題等)」に記載の取り組みを進めてまいります。また、資金面においては、当事業年度末において当社単体で２億円以上、更にグループ全体では７億円以上の現預金を保有していることから必要な運転資金を確保しており、仮に次年度の営業利益がマイナスであっても当面の資金繰り懸念は存在しないことに加えて、当社グループは連結決算において継続的に営業利益を計上しております。以上を踏まえ、継続企業の前提に関する不確実性は認められないと判断しております。  
経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析	４ 【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】（１）経営成績等の状況の概要　当連結会計年度における当社グループ(当社、連結子会社及び持分法適用会社)の財政状態、経営成績及びキャッ　　　シュ・フロー(以下、「経営成績等」という。)の状況の概要は次のとおりであります。①　経営成績の状況当連結会計年度における我が国の経済は、株価上昇や賃上げ、インバウンド消費増加など、景気を後押しする明るい材料が見られる一方、物価上昇や不安定な世界情勢など、依然として先行き不透明な状況が続きました。　このような状況のもと、当社グループは基幹事業である映画事業に重点を置きつつ、各事業において業績の向上に努めてまいりました。その結果、全体として売上高は12億８千２百万円（前期比7.0％減）、営業利益は２千万円（前期比59.8％減）、経常利益は１千８百万円（前期比26.9％減）、親会社株主に帰属する当期純利益は４百万円（前期比88.5％減）となりました。なお、前連結会計年度より、連結子会社の株式会社寄居武蔵野自動車教習所の決算日を１月31日から３月31日に変更したことに伴い、2022年２月１日から2023年３月31日までの14か月間を連結した数値と、2023年４月１日から2024年３月31日までの12か月間を連結した数値を用いて、前期比の数値を算出しています。そのため、自動車教習事業部門におきましては、事業決算年度月数の差異が売上高及び利益の押し下げ要因となっております。 ②　財政状態の状況当連結会計年度末における財政状態の状況については、次のとおりであります。 資産合計(千円)負債合計(千円)純資産合計(千円)自己資本比率(％)１株当たり純資産(円)当連結会計年度末5,978,0982,395,7393,582,35859.93,423.59前連結会計年度末5,954,5082,378,0663,576,44160.13,417.92  ③　キャッシュ・フローの状況当連結会計年度におけるキャッシュ・フローの状況については、次のとおりであります。 営業活動によるキャッシュ・フロー（千円）投資活動によるキャッシュ・フロー(千円)財務活動によるキャッシュ・フロー(千円)現金及び現金同等物の期末残高(千円)当連結会計年度41,566△20,391△6,185758,322前連結会計年度91,947△44,097△63,869743,268  ④　生産、受注及び販売の状況当社はサービス業及び不動産賃貸・販売業を中心に業態を形成しており、受注・生産形式の営業活動は行っておりません。また、販売の状況については、「（２）経営者の視点による経営成績等の状況に関する分析　①経営成績の分析」に記載しております。 （２）経営者の視点による経営成績等の状況に関する分析・検討内容経営者の視点による当社グループの経営成績等の状況に関する認識及び分析・検討内容は次のとおりであります。なお、文中の将来に関する事項は、当連結会計年度末現在において当社グループが判断したものであります。 ①　経営成績の分析■セグメント別売上高項目前連結会計年度当連結会計年度 セグメント売上高(千円)売上高(千円)増減額（千円）映画事業423,479401,328△22,151不動産事業 (※1) 569,401576,4317,029自動車教習事業372,526291,113△81,413商事事業 (※2)8,4377,600△837その他5,8215,955133連結計1,379,6661,282,428△97,237  　※1.主な相手先別の販売実績及び該当販売実績の総販売実績に対する割合相手先前連結会計年度当連結会計年度売上高(千円)割合(％)売上高(千円)割合(％)㈱高島屋212,59215.4221,59217.2㈱野和ビル155,02811.2155,02812.0  ■セグメント別営業利益(△は損失)項目前連結会計年度当連結会計年度 セグメント営業利益(千円)営業利益(千円)増減額（千円）映画事業△51,841△62,460△10,618不動産事業323,537324,059521自動車教習事業73,19835,311△37,887商事事業8,4377,600△837その他5,4765,693216全社・消去△307,040△289,40917,631連結計51,76620,793△30,973  （映画事業部門） 映画興行事業におきましては、「武蔵野館」は12月公開の『宝くじの不時着 1等当選くじが飛んでいきました』、2月公開の『梟―フクロウ―』、「シネマカリテ」は12月公開の『枯れ葉』、1月公開の『コット、はじまりの夏』の動員が好調に推移しましたが、全体の集客数は伸び悩んだ結果、当連結会計年度の売上高は予想を下回る結果となりました。　映画配給関連事業におきましては、当社連結子会社の配給作品『香港怪奇物語 歪んだ三つの空間』（香港映画）を12月に公開し、『白日青春-生きてこそ-』（香港映画）を1月に公開しました。その結果、部門全体の売上高は４億１百万円（前期比5.2％減）、営業損失は６千２百万円（前年同期は５千１百万円のセグメント損失）となりました。 （不動産事業部門） 不動産賃貸部門におきましては、各テナントの利用客も増加傾向中となり、テナント収入は増加の動きが見られました。主要テナントビルの設備更新等、維持管理費用の継続的な発生はあるものの、不動産賃貸部門全体としては堅調に推移しました。不動産販売部門におきましては、景気の動向に注意を払いながら売買及び仲介取引の拡大に努めました。その結果、部門全体の売上高５億７千６百万円（前期比1.2％増）、セグメント利益は３億２千４百万円（前期比0.2％増）となりました。（自動車教習事業部門） 自動車教習事業部門におきましては、普通自動車免許を除く各車種の免許取得希望の新規教習や高齢者講習受講は堅調に推移しました。しかしながら主軸である普通自動車免許の教習につきましては卒業シーズンを控えた高校生・大学生をメインに営業活動を行ったものの、年間を通して伸び悩み、期間中の新規教習生の獲得は前年を下回る結果となりました。その結果、部門全体の売上高は２億９千１百万円（前期比21.9％減）、セグメント利益は３千５百万円（前期比51.8％減）となりました。なお、前期との比較数値は、前連結会計年度より、当事業部門の主体である株式会社寄居武蔵野自動車教習所の決算日を毎年１月31日から毎年３月31日に変更したことに伴う事業年度月数の差異（前期は14ヶ月）の影響を受けたものとなっております。（商事事業部門） 当該事業部門の主軸である東京都目黒区において経営委託している飲食店につきましては、インバウンド需要や国内旅行者も含め、利用客の増加により、営業成績はコロナ以前の水準より増加しました。その結果、部門全体の売上高は７百万円（前期比9.9％減）セグメント利益は７百万円（前期比9.9％減）となりました。（その他） 主として自販機手数料でありますが、部門全体の売上高は５百万円（前期比2.3％増）、セグメント利益は５百万円（前期比4.0％増）となりました。※　スポーツ・レジャー事業部門は営業中止中です。 ②　財政状態の分析(総資産)当連結会計年度末における総資産につきましては、現金及び預金の１千５百万円増加したことなどから、前連結会計年度末に比べ２千３百万円の増加となりました。(負債)負債につきましては、流動負債のその他（固定資産の未払金）が増加したことなどから、前連結会計年度末に比べ１千７百万円の増加となりました。(純資産)純資産につきましては、親会社株主に帰属する当期純利益の計上４百万円により、利益剰余金が増加し、前連結会計年度末に比べ５百万円の増加となりました。以上のことから、当連結会計年度末残高は総資産59億７千８百万円、負債23億９千５百万円、純資産35億８千２百万円となりました。 ③　キャッシュ・フローの状況の分析当連結会計年度末における連結ベースの現金及び現金同等物（以下「資金」という。）は、有利子負債の約定返済を進めた一方、営業活動によって得られた資金があったことなどから、７億５千８百万円（前期比2.0％増）となりました。各キャッシュ・フローの状況の主な要因は次のとおりです。〈営業活動によるキャッシュ・フロー〉営業活動の結果、得られた資金は４千１百万円（前期比54.8％減）となりました。主な内訳は減価償却費６千８百万円、税金等調整前当期純利益１千６百万円による増加があった一方、法人税等の支払額４千３百万円等があったことによるものです。〈投資活動によるキャッシュ・フロー〉投資活動の結果、使用した資金は２千万円（前期に使用した資金は４千４百万円）となりました。これは主に、有形固定資産の取得による支出１千４百万円等があったことによるものです。〈財務活動によるキャッシュ・フロー〉財務活動の結果、使用した資金は６百万円（前期に使用した資金は６千３百万円）となりました。これは、長期借入金５千万円の借り入れによる収入と、長期借入金の返済による支出５千３百万円等があったことによるものです。 ④　資本の財源及び資金の流動性についての分析当社は安定的な営業利益の積み上げによる復配の実現を経営課題としており、キャッシュ・フロー経営を徹底させることにより自己資本の増強に努めることが第一と考えております。運転資金および設備資金につきましては、営業活動によるキャッシュ・フロー及び金融機関からの借入金により資金を調達しております。当社の資金需要につきましては、運転資金需要は映画館や自動車教習所の運営費、テナントビルの維持管理費等、設備資金需要は映画館、自動車教習所、テナントビルにおける設備投資や固定資産の更新等であります。戦略的に経営資源を配分し持続的な企業価値向上と安定的な株主還元の充実に努めてまいります。 ⑤　重要な会計上の見積りおよび当該見積りに用いた仮定当社グループの連結財務諸表は、我が国において一般に公正妥当と認められている会計基準に基づき作成されております。この連結財務諸表の作成に当たって、資産・負債の報告金額及び報告期間における収益・費用の報告金額を継続的かつ適正に評価するために、過去の実績や状況に応じ合理的だと考えられる様々な方法に基づき、また予測し有る偶発事象の影響値等も加味しながら、いくつかの重要な見積りおよび仮定を用いております。しかしながら、見積りや仮定に特有の不確実性があるため、実際の結果がこれらの見積りおよび仮定と異なる場合があります。連結財務諸表の作成に当たって用いた会計上の見積り及び仮定のうち、重要なものについては、「第５ 経理の状況 １連結財務諸表等 (1)連結財務諸表 注記事項（重要な会計上の見積り）」に記載のとおりであります。 
経営上の重要な契約等	５ 【経営上の重要な契約等】該当事項はありません。 
研究開発活動	６ 【研究開発活動】該当事項はありません。 
設備投資等の概要	１ 【設備投資等の概要】当社グループでは、映画事業部門、不動産事業部門、自動車教習事業部門のいずれにおいても、保有資産の活用や施設の保全、またリニューアルといったことが集客力や収益力の維持と向上のために不可欠であり、各事業を取り巻く経営環境に見合った効果的な設備投資を行うことは、会社の重要課題のひとつであります。当連結会計年度においては、不動産事業部門において大宮ビルでは外壁修繕工事、自動車教習事業部門において教習車両の購入等を行い、その総額は６千９百万円となりました。各セグメント別の主な設備投資状況につきましては、不動産事業部門における大宮ビル外壁修繕工事等５千万円、自動車教習事業部門における教習車入替え等５百万円であります。 
主要な設備の状況	２ 【主要な設備の状況】(1) 提出会社　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　       　2024年３月31日現在事業所名(所在地)セグメントの名称設備の内容帳簿価額(千円)従業員数(名)摘要建物及び構築物機械装置及び運搬具土地(面積㎡)工具、器具及び備品リース資産合計大宮ビル(埼玉県さいたま市大宮区)不動産事業テナントビル286,367―1,558,481(　1,043 )――1,844,848―※１新宿武蔵野館（東京都新宿区新宿）映画事業映画館12,06699―2,462―14,6289(18)※２シネマカリテ（東京都新宿区新宿）映画事業映画館―――566―5663(2)※３信託受益権（東京都新宿区新宿）不動産　事業テナントビル0―151,230(11)――151,230―※４  (2) 国内子会社　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　            　2024年３月31日現在会社名事業所名(所在地)セグメントの名称設備の内容帳簿価額(千円)従業員数(名)摘要建物及び構築物機械装置及び運搬具土地(面積㎡)工具、器具及び備品合計㈱寄居武蔵野自動車教習所寄居武蔵野自動車教習所（埼玉県大里郡寄居町）自動車教習事業自動車教習50,4249,37131,617( 1,403)4,80096,21423(16) 自由ケ丘土地興業㈱自由が丘ミュービル(東京都目黒区自由が丘)不動産事業テナントビル104,828―――104,828―※５  (注) ※１　大宮ビルは㈱高島屋に賃貸しております。土地面積は持分に応じた面積を記載しております。※２　新宿武蔵野館は東京都新宿区の武蔵野ビルにテナントとして入居しております。※３　シネマカリテは東京都新宿区の野和ビルにテナントとして入居しております。　　※４　信託受益権の土地面積は、持分に応じた面積を記載しております。※５　自由ケ丘土地興業㈱所有の自由が丘ミュービル（地下１階地上３階）はフロア（延床面積1,691　　　㎡）を提出会社がテナントに賃貸しており、2024年3月期の賃貸収入は101,849千円であります。　　 　６　従業員数の(外書)内は臨時従業員数を示しております。 
株式の総数	① 【株式の総数】 種類発行可能株式総数(株)普通株式4,000,000計4,000,000  
発行済株式、株式の総数等	② 【発行済株式】 種類事業年度末現在発行数(株)(2024年３月31日)提出日現在発行数(株)(2024年６月28日)上場金融商品取引所名又は登録認可金融商品取引業協会名内容普通株式1,050,0001,050,000東京証券取引所スタンダード市場単元株式数は100株であります。計1,050,0001,050,000――  
