項目	値
事業の内容	３【事業の内容】　当社の親会社は株式会社ＮＴＴデータであり、同社は当社の株式4,213,400株（議決権比率51.3％）を保有しております。また、株式会社ＮＴＴデータの親会社は株式会社ＮＴＴデータグループ、株式会社ＮＴＴデータグループの親会社は日本電信電話株式会社であるため、株式会社ＮＴＴデータグループと日本電信電話株式会社も当社の株式4,213,400株（議決権比率51.3％）を間接所有しており、当社の親会社であります。　なお、株式会社ＮＴＴデータは当社の親会社でしたが、2024年５月１日に自己株式立会外買付取引（ToSTNeT-3）による自己株式の取得を行ったことにより、議決権所有割合は5.5％となり当社の親会社に該当しないこととなりました。　また、当社はＸＮＥＴサービス事業の単一セグメントであるため、セグメント情報は記載しておりません。 (1）当社の売上高構成比は以下のとおりです。品目第32期第33期金額構成比金額構成比前期比（１） ＸＮＥＴサービス百万円％百万円％％5,35399.95,53699.83.4　　　アプリケーションサービス3,77970.53,82769.01.2　　　ＡＭＯ・ＳＯサービス1,57429.41,70930.88.6（２） 機器販売等40.1110.2180.0合計5,357100.05,547100.03.5 (2）「ＸＮＥＴサービス」について　多くの日本の企業は従来、情報システムを自社で構築し、自社のみで使用していました。外部企業に開発・運用をまかせている（いわゆるシステムのアウトソーシング）場合も自社固有システムのことが多く、開発費、メンテナンス費がすべて自社にかかっている構造は変わっておりません。　当社は、創業当初から当社独自に情報システムを構築し、複数の顧客に月々のサービス料だけで提供するという独自のビジネスモデルを考え、これを「ＸＮＥＴサービス」と名付けました。Application Outsourcingというビジネスコンセプトです。　「ＸＮＥＴサービス」は、ユーザーである顧客、そして提供者である当社に大きいメリットがあります。具体的には、＜ユーザーのメリット＞・初期投資がいらない・導入期間が短い・メンテナンスコスト不要・１つのシステムを多くのユーザーが負担するので全体的コストが安い・多くのユーザーのアイディアを盛り込むので高度なノウハウが共有できる（知恵の共有）・常にシステムの内容を更新するので陳腐化しない＜当社のメリット＞・月々の収入－安定収入・簡単にサービス中止できない・高い利益率（同じアプリケーションを共同で利用するため）などがあげられます。「ＸＮＥＴサービス」の機能は、以下のとおりです。・システムの提供～初期インストール及び改良版の提供・利用に関する教育・利用に関するお問い合わせの対応・ユーザーマニュアルの提供・必要なデータベースの提供 　顧客が自社開発しているシステムすべてが「ＸＮＥＴサービス」のマーケットと考えていますが、資産運用を中心に、少しずつサービスを広げていっています。現在の主なサービスのラインナップは以下のとおりです。①有価証券フロント機関投資家、証券会社向けの証券の受発注業務に関する機能を提供するサービス。②有価証券ミドル機関投資家が投資する金融商品を対象としてパフォーマンス分析、受益者向けレポーティング等の機能を提供するサービス。③有価証券バック機関投資家が投資する金融商品を対象として仕訳、入出金、現物保管等の管理機能を提供するサービス。④IMバック投信投資顧問会社向けに投信計理業務用の機能（投資信託の基準価格算出や運用報告書等の帳票作成機能）を提供するサービス。⑤センター型指図STP投資家が管理信託銀行に対して信託指図を電子的に送信できるサービス。⑥信託連動データ開示管理信託銀行が再信託している特金、ファントラ等のポートフォリオデータ（取引、残高、ポートフォリオ属性）をXNETフォーマットで受信できるサービス。⑦融資管理プライマリー・セカンダリー・シンジケート・住宅ローン等、形態に関係なく融資業務全般を一律のプラットフォームで管理する機能を提供するサービス。⑧スチュワードシップ・ソリューション株主議決権業務をサポートする機能を提供するサービス。⑨ReportManager投信、投資顧問業務において必要となる、対外向け帳票の作成支援サービス。アプリケーション提供（基本サービス）に加えて、データ作成支援（オプションサービス）サービスもご提供。⑩XNET-AMOサービス専任のCEがお客様の立場で、XNETアプリケーション利用に係わる「運用・保守」から「設計・開発」までトータルでサポートし、お客様にあったXNETアプリケーションの業務運営を支援するサービス。⑪スマート・アウトソーシングサービス（旧XNET-BPOサービス）当社がＸＮＥＴサービス（バック・ミドル・投信）を利用してお客様業務を代行するサービス。⑫報酬管理サービス投資顧問会社向けの報酬管理業務支援サービス⑬個人向け信託管理遺言代用信託の「受益権管理」、「合同運用金銭信託・運用口管理」が可能です。信託兼営銀行による単独利用、信託銀行が地域金融機関と提携する代理店方式の何れにも対応しています。⑭投資信託委託業開業支援サービス投資信託委託業の開業に当たり、会社設立、投資申請準備から開業まで、一貫して支援するサービスです。⑮投資一任業開業支援サービス投資一任業の開業に当たり、会社設立、投資申請準備から開業まで、一貫して支援するサービスです。(3）「機器販売等」について　当社の唯一の商品は「ＸＮＥＴサービス」です。「ＸＮＥＴサービス」を利用するためにコンピュータ等を必要とします。このコンピュータ等は、お客様が自社で購入して、ＸＮＥＴのソフトウェアやデータを入れて利用するのが原則です。お客様によっては、当社に対してコンピュータ等の機器も一緒に導入を希望する場合があります。このニーズに応えるために当社の機器販売等のビジネスがあります。但し、－　ＸＮＥＴサービス導入先に限っていて、機器販売等を単独で行うことはない－　ＸＮＥＴサービスに比較して利益は少ないビジネスですので、当社の事業としてのウェイトは低くなっています。　又、利用する機器のＯＳ（オペレーティングシステム）がＬＩＮＵＸに変わり、機器そのものの価格が大幅に下落しております。また、クラウドコンピューティングの普及に伴い当社が機器を用意するフルサービスをご利用のお客様も増えております。そのため、売上構成比は０％～１％になっています。
経営方針、経営環境及び対処すべき課題等	１【経営方針、経営環境及び対処すべき課題等】　文中の将来に関する事項は、当事業年度末現在において当社が判断したものであります。 （１）会社の経営の基本方針　当社の経営の基本方針は、創業以来極めて明確で、「ＸＮＥＴサービス」を推進していくことです。当社は業務に密着した、ＩＴサービス企業であり続けます。　そこで、具体的な方針として以下のような目標を掲げ、全社を挙げて取り組んでおります。 ＜eXcellent Companyとして当社が目指すもの＞　「資産運用のワンストップ・ソリューション・カンパニー」としてお客様のあらゆるご要望に対してソリューションを提供できる会社になるという方針です。 　そのために今、当社の社員が取り組むべきことは以下の３つです。 ①　ニーズへ応えるサービスの提供お客様への感度を高め、業務のアウトソーシング、基盤サービスなど業界やお客様によって多様化しつつあるニーズを捉え、最適なサービスをタイムリーに提供する。②　新たなお客様の獲得地道な営業活動、新しいサービスの創造、ＮＴＴデータグループを始めとする協業会社とのコラボレーションにより業界シェアを伸ばし、サービス提供会社の使命を全うする。③　プロフェッショナルな人財への成長現場に「より近いサービス」の提供、専門知識の吸収、日々の課題解決、自己研鑽を通じ、業界・業務に精通した高度なノウハウ・知識を持った人財を目指す。 　そして、資産運用業界で選ばれ続けるサービスを創造し、未来に続く会社になりたいと考えて日々努力を続けております。 （２）中長期的な会社の経営戦略　お客様とコラボレーションしながら「ＸＮＥＴサービス」を発展させていく方針に変更はありません。そもそも、「資産運用のワンストップ・ソリューション・カンパニー」になるためには、資産運用に関するお客様のあらゆるニーズに応える必要があります。　そのために、当社は祖業であるアプリケーションサービスに加えて、ＡＭＯサービス、ＳＯサービスを展開してきました。今後もこの３つのサービス形態を中長期的に成長させ、プロダクトミックスを構築していくという方針を継続してまいります。 ・主力のアプリケーションサービスの中では、当社が資産運用業界で圧倒的な強みを持つか、または当社にしかできない重要な戦略サービスとして、以下のサービスを積極的に展開します。（５本の矢）①　機関投資家向けのスチュワードシップ・ソリューション・サービス②　生損保向けの有価証券ＩＦＲＳ管理サービス③　投資顧問向けのＳＯサービスの中のレポート作成サービス④　投信会社向けの国内籍外貨建投信計理サービス⑤　地方銀行向けの個人向け信託管理サービス＊ これらに加えて、現在当社が力を入れている「生損保向けの融資管理サービス」と「生損保向けのＳＯサービス」にも積極的に取り組んでまいります。また、「投信・投資顧問向けの会社設立支援サービス」にも力を入れてまいります。・ＡＭＯサービス、ＳＯサービスについては以下のとおりです。①　ＡＭＯ(Application Management Outsourcing)サービス＝システム運用受託当社から人財を提供して、お客様の社員の代わりに業務を行います。具体的には、システム導入や基盤の運用保守・更改などです。②  ＳＯ(Smart Outsourcing)サービス＝業務プロセス受託お客様から当社へ業務移管をする形となり、業務そのものを当社が引き取ります。具体的には、経理処理やレポート作成などです。＊　特に、ＳＯサービスは当社のアプリケーションサービスに次ぐ、２つめの柱になると考えております。　このような戦略の下で、2022年４月の東証新市場区分において、当社は「スタンダード」市場を選択いたしました。　今後は、当社のペースでプライム市場の基準に適合する企業を目指し、企業価値向上と持続的成長を目指します。そのために、必要な成長戦略と保有する資産の有効活用に全力で取り組んでまいります。具体的には、持続的成長のための投資と株主還元です。　そこで、2022年６月に当社初の中期経営計画を策定し、社内・社外に向けて公表いたしました。　一言で言えば、当社の「稼ぐ力」と「使う力」を磨き上げるための決意表明としてまとめたものです。　その中で、この中期経営計画から新しいサービス分類を定義いたしました。具体的には、当社売上をコアとスポットという２つに分類しております。・コアとは、サブスクリプションモデルにより、月額定額で安定的に売上を確保できるサービスで、具体的にはアプリケーションサービス、月額で頂くＡＭＯサービス、そしてＳＯサービスのことです。（現在、売上高の約８割を占めるビジネスです。）・スポットとは、コアを増やすために必要であるが、あくまで一過性の売上で新規導入や基盤更改のためのＡＭＯサービスのことです。　今後はこのコアに注力することが、当社の経営基盤の強化につながると考え、この２つの分類を定義いたしました。この中期経営計画の最大の事業戦略は、コアに注力し、拡大し、高い収益率の維持をはかります。　このコアへの注力が当社の経営基盤を強化し、更なる企業価値向上につながるのです。 　そして、このたび、2024年５月１日公表「自己株式立会外買付取引（ToSTNeT-3）による自己株式の取得結果及び自己株式取得終了、並びに親会社、主要株主及び主要株主である筆頭株主の異動に関するお知らせ」の通り、当社の発行済株式総数の約半分に当たる自己株式取得を行いました。これにより、ＮＴＴデータグループを資本関係では離れますが、業務関係のつながりは変わりません。その意味では、この資本提携の解消は当社にとって次の成長に向けた新しいスタートと考えております。まさに「新生エックスネット」の誕生です。 　改めて、今回の自己株式取得の狙いは、　①社会課題の「親子上場」を一気に解消　②事業戦略上のメリットとして、経営の独立性、より中立性の高いポジションを確保しつつ、ＮＴＴデータ　　との協力関係は継続。　③現金換金可能資産の有効活用　④株主還元の充実（増配）に加えて、今後の配当方針を安定的、積極的、かつ「減配しない会社」を基本と　　する　以上の４つの戦略を、一度にすべて、実質自己資金のみで実施したのは当社が日本で初めてです。 　時代は当社にとって追い風です。資産運用立国の旗印の下、当社は更なる成長を目指します。そして、より柔軟で自由度の高い発想で会社経営を行い、より積極的な姿勢で新たな投資や株主還元を行います。　それが、当社の企業価値向上と持続的成長を支え続けるはずです。　今後は「新生エックスネット」として、社内・社外に向けての「更なる変革」を推進し、独立性の高いユニークな資産運用管理ソリューション会社として成長してまいります。 （３）目標となる経営指標　当社は、2022年６月16日公表の中期経営計画のなかで、以下の目標を掲げております。　①　2026年３月期において、コア売上高50億円の達成　②　営業利益率15.0％以上　③　ＲＯＥ8.0％以上今後は、これらの目標の達成に向け、当社の基本方針および経営戦略に基づき行動してまいります。 　そして、当社のミッションは以下の２つであると考えております。 ＊ 資産運用業界の業務の先生になる。 ＊ 資産運用業界の更なるコストダウンを実現する。　具体的には、資産運用業界のコストを下げ、そして、業務のプロまたは先生として、フロントからミドル・バックまでのあらゆる業務について、お客様から相談して頂けるワンストップ・ソリューション・カンパニーになるということです。　しかも、当社がすべてのソリューションを持つのではなく、お客様が望むどのサービス、どのシステムともつなぎ、共生する、いわゆる「資産運用業界のエコシステム・オーケストレーター」になることです。　また、当社のビジョンは「三方よし→四方よし」の実現という考え方で、最終的には日本国民全体の財産の形成に貢献できると信じております。　具体的には、「買い手よし」は顧客である資産運用業界、「売り手よし」は当社、「世間よし」は日本経済、国民の皆様、そして「未来よし」はこの３者全員に対してです。今後はこの四方よしの実現に向けて努力をしていきたいと考えております。 （４）会社の対処すべき課題　当社の対処すべき課題は２つです。　一つは、上記のＸＮＥＴの使命を果たすために、大切なものは社員の人財力アップです。　ただ、これは社員に研修を行ったり、鍛えることだけで成し得るのは難しいと考えております。　そこで、新たな人財を確保していきます。ＸＮＥＴの社風や文化を理解している人達を積極的に採用し、社内で融合しながら、そのスキルをレベルアップしていきます。　具体的には以下の方々です。　・資産運用業界で長年活躍したベテランや定年退職者など業界に恩返しをしたい人の雇用　　＊ 特にＳＯサービスを展開していくには、不可欠な人財と考えております。　・資産運用業界出身者で、育休や子育て後の女性や会社都合による離職者の雇用　・誰もが認める高いスキルと高い意欲を持っている元社員の再雇用　・当社に籍を置き、当社の社風・文化をこよなく愛す人（派遣社員等）の採用　・高校新卒の採用　もう一つの課題は、その人財の成長です。　具体的には、まず、社員の「働きがい」「働きやすさ」を実現するために、様々な施策を実施していきます。それは単なる「働き方改革」ではなく、社員一人ひとりが自覚・自律して、どのように効率良く成果を出すかという生産性向上を意識したものです。　つまり、成果をいかに実現するかを意識した「成果実現改革」を実施していきます。 　加えて、これまでの社内制度や慣行を積極的に見直し、「更なる変革」を推進して、すべての社員が成長を実感できる会社になることを目指します。 
事業等のリスク	３【事業等のリスク】　当社の事業上のリスク要因となる可能性がある事項としては、以下のものがあります。なお、文中の将来に関する事項は、当事業年度末現在において当社が判断したものであります。 ＩＴ技術への対応　当社の提供するサービス（アプリケーション）は、一定のハードウェア・ＯＳ等での稼動を前提に構築しております。それらの変更に対応して必要なアプリケーションの改編を常時行いながらサービスを行っております。このためハードメーカー、データベース、ＯＳ、ネットワークベンダー等と技術動向の情報収集を行い、当社サービスとしての一貫性を保ちつつ、当社サービスの開発を行っております。今後ともＩＴ技術の大幅な変更に対して、従来通り対応していく方針ですが、これらの取組みへの投資額の増大、サービス提供時期の遅延等の発生する可能性があります。 システムの不具合の発生　当社の提供するアプリケーションに関して、100％不具合が発生しないというサービスを続けることは、現実的には出来ません。品質管理担当チームを設置し日頃から社内教育をはじめ、開発会社との協力関係を含め検収作業の精度を高めるべく努めております。それでも発生するのが不具合ですので、お客様サービス上、損害賠償の可能性、当社の作業費用増大に関するリスクがあります。尚、現在まで当社の業績に重大な影響を与える事象の発生はございません。 顧客の大半を金融機関が占めている状況①業務変更・制度変更による影響　当社のＸＮＥＴサービスは、これまで金融機関を中心に行っており、新商品導入や制度変更に関しては従来よりビジネスの基本と捉え、過去においてこれらの開発等でサービス・インが遅れるといったことはありません。当社のシステム構造からも当面問題はないように事業をしておりますが、未来永劫リスクがないと言えるものではありません。 ②同業他社間の再編　当社の顧客も国内並びにグローバル競争にさらされており、国内にとどまらず海外をも含めて金融機関間の合併等再編が行われた場合、当社の経営成績に影響を与える可能性があります。 フルサービス化に伴うリスク　フルサービス化に伴い、当社がサーバーを保有し、これをお客様が使うパターンが増加しています。資産運用のフルサービスに関してサーバーの設置場所を東京都品川区としております。この地区において大規模災害が発生した場合には使用不能となり、サービスが停止する可能性があります。ただし、サーバーを一ヶ所に設置し二重化していないことは、顧客との契約書に明記しています。また、顧客が望む場合バックアップセンターのサービスも実現しています。その他のサーバーは長野県長野市に設置していますが、同様なリスクがあります。また、データ等のバックアップテープは別の場所への保存等の対策を講じております。 人財の確保について　当社の提供するサービスに関して、サービスの継続さらに今後サービスの質を向上するためにも優秀な人財の確保が必須条件となっています。ソフトウエアの分野においては、人財が最も重要な経営資源と云えます。当社は従来より通年採用により人財を確保してまいりましたが、競合他社や他業界の雇用動向による影響は排除できません。そのため、人財確保難からサービス提供の遅延等が発生するリスクがあります。 知的財産権によるリスク　当社が開発するアプリケーションや、その他提供するサービスにおいては、特許権や著作権等の知的財産権の確保が重要であるとともに、第三者の知的財産権を侵害しないよう十分な注意を払っています。しかしながら、世界各国の法的制度の違い等により知的財産権に関する問題が全く起こりえないという保証はありません。　したがって、当社において知的財産権に関する問題が発生した場合には、当社の業績や財務状況に影響を及ぼす可能性があります。 情報セキュリティのリスク　当社は情報セキュリティポリシーを定め、社員教育の徹底をはじめ、パソコンのセキュリティ管理等情報の取扱いには細心の注意を払っております。　このような取組みにもかかわらず情報漏洩が発生した場合、当社の業績の影響並びに当社への信頼を失う可能性があります。事業継続のリスク　東日本大震災が発生したことを受けて、危機管理体制の見直しを行い、大規模な災害が発生した場合に備えて、事業継続プランを作成し、訓練も行っています。しかしながら、一企業のコントロールをも上回る事象が発生した場合、顧客と合意しているサービスを維持することが困難となり、結果として業績に影響を受ける可能性があります。 
経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析	４【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】文中の将来に関する事項は、当事業年度末現在において当社が判断したものであります。 （１）経営成績等の状況の概要　当事業年度における当社の財政状態、経営成績及びキャッシュ・フロー（以下「経営成績等」という。）の状況の概要は次のとおりであります。　なお、当社はＸＮＥＴサービス事業の単一セグメントであるため、セグメント情報別の経営成績等は示しておりません。 ①財政状態及び経営成績の状況イ．財政状態　当期末の資産は、資産合計が9,910百万円（前期末比629百万円増）となりました。これは主として現金及び預金の増加によるものです。　負債につきましては、負債合計が1,393百万円（前期末比136百万円増）となりました。これは主として未払法人税等の増加によるものです。　純資産につきましては、8,517百万円となり前期末の純資産合計と比較して493百万円増となりました。これは繰越利益剰余金が増加したことによるものです。 ロ．経営成績　当事業年度の経営成績は、売上高5,547百万円（前期比3.5％増）、営業利益1,066百万円（前期比12.2％増）、経常利益1,101百万円（前期比11.8％増）、当期純利益741百万円（前期比6.8％増）となりました。 ②キャッシュ・フローの状況　当期における現金及び現金同等物（以下「資金」という。）の期末残高は3,038百万円（前期末比779百万円増）となりました。当期における外部からの資金調達はありません。なお、自己株式取得資金として2024年５月１日に2,500百万円を調達しております。 　当期における各キャッシュ・フローの状況は以下のとおりです。（営業活動におけるキャッシュ・フロー）　営業活動の結果得られた資金は、1,443百万円（前期は1,156百万円の獲得）となりました。主に営業収入が増加したこと等によるものです。営業活動におけるキャッシュ・フローのうち、主要な支出である人件費の支出は△2,011百万円となり、営業収入に対する割合は△35.6％となりました。　また、同じく主要な支出である外注費の支出は△1,309百万円となり、営業収入に対する割合は△23.2％となりました。　いずれも当社の資金確保および利益の確保において、適切な割合の範囲内と認識しております。（投資活動におけるキャッシュ・フロー）　投資活動の結果使用した資金は、416百万円（前期は523百万円の使用）となりました。主な内訳としては、無形固定資産の取得による支出（XNETアプリケーションへの開発投資）が372百万円（前期は293百万円）となります。　当社は、将来の減価償却費の大幅な変動を抑制するため、計画的にXNETアプリケーションの開発投資を行っております。（財務活動におけるキャッシュ・フロー）　財務活動の結果使用した資金は、247百万円（前期は239百万円の使用）で、配当金の支払いによるものです。　当社は、前期同様、配当政策として安定配当を掲げております。 ③生産、受注及び販売の実績イ．生産実績　該当事項はありません。ロ．受注実績　該当事項はありません。ハ．販売実績品目第33期（自　2023年４月１日至　2024年３月31日）前期比ＸＮＥＴサービス百万円5,536％3.4  アプリケーションサービス3,8271.2  ＡＭＯ・ＳＯサービス1,7098.6機器販売等11180.0合計5,5473.5 （注）１．主要な相手先別の販売実績及び当該販売実績の総販売実績に対する割合相手先前事業年度当事業年度金額（百万円）割合（％）金額（百万円）割合（％）株式会社日本カストディ銀行67412.668012.3ニッセイ情報テクノロジー株式会社54410.25369.7２．当社はＸＮＥＴサービス事業の単一セグメントであるため、セグメント情報別に示しておりません。 （２）経営者の視点による経営成績等の状況に関する分析・検討内容　経営者の視点による当社の経営成績等の状況に関する認識及び分析・検討内容は次のとおりであります。　なお、文中の将来に関する事項は、当事業年度末現在において判断したものであります。　当社はＸＮＥＴサービス事業の単一セグメントであるため、セグメント情報別の業績等は示しておりません。 ①重要な会計方針及び見積り　当社の財務諸表は、わが国において一般に公正妥当と認められている会計基準に基づき作成しており、この財務諸表の作成には、資産・負債及び収益・費用に影響を与える見積りを必要とする箇所があります。　当社が採用している重要な会計方針は、「第５　経理の状況　１.財務諸表等（１）財務諸表　〔注記事項〕（重要な会計方針）」に記載のとおりであります。　これらの見積りにつきましては、経営者が過去の実績や取引状況を勘案し、会計基準の範囲内で合理的に判断しておりますが、見積りには不確実性が伴うため、実際の結果と異なる可能性があることにご留意ください。 ②経営成績等イ．財政状態　当事業年度の財政状態につきましては、「（１）経営成績等の状況の概要　①財政状態及び経営成績の状況イ．財政状態」に記載のとおりであります。 ロ．経営成績(a)売上高　当事業年度は、中核商品である「ＸＮＥＴサービス」の売上高が5,536百万円（前期比3.4％増）、機器販売等も含めた売上高は5,547百万円（前期比3.5％増）となりました。　「ＸＮＥＴサービス」は、大別して以下に区分されます。・ 有価証券管理システムを中心としたXNETシステムの月額利用料を収益源とするアプリケーションサービス・ XNETシステムに関する導入や保守、会計制度変更対応等の業務を請負うＡＭＯサービス・ XNETシステムを利用して、機関投資家の経理事務等の実務を受託し、効率的に集約、処理することで収益を獲得するＳＯサービス　このうちアプリケーションサービスの状況については、以下のように分析しております。　主力である有価証券管理システムについては、信用金庫業界への導入拡大のほか、「資産運用業界のエコシステム・オーケストレーター」として他社システム連携の積極的な推進のため、新サービスを開発・提供を開始しております。既存顧客の解約も僅かであり、当社業績を支えるサービスの柱として、引き続き堅調に推移しております。また、遺言代用信託をはじめとする個人向け信託については、新規顧客獲得数はやや減少しているものの、安定的にシステムを提供しております。高齢化社会の進行による市場の拡大とともに、金融機関による信託商品のバリエーション拡大により当社システムの機能拡充が進んでおり、当市場におけるシステムベンダーとしての当社の地位を強固にしております。さらに、2023年３月期に明治安田生命保険相互会社に対してサービス提供を開始した融資管理システムについては、当期において順調に稼働しており、利用顧客が拡大しつつあります。融資管理システムは生損保顧客からの引合いも多く、今後の事業規模拡大が見込まれます。　ＡＭＯサービスについては、金融機関においてＩＴ人財が不足するなか当社のサポート力が評価され、継続的なシステム保守案件の受注が順調であり、コア売上の拡大に貢献しております。そのほか当期においては、基盤更改案件等スポット案件の受注も好調であり、ＸＮＥＴサービス全体の増収に貢献しております。　ＳＯサービスについては、生損保業界に対するＳＯサービスについて２社目のサービス提供を開始しており、現在は複数の生損保会社に対して導入準備を進めております。岸田文雄首相による「資産運用立国」実現のための取組として、「投資運用業の参入要件の緩和（事務処理の外部委託等）」が掲げられており、投信投資顧問業界を中心に、更なるサービス提供機会の拡大が見込まれます。　以上のような要因から、当期においては前期比3.5％の増収となり、2022年3月期に達成した過去最高の売上高を更新することとなりました。　当期の売上高の内訳は以下のとおりです。 品目2023年３月期2024年３月期金額構成比金額構成比前期比① ＸＮＥＴサービス百万円％百万円％％5,35399.95,53699.83.4（①のうち、アプリケーションサービス）3,77970.53,82769.01.2（①のうち、ＡＭＯ・　ＳＯサービス）1,57429.41,70930.88.6② 機器販売等40.1110.2180.0合計（①＋②）5,357100.05,547100.03.5 　また当社は、2023年３月期から４カ年の中期経営計画を策定し、このなかで新たに売上を以下の区分に分け、管理することといたしました。・ コア売上 ： サブスクリプションモデルにより安定的に売上を確保できるセグメント　　（対象サービス）アプリケーションサービス、ＡＭＯサービス（月額）、ＳＯサービス・ スポット売上 ： コアを維持するために必要ではあるが、あくまで一過性の取引による売上　　（対象サービス）ＡＭＯサービス（スポット）このうち、コア売上について、当社の安定的な収益の基盤の確保につながるものと捉え、2026年３月期においてコア売上50億円の達成を目標として掲げております。当期の結果はコア売上4,583百万円となり、前期比3.3％増となりました。(b)売上原価、販売費及び一般管理費　売上原価は、労務費や不動産賃借料は横ばいの一方で、XNETアプリケーションの減価償却費は前事業年度に続き減少しております。結果、前事業年度に比べ0.1％減の3,849百万円となりました。　販売費及び一般管理費は、業務委託費の増加などにより、前事業年度に比べ13.6％増の631百万円となりました。　（参考）減価償却費：前事業年度518百万円に対し、当事業年度465百万円 (c)営業利益、経常利益、当期純利益　当事業年度の利益につきましては、営業利益1,066百万円（前期比12.2％増）、経常利益1,101百万円（前期比11.8％増）、当期純利益741百万円（前期比6.8％増）となりました。　当期においては増収による利益の増加のほか、人的資本投資やセキュリティ対策等によるコスト増を減価償却費の減少等により吸収し10％を超える大幅増益を達成、2022年3月期に達成した過去最高利益を更新いたしました。売上高営業利益率は19.2％となり、近年の業績と比較しても高い水準となっております。　なお、アプリケーションサービスにおいて当社の資産として計上しているソフトウェアについて、今後の活用可能性を踏まえ検討・整理した結果、22百万円の固定資産除却損を特別損失として計上しております。 ハ．キャッシュ・フローの状況　当事業年度のキャッシュ・フローの状況につきましては、「（１）経営成績等の状況の概要　②キャッシュ・フローの状況」に記載のとおりであります。 ③経営成績等の状況に関する認識及び分析・検討内容　次期の売上高につきましては、いずれのサービスも引き続き堅調な推移を見込んでいるものの、ＡＭＯサービスにおいて、当期に数多く受注した基盤更改案件が一巡するとともに、比較的採算性の低いスポット案件からの撤退を予定しております。これは、中期経営計画に掲げる「コア売上高拡大による経営基盤の強化」に向けた、人的資本活用最適化の一環と言えるものでありますが、結果として、一時的な減収を招くことは避けられません。　また2024年５月１日公表「自己株式立会外買付取引（ToSTNeT-3）による自己株式の取得結果及び自己株式取得終了、並びに親会社、主要株主及び主要株主である筆頭株主の異動に関するお知らせ」による当社業績への影響については、売上高への影響は無いに等しいものの、グループ離脱に伴う各種社内システムコスト等が発生することが見込まれるため利益率は僅かに低下するほか、自己株式取得に係るアドバイザリーフィーを営業外費用として計上予定であります。　以上から、次期の通期業績予想については、売上高5,300百万円（前期比4.5％減）、営業利益880百万円（前期比17.5％減）、経常利益850百万円（前期比22.8％減）、当期純利益570百万円（前期比23.1％減）と減収、減益としておりますが、売上高営業利益率は16.6％と高水準を維持できるものと見込んでおります。 ④資本の財源及び資金の流動性イ．資金需要　当社の事業活動における運転資金需要の主なものはXNETアプリケーションに対する開発投資です。 ロ．財政政策　創業時を除いて、有利子負債がゼロと無借金経営を続けております。その結果、当事業年度の自己資本比率は85.9％となり、財務体質の健全性は引き続き高い水準にあります。今後もこの方針を変えず、自己資本の範囲内で設備投資をはじめとする事業性資金を確保していく考えであります。 ⑤経営方針、経営戦略、経営上の目標の達成状況を判断するための客観的な指標等　経営方針、経営戦略、経営上の目標の達成状況を判断するための客観的な指標等につきましては、「第２　事業の状況　１．経営方針、経営環境及び対処すべき課題等　(３)目標となる経営指標」に記載のとおりであります。
経営上の重要な契約等	５【経営上の重要な契約等】（当座貸越契約の締結）　当社は、2024年４月30日開催の取締役会において、当座貸越契約を締結することを決議し、2024年５月１日付で当該契約を締結いたしました。詳細は、「第一部　企業情報　第５　経理の状況　注記事項　（重要な後発事象）」に記載のとおりであります。 
研究開発活動	６【研究開発活動】　該当事項はありません。 
設備投資等の概要	１【設備投資等の概要】　特記すべき事項はありません。 
主要な設備の状況	２【主要な設備の状況】2024年３月31日現在 事業所名（所在地）設備の内容帳簿価額従業員数（名）建物（千円）工具、器具及び備品（千円）ソフトウェア（千円）合計（千円）本社（東京都新宿区）サーバー及びサービス提供用ソフトウェア等48,86243,152938,4531,030,468188（41）（注）１．従業員数の（　）は、臨時雇用者数平均を外書しております。２．当社はＸＮＥＴサービス事業の単一セグメントであるため、セグメント別情報は示しておりません。３．帳簿価額には、ソフトウェア仮勘定の金額を含んでおりません。 
株式の総数	①【株式の総数】種類発行可能株式総数（株）普通株式16,476,800計16,476,800
発行済株式、株式の総数等	②【発行済株式】種類事業年度末現在発行数（株）（2024年３月31日）提出日現在発行数（株）（2024年６月26日）上場金融商品取引所名又は登録認可金融商品取引業協会名内容普通株式8,261,6008,261,600東京証券取引所スタンダード市場単元株式数100株計8,261,6008,261,600－－  
