項目	値
事業の内容	３ 【事業の内容】当社グループは、当社、連結子会社（５社）の計６社で構成されており、ケミカルズ製品の製造・販売及び装置・システムの販売、生産システムのエンジニアリングを主な事業の内容としております。当社グループの事業に係る位置付け及びセグメントとの関連は、次のとおりであります。なお、セグメントと同一の区分であります。 （ケミカルズ）粘着剤、微粉体、特殊機能材、加工製品の製造・販売を行っております。 （連結子会社） 綜研化学（蘇州）有限公司（特殊機能材、微粉体及び粘着剤の製造販売）（連結子会社） 寧波綜研化学有限公司（加工製品及び粘着剤の製造販売）（連結子会社） Soken Chemical Asia Co., Ltd.（綜研化学アジア株式会社）（加工製品及び粘着剤の製造販売）（連結子会社） 綜研高新材料（南京）有限公司（粘着剤の製造販売） （装置システム）装置・システムの販売、生産システムのエンジニアリング、プラントのメンテナンス、熱媒体油の輸入販売を行っております。 （連結子会社） 綜研テクニックス株式会社（装置・システムの販売、生産システムのエンジニアリング、プラントのメンテナンス及び熱媒体油の輸入販売）  　（事業系統図） 　
経営方針、経営環境及び対処すべき課題等	１ 【経営方針、経営環境及び対処すべき課題等】文中の将来に関する事項は、当連結会計年度末現在において、当社グループが判断したものであります。 (1) 会社の経営の基本方針当社グループは、独自の技術・製品開発力を磨き、環境・社会課題の解決を志向した事業領域の創出と事業構造の変革による新たな成長軌道を築き、社会の発展とともに成長し続けることをビジョンとして掲げ、環境変化に新たな事業機会を見出し、次世代の事業領域を創出することで、業績変動リスクに耐えうる強靭な事業構造への転換を目指してまいります。 (2) 中長期的な会社の経営戦略当社グループは、2023年度を初年度とする３ヵ年の中期経営計画「Advance 2025」において、収益基盤の維持・拡大と収益性の改善によりキャッシュ創出力を高め、事業ポートフォリオの変革に向けた新たな事業領域の創出に経営資源を積極投入し、安定的な利益成長を実現するための経営基盤の構築を目指し、以下の重点施策に取り組んでおります。①既存事業による安定収益基盤の拡大と収益性の改善液晶ディスプレイ関連の需要拡大に応じた生産・供給体制の強化と合理化を追求するとともに、自動車や情報・電子デバイスなど成長分野での新たなニーズ獲得、環境負荷低減製品の拡充を図るために販売・開発体制を再編・強化する。②次世代事業領域創出による事業構造改革の基盤構築次世代の新たな事業領域を創出するために、バイオマス材料・製品開発の基盤技術の確立、革新的な生産プロセス技術の開発、新たな海外事業地域の探索・推進体制の構築などに注力する。③サステナビリティ経営の推進次世代を担う多様な人材の活躍・成長を促す人事制度改革、脱炭素・循環型社会への貢献、環境変化に応じたリスク管理・コンプライアンスの高度化、生産性向上と新たな価値創造に繋がるデジタル技術導入など、サステナビリティ経営推進体制を構築する。 (3) 目標とする経営指標当社グループは、環境変化に耐え得る財務体質の維持と安定的な利益成長の実現により、株主資本コストを上回る資本効率の実現を目指し、中期経営計画「Advance 2025」では、経営指標として総資産経常利益率（ROA）7%以上、自己資本当期純利益率（ROE）9%以上を掲げております。 (4) 経営環境及び優先的に対処すべき事業上及び財務上の課題次期の事業環境は、景気の緩やかな回復基調が続くことが期待されるものの、世界的な物価上昇や金融引き締めに伴う影響、ウクライナ・中東情勢の緊迫化・長期化に伴う地政学リスクの高まりによる影響が懸念されるなど、先行き予断を許さない状況が続くとみております。このような状況のもと、当社グループは、液晶ディスプレイ関連の需要拡大が進む中国市場での競争力を高め、シェア拡大を図るとともに、自動車や情報・電子分野など成長期待分野での新規用途・顧客の開拓に注力し、安定収益基盤の拡大と収益性の向上を図ってまいります。また、非アクリル製品の開発・販売やバイオマス材料・製品開発の基盤技術構築、新たな海外事業地域の探索など、環境変化に強い事業構造への転換に向けた新たな事業領域の創出に取り組んでまいります。当社グループはこれらの課題に取り組むことで、環境変化に新たな成長の機会を見出し、持続的な成長と中長期的な企業価値の向上を果たしてまいります。 
事業等のリスク	 ３ 【事業等のリスク】当社グループの経営成績、財務状態及びキャッシュ・フロー等の業績に影響を及ぼす可能性のあるリスクは以下のようなものがあります。また、必ずしもリスク要因に該当しない事項についても、投資家の判断上、重要であると考えられる事項については、投資家に対する積極的な情報開示の観点から開示しております。   当社グループにおいては、これらのリスクの発生を防止、分散あるいはヘッジすることにより軽減を図っておりますが、予測を超える事態が生じた場合には、当社グループの業績に重大な影響を及ぼす可能性があります。   なお、記載した事項は、当連結会計年度末現在において判断したものであり、当社グループに関するすべてのリスクを網羅したものではありません。     ① 経済動向及び市場動向当社グループのケミカルズ製品は、電子・情報分野をはじめとし、自動車・家電・建材、その他日用品等と幅広い分野で使用されており、装置システムの販売対象も、合成樹脂、塗料・インキ等のメーカーなど多岐にわたっております。このため、当社グループの経営成績は、景気動向及び設備投資動向全般の影響を受けております。特に、液晶ディスプレイ関連分野における需要動向・競合状況・価格情勢により、当社グループの業績は大きな影響を受ける可能性があります。      ② 原材料市況当社グループでは、原材料の調達に関しては国内外に複数の調達先を確保し、安定した原材料調達と原材料コストの低減を図っております。しかしながら、ケミカルズ製品の主要原材料であるアクリル酸エステル類や酢酸エチルなどの価格は、原油・ナフサ価格の市況の影響を受けており、上昇したコストを販売価格に転嫁できない場合は、当社グループの業績に影響を及ぼす可能性があります。     ③ 法的規制・コンプライアンス粘着剤をはじめとしたケミカルズ製品の多くは、製造工程において有機溶剤を使用しております。有機溶剤の取り扱いにあたり、労働安全衛生法、毒物及び劇物取締法や消防法等の法規制を受けております。当社グループは、定期的な法令順守状況のチェックにより関連する法規制の遵守を徹底するとともに、環境汚染の防止、安全衛生の推進に努めておりますが、これらの関連法規制が強化された場合や新たな法規制が設けられ制約を受けた場合には、当社グループの業績に影響を及ぼす可能性があります。また、当社グループでは役員・従業員等に対して定期的な教育等によりコンプライアンスの徹底に努めておりますが、コンプライアンス上の問題が発生した場合にも、当社グループの業績に影響を及ぼす可能性があります。     ④ 海外での事業展開当社グループは、アジア地域、特に中国におけるケミカルズ製品の市場の将来性に注目し、子会社４社を通じ積極的に事業展開を行っておりますが、現地における法令の改変、商慣習、政治・経済情勢の混乱、自然災害、伝染病等に起因する予期せぬ事態が発生することにより、当社グループの業績に影響を及ぼす可能性があります。     ⑤ 環境問題当社グループは、原材料として有機溶剤等の各種化学物質を取り扱うため、労働安全衛生法、毒物及び劇物取締法や消防法等の規制を受けております。これらの法規制を遵守するとともに、地球温暖化防止に向けた省エネルギーや環境負荷物質の排出抑制にも努めております。しかしながら、環境保全に関する規制は年々強化されており、使用する化学物質が制限されるほか、対応するための大型設備投資等が必要になる場合には、当社グループの業績に大きく影響を及ぼす可能性があります。      ⑥ 災害事故当社グループは、化学物質、特に危険物を取り扱うため、自然災害や火災爆発事故等により、重大な損失を招くリスクがあります。このため、製造設備の点検・保守、安全のための設備投資、定期的な防災訓練の実施など、予防管理に努めております。しかしながら、大規模自然災害の発生や不慮の事故等により、建屋・生産設備等が損害を被った場合や電気・ガスなどのインフラ被害、広範囲にわたるサプライチェーンの断絶等により、生産活動等に大きな影響が生じた場合には、当社グループの業績に大きな影響を及ぼす可能性があります。     ⑦ 新製品開発当社グループは、常に市場・顧客ニーズに適合した高付加価値な製品・技術を開発していく必要があると考え、新製品・新技術の基礎研究及び応用研究の両面から積極的に研究開発を行っております。しかしながら、市場・顧客ニーズの変化に適切に対応できない場合には、当社グループの業績に影響を及ぼす可能性があります。     ⑧ 特定製品分野への依存当社グループのケミカルズ製品は、液晶ディスプレイ等に組み込まれる光学フィルムの貼り合わせやそれら部材の製造等に使用されております。当社グループは、今後も市場・顧客ニーズに応えるべく新製品の開発を進めてまいりますが、技術革新に伴い光学フィルムが不要になった場合もしくは競合製品・代替製品がより低価格で導入され価格競争が激化した場合には、当社グループの業績に大きな影響を及ぼす可能性があります。     ⑨ 新規事業当社グループは、事業拡大のために新規事業への展開を中長期的な経営戦略として積極的に推進しております。新規事業開発は慎重な検討を重ねたうえで取り組んでおりますが、安定して収益を生み出すまでには長期間を要することもあり、製品需要や技術進化の変化等により、当初の計画どおりの成果が得られない場合、当社グループの業績に影響を及ぼす可能性があります。   ⑩ 製造物責任当社グループは、高品質な製品・サービスを安定して供給していくために、国際的な品質マネジメントシステム（ISO9001）の認証に基づいた厳格な品質管理体制を構築しております。当社の事業の中心は生産材の製造であり、最終消費者に対して賠償や回収を行う可能性は低いと考えますが、当社製品の品質により、製造物賠償責任等が発生した場合、当社及び当社製品に対する信頼性を損なうものであり、当社グループの業績に影響を及ぼす可能性があります。   ⑪ 知的財産権当社グループは、知的財産権が事業活動・製品競争力に重要な役割を果たしていることを認識し、知的財産権の取得による自社権利の保護に努める一方で、他社の知的財産権を調査し、問題の発生防止を図っております。しかしながら、他社との間で知的財産権を巡る紛争が生じたり、他社から知的財産権を侵害された場合には、事業活動に支障が生じ、当社グループの業績に影響を及ぼす可能性があります。       ⑫ 情報セキュリティ当社グループにとって、情報システムは事業運営上重要な役割を担っており、技術情報等の重要な機密情報や、顧客その他関係者の個人情報をシステムで管理しております。これらの情報の外部への流出を防止するため、関連規程の整備や社員教育の徹底、セキュリティシステムの強化等様々な対策を講じておりますが、災害、サイバー攻撃、不正アクセスその他不測の事態により、情報システムに重大な障害が発生した場合、重要な業務の中断や機密データの漏洩等が発生し、当社グループの社会的信用に影響を与え、その対応のための多額の費用負担や企業イメージ低下により、当社グループの業績に影響を及ぼす可能性があります。2024年１月に当社の一部サーバーに不正アクセスが確認され、外部の専門家等の指導・助言を得て再発防止に向けた監視・モニタリング機能の強化や情報システム運営体制の見直しなどのセキュリティ強化策を推進しております。     ⑬ 人材確保・育成当社グループの持続的な成長を実現するためには、グローバル市場で活躍ができる人材や新たな事業を創出していく人材を確保する必要があります。当社グループでは今後も事業の拡大に伴い積極的に人材を採用していく方針でありますが、人材を十分に確保・育成できない場合や現在在籍している人材が流出した場合には、当社グループの事業及び業績に影響を与える可能性があります。     ⑭ 減損当社グループは、生産設備や研究設備等様々な固定資産を保有しております。これらの資産は、資産の時価が著しく下落した場合、又は事業資産の収益性が悪化し回復の可能性が見込めないなど減損処理が必要となる場合があり、減損損失が発生した場合、当社グループの業績に影響を及ぼす可能性があります。 
経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析	 ４ 【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】(1) 経営成績等の状況の概要当連結会計年度における当社グループ（当社及び連結子会社)の財政状態、経営成績及びキャッシュ・フロー（以下、「経営成績等」という。）の状況の概要は次のとおりであります。① 経営成績当連結会計年度における経済情勢は、コロナ禍での行動規制の緩和に伴う経済活動の正常化が進み、景気は緩やかな回復基調が続きましたが、ウクライナ情勢の長期化や中東情勢の悪化、資源・エネルギー価格高騰による物価上昇、主要国での金融引き締めの長期化に伴う景気減速が懸念されるなど、先行き不透明な状況が続きました。このような状況のもと、当社グループは、中国シフトが進む液晶ディスプレイ関連の需要拡大に応じた生産・供給体制の強化・合理化を推進するとともに、自動車や情報・電子デバイスなど成長分野での新たなニーズ獲得に注力し、安定収益基盤の拡大と収益性の向上を図ってまいりました。また、環境変化に強い事業構造への転換に向けて、バイオマス材料・製品や革新的生産プロセスの開発、新規事業開発体制の強化などに取り組んでまいりました。当連結会計年度の業績につきましては、スマートフォンなど情報・電子分野の需要低迷が続きましたが、液晶ディスプレイ関連分野での生産調整が一巡し、中国市場を中心に需要の回復が進んだことにより、売上高は413億18百万円（前連結会計年度比8.4％増）となりました。利益面では、液晶ディスプレイ関連用途の粘着剤の増産効果に加えて、コスト削減や採算是正の効果などにより、営業利益は38億28百万円（前連結会計年度比88.2％増）、経常利益は39億9百万円（前連結会計年度比80.2％増）、親会社株主に帰属する当期純利益は26億29百万円（前連結会計年度比83.0％増）となりました。セグメントの状況は、以下のとおりです。＜ケミカルズ＞ケミカルズの売上高は375億33百万円（前連結会計年度比10.6％増）となりました。製品別の状況は、以下のとおりです。粘着剤関連製品は、液晶ディスプレイ関連の需要が回復傾向で推移するなか、中国市場を中心に販売数量が増加したことなどにより、売上高は268億87百万円（前連結会計年度比20.9％増）となりました。微粉体製品は、中国市場での光拡散用途の需要回復に勢いを欠き、トナー・塗料用途の需要も低調に推移したことなどから販売数量は前年度並みに留まり、売上高は25億45百万円（前連結会計年度比0.8％増）となりました。特殊機能材製品は、中国市場でのスマートフォン市況低迷の影響を受けて電子材料用途の販売数量が減少し、採算是正による収益改善の効果はありましたが、売上高は25億95百万円（前連結会計年度比6.5％減）となりました。加工製品は、中国市場での機能性粘着テープの販売が自動車用途で増加したものの、スマートフォン市況低迷に伴う価格競争の激化や電子表示用途の需要減少による落ち込みをカバーするには至らず、売上高は55億4百万円（前連結会計年度比14.2％減）となりました。＜装置システム＞装置システムについては、設備関連の受注は堅調に推移したものの、熱媒体油の販売が需要低迷の影響を受けて減少したことにより、売上高は37億84百万円（前連結会計年度比9.4％減）となりました。    製品の種類別売上高は、下表のとおりであります。 セグメントの名称前連結会計年度(自  2022年４月１日至  2023年３月31日)(百万円)当連結会計年度(自  2023年４月１日至  2024年３月31日)(百万円)ケミカルズ  粘着剤22,23826,887微粉体2,5242,545特殊機能材2,7762,595加工製品6,4115,504小計33,95137,533装置システム  装置システム4,1783,784小計4,1783,784合計38,12941,318  ② 財政状態当連結会計年度末（以下「当期末」という。）の総資産は、前連結会計年度末（以下「前期末」という。）に比べて33億7百万円増加し、505億82百万円となりました。流動資産は、棚卸資産が減少したものの、受取手形、売掛金及び契約資産、有価証券が増加したことなどにより、前期末に比べ30億33百万円増加し、303億22百万円となりました。固定資産は、有形固定資産が増加したことなどにより、前期末に比べ2億73百万円増加し、202億60百万円となりました。一方、負債については１年内返済予定の長期借入金、退職給付に係る負債が減少したものの、電子記録債務、契約負債等のその他流動負債、長期借入金が増加したことなどにより、前期末に比べ5億49百万円増加し、178億47百万円となりました。当期末における純資産は、利益剰余金、為替換算調整勘定が増加したことなどにより、前期末に比べ27億58百万円増加し、327億35百万円となりました。この結果、自己資本比率は前期末63.4％から1.3ポイント増加し64.7％となりました。 ③ キャッシュ・フローの状況当連結会計年度末における現金及び現金同等物（以下、「資金」という。）は、前連結会計年度末に比べ30億63百万円増加し、130億76百万円となりました。各キャッシュ・フローの状況とそれらの要因は次のとおりであります。（営業活動によるキャッシュ・フロー）営業活動の結果増加した資金は、63億97百万円（前年同期は20億90百万円の増加）となりました。これは、主に税金等調整前当期純利益37億99百万円、減価償却費22億38百万円などによる増加と、法人税等の支払額11億70百万円などに伴う減少によるものであります。（投資活動によるキャッシュ・フロー）投資活動の結果減少した資金は、24億24百万円（前年同期は36億4百万円の減少）となりました。これは、主に有形固定資産の取得22億62百万円などに伴う減少によるものであります。（財務活動によるキャッシュ・フロー）財務活動の結果減少した資金は、10億79百万円（前年同期は87百万円の増加）となりました。これは、主に長期借入金の借入れ14億89百万円などによる増加と、長期借入金の返済16億47百万円、配当金の支払額7億2百万円などに伴う減少によるものであります。  ④ 生産、受注及び販売の実績a. 生産実績 セグメントの名称当連結会計年度(自  2023年４月１日至  2024年３月31日)金額(千円)前年同期比(％)ケミカルズ37,212,257107.6装置システム3,724,50084.6合計40,936,758105.0 (注) 金額は、販売価格によっております。 b. 受注実績 セグメントの名称当連結会計年度(自  2023年４月１日至  2024年３月31日)受注高(千円)前年同期比(％)受注残高(千円)前年同期比(％)ケミカルズ37,470,812111.0635,87691.0装置システム3,500,68770.62,239,89488.7合計40,971,500105.82,875,77089.2 (注) セグメント間取引については、相殺消去しております。 c. 販売実績 セグメントの名称当連結会計年度(自  2023年４月１日至  2024年３月31日)販売高(千円)前年同期比(％)ケミカルズ37,533,341110.6装置システム3,784,94590.6合計41,318,286108.4 (注) セグメント間取引については、相殺消去しております。  (2) 経営者の視点による経営成績等の状況に関する分析・検討内容経営者の視点による当社グループの経営成績等の状況に関する認識及び分析・検討内容は次のとおりであります。なお、文中の将来に関する事項は、当連結会計年度末現在において判断したものであります。 ① 財政状態及び経営成績の状況に関する認識及び分析・検討内容当連結会計年度（以下「当期」という。）の売上高は、前連結会計年度（以下「前期」という。）に比べて8.4％増の413億18百万円となりました。セグメント別の概況につきましては「第２［事業の状況］４[経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析] (1)経営成績等の状況の概要 ①経営成績」に記載のとおりであります。売上原価は、前期に比べ2.9％増の287億74百万円となりました。売上総利益は、粘着剤の増販や採算是正効果に加え、原材料価格の水準が前期を下回ったことなどにより、前期に比べ23.3％増の125億44百万円となりました。なお売上高総利益率は3.7ポイント増の30.4％となりました。販売費及び一般管理費は、販売増に伴う販売経費の増加などにより、前期に比べ7.0％増の87億15百万円となり、売上高販管費比率は前期に比べ0.3ポイント減の21.1％となりました。これらにより、営業利益は前期に比べ88.2％増の38億28百万円となり、売上高営業利益率は4.0ポイント増の9.3％となりました。営業外損益は、支払利息が1億4百万円増加したことなどにより、前期に比べ40.6％減の80百万円となりました。経常利益は前期に比べ80.2％増の39億9百万円となり、売上高経常利益率は3.8ポイント増の9.5％となりました。特別損益では、生産設備等の除却損失73百万円を計上し、税金等調整前当期純利益は、前期に比べ89.9％増の37億99百万円となりました。法人税等を12億26百万円計上した結果、親会社株主に帰属する当期純利益は、前期に比べ83.0％増の26億29百万円となり、売上高当期純利益率は2.6ポイント増の6.4％となりました。 当社グループは、2025年度を最終年度とする３ヵ年の中期経営計画「Advance 2025」において、「収益基盤の維持・拡大と収益性の改善によるキャッシュ創出力向上」と「事業ポートフォリオの変革に向けた新たな事業領域の創出に資源を積極投入」を基本方針として掲げております。同中期経営計画初年度の当期は、中国南京工場で液晶ディスプレイ用粘着剤の設備増強３基のうち２基が稼働を開始し、売上高は、液晶ディスプレイ用粘着剤の増販などにより過去最高の売上高となり、同中期経営計画の数値目標に対して順調に進捗しております。営業利益は、粘着剤の増販効果に加え、コスト削減や生産合理化、採算是正などにより、同中期経営計画最終年度の営業利益目標の85.1％となりました。液晶パネル業界の影響を受けやすい状況は続いているため、事業構造改革に向けた次世代事業領域の創出などによる経営基盤の強化に取り組んでまいります。   中期経営計画 2026年３月期  数値目標当連結会計年度(自  2023年４月１日至  2024年３月31日)連結売上高500億円413億円連結営業利益45億円38億円（売上高営業利益率）（9.0%）（9.3%）総資産経常利益率（ＲＯＡ）７%以上8.0%自己資本当期純利益率（ＲＯＥ）９%以上8.4%   ② キャッシュ・フローの状況の分析・検討内容並びに資本の財源及び資金の流動性に係る情報当社グループの主な資金需要は、事業活動に要する運転資金、生産及び研究開発に要する設備投資や配当金支払等であります。これらの資金の源泉は、手元資金と営業キャッシュ・フローであり、必要に応じて金融機関からの短期・長期借入金等により必要資金を調達しております。なお、「第２ [事業の状況] １ [経営方針、経営環境及び対処すべき課題等](4)経営環境及び優先的に対処すべき事業上及び財務上の課題」に記載の中国事業拠点における生産能力増強や研究開発機能の拡充、新規事業開発などの成長投資資金については、手元資金に加えて金融機関からの借入により調達する予定です。また、海外子会社を含めたグループ内資金を有効活用するために、グループ資金管理体制の整備・強化、資金効率の向上に努めております。なお、不測の事態に備えて取引銀行と当座貸越契約及び貸出コミットメント契約を締結しており、安定的な資金調達手段を確保することにより資金の流動性を補完しております。 ③ 重要な会計上の見積り及び当該見積りに用いた仮定当社グループの連結財務諸表は、わが国において一般に公正妥当と認められる会計基準に基づき作成しております。連結財務諸表の作成にあたっては、経営者による会計方針の選択・適用、資産・負債及び収益・費用の報告金額及び開示に影響を与える見積りが必要となります。経営者はこれらの見積りについて過去の実績等を勘案し合理的に判断しておりますが、実際の結果については、見積り特有の不確実性があるため、これらの見積りと異なる場合があります。当社グループの連結財務諸表で採用する重要な会計方針は、「第５ 経理の状況 １ 連結財務諸表等 (1) 連結財務諸表 注記事項 （連結財務諸表作成のための基本となる重要な事項）」に記載しております。連結財務諸表の作成にあたって用いた見積り及び仮定のうち、重要なものは以下のとおりであります。 a. 固定資産の減損固定資産の減損会計の適用に際して用いた会計上の見積り及び仮定については、「第５ 経理の状況 １ 連結財務諸表等 (1) 連結財務諸表 注記事項 （重要な会計上の見積り）」に記載しております。 b. 繰延税金資産の回収可能性繰延税金資産の回収可能性を評価するに際して、将来の課税所得を合理的に見積っております。しかし、繰延税金資産の回収可能性は将来の課税所得の見積りに依存するため、その見積り額が減少した場合は繰延税金資産を取り崩して法人税等調整額を計上する可能性があります。 
経営上の重要な契約等	５ 【経営上の重要な契約等】該当事項はありません。 
研究開発活動	 ６ 【研究開発活動】当社グループの研究開発活動は、国際競争に打ち勝ち、高収益を上げ続けるため、「研究開発力」と「生産技術力」に重点を置き、既存事業での顧客·市場ニーズへの迅速かつ的確な対応と、社会環境の変化や技術革新を見据えた新規事業の創出·育成に取り組んでおります。研究開発体制は、グループ全体の研究開発体制を統括する研究開発本部の下、中長期視点での基盤技術強化、新たな高機能性材料の開発は研究開発センターが担い、既存事業の製品開発機能は製品開発部へ集約しているほか、生産プロセスの開発は生産技術センターが担っております。また、中国子会社(蘇州及び寧波)に製品開発組織を置き、中国市場における現地でのニーズ探索·顧客対応力の強化を図っております。研究投資につきましては、中長期的な事業戦略に基づき、新規材料開発にウェイトを置いており、独自技術やノウハウを活用するだけでなく、外部研究機関との共同研究や他社協業を積極的に進めております。当連結会計年度末における子会社を含む研究開発部門の従業員数は106名であり、当連結会計年度における研究開発費は1,335百万円であります。研究開発活動における注力分野は、電子·情報材料、モビリティー、ライフサイエンス及びヘルスケアとしており、事業領域の拡大に向けた新たな製品·サービスの創出に取り組んでおります。セグメント別の状況は以下のとおりであります。（ケミカルズ）粘着剤につきましては、液晶ディスプレイ（ＬＣＤ）の偏光板用途などのフラットパネルディスプレイ（ＦＰＤ）分野において、更なるシェア拡大を図るために顧客ニーズに迅速かつ的確に対応した製品の開発に注力しております。また、自動車·建材分野等において、市場拡大が見込まれる有機溶剤による環境負荷を抑制した環境配慮型製品や、バイオマス度の高い粘着剤の開発にも取り組んでおります。微粉体につきましては、事業領域の拡大に向けて、主力のＬＣＤ分野における光拡散シート用途に留まらず、他の光学フィルム関連分野への製品展開を図るための開発に注力しております。また、成長が期待される電子材料や電池関連分野での市場·顧客ニーズに応じた高機能製品の開発や、化粧品分野での生分解性材料の開発にも取り組んでおります。特殊機能材につきましては、顧客ニーズに応じた電子材料用樹脂の開発に注力するとともに、主材料へ新たな機能を付与する樹脂改質剤や、導電性高分子製品開発にも取り組んでおります。加工製品につきましては、中国自動車市場での販売拡大を図るため環境配慮型製品の機能向上に注力するとともに、スマートフォンなどの電子情報機器分野での市場ニーズの変化に対応した高機能テープ·フィルム製品の品揃え拡充や改良、粘着・塗工技術を応用したコーティングフィルムなど新製品の開発に取り組んでおります。新規事業につきましては、社会課題の解決を志向した事業の創出を目指し、医療·ヘルスケア分野での抗菌·抗ウィルス材料、がん検出の高感度センシングチップの材料、生体適合高分子材料や、環境·エネルギー分野でのサステナブル素材、次世代電池材料などの開発テーマに取り組んでおります。また、開発テーマの早期実用化を図るため、革新的技術を保有する研究機関やスタートアップ企業と連携して進めております。(装置システム)装置システムにつきましては、研究開発活動の大半がケミカルズの設備技術開発を兼ねており、記載を省略しております。
設備投資等の概要	１ 【設備投資等の概要】当連結会計年度の設備投資等の総額は2,129百万円であり、セグメントごとの設備投資について示すと、次のとおりであります。 (1) ケミカルズ  当連結会計年度は、生産能力増強、安全環境対策、維持更新等に総額2,191百万円の設備投資を行いました。  なお、重要な設備の除却又は売却はありません。 (2) 装置システム  重要な設備投資及び設備の除却又は売却はありません。 
主要な設備の状況	２ 【主要な設備の状況】(1) 提出会社2024年３月31日現在事業所名(所在地)セグメントの名称設備の内容帳簿価額(千円)従業員数(名)土地(面積㎡)建物及び構築物機械装置及び運搬具その他合計狭山事業所(埼玉県狭山市)ケミカルズ生産設備及び研究設備380,541(33,482)1,677,004141,249212,1242,410,918167(25)浜岡事業所(静岡県御前崎市)ケミカルズ生産設備772,717(46,767)2,375,4881,061,03590,5204,299,762107(12)本社(東京都豊島区)ケミカルズ本社4,489(667)73,544―42,854120,88793(11)  (2) 国内子会社主要な設備はありません。 (3) 在外子会社2023年12月31日現在会社名事業所名(所在地)セグメントの名称設備の内容帳簿価額(千円)従業員数（名）土地(面積㎡)建物及び構築物機械装置及び運搬具使用権資産その他合計綜研化学(蘇州）有限公司中国江蘇省蘇州市ケミカルズ生産設備―305,8121,007,05483,78788,4331,485,087165(―)寧波綜研化学有限公司中国浙江省寧波市ケミカルズ生産設備―814,609924,088100,972134,3791,974,050263(15)綜研化学アジア株式会社タイ国チョンブリ県ケミカルズ生産設備296,809(31,686)148,46916,146―8,610470,03572(―)綜研高新材料（南京）有限公司中国江蘇省南京市ケミカルズ生産設備―2,521,1722,850,119392,994593,2766,357,563187(1) (注) １．従業員数欄の(  )内は臨時従業員の年間の平均雇用人員数を外数で記載しております。２．帳簿価額には、建設仮勘定の金額を含んでおりません。３．現在休止中の主要な設備はありません。 
株式の総数	①【株式の総数】 種類発行可能株式総数(株)普通株式33,200,000計33,200,000  
発行済株式、株式の総数等	②【発行済株式】 種類事業年度末現在発行数(株)(2024年３月31日)提出日現在発行数(株)(2024年６月27日)上場金融商品取引所名又は登録認可金融商品取引業協会名内容普通株式8,300,0008,300,000東京証券取引所スタンダード市場完全議決権株式であり、権利内容に何ら限定のない当社における標準となる株式であります。また、単元株式数は100株であります。計8,300,0008,300,000――  
