項目	値
事業の内容	３【事業の内容】　当社グループは、当社、連結子会社14社および非連結子会社１社により構成されております。　なお、当社は、有価証券の取引等の規制に関する内閣府令第49条第２項に規定する特定上場会社等に該当しており、これにより、インサイダー取引規制の重要事実の軽微基準については連結ベースの数値に基づいて判断することとなります。　なお、当社および連結子会社の主な事業の内容と位置付けは、次のとおりとなります。 名称おもな事業の内容㈱ツルハホールディングス医薬品・化粧品・雑貨等の販売を行うドラッグストアの経営指導および管理㈱ツルハ薬局および店舗販売業に基づく医薬品等販売ならびにフランチャイズ店への卸売販売業㈱くすりの福太郎関東地区における薬局および店舗販売業に基づく医薬品等の販売㈱ツルハグループドラッグ＆ファーマシー西日本中国・九州地区における薬局および店舗販売業に基づく医薬品等の販売㈱レデイ薬局中四国地区における薬局および店舗販売業に基づく医薬品等の販売㈱杏林堂グループ・ホールディングスドラッグストア運営子会社の経営指導および管理㈱杏林堂薬局静岡県内における薬局および店舗販売業に基づく医薬品等の販売㈱ビー・アンド・ディー愛知県内における薬局および店舗販売業に基づく医薬品等の販売㈱ドラッグイレブン九州・沖縄地区を中心とする薬局および店舗販売業に基づく医薬品等の販売㈱広島中央薬局広島県内における薬局および店舗販売業に基づく医薬品等の販売㈱ツルハグループマーチャンダイジング当社グループ全般に係る商品の調達および物流に関する企画、商談、調達業務プライベートブランド商品の企画開発・販売促進業務当社グループ取扱商品の電話およびインターネット等での通信販売業務㈱ツルハフィナンシャルサービス当社グループ内における保険代理店業務および経営指導管理㈱ツルハファーマシー不動産賃貸業㈱ツルハ酒類販売酒類等のインターネット等での通信販売㈱セベラル自動販売機の賃貸および飲料の販売  　　　　[事業系統図]  以上述べた事項を事業系統図によって示すと次のとおりであります。 
経営方針、経営環境及び対処すべき課題等	１【経営方針、経営環境及び対処すべき課題等】　新型コロナウイルス感染症の分類が「５類感染症」へ移行したことなどにより社会・経済活動の正常化が進み、景気は緩やかな持ち直しの動きがみられるものの、コロナ禍を経て消費者のライフスタイルは大きく変化しており、加えて実質賃金の低下や物価上昇に伴い、経済情勢においては今後も先行き不透明な状況が続くと考えられます。ドラッグストア業界においては、継続的な出店競争の激化に加え、経済の先行き不安から消費者の低価格志向が根強く、依然として厳しい経営環境が続いております。　このような状況の中で、当社は「お客様の生活に豊かさと余裕を提供する」という経営理念のもと、地域のお客様の生活を守るライフラインとしての役割を担い、美しく健やかな暮らしのお手伝いをするとともに、地域の生活・雇用や経済活動の場を提供し、地域社会に貢献することを目指してまいります。　2024年５月期の重点方針は次のとおりです。①収益性を重視した店舗展開戦略出店済み地域においてドミナント戦略の更なる推進を図るとともに、早期黒字化・投資回収期間等の出店におけるＫＰＩ管理を強化し、より質の高い新規出店を通じて収益性を高めてまいります。また既存店においても、新たな品種の導入やスクラップ・アンド・ビルドを継続的に行い、収益力改善を図ってまいります。さらにこれらと並行して、M&amp;Aを含めた地域への展開拡大にも引き続き取り組んでまいります。②調剤薬局の新規開設推進と機能向上既存店舗への併設を中心とした調剤薬局の新規出店を引き続き推進し、併設するドラッグストア店舗との連携強化によるヘルスケアサポート機能の充実を図ってまいります。システム面を含めた環境整備を進め、自社アプリを起点としたデータ連携などＤＸの取り組みを通じた治療効果増進・予防推進にも取り組んでまいります。③プライベートブランドを通じた企業価値・競争力向上「くらしリズム」「くらしリズムＭＥＤＩＣＡＬ」の開発・販売を推進し、ツルハグループを代表する優れた商品の開発とブランド育成を図るべく、大手メーカーとの共同開発、食品PBの開発の加速、健康志向や付加価値商品の開発を行ってまいります。同時に、環境配慮型商品の開発および環境配慮パッケージの採用にも取り組み、商品開発を通じた企業価値の向上を図ってまいります。④デジタル戦略の推進とＩＴ基盤の強化ドラッグストア業界最大の店舗網を活かし、顧客データプラットフォームを活用した顧客満足度向上と新規顧客の獲得を図る新たなマーケティングの展開に取り組んでまいります。また自社キャッシュレス決済「ＨＡＰＰＡＹ」の新規導入を通じてデジタル販促の顧客接点増加を図ります。⑤業績管理体制の構築を通じた経営効率向上販売管理費の低減をはじめとした業績管理体制の強化、および予算作成精度の向上を図ってまいります。具体的には、人件費・水道光熱費等の店舗経費のコントロール、出店等の事業拡大に伴う費用増の抑制、店舗オペレーションの効率化に資するデジタルツールの整備などを通じてグループの経営効率向上を図ります。⑥サステナブル経営の推進地域社会の一員である社員自身の自律的な成長を図るべく「人的資本経営」を策定し、人的資本の価値向上を通じた地域社会への更なる貢献を図るなど、引き続きＳＤＧｓ（持続可能な開発目標）が掲げる持続可能な社会づくりに取り組んでまいります。同時に、コーポレート・ガバナンス体制の更なる充実により長期的な企業価値向上を目指します。　2024年５月期は、新規出店126店舗、閉店64店舗、期末店舗数2,650店舗を計画しております。一方で当社は2022年6月21日に公表いたしました中期経営計画の方針に基づき、「2025年５月期売上高１兆600億円・営業利益率５％・ＲＯＥ10％」の達成、かつ高い成長性を維持するため、上記施策を確実に実行してまいるとともに、当社の方針に賛同していただける企業との資本・業務提携やM&amp;Aも実施しながら、グループの企業価値の最大化に注力して行きたいと考えております。 
事業等のリスク	３【事業等のリスク】　当社グループの経営成績、財政状態および投資者の判断に重要な影響を及ぼす可能性のある事項は、以下のようなものがあります。　文中の将来に関する事項は、当連結会計年度末現在において当社グループが判断したものであります。 1）持株会社としてのリスク　グループ各社の経営変動リスクについて　　グループ各社の諸要因に基づく業績の急激な変動が、当社の業績に影響を与える可能性があります。　のれんの減損リスクについて　　のれんは、各連結子会社の将来の超過収益力の下落に起因する潜在的な減損のリスクにさらされており、減損損失が計上された場合、連結財務諸表に対して重要な影響を生じさせる可能性があります。　　各連結子会社別ののれんの残高については「4　経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析　財政状態、経営成績及びキャッシュ・フローの状況の分析　(2)財政状態の分析　③固定資産」に記載しております。2）法的規制について①「医薬品、医療機器等の品質、有効性及び安全性の確保等に関する法律（以下、「医薬品医療機器等法」という。）」等による規制について　当社グループは、「医薬品医療機器等法」上の医薬品等を販売するにあたり、各都道府県の許可・登録・指定・免許および届出を必要としております。また、食品、たばこ、酒類等の販売については、食品衛生法等それぞれ関係法令に基づき、所轄官公庁の許可・免許・登録等を必要としております。今後当該法令等の改正により、当社グループの業績に影響を及ぼす可能性があります。②出店に関する規制等について　「大規模小売店舗立地法」（以下、「大店立地法」という）においては、売場面積が1,000㎡を超える新規出店および既存店の変更について、都道府県知事（政令指定都市においては市長）に届出が義務付けられており、騒音、交通渋滞およびごみ処理等地域への生活環境への配慮が審査事項となります。　従いまして、上記法的規制により計画どおりの新規出店および既存店の増床等ができない場合は、当社グループの出店政策に影響を及ぼす可能性があります。3）資格者確保について　医薬品医療機器等法や薬剤師法の規定により薬剤師または医薬品登録販売者の配置が義務づけられております。医薬品の販売に伴いこれら有資格者を確保することは営業政策上重要な要件となります。　これら有資格者の確保が十分にできない場合には、当社グループの出店政策に影響を及ぼす可能性があります。4）人材について　代表取締役をはじめとする取締役および執行役員は、当社グループの経営において重要な役割を果たしております。これら取締役および執行役員が業務執行できない事態が発生した場合、業績に影響を及ぼす場合があります。5）調剤業務について　当社グループは、グループ調剤薬事部を主管部署とする薬剤師の専門的な知識の習得、スキルアップなどに積極的に取り組んでおります。また、当社グループは、調剤過誤を防止すべく調剤過誤防止システムを導入し、服薬指導時における薬品名・用量確認など細心の注意を払って調剤業務を行っております。また、万一に備え、調剤薬局全店舗において「薬剤師賠償責任保険」に加入しております。しかしながら、調剤薬の欠陥・調剤過誤などにより訴訟を受けることがあった場合、社会的信用を損なうなどの理由により当社グループの業績に影響を及ぼす可能性があります。6）出店政策について　当社グループは、地域での知名度向上による占有率向上および管理コストの抑制等を目的とするドミナント戦略をとっております。今後の店舗展開において、出店場所が十分に確保できない場合や、ドミナント形成に時間を要する場合には、店舗の収益が悪化し、当社グループの業績に影響を及ぼす可能性があります。7）個人情報保護について　当社グループは、ポイントカードシステムの運用に伴う顧客情報、調剤業務に伴う患者情報等を保持しており、これら情報の中には顧客または患者個人のプライバシーに関わるものが含まれ、コンピュータ管理を行っております。これらの情報の取扱いについては情報管理者により、情報の利用・保管等に関する社内ルールを設け、その管理については万全を期してはおりますが、コンピュータの不具合や犯罪行為などによる情報の漏洩があった場合、社会的信用を損なうなどの理由により当社グループの業績に影響を及ぼす可能性があります。8）自然災害等について　当社グループの本社、店舗、物流センター等所在地域において、大規模な地震等自然災害や、予期せぬ事故等により、当社グループの設備に損害や、従業員等の人的被害が発生した場合、当社グループの業績に影響を及ぼす可能性があります。 9）気候変動リスクについて　世界的な気候変動により、政府の環境規制強化に伴う炭素税の導入や、再生可能エネルギー需要の増加による価格上昇等の費用の増加、世界規模での地球温暖化対策が講じられることによる資源調達費用の増加等が発生する可能性があります。　なお、当社グループはTCFD（気候関連財務情報開示タスクフォース）による提言に賛同し、気候変動によるリスクを全社リスクの一つとして管理しております。 
経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析	４【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】業績等の概要(1）業績　当連結会計年度 (2022年５月16日～2023年５月15日)における経済情勢は、ウイズコロナのなか人流は回復傾向にあり、景気は緩やかな持ち直しの動きがみられました。しかしながら、実質賃金の低下、物価上昇に伴う先行きの不安感や消費の二極化が継続し、購入頻度の高い日用品・生活必需品に対する低価格志向が根強く続いております。　ドラッグストア業界においては、コロナ禍拡大時における関連商材の押し上げ、値ごろ感のある食品やプライベートブランド商品への志向の高まりに加え、インバウンド需要においても回復の兆しがみられるものの、競合各社の出店継続などにより依然として厳しい経営環境が続いております。　このような状況のもと、当社グループでは新中期経営計画の達成に向け、店舗戦略では出店精度の向上・改装推進、調剤戦略では併設店の拡大・薬局機能の強化、プライベートブランド戦略では商品開発・売上構成比のアップ、ＤＸ戦略では顧客データの販促活用・自社決済サービス開発・ＩＴシステム開発に取り組んでまいりました。　また、業績管理体制を整備し収益性改善・販売管理費の低減に取り組んでまいりました。　店舗展開につきましては、既存エリアの更なるドミナント強化を図るとともに競争力強化のため不採算店舗の改廃を進め、期首より140店舗の新規出店と１店舗の事業譲受、74店舗の閉店を実施いたしました。この結果、当期末のグループ店舗数は直営店で2,589店舗となりました。なお、タイ国内の当社グループ店舗につきましては、２店舗の新規出店と１店舗の閉店を実施し、同国内における店舗数は2023年５月15日現在で18店舗となりました。 当社グループの出店・閉店の状況は次のとおり　　　　　　　　　　　　　　　　　(単位：店舗） 前期末店舗数出店子会社化等閉店純増期末店舗数うち調剤薬局 北海道42217-143425121 東　北5703811623593143 関東甲信越52024-159529214 中部・関西24714-59256147 中　国32622-220346123 四　国22011-4722767 九州・沖縄21714-18△421335 国内店舗計2,522140174672,589850上記のほか、海外店舗18店舗、ＦＣ加盟店舗７店舗を展開しております。 　これらの結果、当連結会計年度における業績は、売上高9,700億79百万円（前年同期比5.9%増）、営業利益455億72百万円（同12.3%増）、経常利益456億89百万円（同14.1%増）、親会社株主に帰属する当期純利益252億58百万円（同18.1%増）となりました。 (2）キャッシュ・フロー　当連結会計年度末における現金及び現金同等物(以下「資金」という。)は、前連結会計年度末が金融機関の休業日であった影響により、前連結会計年度末に比べて479億76百万円減少し、789億16百万円となりました。　当連結会計年度末における各キャッシュ・フローの状況とそれらの要因は次のとおりであります。 （営業活動によるキャッシュ・フロー）　営業活動の結果獲得した資金は、８億４百万円(前年同期比97.8％減)となりました。これはおもに、税金等調整前当期純利益が434億55百万円となったことと、減価償却費122億44百万円、前連結会計年度末が金融機関の休業日であった影響による売上債権の減少52億21百万円等のプラス要因に対し、前連結会計年度末が金融機関の休業日であった影響による仕入債務の減少474億82百万円、棚卸資産の増加83億６百万円、法人税等の支払額109億７百万円等のマイナス要因によるものであります。 （投資活動によるキャッシュ・フロー）　投資活動の結果使用した資金は、297億74百万円(前年同期比4.8％増)となりました。これはおもに、有形固定資産の取得による支出247億１百万円、新規出店に伴う差入保証金の支出66億69百万円等によるものであります。 （財務活動によるキャッシュ・フロー）　財務活動の結果使用した資金は、190億５百万円(前年同期は30億67百万円の収入)となりました。これはおもに、配当金の支払額97億16百万円と長期借入金の返済による支出72億円等によるものであります。 仕入及び販売の実績当社グループは小売業を主たる事業としているため、生産実績および受注実績は記載しておりません。(1)仕入実績品目当連結会計年度（自　2022年５月16日至　2023年５月15日）金額　　　(百万円)構成比　　(％)前期比　　(％)商   品  医薬品130,87619.1109.5化粧品92,90213.6105.0雑貨183,04026.7102.1食品203,90629.8109.1その他72,41710.698.8小計683,14399.7105.5不動産賃貸料原価3900.1126.3手数料収入等1,5170.297.1合計685,050100.0105.5（注）１．金額は、実際仕入価格によっております。２．その他のおもな内容は、育児用品・健康食品・医療用具等であります。 (2)販売実績①　品目別売上高品目当連結会計年度（自　2022年５月16日至　2023年５月15日）金額　　　(百万円)構成比　　(％)前期比　　(％)商   品  医薬品222,81323.0110.8化粧品133,56013.8102.1雑貨255,57526.3102.6食品240,95624.8109.5その他112,73711.6102.0小計965,64499.5105.9不動産賃貸料1,3670.1115.5手数料収入等3,0660.3104.8合計970,079100.0105.9（注）その他のおもな内容は、育児用品・健康食品・医療用具等であります。②　地域別売上高区分地域売上高店舗数金額（百万円）前年同期比(％)数前年同期比(＋)商品売上北海道160,085103.7425店舗3店舗青森県21,354107.567店舗7店舗岩手県24,177107.578店舗2店舗宮城県53,581107.5153店舗7店舗秋田県24,642105.481店舗3店舗山形県29,202104.998店舗5店舗福島県36,461101.8116店舗△1店舗茨城県16,429110.652店舗1店舗栃木県9,712113.536店舗2店舗埼玉県1,700100.87店舗△1店舗千葉県58,555104.2149店舗5店舗東京都39,679102.1159店舗―店舗神奈川県13,086105.441店舗△1店舗新潟県8,733120.136店舗1店舗山梨県9,355104.832店舗1店舗長野県5,079121.317店舗1店舗静岡県125,620107.295店舗3店舗愛知県30,869101.284店舗3店舗滋賀県1,703102.07店舗―店舗京都府1,01995.55店舗△2店舗大阪府7,271141.826店舗2店舗兵庫県6,423110.019店舗3店舗和歌山県4,769112.520店舗―店舗鳥取県17,362106.540店舗1店舗島根県27,875104.854店舗2店舗岡山県3,66694.912店舗1店舗広島県78,814107.6191店舗13店舗山口県16,514113.349店舗3店舗徳島県7,580108.524店舗1店舗香川県16,702100.550店舗―店舗愛媛県42,841107.0120店舗5店舗高知県10,232104.733店舗1店舗福岡県26,323108.193店舗△2店舗佐賀県1,330164.86店舗―店舗長崎県86094.84店舗△1店舗熊本県1,95293.211店舗―店舗大分県1,51594.98店舗―店舗宮崎県1,28094.111店舗―店舗鹿児島県7,69497.340店舗△2店舗沖縄県13,580109.440店舗1店舗小計965,644105.92,589店舗67店舗不動産賃貸料1,367115.5  手数料収入等3,066104.8  合計970,079105.92,589店舗67店舗 財政状態、経営成績及びキャッシュ・フローの状況の分析(1）重要な会計上の見積り及び当該見積りに用いた仮定　当社グループの連結財務諸表は、わが国において一般に公正妥当と認められる会計基準に基づき作成されております。この連結財務諸表の作成にあたって用いた会計上の見積り及び当該見積りに用いた仮定のうち、重要なものについては、「第５　経理の状況」　連結財務諸表および財務諸表の注記事項「（重要な会計上の見積り）」に記載しております。(2）財政状態の分析①総資産　当連結会計年度末における総資産につきましては、おもに前連結会計年度末が金融機関の休業日であった影響による現金及び預金と売掛金の減少等により、5,398億30百万円と前連結会計年度末に比べて225億33百万円減少となりました。②流動資産　流動資産につきましては、おもに現金及び預金の減少等により、2,852億89百万円と前連結会計年度末に比べ432億25百万円の減少となりました。③固定資産　固定資産につきましては、おもに新規出店に伴う有形固定資産取得と差入保証金の増加等により、2,545億41百万円と前連結会計年度末に比べ206億92百万円の増加となりました。　なお、のれんの残高を会社別に示すと以下のとおりです。会社名金額(百万円)㈱杏林堂グループ・ホールディングス9,917㈱ドラッグイレブン8,852㈱ビー・アンド・ディー7,551㈱くすりの福太郎2,087㈱ツルハグループドラッグ＆ファーマシー西日本756その他904計30,069④流動負債　流動負債につきましては、おもに前連結会計年度末が金融機関の休業日であった影響による買掛金の減少等により、1,743億16百万円と前連結会計年度末に比べ392億97百万円の減少となりました。⑤固定負債　固定負債につきましては、おもに借入金の返済等により、613億69百万円と前連結会計年度末に比べ33億34百万円の減少となりました。⑥純資産　純資産につきましては、おもに利益剰余金の増加等により、3,041億44百万円と前連結会計年度末に比べ200億98百万円の増加となりました。自己資本比率は51.2％と前連結会計年度末に比べ5.3ポイントの増加となっており、１株当たり純資産額は5,690.49円と前連結会計年度末に比べ376.01円の増加となりました。(3）経営成績の分析①売上高　売上高は9,700億79百万円で前年同期比5.9％の増加となりました。　商品部門別の状況は、次のとおりであります。医薬品　かぜ薬、抗原検査キット等の販売が好調であったことに加え、調剤薬局102店舗の新規開設による調剤報酬額の伸長により、売上高は前年同期比10.8％増加の2,228億13百万円となりました。化粧品　新型コロナウイルスの感染拡大の影響が継続したものの、第４四半期から人流が回復傾向となったことにより、売上高は前年同期比2.1％増加の1,335億60百万円となりました。 雑貨　新型コロナウイルスの感染拡大に伴う需要増に一服感が見られたものの、ＰＢ商品が順調に推移したことから、売上高は前年同期比2.6％増加の2,555億75百万円となりました。 食品　コロナ禍に伴う消費行動の変化によりドラッグストアが食品の買い場として認知され、また物価上昇で消費者の価格志向が強まったことにより、売上高は前年同期比9.5％増加の2,409億56百万円となりました。 その他　介護用品、ベビー用品、機能性飲料などが好調に推移したことにより、売上高は前年同期比2.0％増加の1,127億37百万円となりました。②売上総利益　プライベートブランドの商品開発・販売体制の強化による粗利率の向上に加え、新型コロナウイルス感染症の断続的な拡大に伴う抗原検査キット・総合感冒薬等の需要増などにより、売上総利益は前年同期比8.1％増加の2,933億61百万円となり、売上総利益率においても30.2％を確保いたしました。③販売費及び一般管理費　販売費及び一般管理費は2,477億89百万円で前年同期比7.3％の増加となりました。おもな要因といたしましては、原油高騰に伴い水道光熱費が増加したこと等によるものであります。④営業利益・経常利益　上記の結果、営業利益は455億72百万円で前年同期比12.3％の増加となり、経常利益は456億89百万円と前年同期比14.1％の増加となりました。⑤親会社株主に帰属する当期純利益　上記の結果、親会社株主に帰属する当期純利益は252億58百万円で前年同期比18.1％の増加となりました。（4）資金の流動性についての分析　第一部　企業情報　の「第２　事業の状況　４　経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析　業績等の概要　(2)キャッシュ・フロー」における記載内容と同一であるため、記載を省略しております。 （5）今後の方針について当社グループは、創業以来「お客様第一主義」を基本的な経営方針とし、「お客様の生活に豊かさと余裕を提供する」という経営理念のもとに利便性と専門性を追求し、お客様の健康で快適な生活に貢献するため、身近で買物しやすい店舗づくりに取り組んでおります。当社を中核とする持株会社体制によりグループの戦略機能を当社に集約し、迅速かつ機動的な意思決定を行い、各子会社は経営理念実践のため、事業活動に専念できる体制をとっております。　今後も中期経営計画の達成に向け、ドラッグストア業界最大の店舗網を背景としたＩＤ－ＰＯＳデータを活用したマーケティング施策の推進、ドラッグストア併設型を中心とした調剤薬局の積極的な新規開局の推進、プライベートブランド商品の新規開発加速と販売促進を進め、また、従業員教育の強化を図り、信頼されるドラッグストアチェーンの構築を目指してまいりたいと考えております。 
経営上の重要な契約等	５【経営上の重要な契約等】　該当事項はありません。 
研究開発活動	６【研究開発活動】　当社グループは、研究開発活動を行っておりませんので該当事項はありません。
設備投資等の概要	１【設備投資等の概要】　当社グループはドミナントエリアの形成促進および販売シェアの拡大を図るべく地域集中出店を推進するとともに、合わせて省力化および合理化のための投資を行っております。　当連結会計年度は、ツルハドラッグ弘前岩木店（青森県弘前市）をはじめ141店舗の新規出店を含め、設備投資は有形固定資産307億19百万円、差入保証金66億69百万円、ソフトウェア19億85百万円、合計393億74百万円となっております。　なお、当社グループは、物販事業の単一セグメントであるため、セグメントに関連付けた記載はしておりません。また、当社グループの消費税等に係る会計処理は税抜方式によっているため、この項に記載の金額には、消費税等は含まれておりません。 
主要な設備の状況	２【主要な設備の状況】　当社グループは、物販事業の単一セグメントであるため、セグメントに関連付けた記載はしておりません。(1）提出会社2023年５月15日現在 事業所名（所在地）設備の内容帳簿価額従業員数（人）建物及び構築物（百万円）工具、器具及び備品（百万円）土地（百万円）(面積㎡)その他（百万円）合計（百万円）本社(札幌市東区)ほか会社統括施設067－2,3702,438181(1)　（注）１.帳簿価額の「その他」は、ソフトウェアおよび差入保証金であり、建設仮勘定を含んでおりません。　    ２.パートタイマー（１日８時間換算）は、期末人員を従業員数欄に（　）内に外書しております。 (2）国内子会社2023年５月15日現在   会社名事業所名（所在地）設備の内容帳簿価額従業員数（人）建物及び構築物（百万円）工具、器具及び備品（百万円）土地（百万円）(面積㎡)リース資産（百万円）その他（百万円）合計（百万円）㈱ツルハ大町店(北海道旭川市)ほか1,416店販売設備22,8196,2432,853(138,636.38）4,90744,67281,4975,086(10,947)㈱ツルハファーマシーツルハビル(北海道小樽市)ほか賃貸設備2730352(2,103.88)－－625－(－)㈱くすりの福太郎実籾店(千葉県習志野市)ほか全234店販売設備3,2971,54537(618.20)5765,10610,5631,225(1,236)㈱ツルハグループドラッグ＆ファーマシー西日本井口明神店(広島市西区)ほか全339店販売設備8,8662,5872,376（42,405.11)1,2258,78923,8461,321(1,567)㈱レデイ薬局南江戸店(愛媛県松山市)ほか全245店販売設備6,0211,1144,521(64,416.03)1,2454,67217,5761,043(1,508)㈱杏林堂薬局志都呂店(浜松市西区)ほか全95店販売設備13,7771,923934(8,564.83)3,1953,50123,3311,410(3,126)㈱杏林堂グループ・ホールディングス本社(浜松市中区)会社統括施設3890952(19,102.32)－51,347－(－)㈱ビー・アンド・ディー味美店(春日井市)ほか全76店販売設備4,5253902,112(11,655.23)1431,2498,422426(604)㈱ドラッグイレブン大野城川久保店(大野城市)ほか全183店販売設備2,9258931,578(74,644.77)9772,7129,087749(1,069)  （注）１.㈱ツルハファーマシーの上記設備はすべて自社保有のものです。２.帳簿価額の「その他」は、機械装置及び運搬具、ソフトウエアおよび差入保証金であり、建設仮勘定を含んでおりません。３.従業員数には、嘱託を含んでおります。４.パートタイマー（１日８時間換算）は、期末人員を従業員数欄に（　）内に外書しております。(3)　在外子会社該当事項はありません。
株式の総数	①【株式の総数】種類発行可能株式総数（株）普通株式152,000,000計152,000,000
発行済株式、株式の総数等	②【発行済株式】種類事業年度末現在発行数（株） （2023年５月15日現在）提出日現在発行数（株） （2023年８月10日現在）上場金融商品取引所名又は登録認可金融商品取引業協会名内容普通株式49,488,46849,488,468東京証券取引所プライム市場単元株式数100株計49,488,46849,488,468－－（注）1.「提出日現在発行数」欄には、2023年８月１日からこの有価証券報告書提出日までの新株予約権の行使により発行された株式数は含まれておりません。      2.発行済株式のうち82,100株は、譲渡制限付株式報酬として、金銭報酬債権合計980百万円を出資の目的とする現物出資により発行したものです。 
