2024-05-13	00:00	ケイアイスター不動産	3465	2024年3月期 決算説明資料	https://www2.jpx.co.jp/disc/34650/140120240513592737.pdf
2024-05-13	00:00	ケイアイスター不動産	3465	2024年３月期 決算短信〔日本基準〕（連結）	https://www2.jpx.co.jp/disc/34650/140120240510590403.pdf
2024-02-13	00:00	ケイアイスター不動産	3465	2024年3月期 第3四半期 決算説明資料	https://www2.jpx.co.jp/disc/34650/140120240213533399.pdf
2024-02-13	00:00	ケイアイスター不動産	3465	2024年３月期 第３四半期決算短信〔日本基準〕（連結）	https://www2.jpx.co.jp/disc/34650/140120240209531317.pdf
2023-11-13	00:00	ケイアイスター不動産	3465	2024年3月期 第2四半期 決算説明資料	https://www2.jpx.co.jp/disc/34650/140120231113587292.pdf
2023-11-13	00:00	ケイアイスター不動産	3465	2024年３月期 第２四半期決算短信〔日本基準〕（連結）	https://www2.jpx.co.jp/disc/34650/140120231110586588.pdf
2023-11-13	00:00	ケイアイスター不動産	3465	業績予想及び配当予想の修正に関するお知らせ	https://www2.jpx.co.jp/disc/34650/140120231111586808.pdf
2023-08-10	00:00	ケイアイスター不動産	3465	2024年３月期　第１四半期決算説明資料	https://www2.jpx.co.jp/disc/34650/140120230810539687.pdf
2023-08-10	00:00	ケイアイスター不動産	3465	2024年３月期　第１四半期決算短信〔日本基準〕（連結）	https://www2.jpx.co.jp/disc/34650/140120230809538756.pdf
2023-05-12	00:00	ケイアイスター不動産	3465	2023年３月期 決算短信〔日本基準〕（連結）	https://www2.jpx.co.jp/disc/34650/140120230511567395.pdf
2023-05-12	00:00	ケイアイスター不動産	3465	2023年３月期決算説明資料	https://www2.jpx.co.jp/disc/34650/140120230511567460.pdf
2023-05-11	00:00	ケイアイスター不動産	3465	業績予想の修正に関するお知らせ	https://www2.jpx.co.jp/disc/34650/140120230511564861.pdf
2023-02-10	00:00	ケイアイスター不動産	3465	2023年３月期 第３四半期決算短信〔日本基準〕（連結）	https://www2.jpx.co.jp/disc/34650/140120230209504993.pdf
2023-02-10	00:00	ケイアイスター不動産	3465	2023年３月期　第３四半期決算説明資料	https://www2.jpx.co.jp/disc/34650/140120230209505399.pdf
2023-02-10	00:00	ケイアイスター不動産	3465	業績予想及び配当予想の修正に関するお知らせ	https://www2.jpx.co.jp/disc/34650/140120230208503209.pdf
2022-11-10	00:00	ケイアイスター不動産	3465	2023年３月期 第２四半期決算短信〔日本基準〕（連結）	https://www2.jpx.co.jp/disc/34650/140120221109561067.pdf
2022-11-10	00:00	ケイアイスター不動産	3465	2023年３月期　第２四半期決算説明資料	https://www2.jpx.co.jp/disc/34650/140120221003539975.pdf
2022-08-12	00:00	ケイアイスター不動産	3465	2023年３月期　第１四半期決算説明資料	https://www2.jpx.co.jp/disc/34650/140120220811518649.pdf
2022-08-12	00:00	ケイアイスター不動産	3465	2023年３月期　第１四半期決算短信〔日本基準〕（連結）	https://www2.jpx.co.jp/disc/34650/140120220810518299.pdf
2022-05-13	00:00	ケイアイスター不動産	3465	2022年３月期決算短信〔日本基準〕（連結）	https://www2.jpx.co.jp/disc/34650/140120220512544619.pdf
2022-05-13	00:00	ケイアイスター不動産	3465	2022年３月期通期決算説明資料	https://www2.jpx.co.jp/disc/34650/140120220513545764.pdf
