項目	値
事業の内容	 ３ 【事業の内容】当社グループは、当社（株式会社ビジョン）、連結子会社14社で構成されております。当社・連結子会社におきまして、主に「グローバルＷｉＦｉ事業」及び「情報通信サービス事業」を行っております。当社グループの事業における事業の内容、報告セグメント、事業セグメント及び対応する関係会社は次のとおりであります。 報告セグメント事業セグメント事業内容対応する関係会社    グローバルＷｉＦｉ事業海外事業日本から海外及び海外から海外へ渡航される方への海外の各通信キャリア等から仕入れたモバイルＷｉ-Ｆｉルーターのレンタル事業当社ベストリンク株式会社Vision Mobile Korea Inc.Vision Mobile Hawaii Inc.無限全球通移動通信股份有限公司Vision Mobile Hong Kong LimitedGLOBAL WIFI.COM PTE. LTD.GLOBAL WIFI.UK LTD上海高效通信科技有限公司Global WiFi France SASVision Mobile Italia S.r.l.VISION MOBILE USA CORP.Vision Mobile New Caledonia SAS国内事業海外から日本へ渡航される方、国内旅行及び出張される方への国内の各通信キャリアから仕入れたモバイルＷｉ-Ｆｉルーターのレンタル事業情報通信サービス事業固定通信事業ソフトバンク株式会社が提供する直収型固定電話サービス「おとくライン」の加入取次業務当社株式会社メンバーズネット移動体通信事業ソフトバンク株式会社の提供する携帯電話端末等の販売及び移動体通信サービスの加入取次業務当社ブロードバンド事業日本電信電話株式会社（ＮＴＴ）の提供する「フレッツ」等のブロードバンドサービスの加入取次業務当社ベストリンク株式会社株式会社メンバーズネットＯＡ機器販売事業キヤノン（Canon）社製をメインにＭＦＰ、ビジネスフォン及びＵＴＭ等の販売事業当社インターネットメディア事業インターネット上における広告商材（ホームページ制作等）の販売当社その他アスクル株式会社の通信販売事業「ＡＳＫＵＬ」の代理店業務等当社 ※　VISION VIETNAM ONE MEMBER LIMITED LIABILITY COMPANYにおきましては、当社グループにおけるシステム開発及びデータベース構築の役割を担っております。 (1) グローバルＷｉＦｉ事業当社、ベストリンク株式会社、Vision Mobile Korea Inc.、Vision Mobile Hawaii Inc. 、無限全球通移動通信股份有限公司を中心に、世界各国の通信キャリア等から現地の方が利用しているローカルネットワーク（データ通信サービス）を仕入れ、各地域へ渡航される方へモバイルＷｉ-Ｆｉルーター等をレンタルし、収益を得るサービスを行っております。※　グローバルＷｉＦｉ事業における海外事業及び国内事業は、サービス提供エリアが異なっておりますが、事業の流れは同一となっております。 　事業の流れは、次のとおりであります。　 エンドユーザーは、ダイレクトサイト、アプリ、法人セールス、パートナー※、空港カウンターを介してサービスへの申込が可能です。※　当社グループにおいては、情報通信サービス事業を含めパートナー企業として販売代理の契約やフランチャイズ契約を協力会社と結んでのサービスも提供しております。　販売チャネルエンドユーザーへの販売チャネルは次のとおりとなっております。 販売チャネル説明ダイレクトサイトサービス（グローバルＷｉＦｉ）の申込サイトで、ＷＥＢマーケティング※を活用し、申込サイトへエンドユーザーを誘導しサービスの申込を頂きます。アプリエンドユーザーがスマートフォンからアプリをダウンロードし、アプリからサービスの申込を頂きます。アフィリエイトアフィリエイター等が運営するＷＥＢサイトにダイレクトサイトへリンクする広告を掲載し、そのサイトを訪問したエンドユーザーが誘導されサービスの申込を頂きます。（成果報酬型の広告）法人セールス諸官庁、海外出張が多い企業、及び他の販売チャネルから法人としてご利用頂いたエンドユーザーに、法人登録を行って頂き継続的にサービスの申込を頂きます。（価格の割引や会社請求等サービス提供あり）パートナー提携企業（旅行代理店、保険代理店、クレジットカード会社等）、代理店、及びフランチャイズ提携先を経由しサービスの申込を頂きます。空港カウンター直接空港カウンターにてサービスの申込を頂きます。  ※　ＷＥＢマーケティングとは、インターネット上で行うマーケティング活動全般を指します。具体的なＷＥＢマーケティングの手段としては、自社のホームページや商品専用のＷＥＢサイトを通じてエンドユーザーに対し商品やサービスに関する宣伝活動や啓蒙・普及活動を行うことで、インターネット上に広告を掲載、ＷＥＢサイトやＥＣサイトにより多くのエンドユーザーが検索エンジン経由で来るようにＷＥＢサイトの最適化、インターネット上のユーザーに対するアンケート調査を通じて市場調査を行う活動、及び自社サイトで獲得した顧客に対し新製品や新サービスの案内を提供することなどがあげられます。 (2) 情報通信サービス事業当社、ベストリンク株式会社を中心に、スタートアップ、ベンチャー企業、及びその他一般企業向けに、各種通信サービスの加入取次ぎ、移動体通信機器の販売、ＯＡ機器販売、ホームページ制作等のサービス提供を行っております。情報通信技術が目まぐるしく進化している時代において、お客様のニーズを的確に捉え、最適な製品やサービスを最適なタイミングで提供すべく、ＷＥＢマーケティングを法人及びＳＯＨＯ事業者へ展開するとともに、情報通信サービス事業を展開している全国７箇所の営業所及び多数のパートナー企業との連携により全国規模で訪問営業が行える強みを活かし、本事業を進めております。　なお、スタートアップ、ベンチャー企業等の業容拡大に応じて、上記の各サービスを最適なタイミングで提供するには各事業間における連携が一番重要であり、従いまして、これら各サービスを同一のセグメントとしております。(注) ＳＯＨＯ（スモールオフィス・ホームオフィス）事業者：パソコンなどの情報通信機器を利用して、小さなオフィスや自宅などでビジネスを行っている事業者の呼称。　事業系統図以上述べた事項を事業系統図によって示すと次のとおりであります。　　※  VISION VIETNAM ONE MEMBER LIMITED LIABILITY COMPANYにおきましては、当社グループにおけるシステム開発及びデータベース構築の役割を担っております。　営業所一覧　　当社グループの国内の営業所は次のとおりであります。営業所札幌、成田、新宿、横浜、名古屋、関西（大阪）、りんくう（大阪）、福岡、ビジョン・フューチャー・ビジネスセンター（佐賀）、那覇空港（港）カウンター（委託含む）成田空港、羽田空港、中部国際空港、関西国際空港、伊丹空港（大阪国際空港）、旭川空港、新千歳空港、新潟空港、静岡空港、小松空港、福岡空港、宮崎空港、仙台空港、博多港 国際ターミナル、鹿児島空港（返却ＢＯＸ）、那覇空港 ※  成田及びりんくう（大阪）は、グローバルＷｉＦｉ事業の出荷センターとなっております。　
経営方針、経営環境及び対処すべき課題等	 ３ 【経営方針、経営環境及び対処すべき課題等】当社グループにおきまして、「進化への挑戦～第２章～」を翌連結会計年度のスローガンに掲げ、お客様満足を徹底的に追求することでお客様・市場・時代のニーズを的確に捉え、事業の拡大と周辺ビジネスの収益化による差別化、業界における圧倒的な地位の確立を図ってまいります。このためには、以下の事項が対処すべき課題と認識し、「世の中の情報通信産業革命に貢献します。」という経営理念に沿って永続的な成長を実現するため、各課題に取り組んでまいります。 (1) 事業の拡大「グローバルＷｉＦｉ事業」増加する国内外の渡航者に対し、サービス認知度向上、渡航中の課題を解決するサービス開発、利便性の向上、販売体制の強化、世界各国の通信キャリアとの連携強化、及び事業シナジーのある企業との提携等に取り組み、事業の拡大を図ってまいります。「情報通信サービス事業」各販売チャネルの強化、顧客データベースを活用したＣＲＭ活動の強化、及び販売効率の向上を課題として取り組んでまいります。お客様の成長ステージにあったサービスや製品を適切なタイミングで適正な価格で提供し、事業の拡大を図ってまいります。 (2）継続的な収益性の向上への取り組み当社グループは、継続した利益総額及び収益性の向上を図るため、事業の拡大・販売戦略・販売効率の向上を図るとともに、ＡＩ・ＲＰＡ・ＩｏＴ（注）等の技術を積極的に活用することで業務の効率化を図ってまいります。（注）ＲＰＡ（Robotic Process Automation）：ロボットによる業務自動化の取り組みＩｏＴ（Internet of Things）：さまざまな「モノ」がインターネットに接続され、相互に制御できるようになる仕組み (3) コンプライアンス経営体制の強化当社グループは、コンプライアンス経営に徹することの重要性を認識し行動基準を定めております。そのため、役員及び従業員等は、行動基準を共有するとともに、常に倫理観と社会的良識をもって行動し、社会から信頼される会社として評価され、持続的に発展するよう努めてまいります。また、定期的にコンプライアンス委員会を開催しており、社内においてコンプライアンスの重要性を議論し発信しております。更に、必要に応じた社内教育を継続して実施するとともに、監査機能の充実を図るために、内部監査部門、監査役会、及び会計監査人との連携を強化してまいります。 (4) 人材の確保・育成当社グループの「対処すべき課題」の解決には、優秀な人材を継続的に確保・教育することが課題であると認識しております。事業拡大及びサービス品質の向上等により知名度を向上させ、当社グループが必要とする優秀な人材を継続的に確保・育成するべく取り組んでまいります。 
事業等のリスク	 ４ 【事業等のリスク】以下において、当社グループの事業展開上のリスク要因となる可能性があると考えられる主な事項を記載しております。また、必ずしも事業上のリスクに該当しない事項についても、投資家の判断上、重要であると考えられる事項については、投資家に対する積極的な情報開示の観点から以下に記載しております。当社グループはこれらのリスク発生の可能性を十分認識した上で、発生の回避及び発生した場合の対応に努めます。また、本項の記載内容は当社株式の投資に関するすべてのリスクを網羅しているものではありません。以下の記載のうち将来に関する事項は、特段の記載がない限り、本報告書提出日現在において当社グループが判断したものであり、不確実性が内在しているため、実際の結果と異なる可能性があります。　(1) 事業内容に関するリスクについて① グローバルＷｉＦｉ事業 a 通信キャリア等からの仕入条件について当社グループは、世界各国の通信キャリア等から通信サービスを仕入れておりますが、当社グループが、従前と同様の仕入条件で更新できるという保証はありません。更に、各通信キャリア等の事業方針の変更により、当社グループが従前より不利な仕入条件への変更を余儀なくされる可能性もあります。当社グループの各通信キャリア等からの仕入条件が悪化した場合には、当社グループの経営成績及び財政状態に影響を及ぼす可能性があります。  b 為替レートの変動当社グループは、外貨建の取引を行っております。これに伴い外貨建の収益・費用及び資産・負債が発生しております。為替レートの変動による影響を軽減すべく為替予約等によりリスクヘッジを行っておりますが、急激な為替変動があった場合には、当社グループの経営成績及び財政状態に影響を及ぼす可能性があります。　　 c 競合他社の影響について当社グループと同様に、国内外への渡航者向けにモバイルＷｉ－Ｆｉルーターのレンタル事業を営んでいる競合企業が存在しております。当社グループは、提供エリア数、サービス提供価格、通信速度及び通信品質、付加サービス等の差別化等の取り組みを行っており、今後も更にサービスの向上、ブランド力の強化を図ってまいります。しかしながら、異業種からの新規参入者等を含め競合他社との競争激化による収益力の低下や、広告宣伝費の増加等により当社グループの経営成績及び財政状態に影響を及ぼす可能性があります。　 d 提携・協力関係について当社グループは国際的な競争力を強化するために、販売代理店、協力企業等のビジネスパートナーと様々な提携・協力を行っており、それらを通じて商品やサービスの開発、販売・サービス体制の整備・拡充の展開を図っております。提出日現在においてビジネスパートナーとの関係性は良好でありますが、期待する効果が得られない場合や何らかの事情により提携・協力関係が解消された場合には、当社グループの経営成績及び財政状態に影響を及ぼす可能性があります。　 e 国際ローミング料金の低廉化等について当社グループのサービスに競合するサービスとして、通信キャリアが提供する「国際ローミングサービス」があげられます。現在国内通信キャリアの提供する「国際ローミングサービス」は、１日1,980円～2,980円、当社グループのサービス提供価格は、平均して1,000円程度であり大幅な価格差とサービスの利便性（複数のスマートフォンでの接続やスマートフォン、タブレット端末、ノートＰＣでの接続等）により当社グループの提供するサービスは、通信キャリアの提供する「国際ローミングサービス」に劣るサービスではないと考えております。その他、一部地域に特化したサービスや通信容量が限定されたサービス等も開始されており、地域や通信容量によっては当社グループの提供価格を下回るケースもございますが、当社グループのサービスの利用者は増加の一途を辿っており当該サービスに劣るものではないと考えております。しかしながら、国を跨いだ通信キャリア間の提携により国際ローミングにかかる通信原価が大幅に引き下げられ、国際ローミングの提供価格が当社グループの提供価格未満で提供された場合には、当社グループの経営成績及び財政状態に影響を及ぼす可能性があります。   f Ｗｉ－Ｆｉルーターについて当社グループは、世界各国の通信キャリア及びメーカーからＷｉ－Ｆｉルーターを仕入れております。Ｗｉ－Ｆｉルーターの使用年数は、電池劣化、基盤劣化、及び筐体劣化により平均２年程度※でありレンタル資産として計上し償却を行っております。仕入れたＷｉ－Ｆｉルーターの劣化速度が早まった場合や技術革新等によりＷｉ－Ｆｉルーターの開発サイクルが短期化された場合には、当社グループの経営成績及び財政状態に影響を及ぼす可能性があります。※　電池交換が可能なＷｉ－Ｆｉルーターは２年以上使用できる場合もありますが、傷が多くなるなどレンタル商品として見合わなくなる状態になることもあるため２年間程度の使用としております。　 g 季節要因による業績偏重について当社グループの業績は、夏季休暇、シルバーウィークといった海外渡航者需要が増加する第３四半期に偏重しております。従いまして、夏季休暇、シルバーウィークにおいて第３四半期のレンタル件数が景気動向の影響等により減少した場合は、当社グループの経営成績及び財政状態に影響を及ぼす可能性があります。　 h その他事業を取り巻くリスク上記のほか、事業を取り巻くリスクとして、テロや戦争など世界情勢の変化や自然災害による渡航インフラへの被害、世界的な感染症が発生・蔓延し、海外渡航に対する意欲の急激な減退が生じた場合には、当社グループの経営成績及び財政状態に影響を及ぼす可能性があります。 ② 情報通信サービス事業 a 通信キャリア等からの受取手数料について当社グループは、通信キャリアが提供する通信サービスへの加入契約の取次ぎ等を行うことにより、当該サービスを提供する通信キャリア又は一次代理店より、契約取次ぎの対価として手数料を収受しております。受取手数料の取引条件は、通信キャリアによって異なっており、通信キャリアの経営方針の変更等により、大幅な取引条件の変更が生じた場合には当社グループの経営成績及び財政状態に影響を及ぼす可能性があります。　  b 特定取引先への依存について当社グループの通信サービスへの加入契約の取次ぎ等は、㈱光通信のグループ子会社である㈱メンバーズモバイルなどを一次代理店とした契約形態となっております。平成29年12月期連結会計年度における光通信グループへの依存度は、売上高：23.7％、売上原価：17.4％となっております。提出日現在において光通信グループとの関係性は良好でありますが、同社グループの経営施策によっては、予定した収益をあげられない可能性があります。なお、今後当社グループは、グローバルＷｉＦｉ事業を更に成長させる計画であり、依存度は減少していくものと考えております。　光通信グループへの依存度推移項目平成25年12月期平成26年12月期平成27年12月期平成28年12月期平成29年12月期売上高65.8％46.9％34.3％30.8％23.7％売上原価46.4％34.1％23.5％23.3％17.4％ （注）売上高には関連するサービスの短期解約返戻金及び売上値引の金額を考慮して算出しております。 ③ システム障害当社グループの事業におきましては、サービスの基盤をインターネット通信網に依存しております。そのため、データベース及び販売用ＷＥＢサイトの利用が妨げられるようなシステム障害の発生やサイバー攻撃によるシステムダウン等を回避すべく、稼働状況の監視等により未然防止対策を実施しております。しかしながら、このような対応にもかかわらず大規模なシステム障害が発生した場合には、サービスの提供に支障をきたし、当社グループの経営成績及び財政状態に影響を及ぼす可能性があります。 ④ 人材の確保及び育成に係るリスク当社グループの更なる販売活動強化及び事業拡大を図るため、新卒者・専門知識保有者・グローバル事業推進のための語学力を有する人材の採用活動の強化に加え、社員の階層に応じた研修を実施する等人的資源の活性化に引き続き注力する方針であります。しかしながら、上記方針に基づく採用計画や人材育成が計画どおり進まない場合には、当社グループの経営成績及び財政状態に影響を及ぼす可能性があります。 ⑤ 法的規制に係るリスク当社グループの事業におきましては、「不当景品類及び不当表示防止法」「特定商取引に関する法律」「電気通信事業法」等の法的規制を受けております。また、グローバルＷｉＦｉ事業においては、世界各国の現地通信キャリア等から通信サービスの仕入を行っており、各国の法律等の規制を受けております。今後、これらの法令や規則等の予測不可能な変更あるいは新設が、当社グループの事業活動の制限や法的規制の遵守のための費用の増大等につながり、経営成績及び財政状態に影響を及ぼす可能性があります。　⑥ 個人情報保護について当社グループでは、個人情報を保有しておりますが、個人情報漏洩防止に関して個人情報保護に関する法令を遵守するとともに、個人情報保護方針を定め、個人情報の取扱いには細心の注意を払っております。しかしながら、何らかの原因により大規模な個人情報漏洩事故が発生した場合、当社グループの信用失墜や、損害賠償費用が発生する可能性があり、当社グループの経営成績及び財政状態に影響を及ぼす可能性があります。　(2) その他① 配当政策について当社グループは、財務体質の強化と事業拡大のための投資を優先し、更なる企業価値の向上を目指すことが株主に対する最大の利益還元につながると考え、過去において配当を行っておりませんが、株主に対する利益還元も経営の重要課題であると認識しております。今後、将来の財務体質の強化と事業拡大のために必要な内部留保を確保しつつ、当社グループを取り巻く事業環境を勘案して、株主に対して安定的かつ継続的な利益還元を実施する方針ですが、現時点において配当実施の可能性及びその実施時期等については未定であります。 ② 新株予約権の行使による株式価値の希薄化について当社グループは、業績向上への意欲を高めることを目的として、当社グループの役員及び従業員に対して、ストック・オプションによる新株予約権の発行を行っております。平成29年12月31日現在、新株予約権の目的となる株式数は、「第４　提出会社の状況　１　株式等の状況　(2)新株予約権等の状況」に記載のとおりですが、これらの新株予約権が行使された場合、発行済株式総数が増加し、１株あたりの株式価値が希薄化する可能性があります。 
経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析	
経営上の重要な契約等	
研究開発活動	
設備投資等の概要	１ 【設備投資等の概要】当連結会計年度の設備投資については下記のとおりであります。また、経営に重要な影響を及ぼすような投資及び資産の売却・撤去等はありません。なお、当連結会計年度の設備投資には有形固定資産及びソフトウエアを含めております。 セグメントの名称当連結会計年度グローバルＷｉＦｉ事業920,436千円情報通信サービス事業100,677千円報告セグメント計1,021,114千円その他及び全社22,956千円合　計1,044,070千円 　
主要な設備の状況	２ 【主要な設備の状況】(1) 提出会社平成29年12月31日現在事業所名(所在地)セグメントの名称設備の内容帳簿価額(千円)従業員数(名)建物工具、器具及び備品土地(面積m²)レンタル資産リース資産ソフトウエア合計本社及び新宿営業所他2箇所(東京都新宿区)全事業、全社事務所設備及び備品、ソフトウエア77,90019,523－542,64512,770571,2301,224,070303コールセンター(佐賀県佐賀市)全事業事務所設備108,3061,64134,392(811)－－－14,43020 (注) １．現在休止中の主要な設備はありません。２．上記の金額には消費税等は含まれておりません。　(2) 国内子会社主要な設備はありません。 (3) 在外子会社主要な設備はありません。 
株式の総数	① 【株式の総数】　種類発行可能株式総数(株)普通株式41,000,000計41,000,000  
発行済株式、株式の総数等	② 【発行済株式】 種類事業年度末現在発行数(株)(平成29年12月31日)提出日現在発行数(株)(平成30年３月30日)上場金融商品取引所名又は登録認可金融商品取引業協会名内容普通株式16,278,00016,278,000東京証券取引所（市場第一部）単元株式数は100株であります。計16,278,00016,278,000―― (注) 提出日現在の発行数には、平成30年３月１日からこの有価証券報告書提出日までの新株予約権の行使により発行された株式数は、含まれておりません。 
