項目	値
事業の内容	 ３ 【事業の内容】当社グループは、当社(センコン物流株式会社)及び連結子会社７社で構成され、運送、倉庫、乗用車販売、再生可能エネルギー、アグリ、その他の６部門に関する事業を行なっております。各事業における当社及び主な関係会社の位置付け及びセグメントとの関連は、次のとおりであります。なお、次に示す区分は、セグメントと同一の区分であります。 (運送事業)顧客の国内貨物及び輸出入貨物の国内の輸送を、当社及び山陰センコン物流株式会社が行なっております。 (倉庫事業)顧客より預かった貨物を輸送するまでの保管及び輸出入貨物の保税蔵置並びに通関業法に基づく通関に関する手続業務と、顧客の需要に応じて荷造梱包及び解装等の諸作業並びに物流業務の一括受託サービスを、当社及び山陰センコン物流株式会社が行なっております。 (乗用車販売事業)本田技研工業株式会社製造車輌の仕入・販売・修理等を行なう事業及び中古自動車の仕入・販売事業を、株式会社ホンダカーズ埼玉西が行なっております。また、中古自動車の仕入・販売事業を、株式会社センコンエンタープライズが行なっております。 (再生可能エネルギー事業)太陽光発電施設を利用した売電事業を、株式会社センコンエンタープライズが行なっております。 (アグリ事業)農産物の卸し及び販売等を行なう事業を、フーズロイヤル株式会社及び株式会社センコンアグリ宮城が行なっております。 (その他の事業)当社グループ各社の事業と協力関係にある会社等へのリース事業、不動産の売買・賃貸等の不動産事業及び葬祭事業を株式会社センコンエンタープライズが行なっております。　　(注) 　上記の子会社は全て連結子会社であります。 
経営方針、経営環境及び対処すべき課題等	１ 【経営方針、経営環境及び対処すべき課題等】当社グループの経営方針、経営環境及び対処すべき課題等は、次のとおりであります。なお、文中の将来に関する事項は、当連結会計年度末現在において当社グループが判断したものであります。 (1) 経営方針当社グループの経営方針は、「物流は社会を支える重要な軸」として捉え、時々刻々と変化する物流ニーズに対応し、社会の繁栄に寄与することを会社経営の基本方針としております。この方針に基づき当社グループは、陸・海・空の複合一貫輸送システムを構築し、積極的で多面的なソリューション型の営業活動を展開し、東北経済圏に主要拠点を持つ総合物流企業として国内外の物流サービスの充実に努めるとともに、当社グループ間での情報共有化を行ない、個々の事業の特長を最大限に発揮するための組織改革や経営資源配分の最適化による資産の効率化と財務の健全化を図り、企業価値を高める努力を続けてまいります。また、環境問題が深刻化するなか、当社グループは環境保全活動の取り組みを企業の社会的使命として捉え、事業活動のなかに環境保全への配慮を組み入れ、営利性の追求と環境配慮の両立を図っていく所存であります。 (2) 経営環境及び対処すべき課題当社グループを取り巻く経営環境におきましては、労働力不足や2024年問題への対応及び燃料価格の高止まりや電気料金の値上げに加え、長引く半導体及び部品等の供給不足による自動車メーカー側の生産調整による顧客への納期遅延など、更に厳しい状況が続くものと思われます。このような経営環境のなかで当社グループは、引き続き社会環境等の変化や顧客ニーズに対応したソリューション型の営業活動及びＣＳ（顧客満足度）活動の展開を図るとともに、物流の起点である現場業務の効率化や最適化を基本に企業間物流においては、徹底的な専業化に取り組む一方、個人向け型の事業モデルの構築を進め事業領域の拡大に努めながら、ＥＳ（従業員満足度）経営を意識した労働環境の改善、プロフェッショナルの育成、安全教育、安全管理及び内部管理体制の充実に取り組んでまいります。また、利益向上に向け当社グループ間での情報共有を密に行いながら、個々の事業の特長を最大限に発揮するための組織改革や経営資源配分の最適化による資産の効率化と財務の健全化を図っていく所存であります。 (3) 目標とする経営指標当社グループが目標として掲げる経営指標はＲＯＥ（自己資本利益率）であり、10％以上を目標としております。当社グループは、その実現のため常に経営効率の改善を意識し、営業収益及び経常利益の拡大を図りながら、経営を進めていく考えであります。 (4) 中期経営戦略当社グループは、物流の基軸となる設備と情報通信技術を駆使したネットワークを充実させ、顧客ニーズの多様化・高度化・国際化に対応できる高度な物流価値や新たなサービスの開発に注力していく所存であります。国内物流サービスにおきましては、調達部門から消費者に至るまで原材料・半製品・完成品の供給活動及び関連情報等を調査・分析し、効率的で且つ費用対効果が得られる物流システム並びに情報システムを提供し、新たな顧客層の開拓を図りながら、３ＰＬ（企業物流の包括的受託）事業基盤の強化とアウトソーシング、フォワーディング、レコードマネジメントサービス、トランクルーム案件の獲得に努めていく所存です。国際物流サービスにおきましては、陸・海・空の複合一貫輸送システムを展開するとともに、日本国内メーカー及び生産者の海外進出をサポートし、商物一体物流サービスのビジネスモデルの構築を進めていく所存であります。 
事業等のリスク	 ３ 【事業等のリスク】有価証券報告書に記載した事業の状況、経理の状況等に関する事項のうち、経営者が連結会社の財政状態、経営成績及びキャッシュ・フローの状況に重要な影響を与える可能性があると認識している主要なリスクは、次のとおりであります。なお、文中の将来に関する事項は、当連結会計年度末現在において当社グループが判断したものであります。(1)　法的規制等について当社グループは、貨物自動車運送事業、貨物利用運送事業、倉庫業、通関業、自動車販売事業、自動車修理業を主要な事業とし、各種関連法令の規制を受け事業活動を行なっております。今後、これらの法規制の改正や新たな法規制の制定により、追加の費用負担が発生し、また、何らかの事由により法規制に抵触するような事態が生じた場合、事業活動の一部が制限され、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。(2)　燃料費の上昇について当社グループの主要事業である運送事業において、効率的な運行やエコドライブの推進に努めておりますが、世界の原油情勢の動向及び為替の変動によって燃料費が大幅に上昇した場合、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。(3)　災害等の発生について当社グループは、大規模な自然災害（地震、台風、風水害、雪害等）の発生により、当社グループの設備（車両、物流倉庫、各営業拠点、情報ネットワーク等）の被害に加え、輸送経路の遮断や電力供給の停止など社会インフラ機能が低下した場合、事業活動の中断または停滞を招くことが予想されます。このため、防災マニュアルの整備や火災・地震・貨物保険を付保し、事業活動への影響を最小限に留めておりますが、被害を全て回避できるものではなく、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。(4)　重大事故の発生について当社グループは、「安全は全てにおいて優先される」とする理念を掲げ、定期的に開催する安全衛生推進の会議体を通じ、コンプライアンスや車両事故、商品事故、労災事故等の撲滅活動に取り組んでおりますが、万が一、重大な事故が発生した場合、顧客からの信頼及び社会的信用が毀損するとともに、車両の使用停止、事業所の営業停止等の行政処分により、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。(5)　金利の変動について当社グループは、運転資金及び設備資金の多くを金融機関からの借入金で賄っております。有利子負債の圧縮に努めるとともに、将来の金利変動によるリスクを回避する目的で固定金利での借入を行なっておりますが、今後の市場金利の動向によっては将来の資金調達コストに影響を受け、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。(6)　情報の漏洩について当社グループは、事業活動を通じ、顧客企業の機密情報や個人情報を取り扱っております。このため、適切な情報管理が行なわれるよう社内規程の整備や社員教育を図ると同時に、関連情報にはアクセス権限及び制限を設け、更に情報端末の施錠管理やパスワード管理を徹底しております。また、「情報セキュリティマネジメント（ISO27001）」や「プライバシーマーク」の認証取得など、情報セキュリティ管理体制の維持・向上に努めておりますが、大規模な自然災害や外部からの不正侵入、コンピュータウイルスへの感染等によって、システムの停止、情報漏洩、データ消失等の事態が生じた場合、顧客からの信頼及び社会的信用が毀損し、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。　(7)　人材の確保について当社グループは、持続的な成長と企業価値の向上を実現するため、予てより人材戦略の重要性を強く認識しております。そのために、多様な視点や感性、能力、経験等を持ち合わせた人材の確保や育成及び適正な人員配置を図るとともに、働き方改革の推進や労働環境の整備及びインセンティブ制度の導入等による従業員の定着率向上に努めておりますが、採用計画に基づく人材の確保ができなかった場合や在籍従業員の流出が続いた場合、機会損失が生じるなど、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。 (8)　固定資産の減損について当社グループは、土地、建物、車両、機械装置等をはじめとする事業用の有形固定資産を保有しております。これらは将来の収益性や合理的な事業計画・情報等をもとに投資判断を行なっておりますが、顧客企業の動向及び想定以上の事業環境の変化により、当初の事業計画等の前提条件の乖離や著しい変更が生じたことにより、収益性が低下し、かつ回収可能性が認められない場合、固定資産の減損に係る会計基準及びその適用指針に基づき対象資産の減損処理が必要となり、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。(9)　海外での事業展開について当社グループは、持続的な成長に向け海外での事業展開に取り組んでおります。このため各地域における政治・経済・為替の急激な変動や法規制の強化、テロ・暴動による治安の悪化及び大規模な自然災害等の事象が生じた場合、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。 
経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析	 ４ 【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】(1) 経営成績等の状況の概要当連結会計年度における当社グループ（当社、連結子会社及び持分法適用会社）の財政状態、経営成績及びキャッシュ・フロー（以下、「経営成績等」という。）の状況の概要は次のとおりであります。① 財政状態及び経営成績の状況当連結会計年度におけるわが国経済は、新型コロナウイルス感染症に伴う行動制限が緩和されたことにより経済活動が正常化しつつあるものの、半導体の供給不足やウクライナ情勢の長期化によるエネルギー価格の高止まりと円安の進行等による物価上昇圧力が強まったことなどにより、依然として先行き不透明な状況が続きました。当社グループを取り巻く経営環境におきましては、物流事業において国内及び国際貨物輸送量の回復の動きは鈍く、また、燃料価格の高止まりや電気料金の値上がりに加え、乗用車販売事業においては長引く半導体及び部品等のサプライチェーンの混乱による自動車メーカー側の生産調整など、依然として厳しい状況が続きました。このような経営環境のなかで当社グループは、引き続き各事業分野において社会環境等の変化や顧客ニーズに対応したソリューション型の営業活動及びＣＳ（顧客満足度）活動を展開するとともに、継続した３ＰＬ（企業物流の包括的受託）事業、アウトソーシング事業、フォワーディング事業、レコードマネジメントサービス事業及びトランクルーム事業の専業化に注力するとともに、各事業分野における新たな領域での戦略を推進しながら、海外向け食品等の輸出拡大など、事業の伸長に努めてまいりました。この結果、当連結会計年度の営業収益は、倉庫事業においてアウトソーシング事業等での受注高が増加しましたが、運送事業においては中国のゼロコロナ政策による経済活動の抑制などにより海上コンテナ貨物の取扱いが減少したことに加え、乗用車販売事業においては半導体や部品等のサプライチェーンの混乱による自動車メーカー側の生産調整などにより、新車販売台数が減少したことにより、16,249百万円（対前年同期比97.1％）となりました。利益面におきましては、減収の影響などにより、営業利益は739百万円（対前年同期比90.6％）、経常利益は802百万円（対前年同期比98.6％）、親会社株主に帰属する当期純利益は前期に連結子会社（１社）において計上した固定資産に係る減損損失が無くなったことなどにより、522百万円（対前年同期比106.6％）となりました。 セグメントごとの経営成績は、次のとおりであります。 運送事業運送事業につきましては、中国のゼロコロナ政策による経済活動の抑制などにより海上コンテナ貨物の取扱い及び自動車関連貨物等の輸送量が減少したことなどにより、営業収益は4,945百万円（対前年同期比95.2％）となりました。営業損益は、減収の影響と燃料価格の高止まり及び輸送車両のメンテナンス費用の増加などにより、18百万円の損失（前年同期は24百万円の損失）となりました。倉庫事業倉庫事業につきましては、化学・石油ゴム製品及び建設関連貨物等の受注高が増加したことなどにより、営業収益は3,888百万円（対前年同期比102.7％）となりました。営業利益は、電気料金の値上がりなどにより、938百万円（対前年同期比97.2％）となりました。乗用車販売事業乗用車販売事業につきましては、半導体や部品等のサプライチェーンの混乱による自動車メーカー側の生産調整などにより、新車販売台数が減少したことにより、営業収益は6,900百万円（対前年同期比95.9％）となりました。営業利益は、サービス部門（車検・点検修理等）の増収効果と中古車販売の台当たり粗利益が向上しましたが、新車販売収益の減少を補えず、222百万円（対前年同期比97.3％）となりました。再生可能エネルギー事業再生可能エネルギー事業につきましては、日射量はほぼ横這いで推移したことにより、営業収益は234百万円（対前年同期比100.5％）となりました。営業利益は、前期に計上した太陽光発電システム（ＰＣＳ）の修繕費用が無くなったことなどにより、83百万円（対前年同期比117.0％）となりました。 アグリ事業アグリ事業につきましては、農産品等の店舗委託販売が増加したことなどにより、営業収益は150百万円（対前年同期比107.0％）となりました。営業損益は、商品発送費の高騰と人件費関連費用の増加などにより、５百万円の損失（前年同期は３百万円の利益）となりました。その他の事業その他の事業につきましては、不動産事業、リース事業において取引高が減少したことなどにより、営業収益は195百万円（対前年同期比76.0％）となりました。営業利益は、減収の影響などにより、４百万円（対前年同期比63.6％）となりました。 ② キャッシュ・フローの状況当連結会計年度末における連結ベースの現金及び現金同等物(以下「資金」という。)は、2,559百万円となり、前連結会計年度末（以下「前期末」という。）に比べ222百万円(8.0％)減少しました。(営業活動によるキャッシュ・フロー)　営業活動の結果得られました資金は935百万円となり、前期末に比べ113百万円減少しました。これは主として、棚卸資産の増減額が185百万円増加したことなどによります。(投資活動によるキャッシュ・フロー)　投資活動の結果使用した資金は474百万円となり、前期末に比べ286百万円増加しました。これは主として、有形固定資産の取得による支出が240百万円増加したことなどによります。(財務活動によるキャッシュ・フロー)　財務活動の結果使用した資金は683百万円となり、前期末に比べ333百万円減少しました。これは主として、短期借入金の返済による支出が217百万円減少したことなどによります。   ③ 生産、受注及び販売の実績　　 ａ. 販売実績 当連結会計年度における販売実績をセグメントごとに示すと、次のとおりであります。 セグメントの名称金額(千円)前年同期比(％)運送事業4,945,52595.2倉庫事業3,856,373102.8乗用車販売事業6,894,50095.9再生可能エネルギー事業234,462100.5アグリ事業136,864108.2その他の事業181,46776.7合計16,249,19597.1 (注)　セグメント間の取引については相殺消去しております。 　　 ｂ. 外注実績 当連結会計年度における外注実績をセグメントごとに示すと、次のとおりであります。 セグメントの名称金額(千円)前年同期比(％)運送事業3,506,55693.3倉庫事業737,567112.0乗用車販売事業142,64792.3再生可能エネルギー事業1,97214.9アグリ事業10,55586.3その他の事業4,219159.2合計4,403,51895.7 (注)　セグメント間の取引については相殺消去しております。  (2) 経営者の視点による経営成績等の状況に関する分析・検討内容経営者の視点による当社グループの経営成績等の状況に関する認識及び分析・検討内容は次のとおりであります。なお、文中の将来に関する事項は、当連結会計年度末現在において判断したものであります。 ① 財政状態及び経営成績の状況に関する認識及び分析・検討内容　ａ 財政状態の分析当連結会計年度末の総資産は、前連結会計年度末(以下「前期末」という。)に対し８百万円（0.1％)増加し、17,548百万円となりました。流動資産は、前期末に比べ2.5％減少し、5,551百万円となりました。これは主として、現金及び預金が222百万円減少したことなどによります。固定資産は、前期末に比べ1.3％増加し、11,996百万円となりました。これは主として、有形固定資産が51百万円増加したことなどによります。　当連結会計年度末の負債は、前期末に対し378百万円(3.0％)減少し、12,149百万円となりました。流動負債は、前期末に比べ1.8％減少し、6,503百万円となりました。これは主として、短期借入金が228百万円増加したものの、１年内返済予定の長期借入金が315百万円減少したことなどによります。固定負債は、前期末に比べ4.4％減少し、5,646百万円となりました。これは主として、長期借入金が159百万円減少したことなどによります。　当連結会計年度末の純資産は、前期末に対し386百万円(7.7％)増加し、5,399百万円となりました。これは主として、利益剰余金が446百万円増加したことなどによります。  　ｂ 経営成績の分析経営成績につきましては、「第２　事業の状況」「４　経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析　(1) 経営成績等の状況の概要　① 財政状態及び経営成績の状況」に記載のとおりであります。 ② キャッシュ・フローの状況の分析・検討内容並びに資本の財源及び資金の流動性に係る情報当社グループの当連結会計年度のキャッシュ・フローは、「第２　事業の状況」「４　経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析　(1) 経営成績等の状況の概要　② キャッシュ・フローの状況」に記載のとおりであります。当社グループの資本の財源及び資金の流動性については、次のとおりであります。運転資金需要のうち主なものは、労務費、外注費及び仕入であります。投資を目的とした資金需要は設備投資等によるものであります。短期運転資金は自己資金及び金融機関からの短期借入金を基本としており、設備投資や長期運転資金の調達につきましては、自己資金及び金融機関からの長期借入金を基本としております。 ③ 重要な会計上の見積り及び当該見積りに用いた仮定当社グループの連結財務諸表は、わが国において一般に公正妥当と認められている会計基準に基づき作成されております。この連結財務諸表の作成にあたって採用している重要な会計基準は、「第５　経理の状況　１ 連結財務諸表等　注記事項　(連結財務諸表作成のための基本となる重要な事項)」に記載されているとおりであります。この連結財務諸表の作成にあたって、見積りが必要となる事項につきましては、合理的な基準に基づき、会計上の見積りを行なっております。これらの見積りについては、継続して評価し、必要に応じて見直しを行なっておりますが、見積りには不確実性が伴うため、実際の結果はこれらと異なる場合があります。連結財務諸表の作成にあたって用いた会計上の見積り及び仮定のうち、重要なものは「第５　経理の状況　１　連結財務諸表等　(1) 連結財務諸表　注記事項　（重要な会計上の見積り）」に記載しております。 
経営上の重要な契約等	５ 【経営上の重要な契約等】該当事項はありません。 
研究開発活動	６ 【研究開発活動】該当事項はありません。
設備投資等の概要	１ 【設備投資等の概要】当連結会計年度の設備投資については、事業の拡大を図るための増強設備及び提供するサービスの充実・強化などを目的とした設備投資を継続的に実施しております。当連結会計年度の設備投資(無形固定資産を含む。)の総額は814百万円であり、セグメントごとの設備投資について示すと、次のとおりであります。 (1) 運送事業当連結会計年度の主な設備投資は、提供するサービスの充実・強化を図るため、営業車輌等を中心とする総額27百万円の投資を実施しました。　なお、重要な設備の除却又は売却はありませんでした。 (2) 倉庫事業当連結会計年度の主な設備投資は、提供するサービスの充実・強化を図るため、物流拠点用地として土地及び倉庫空調設備更新工事を中心とする総額470百万円の投資を実施しました。　なお、重要な設備の除却又は売却はありませんでした。 (3) 乗用車販売事業当連結会計年度の主な設備投資は、販売促進を図るため、展示車及び試乗車等に総額222百万円の投資を実施しました。　なお、重要な設備の除却又は売却はありませんでした。 (4) 再生可能エネルギー事業重要な設備の取得、除却又は売却はありませんでした。 (5) アグリ事業重要な設備の取得、除却又は売却はありませんでした。 (6) その他の事業重要な設備の取得、除却又は売却はありませんでした。 
主要な設備の状況	 ２ 【主要な設備の状況】(1) 提出会社2023年３月31日現在事業所名(所在地)セグメントの名称設備の内容帳簿価額(千円)従業員数(名)建物及び構築物機械装置及び運搬具土地(面積㎡)リース資産その他合計本社及び本社営業所(宮城県名取市)運送事業倉庫事業全社運送営業用車輌保管営業用倉庫及び管理施設181,03021,883174,454(58,503.3)145,08771,394593,84966秋田営業所(秋田県秋田市)運送事業倉庫事業運送営業用車輌保管営業用倉庫及び管理施設178,9862,890413,804(30,399.7)15,0112,187612,87920古川営業所(宮城県大崎市)運送事業倉庫事業運送営業用車輌保管営業用倉庫及び管理施設92,1443,848250,046(12,197.3)12,5604,390362,98912北上営業所(岩手県北上市)運送事業倉庫事業運送営業用車輌保管営業用倉庫及び管理施設25,454626295,974(13,278.7)49,2411,107372,40422山形営業所(山形県天童市)運送事業倉庫事業運送営業用車輌保管営業用倉庫及び管理施設37,1881,728126,223(5,436.8)41,4811,169207,79017福島営業所(福島県本宮市)運送事業倉庫事業運送営業用車輌保管営業用倉庫及び管理施設110,6933,188256,176(12,555.3)21,58712,714404,35910仙台港営業所(宮城県仙台市宮城野区)運送事業倉庫事業運送営業用車輌保管営業用倉庫及び管理施設45,862―354,068(9,917.8)23,5946,359429,88517新潟営業所(新潟県北蒲原郡聖籠町)運送事業倉庫事業保管営業用倉庫及び管理施設115,222852477,247(20,998.0)16,0803,793613,195９金ヶ崎物流センター(岩手県胆沢郡金ヶ崎町)運送事業倉庫事業保管営業用倉庫及び管理施設199,163514272,396(32,315.0)34,7251,171507,971５ＲＭ事業部第二センター(宮城県名取市)倉庫事業保管営業用倉庫及び管理施設263,9972,894403,848(24,508.3)―23,397694,138６仙台北部ロジスティクスセンター(宮城県黒川郡大和町)倉庫事業保管営業用倉庫及び管理施設229,8384,431230,208(13,000.8)―1,663466,14210花巻営業所(岩手県花巻市)倉庫事業保管営業用倉庫及び管理施設63,05011518,261(24,492.2)30,31946,265158,012５東根物流センター(山形県東根市)運送事業倉庫事業保管営業用倉庫及び管理施設236,836328152,989(16,144.5)――390,154６  (2) 国内子会社2023年３月31日現在会社名事業所名(所在地)セグメントの名称設備内容帳簿価額(千円)従業員数(名)建物及び構築物機械装置及び運搬具土地(面積㎡)リース資産その他合計㈱ホンダカーズ埼玉西本社及び新狭山店(埼玉県狭山市)乗用車販売事業本社建物及び販売店舗48,02692,780――13,943154,74956U-Select狭山中央店(埼玉県狭山市)乗用車販売事業販売店舗59,90410,531――51670,95213新所沢店(埼玉県所沢市)乗用車販売事業販売店舗36,09720,564――1,71258,37421東所沢サービスセンター(埼玉県所沢市)乗用車販売事業販売店舗31,89113,636――73246,25914所沢モータープールサービスセンター(埼玉県所沢市)乗用車販売事業車両保管設備29,4091,482――3,36034,253６入間東店(埼玉県入間市)乗用車販売事業販売店舗120,48927,733219,498(1,845.8)―5,107372,82818東飯能店(埼玉県飯能市)乗用車販売事業販売店舗65,18922,165――38887,74415U-Select西所沢店(埼玉県所沢市)乗用車販売事業販売店舗24,56718,509――95044,02712㈱センコンエンタープライズ本社(宮城県名取市)乗用車販売事業再生可能エネルギー事業その他の事業リース用資産葬祭会館不動産賃貸用資産環境設備資産175,376837,181950,204(501,755.1)―148,7982,111,561８ (注) １　＜　＞内数字は、連結子会社以外からの賃借設備における年間の賃借料、(　)内数字は、土地の面積を記載しております。２　倉庫及び整備工場は、各営業所の建物に含めて表示しております。３　帳簿価額のうち「その他」は、工具、器具及び備品及び建設仮勘定であります。 
株式の総数	① 【株式の総数】 種類発行可能株式総数(株)普通株式21,712,000計21,712,000  
発行済株式、株式の総数等	② 【発行済株式】 種類事業年度末現在発行数(株)(2023年３月31日)提出日現在発行数(株)(2023年６月29日)上場金融商品取引所名又は登録認可金融商品取引業協会名内容普通株式5,651,0005,651,000東京証券取引所スタンダード市場完全議決権株式であり権利内容に何ら限定のない当社における標準となる株式です。単元株式数は、100株です。計5,651,0005,651,000――――――――  
