項目	値
事業の内容	３【事業の内容】　当社グループは、当社、子会社57社及び関連会社１社で構成され、医用電子機器の製造・購買及び販売を主な事業の内容とし、それに関連する物流・サービス等の事業活動を展開しております。　当社グループの事業に係わる位置付け及びセグメントとの関連は、次のとおりであります。・生体検査装置部門　心電図、心音図、脈波、血圧、呼吸、臓器の動き等の生体機能を示す物理現象を電気信号に変換し、測定記録する心電計、血圧脈波検査装置、ポリグラフ、超音波画像診断装置等の製造・購買及び販売＜主な関係会社＞製造……当社、フクダ電子ファインテック仙台㈱、北京福田電子医療儀器有限公司購買……当社販売……当社、フクダライフテック㈱、フクダ電子北海道販売㈱他販売子会社、FUKUDA DENSHI USA,Inc.、　　　　北京福田電子医療儀器有限公司、FUKUDA DENSHI UK LTD・生体情報モニター部門　手術後の重症患者、急性心疾患の患者などについて、生体の諸機能を長時間にわたって監視する心電図モニタ、多種組合せの生体情報モニタ等の製造・購買及び販売＜主な関係会社＞製造……当社購買……当社販売……当社、フクダ電子北海道販売㈱他販売子会社、FUKUDA DENSHI USA,Inc.、北京福田電子医療儀器有限公司、FUKUDA DENSHI UK LTD・治療装置部門　心臓や血管の治療に用いられるカテーテルをはじめ、心停止の蘇生や調律異常を治療する除細動器、ペースメーカ、人工呼吸器、在宅療養者向けのＨＯＴ（酸素吸入）、ＨＭＶ（人工呼吸）、ＣＰＡＰ（睡眠時無呼吸症候群の治療）などの製造・購買及び販売・レンタル＜主な関係会社＞製造……当社、フクダ電子ファインテック仙台㈱購買……当社販売……当社、フクダライフテック㈱、フクダ電子北海道販売㈱他販売子会社・消耗品等部門　医用電子機器に用いる記録紙、電極、付属品及び部品の製造・購買及び販売＜主な関係会社＞製造……当社、アトミック産業㈱、フクダ電子ファインテック仙台㈱購買……当社販売……当社、フクダライフテック㈱、フクダ電子北海道販売㈱他販売子会社　事業の系統図は次のとおりであります。 
経営方針、経営環境及び対処すべき課題等	１【経営方針、経営環境及び対処すべき課題等】　当社グループの経営方針、経営環境及び対処すべき課題等は、以下のとおりであります。なお、文中の将来に関する事項は、当連結会計年度末現在において当社グループが判断したものであります。 　(1）会社の経営の基本方針　当社グループは、1939年の創業以来、「社会的使命に徹し、ＭＥ機器の開発を通じて、医学の進歩に寄与する」を経営理念として、心電計をはじめ呼吸器・循環器系を中心に総合的な医療機器の製造・販売を通して人々の健康に大きく貢献してまいりました。　また、大きく変動する社会情勢に合わせ、医療機器も従来の病気の診断・治療ばかりでなく、健康維持・向上やＱＯＬ（Quality of Life）充実への役割が大きくなってきております。　このような環境の下、当社グループは「安全・安心・快適」をコーポレートスローガンとして掲げ、提供する商品の品質の向上、他社との差別化を図った製品開発、変化する医療ニーズに即した商品戦略に努め「お客様に信頼される企業」を目指してまいります。 　(2）経営戦略や指標　診療報酬、薬価、特定保険医療材料の公定償還価格改定に加え、新型コロナウイルス感染症の影響により、引き続き不透明な市場環境が予測されますが、お客様に安心してご使用いただくための品質管理・安全管理体制の充実と、同業他社には無い差別化した製品の開発、販売体制整備のための投資、国内外の競合メーカーとの価格競争力を高めるためのコスト削減に引き続き取り組んでまいります。　また、資本効率を高めるべく創出したキャッシュ・フローを継続的に成長投資に回していくことで企業価値向上に努め、株主の皆様へ安定的な成果配分を継続していく所存でございます。　中期経営計画方針としては、少子高齢化の進展に伴い変化する医療環境に適応すべく事業戦略を策定し、効率的な組織運営を実現することで強固な経営基盤を構築していくことを掲げております。　成長性が見込まれる分野への戦略的投資や効果的な研究開発の取り組みにより、医療機関への総合提案の実現、在宅医療分野における地域密着体制の強化を図り、事業リスクの的確な把握、ガバナンス・コンプライアンス体制の強化や人材育成による組織の活性化を通じて、グループ経営管理体制の充実を目指し、事業の持続可能性を確保してまいります。　地域医療を支えるという使命感のもと、「予防、検査、治療、経過観察、リハビリ、在宅、介護」というワンストップサービスによる一貫した医療環境を提供することで、お客様に価値を提供するとともに持続的成長を実現してまいります。　当社グループは、経営環境の変化に左右されない持続的成長を目指す中で、2026年３月期に連結売上高1,400億円、連結営業利益240億円を目標としております。新型コロナウイルス感染症拡大の長期化、半導体不足や資源価格等の高騰、急激な為替変動など先行きが不透明な状況ではございますが、グループ一丸となってさらなる収益性の向上に取り組んでまいります。なお、サステナビリティに関する指標につきましては、今後、その重要性に応じて開示を行ってまいります。 　(3）優先的に対処すべき事業上及び財務上の課題　新型コロナウイルス感染症拡大が長期化しており、防疫と経済活動の両立を目指すべく活動再開に向けた動きが出てきましたが、依然として終息が見えないなど不透明な状況が続いております。また、半導体不足や資源価格等の高騰、急激な為替変動などサプライチェーンや物流に与える影響も顕在化し、製商品の供給に支障を来たすなど不確実性の高い状況となっておりますが、調達戦略の見直しなど事業継続体制を再構築することで変化する状況に適切に対応すべく取り組んでおります。　事業環境の変化としては、新型コロナウイルス感染症拡大の経験を踏まえた医療提供体制の構築や2040年を展望した地域医療構想の実現に向けた取り組み、医療従事者の働き方改革、医療偏在対策の推進という三位一体の医療提供体制の改革に、ＩＯＴ、５Ｇ、ＡＩなど次世代に対応したデジタルヘルスケアの推進による地域包括ケアシステムの構築等に向けた安心で質の高い医療・介護サービスの提供が求められております。　当社は、経営理念、経営基本方針の下、お客様第一主義を基軸に、新たな価値を生み出すと共にグループの協業強化により経営環境の変化に迅速に対応し、さらなる成長を目指してまいります。 
事業等のリスク	３【事業等のリスク】　有価証券報告書に記載した事業の状況、経理の状況等に関する事項のうち、経営者が連結会社の財政状態、経営成績及びキャッシュ・フローの状況等、事業の持続可能性に重要な影響を与える可能性があると認識している主要なリスクは、以下のとおりであります。　なお、文中の将来に関する事項は、当連結会計年度末現在において当社グループが判断したものであります。(1) 医療行政による影響　国内では、医療の質の向上や医療費抑制政策が進められており、２年に１度診療報酬や薬価、特定保険医療材料の公定償還価格の改定が行われております。医療行政の方針変更が行なわれた際には、企業間競争の激化や販売価格の減少に繋がる可能性があり、当社グループの経営成績、財務状況に影響を及ぼす可能性があります。(2) 法的規制等について　医療機器の製造・販売は医薬品医療機器等法の規制を受けており、審査承認までに一定期間を要する場合があります。また、医療機器によっては治験等を行う必要があり、商品化までには長期間を要する場合があります。　今後、規制の改定、新たな規制の設立等、予測できない変更が生じた場合には、当社グループの経営成績、財務状況に影響を及ぼす可能性があります。(3) 特定の取引先等で取引の継続性が不安定であるものへの高い依存度について　当社グループは、人工呼吸器、ペースメーカ、除細動器などを輸入・販売しております。　今後、取引における継続性の安定に支障が生じた際には、当社グループの経営成績、財務状況に影響を及ぼす可能性がありますが、特定企業への依存度が高くなり過ぎないように十分配慮しております。(4) 余剰在庫の発生要因について　商品及び製品を安定的に供給する社会的使命に応えるため、将来の需要予測に基づき在庫を確保する必要があります。しかし、将来の需要予測に対して販売実績等が下回った場合には、営業循環過程から外れた余剰在庫が発生する可能性があります。(5) 品質問題について　当社グループは、国際規格ＩＳＯの基準等に基づいて、厳格な品質管理体制の下、製品の製造をしております。しかし、予期せぬ製品の欠陥・瑕疵等により品質に問題が生じた場合には、製品販売停止・リコールが発生する可能性があり、そのような場合、当社グループの経営成績、財務状況に影響を及ぼす可能性があります。(6) 海外事業に伴うリスク　当社グループは、海外代理店向けに製品を供給しているほか、海外に販売拠点や開発、生産拠点を持っております。　今後、海外各国における予期せぬ法規制の制定や変更、テロ、自然災害等が生じた際は、当社グループの経営成績、財務状況に影響を及ぼす可能性があります。(7) 為替等の変動について　当社グループは、海外に子会社を有しており、一部においては外国企業より原材料、商品などを調達・輸入しているため、急激な為替の変動が生じた場合には、当社グループの経営成績、財務状況に影響を及ぼす可能性があります。(8) 減損会計について　当社グループが保有する資産につきまして、減損損失の必要性が生じた場合には、当社グループの経営成績、財務状況に影響を及ぼす可能性があります。(9) 激甚災害による当社グループへの影響　当社グループは国内、海外に拠点を有しており、気候変動が進展すること等による激甚災害の被災や電力逼迫により事業活動へ支障が生じますと当社グループの経営成績、財務状況に影響を及ぼす可能性があります。(10) 新型コロナウイルス等の感染症にかかる事業継続等の影響について　新型コロナウイルス感染症のみならず感染症の拡大により、安定的に製商品等を供給できなくなること、また、経済への影響が長期化し、取引先や協力会社などの事業活動に影響が生じた場合には、当社グループの経営成績等に重大な影響を及ぼす可能性があります。　当社グループでは事業継続性確保の観点から、厚生労働省等による基準をベースに、グループ従業員やその家庭における状況に応じた対応策をすみやかに実施できる体制を整備しております。
経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析	４【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】(1）経営成績等の状況の概要　当連結会計年度におけるわが国経済は、新型コロナウイルス感染症の影響から緩やかな回復基調にあるものの、先行きについては国際情勢等を受けた資源価格の高騰や、物価上昇に対応した欧米の金融引き締めの影響が危惧される等、不透明な状況が続いています。　医療業界においては、新型コロナウイルス感染症への対応を強化しつつ、地域医療構想による医療機関の機能分化と連結を通した効率的な医療提供体制の構築が求められています。　当連結会計年度における当社グループの財政状態、経営成績及びキャッシュ・フロー（以下、「経営成績等」という。）の状況の概要は次のとおりであります。 ①財政状態及び経営成績の状況　a．財政状態 2022年３月期2023年３月期前年比金額金額増減額総資産額（百万円）195,495206,92211,427負債額（百万円）45,63843,875△1,763純資産額（百万円）149,857163,04713,190 　当連結会計年度末の資産合計は、前連結会計年度末と比べ114億27百万円増加し、2,069億22百万円となりました。　当連結会計年度末の負債合計は、前連結会計年度末と比べ17億63百万円減少し、438億75百万円となりました。　当連結会計年度末の純資産合計は、前連結会計年度末と比べ131億90百万円増加し、1,630億47百万円となりました。 　b．経営成績 2022年３月期2023年３月期前期比金額金額増減額増減率（％）売上高（百万円）132,098134,6482,5491.9営業利益（百万円）22,70824,0931,3846.1経常利益（百万円）23,42225,0811,6587.1親会社株主に帰属する当期純利益（百万円）16,21617,2781,0626.6 　当連結会計年度の経営成績は、連結売上高は1,346億48百万円（前年同期比1.9％増）となりました。利益につきましては、連結営業利益は240億93百万円（前年同期比6.1％増）、連結経常利益は250億81百万円（前年同期比7.1％増）、親会社株主に帰属する当期純利益は172億78百万円（前年同期比6.6％増）となりました。  セグメントの名称2022年３月期2023年３月期前期比金額（百万円）構成比（％）金額（百万円）構成比（％）増減額（百万円）増減率（％）生体検査装置部門29,42222.331,05823.11,6365.6生体情報モニター部門12,9149.811,6258.6△1,288△10.0治療装置部門54,55641.355,44241.28851.6消耗品等部門35,20526.636,52227.11,3163.7合計132,098100.0134,648100.02,5491.9 　当連結会計年度のセグメント別売上高は、次のとおりであります。　生体検査装置部門では、連結売上高は310億58百万円となりました。　生体情報モニター部門では、連結売上高は116億25百万円となりました。　治療装置部門では、連結売上高は554億42百万円となりました。　消耗品等部門では、連結売上高は365億22百万円となりました。 ②キャッシュ・フローの状況 2022年３月期2023年３月期増減営業活動によるキャッシュ・フロー（百万円）23,11123,13725投資活動によるキャッシュ・フロー（百万円）△10,789△14,210△3,420財務活動によるキャッシュ・フロー（百万円）△4,832△5,551△718換算差額（百万円）△23391414現金及び現金同等物の増減額（百万円）7,4663,768△3,698非連結子会社との合併に伴う現金及び現金同等物の増加額（百万円）－140140現金及び現金同等物の期末残高（百万円）61,03064,9393,908 　当連結会計年度における連結ベースの現金及び現金同等物は、次のとおりであります。〔営業活動によるキャッシュ・フロー〕　当連結会計年度において、営業活動によるキャッシュ・フローは前期比25百万円増のプラス231億37百万円となりました。　主な内訳は、税金等調整前当期純利益252億２百万円、減価償却費93億68百万円等です。〔投資活動によるキャッシュ・フロー〕　当連結会計年度において、投資活動によるキャッシュ・フローは前期比34億20百万円減のマイナス142億10百万円となりました。　主な内訳は、有形固定資産の取得による支出119億27百万円等です。〔財務活動によるキャッシュ・フロー〕　当連結会計年度において、財務活動によるキャッシュ・フローは前期比７億18百万円減のマイナス55億51百万円となりました。　主な内訳は、配当金の支払額52億53百万円等です。　以上の結果、現金及び現金同等物の当連結会計年度末残高は、前連結会計年度末残高と比較して39億８百万円増加し649億39百万円となりました。  （参考）キャッシュ・フロー関連指標の推移 2019年３月期2020年３月期2021年３月期2022年３月期2023年３月期自己資本比率（％）74.173.772.076.778.8時価ベースの自己資本比率（％）71.175.366.260.462.4債務償還年数（年）0.10.10.10.10.1インタレスト・カバレッジ・レシオ（倍）301.6512.5554.5621.2619.9 （注）１．自己資本比率：自己資本／総資産　 時価ベースの自己資本比率：株式時価総額／総資産　 債務償還年数：有利子負債／営業キャッシュ・フロー　 インタレスト・カバレッジ・レシオ：営業キャッシュ・フロー／利払い２．各指標は、いずれも連結ベースの財務数値により算定しております。３．株式時価総額は、期末株価終値×期末発行済株式数（自己株式控除後）により算定しております。４．有利子負債は、連結貸借対照表に計上されている負債のうち利子を支払っているすべての負債を対象としております。５．利払いについては、連結キャッシュ・フロー計算書の利息の支払額を使用しております。 ③生産、受注及び販売の実績a．生産実績　当連結会計年度における生産実績をセグメントごとに示すと、次のとおりであります。セグメントの名称当連結会計年度（自　2022年４月１日至　2023年３月31日）金額（百万円）前年同期比（％）生体検査装置部門8,223145.1生体情報モニター部門8,762104.1治療装置部門3,22699.2消耗品等部門7,996128.8合計28,209119.8　（注）金額は販売価格によっております。 b．仕入実績　当連結会計年度における仕入実績をセグメントごとに示すと、次のとおりであります。セグメントの名称当連結会計年度（自　2022年４月１日至　2023年３月31日）金額（百万円）前年同期比（％）生体検査装置部門15,33384.6生体情報モニター部門2,698110.2治療装置部門32,41697.7消耗品等部門12,29676.5合計62,74589.9 c．受注実績　該当事項はありません。d．販売実績　当連結会計年度における販売実績をセグメントごとに示すと、次のとおりであります。セグメントの名称当連結会計年度（自　2022年４月１日至　2023年３月31日）金額（百万円）前年同期比（％）生体検査装置部門31,058105.6生体情報モニター部門11,62590.0治療装置部門55,442101.6消耗品等部門36,522103.7合計134,648101.9 (2）経営者の視点による経営成績等の状況に関する分析・検討内容　経営者の視点による当社グループの経営成績等の状況に関する認識及び分析・検討内容は次のとおりであります。　なお、文中の将来に関する事項は、当連結会計年度末現在において判断したものであります。 ①財政状態及び経営成績の状況に関する認識及び分析・検討内容　a．経営成績等　1）財政状態　当連結会計年度末の財政状態は総資産が前連結会計年度末と比べて114億27百万円増加し、2,069億22百万円となりました。　これは、現金及び預金が39億８百万円増加、売掛金が19億77百万円増加、保険積立金が16億９百万円増加したことなどが主な要因であります。　負債は、前連結会計年度末と比べて17億63百万円減少し、438億75百万円となりました。　これは、支払手形及び買掛金が17億58百万円減少したことなどが主な要因であります。　純資産は、前連結会計年度末と比べて131億90百万円増加し、1,630億47百万円となりました。　これは、利益剰余金が120億20百万円増加したことなどが主な要因であります。　この結果、自己資本比率は、78.8％（前連結会計年度末比2.1ポイント増）となりました。 　2）経営成績　当社グループの当連結会計年度の連結売上高は1,346億48百万円（前年同期比1.9％増）となりました。　連結営業利益につきましては240億93百万円（前年同期比6.1％増）、連結経常利益は250億81百万円（前年同期比7.1％増）となりました。親会社株主に帰属する当期純利益は172億78百万円（前年同期比6.6％増）となりました。 　b．経営成績等の状況に関する認識及び分析・検討内容　国内では2025年に向けた医療提供体制の改革として、患者様の容態に応じた適切な医療を、地域において効果的かつ効率的に提供する体制を整備し、できるだけ早く社会に復帰し、安心して生活を送れるようにするための取り組みが進められております。　当連結会計年度においては、半導体不足に伴う部品調達難、エネルギー価格の高騰や急激な為替変動など、不安定な状況に加えて、引き続きコロナ禍における一定の行動制限の下での経済活動となりましたが、政府による医療提供体制の整備・構築を背景に、患者様や医療機関をご支援すべく現場を最優先に事業を展開いたしました。　逼迫する部品不足やコスト高に対しては設計変更、代替品の切り替えや調達ルートの多様化・拡大、また戦略的に在庫や原材料等を確保することで医療を止めないための取り組みを実施すると共に、医療ニーズの変化を捉える中で、自社製品を中心とした営業活動を展開した結果、売上高、営業利益、経常利益、親会社株主に帰属する当期純利益はいずれも計画を達成いたしました。　また研究開発や設備投資など優先度の高い分野へは積極的に投資を継続しつつ、感染予防のための時差勤務、在宅勤務を活用しながら、ＩＴツール活用と対面によるハイブリッドな取り組みを行うなどコミュニケーションの多様化とデジタル化による生産性向上に向けて取り組む一方、優秀な人材の積極的採用や、全国の販売会社の新社屋の建設を含めた職場環境改善のための取り組みを実施するなど、組織力向上に注力いたしました。　医療業界を取り巻く環境が大きな転換期を迎えている中、新型コロナウイルスが医療改革を加速化、変化させる可能性がございますが、引き続き医療機器等の供給体制の確保に全力を尽くし、医療従事者の皆様の負担を軽減し、より効果的・効率的な医療サービスの提供や安全・安心で質の高い医療を実現するため、当社グループだからこそできるシステムソリューションを基軸に、さらなる基盤事業の強化に取り組んでまいります。 　c．経営方針、経営戦略、経営上の目標の達成状況を判断するための客観的な指標等　当社グループでは連結売上高、連結営業利益を中期経営計画上の重要な指標として位置付け、経営環境の変化に左右されない持続的成長の実現を目指しております。　定量的目標としては、2026年３月期の連結売上高1,400億円、連結営業利益240億円を目標としております。 　d．セグメントごとの財政状態及び経営成績の状況に関する認識及び分析・検討内容　セグメントごとの経営成績は、次のとおりであります。①生体検査装置部門心電計関連、血圧脈波検査装置、自動血球計数装置の売上が伸長し、連結売上高は310億58百万円（前年同期比5.6％増）、セグメント利益は48億91百万円（前年同期比18.4％増）となりました。また、資産は217億８百万円となり、前連結会計年度に比べ18億57百万円減少しました。②生体情報モニター部門モニタの連結売上高は116億25百万円（前年同期比10.0％減）、セグメント利益は20億92百万円（前年同期比5.2％増）となりました。また、資産は87億42百万円となり、前連結会計年度に比べ11億99百万円減少しました。③治療装置部門　ＡＥＤ、人工呼吸器が減少しましたが、在宅医療向けレンタル事業の売上は伸張し、連結売上高は554億42百万円（前年同期比1.6％増）、セグメント利益は124億49百万円（前年同期比8.5％増）となりました。また、資産は507億７百万円となり、前連結会計年度に比べ25億84百万円増加しました。④消耗品等部門　消耗品等部門は、記録紙、ディスポーザブル電極や上記各部門の器械装置に使用する消耗品や修理、保守を含みます。　消耗品等部門の連結売上高は365億22百万円（前年同期比3.7％増）、セグメント利益は46億60百万円（前年同期比8.9％減）となりました。また、資産は256億87百万円となり、前連結会計年度に比べ15億93百万円増加しました。 ②キャッシュ・フローの状況分析・検討内容並びに資本の財源及び資金の流動性に係る情報　当社グループの資本の財源及び資金の流動性につきましては、資本効率を高めるべく創出したキャッシュ・フローを持続的な成長のための投資や各事業に係る運転資金の他、設備投資に回していくことで企業価値向上に努め、株主の皆様へ安定的な利益還元に必要な資金の確保、並びに強固な財務基盤の維持を目指し、安定的な営業キャッシュ・フローの創出に努めております。　また、必要な運転資金及び設備投資資金などについては内部留保により大部分をまかなっております。　なお、当連結会計年度末における現金及び現金同等物の残高は649億円となっております。　当連結会計年度末のキャッシュ・フローの状況につきましては、「(1）経営成績等の状況の概要　②キャッシュ・フローの状況」に記載のとおりであります。 ③重要な会計上の見積り及び当該見積りに用いた仮定　連結財務諸表の作成に当たって用いた会計上の見積り及び当該見積りに用いた仮定のうち、重要なものについては、「第５　経理の状況　１ 連結財務諸表等（１）連結財務諸表　注記事項（重要な会計上の見積り）」に記載のとおりであります。 
経営上の重要な契約等	５【経営上の重要な契約等】　　独占販売権及び代理店契約契約会社名契約先契約内容契約期間または契約締結日フクダ電子㈱（提出会社）マッケ社（ドイツ）契約医用電子機器の日本国内独占販売権自　2019年12月31日至　2022年12月30日 (注)１㈱堀場製作所契約医用電子機器（血球計数装置）の日本国内独占販売権自　1992年７月23日至　1995年12月31日 (注)１㈱フィリップス・ジャパン超音波機器の販売代理店契約自　2022年４月１日至　2023年３月31日 (注)１Mindray契約医用電子機器（OEM 生体情報モニタ）の日本国内独占販売権自　2017年４月１日至　2024年３月31日Mindray契約医用電子機器（OEM ＡＥＤ）の日本国内独占販売権自　2022年７月１日至　2028年12月31日 (注)３バイオトロニックジャパン社契約医用電子機器（ペースメーカ等）の日本国内販売代理店契約自　2019年２月１日至　2029年３月31日 (注)２ＧＥヘルスケア・ジャパン㈱超音波機器の販売代理店契約自　2021年４月１日至　2024年３月31日 (注)１ （注）１．年毎の自動更新となっております。 ２．２年毎の自動更新となっております。 ３．合意により１年毎の延長となっております。 
研究開発活動	６【研究開発活動】当社グループの主力製品は、心臓や血管、肺などの呼吸・循環器系疾患の検査・診断及び治療等に使用される機器であります。その中で研究開発活動の中心は、創業以来、研究開発を積み重ねてきた心電計を中核とする心電図関連機器をはじめ、各種生体情報モニタ、超音波診断装置、除細動器、さらに酸素濃縮装置などがあります。また、これらの機器とともに使用される生体電極、センサ類も重要な製品であります。当社グループの研究開発活動は、「社会的使命に徹し、ＭＥ機器の開発を通じて、医学の進歩に寄与する」との経営理念に沿って、また「ユーザーニーズへの適合」を常に念頭において取り組んでまいりました。今後も一層その理念の追求に努めます。さらに研究開発体制の体質改善を図り、新技術の確立とタイムリーな新製品の市場投入に努め、経営基盤のさらなる強化につなげていく所存です。　なお、当連結会計年度の研究開発費は3,785百万円（売上高の2.8％）で、内訳は次のとおりです。生体検査装置部門　　　　  1,533百万円生体情報モニター部門　　  1,316百万円治療装置部門　　　　　　　  896百万円消耗品等部門　　　　　　　   38百万円 　開発成果として、生体検査装置部門では、体重10kg未満の小児用規格に適合し、被検者と操作者の負担軽減に注力したホルター記録器を発売しました。Ｌ字型のリード線一体型電極を採用することで検査時の貼り付け枚数が減り、被検者の負担を軽減します。電極は仮貼りが可能で、必要に応じて貼り付け位置を微調整することができます。また、電気抵抗が小さい素材でできたシールド層を電極に追加することで、静電気ノイズの影響を受けにくくしました。記録開始時の操作では、記録前にサンプリング周波数を設定することで、体重10kg未満の小児の心電図データを記録することができます。また、本体に電極を差し込むだけで記録を開始でき、記録前の電池とカードの挿入作業や、従来使用していた中継コード、携帯ケースが不要となりました。　生体情報モニター部門では、患者急変の予兆を知らせるスコアリング機能を搭載した27インチ大型ディスプレイの解析機能付きセントラルモニタを発売しました。本装置では最大32床の同時モニタリングが可能で、一般病棟からＩＣＵなどにおいて、有線ネットワーク・無線システムの混在する、多様なシステム構成にも対応できます。　その他製品としては、超高度な清浄空間が要求されるクリーンルームなどに採用される超高性能なＵＬＰＡフィルターを搭載した空気清浄除菌脱臭装置を発売しました。室内に浮遊する細菌やウイルスサイズの微粒子をフィルターで捕集し、搭載された２本の強力な紫外線ランプをフィルターと捕集したウイルスに直接照射することで、室内の空気や本体内部の清潔さを維持します。また、陰圧ブースにも対応しており、病院や介護施設など様々な場所でご活用いただけます。　研究分野においては、生体検査装置部門、生体情報モニター部門、治療装置部門、消耗品等部門、その他製品のいずれにおいても、担当分野の基礎研究、要素技術開発に取り組んでおり、今後のさらなる新製品開発の基盤作りに努めております。 
設備投資等の概要	１【設備投資等の概要】　当社グループでは、当連結会計年度は11,140百万円の設備投資等を行いましたが、これは主としてレンタル用資産「在宅用酸素濃縮器」等であります。所要資金につきましては、全額自己資金によっております。　また、重要な設備の除却、売却等はありません。　なお、当社グループの設備投資等は複数のセグメントに共有されるため、セグメントに関連付けての記載はしておりません。
主要な設備の状況	２【主要な設備の状況】(1）提出会社2023年３月31日現在 事業所名（所在地）セグメントの名称設備の内容帳簿価額（百万円）従業員数（人）建物及び構築物機械装置及び運搬具土地（面積㎡）リース資産その他合計本郷事業所（東京都文京区）生体検査装置部門・生体情報モニター部門・治療装置部門・消耗品等部門開発・営業・管理設備9,004524,131(3,835)180213,991530(67)白井事業所（千葉県白井市）生体検査装置部門・生体情報モニター部門・治療装置部門・消耗品等部門製造設備1,328489382(43,125)1261772,50495(84)本社（東京都文京区）生体検査装置部門・治療装置部門・消耗品等部門管理設備22042(459)－36926(8)春木町ビル（東京都文京区）生体検査装置部門・生体情報モニター部門・治療装置部門・消耗品等部門管理設備221－292(610)－－5134(4)フクダ電子ファインテック仙台㈱（宮城県黒川郡）他販売子会社等９社生体検査装置部門・生体情報モニター部門・治療装置部門・消耗品等部門販売・製造設備1,643851,714(30,233)－213,465－(－)　（注）１．本郷事業所、春木町ビル及び白井事業所の設備は、一部提出会社から連結子会社へ賃貸しているものであります。なお、これらの連結子会社の従業員の合計は226名（57名）であります。　　　　２．フクダ電子ファインテック仙台㈱他販売子会社等９社の設備はすべて提出会社から販売子会社等（国内子会社）へ賃貸しているものであります。なお、これらの販売子会社等の従業員数の合計は643名（173名）であります。　　　　３．従業員数の（　）は臨時雇用者数を外書しております。(2）国内子会社2023年３月31日現在 会社名（所在地）セグメントの名称設備の内容帳簿価額（百万円）従業員数（人）建物及び構築物機械装置及び運搬具土地（面積㎡）リース資産その他合計フクダ電子西部北販売㈱(福岡市博多区)生体検査装置部門・生体情報モニター部門・治療装置部門・消耗品等部門販売設備35337(1,049)96291,048114(9)フクダ電子西関東販売㈱(さいたま市南区)生体検査装置部門・生体情報モニター部門・治療装置部門・消耗品等部門販売設備942027(215)1351,00643(9)フクダライフテック横浜㈱(横浜市港北区)生体検査装置部門・生体情報モニター部門・治療装置部門・消耗品等部門販売設備7690－(－)－2479372(28)　（注）従業員数の（　）は臨時雇用者数を外書しております。 (3）在外子会社2023年３月31日現在 会社名（所在地）セグメントの名称設備の内容帳簿価額（百万円）従業員数（人）建物及び構築物機械装置及び運搬具土地（面積平方フィート）リース資産その他合計FUKUDA DENSHI USA,Inc.（アメリカ　ワシントン州）生体検査装置部門・生体情報モニター部門販売設備95054(51,756)71217042(1)　（注）従業員数の（　）は臨時雇用者数を外書しております。 
株式の総数	①【株式の総数】種類発行可能株式総数（株）普通株式156,000,000計156,000,000（注）2022年10月31日開催の取締役会決議により、2022年12月１日付で株式分割に伴う定款の変更が行われ、発行可能株式総数は78,000,000株増加し、156,000,000株となっております。
発行済株式、株式の総数等	②【発行済株式】種類事業年度末現在発行数（株）（2023年３月31日）提出日現在発行数（株）（2023年６月29日）上場金融商品取引所名又は登録認可金融商品取引業協会名内容普通株式39,176,00039,176,000東京証券取引所スタンダード市場単元株式数100株計39,176,00039,176,000－－（注）2022年10月31日開催の取締役会決議により、2022年12月１日付で普通株式１株につき２株の割合で株式分割を行い、発行済株式総数は19,588,000株増加し、39,176,000株となっております。
