項目	値
事業の内容	２ 【事業の内容】当第３四半期累計期間において、当社が営む事業の内容について、重要な変更はありません。 
経営方針、経営環境及び対処すべき課題等	
事業等のリスク	１ 【事業等のリスク】当第３四半期累計期間において、新たな事業等のリスクの発生、または、有価証券届出書に記載した事業等のリスクについての重要な変更はありません。 
経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析	２ 【経営者による財政状態、経営成績及びキャッシュ・フローの状況の分析】文中の将来に関する事項は、当四半期会計期間の末日現在において当社が判断したものであります。なお、当社は、前第３四半期累計期間については四半期財務諸表を作成していないため、前年同四半期累計期間との比較分析は行っておりません。 (1) 財政状態の状況（資産）　当第３四半期会計期間末における流動資産は1,370,714千円となり、前事業年度末に比べ479,543千円増加いたしました。これは主に現金及び預金が217,178千円増加したこと及び商品が182,414千円増加したことによるものであります。固定資産は498,005千円となり、前事業年度末に比べ47,570千円増加いたしました。これは主に有形固定資産が77,170千円増加したこと、のれんが52,826千円減少したことによるものであります。　この結果、総資産は1,868,719千円となり、前事業年度末に比べ527,114千円増加いたしました。（負債）　当第３四半期会計期間末における流動負債は979,875千円となり、前事業年度末に比べ64,597千円増加いたしました。これは主に買掛金が159,424千円増加したこと、未払法人税等が110,450千円増加したこと、短期借入金が200,000千円減少したことによるものであります。固定負債は277,373千円となり、前事業年度末に比べ81,571千円増加いたしました。これは主に長期借入金が70,291千円増加したことによるものであります。　この結果、負債合計は1,257,248千円となり、前事業年度末に比べ146,168千円増加いたしました。（純資産）　当第３四半期会計期間末における純資産合計は611,470千円となり、前事業年度末に比べ380,946千円増加いたしました。これは主に東京証券取引所グロース市場への上場に伴う新株発行による資本金98,532千円の増加及び資本剰余金98,532千円の増加によるものであります。　この結果、自己資本比率は31.7％（前事業年度末は17.2％）となりました。 (2）経営成績の状況　当第３四半期累計期間におけるわが国の経済は、新型コロナウイルス感染症に伴う行動制限や海外からの入国制限が緩和されたことにより人流が増加し、経済・社会活動の正常化が進んだことで、個人消費には緩やかな回復が見られました。一方、国際情勢の不安定化、資源・エネルギー価格の高騰、国際的なインフレ、円安の進行等により経済の先行きは不透明な状況が続いております。　当社の属する衣料品販売業界においても、資源価格の上昇や為替変動による物価上昇などにより、依然として先行き不透明な状況が続いているものの、ファッションに関連する消費意欲は緩やかな回復傾向が見受けられております。このような環境の中、当社は、今後の売上成長と利益確保に向け、オンライン事業を主とした販売強化に加え、実店舗の展開を拡大しております。　この結果、当第３四半期累計期間の業績は、売上高3,111,380千円、営業利益302,541千円、経常利益290,759千円、四半期純利益165,384千円となりました。　なお、当社はアパレル事業の単一セグメントであるため、セグメント別の記載は省略しております。 
経営上の重要な契約等	３ 【経営上の重要な契約等】当第３四半期会計期間において、経営上の重要な契約等の決定又は締結等はありません。 
研究開発活動	
設備投資等の概要	
主要な設備の状況	
株式の総数	① 【株式の総数】 種類発行可能株式総数(株)普通株式5,922,800計5,922,800  
発行済株式、株式の総数等	② 【発行済株式】 種類第３四半期会計期間末現在発行数(株)(2023年12月31日)提出日現在発行数(株)(2024年２月13日)上場金融商品取引所名又は登録認可金融商品取引業協会名内容普通株式1,565,7001,565,700東京証券取引所 （グロース市場）権利内容に何ら限定のない当社における標準となる株式であります。なお、１単元の株式数は100株となります。計1,565,7001,565,700――  
配当政策	
コーポレート・ガバナンスの概要	
役員の状況	２ 【役員の状況】有価証券届出書提出後、当四半期累計期間における役員の異動はありません。 
貸借対照表	
損益計算書	
キャッシュ・フロー計算書	
